corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,goStim_test.stopped,stopSignal_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,,,,,,,,,0,0,0,0,10,2,42,1,,,,,,,,,736.6951261684299,stop,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.001659877598285675,0.4905700832605362,0.9912962093949318,739.1985897049308,test,1,,,,,,,736.7113394662738,737.2111852392554,737.2111852392554,737.2111852392554,737.7117805480957,738.2109552919865,738.2109552919865,739.2180901616812,right,1,0.604503832757473,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,10,3,43,1,,,,,,,,,739.1990295425057,stop,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0018674209713935852,0.48927220702171326,0.9395898655056953,741.7006791979074,test,1,,,,,,,739.2180901616812,739.7143722176552,739.7143722176552,739.7310039624572,740.1644535586238,740.7155474275351,740.665107101202,741.7197481766343,None,0,,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,11,0,44,0,,,,,,,,,741.7011159360409,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0016079246997833252,0.4897453486919403,,744.2036471739411,test,1,,,,,,,741.7197481766343,742.2167665734887,742.2167665734887,742.2335640266538,742.7174968868494,743.2165440022945,743.2332238182425,744.2223839983344,left,0,0.20511935651302338,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,11,1,45,0,,,,,,,,,744.2040884122252,stop,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0013849586248397827,0.48958930373191833,0.9905229434370995,746.70670825243,test,1,,,,,,,744.2223839983344,744.7196085378528,744.7196085378528,744.7362676039338,745.2201135158539,745.7208667770028,745.7208667770028,746.7258032262325,None,0,,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,11,2,46,2,,,,,,,,,746.7071418017149,go,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.001426003873348236,0.4878157526254654,,749.209091797471,test,1,,,,,,,746.7258032262325,747.2210819721222,747.2210819721222,747.2377059832215,747.7718227803707,748.2219984307885,748.2725405320525,749.2284710630774,right,1,0.7931304350495338,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,11,3,47,2,,,,,,,,,749.209528952837,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.0018922984600067139,0.48982931673526764,,751.7112535685301,test,1,,,,,,,749.2284710630774,749.7251453697681,749.7251453697681,749.741941601038,750.2757357135415,750.7249784246087,750.791609108448,751.7313622012734,left,1,0.6963373422622681,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
,,,,,,,,,,0,0,0,0,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.7313622012734,751.7313622012734,return,4.396469302475452,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,0,0,0,1,,,,,,,,,756.1493536233902,stop,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.0019460693001747131,0.4887753203511238,1.040730319917202,758.6531152799726,test,2,,,,,,,756.1701020672917,756.6651191338897,756.6651191338897,756.6815150082111,757.2162485942245,757.66766294837,757.7175545617938,758.6728580966592,None,0,,0.6,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,758.6536444276571,go,circleblack.png,left,0.6,,,,,,,,,,,,,,,,,,0.0019075199961662292,0.49271737039089203,,761.155628927052,test,2,,,,,,,758.6728580966592,759.1690059527755,759.1690059527755,759.1690059527755,759.7695884853601,760.1685810014606,760.2852992266417,761.1756815910339,left,1,0.5377809256315231,0.6,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,0,2,2,3,,,,,,,,,761.1560505852103,stop,circleblack.png,left,0.6,,,,,,,,,,,,,,,,,,0.002444833517074585,0.4888472631573677,1.0895470082759857,763.6585402414203,test,2,,,,,,,761.1756815910339,761.6715186983347,761.6715186983347,761.6886524707079,762.2727121785283,762.6712167710066,762.7881219014525,763.6787543967366,left,1,0.5930225998163223,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,0,3,3,1,,,,,,,,,763.6589660048485,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.0023346692323684692,0.4886248707771301,,766.1609083414078,test,2,,,,,,,763.6787543967366,764.1742027327418,764.1742027327418,764.1909043937922,764.7248699888587,765.1740261539817,765.223988302052,766.1794685944915,left,1,0.5786202922463417,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,1,0,4,0,,,,,,,,,766.1613397374749,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.0012465417385101318,0.49000634998083115,,768.6623236387968,test,2,,,,,,,766.1794685944915,766.677090793848,766.677090793848,766.693895034492,767.2278659269214,767.678911447525,767.7285712137818,768.6842381134629,left,1,0.9355272427201271,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,1,1,5,2,,,,,,,,,768.6627520173788,go,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.007012419402599335,0.49133357405662537,,771.1667176634073,test,2,,,,,,,768.6842381134629,769.1798292174935,769.1798292174935,769.1965766474605,769.7290472686291,770.1809027120471,770.2310890704393,771.18560372293,right,1,0.6667958945035934,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,1,2,6,3,,,,,,,,,771.1671519055963,stop,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.0012676715850830078,0.48956048488616943,1.0402401462197304,773.668890312314,test,2,,,,,,,771.18560372293,771.6824769005179,771.6824769005179,771.6992614492774,772.2331851124763,772.6823500171304,772.7490059435368,773.6873695328832,right,1,0.6163112074136734,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,1,3,7,2,,,,,,,,,773.6693188771605,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0012053772807121277,0.48865003138780594,,776.1723008528352,test,2,,,,,,,773.6873695328832,774.1838683560491,774.1838683560491,774.2006185948849,774.6844822689891,775.1864106059074,775.1864106059074,776.1915111318231,right,1,0.619404099881649,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,2,0,8,2,,,,,,,,,776.1727405786514,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0019228681921958923,0.49004704505205154,,778.6742669418454,test,2,,,,,,,776.1915111318231,776.6882754191756,776.6882754191756,776.7049039304256,777.1889238357544,777.6893592551351,777.6893592551351,778.6909976154566,left,1,0.7183014675974846,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,2,1,9,0,,,,,,,,,778.6747044548392,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.001658029854297638,0.49029333144426346,,781.1771401762962,test,2,,,,,,,778.6909976154566,779.191324442625,779.191324442625,779.191324442625,779.691588960588,780.1919634565711,780.1919634565711,781.1945084184408,right,1,0.7631869986653328,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,2,2,10,3,,,,,,,,,781.177588313818,stop,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0018438473343849182,0.4900783598423004,0.9907420575618744,783.6803116351366,test,2,,,,,,,781.1945084184408,781.6935164704919,781.6935164704919,781.7104569971561,782.1944317668676,782.6933074519038,782.7099928036332,783.699517890811,left,1,0.5097979754209518,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,2,3,11,0,,,,,,,,,783.6807398274541,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0016278699040412903,0.4899275228381157,,786.1829904913902,test,2,,,,,,,783.699517890811,784.1965436711907,784.1965436711907,784.2130700051785,784.6468915939331,785.1967777013779,785.1474421769381,786.2007629796863,right,1,0.6853339821100235,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,3,0,12,2,,,,,,,,,786.1834201514721,stop,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.001725122332572937,0.48991213738918304,0.9404595568776131,788.6858127713203,test,2,,,,,,,786.2007629796863,786.6991373226047,786.6991373226047,786.715764336288,787.1496918722987,787.7002263367176,787.6503131464124,788.7048209309578,None,0,,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,3,1,13,2,,,,,,,,,788.686254568398,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0012812167406082153,0.4898817166686058,,791.1883212849498,test,2,,,,,,,788.7048209309578,789.2018764689565,789.2018764689565,789.2186525315046,789.7026240676641,790.2034372165799,790.2034372165799,791.2058603167534,left,1,0.8184958547353745,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,3,2,14,0,,,,,,,,,791.1887540072203,stop,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.001761890947818756,0.490104615688324,0.9904219210147858,793.6915636584163,test,2,,,,,,,791.2058603167534,791.7047837525606,791.7047837525606,791.7212353944778,792.2053565308452,792.7059099599719,792.7059099599719,793.7105198353529,None,0,,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,3,3,15,2,,,,,,,,,793.6919926777482,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.0016981884837150574,0.48979125171899796,,796.1944442540407,test,2,,,,,,,793.7105198353529,794.2061514258385,794.2061514258385,794.2226999476552,794.7567593976855,795.2084343507886,795.2583197131753,796.2138810381293,left,1,0.6712903752923012,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,4,0,16,0,,,,,,,,,796.1948728635907,go,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.0017376765608787537,0.4895677864551544,,798.6965529173613,test,2,,,,,,,796.2138810381293,796.7101836502552,796.7101836502552,796.7269770279527,797.2613758146763,797.7099937200546,797.7768225371838,798.7131027579308,right,1,0.6348195746541023,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,4,1,17,0,,,,,,,,,798.6969836652279,stop,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.0011885762214660645,0.49011697620153427,1.0408153533935547,801.1996109858155,test,2,,,,,,,798.7131027579308,799.2133229225874,799.2133229225874,799.2133229225874,799.7636473998427,800.2141675427556,800.2644844055176,801.2189362943172,None,0,,0.6,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,4,2,18,3,,,,,,,,,801.2000438794494,stop,circleblack.png,left,0.6,,,,,,,,,,,,,,,,,,0.0017698034644126892,0.4901108294725418,1.0909638851881027,803.702573724091,test,2,,,,,,,801.2189362943172,801.7157691642642,801.7157691642642,801.7325770035386,802.3167999684811,802.7155259400606,802.8325452879071,803.7238273471594,left,1,0.5086179152131081,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,4,3,19,0,,,,,,,,,803.7030207142234,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.002205386757850647,0.4867611899971962,,806.2056940868497,test,2,,,,,,,803.7238273471594,804.2172032147646,804.2172032147646,804.2338536381721,804.7678949162364,805.2196401208639,805.2698757201433,806.2247769385576,left,1,0.7310708910226822,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,5,0,20,3,,,,,,,,,806.2061277404428,go,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.0017828568816184998,0.4895968362689018,,808.7067499905825,test,2,,,,,,,806.2247769385576,806.721335850656,806.721335850656,806.7380620017648,807.2719347327948,807.722583219409,807.7729302197695,808.7234145104885,right,1,0.9209256619215012,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,5,1,21,0,,,,,,,,,808.7071941494942,go,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.0012244433164596558,0.48961322009563446,,811.21091055125,test,2,,,,,,,808.7234145104885,809.2226814031601,809.2226814031601,809.2226814031601,809.7735609486699,810.2251304909587,810.2753061130643,811.2304523959756,right,1,0.8644619584083557,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,5,2,22,0,,,,,,,,,811.2113553360105,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.001897968351840973,0.4894639030098915,,813.7123490422964,test,2,,,,,,,811.2304523959756,811.7269873917103,811.7269873917103,811.7438138052821,812.2777104750276,812.7283391878009,812.7783705592155,813.7300358265638,left,1,0.8891377151012421,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,5,3,23,3,,,,,,,,,813.7128298655152,go,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.0015575513243675232,0.48920368403196335,,816.2163653969765,test,2,,,,,,,813.7300358265638,814.2286266237497,814.2286266237497,814.2449150830507,814.7804195657372,815.2306670546532,815.2807709649205,816.2351790592074,right,1,0.7077419608831406,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,6,0,24,1,,,,,,,,,816.2167915329337,go,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.0013000443577766418,0.4897744357585907,,818.7177577614784,test,2,,,,,,,816.2351790592074,816.7325607910752,816.7325607910752,816.7490667328238,817.2834793999791,817.7339877560735,817.7838462665677,818.7350375801325,right,1,0.9054848179221153,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,6,1,25,1,,,,,,,,,818.7181930243969,stop,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.001141563057899475,0.4893835559487343,1.0404477193951607,821.2220424264669,test,2,,,,,,,818.7350375801325,819.2336673811078,819.2336673811078,819.2504668012261,819.7846816778183,820.2362466976047,820.2864096388221,821.2407811582088,None,0,,0.6,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,6,2,26,0,,,,,,,,,821.2224749773741,go,squareblack.png,right,0.6,,,,,,,,,,,,,,,,,,0.00131157785654068,0.4896218404173851,,823.7244304195046,test,2,,,,,,,821.2407811582088,821.7380841225386,821.7380841225386,821.754554413259,822.3390454128385,822.7375101521611,822.8380021005869,823.7433899790049,right,1,0.4553241729736328,0.6,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,6,3,27,0,,,,,,,,,823.7248536646366,stop,squareblack.png,right,0.6,,,,,,,,,,,,,,,,,,0.0011839792132377625,0.48987893015146255,1.0906229317188263,826.2276313826442,test,2,,,,,,,823.7433899790049,824.2405895367265,824.2405895367265,824.2572878301144,824.8415472730994,825.2419078424573,825.3422400057316,826.2528229355812,None,0,,0.65,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,7,0,28,3,,,,,,,,,826.228061966598,go,circleblack.png,left,0.65,,,,,,,,,,,,,,,,,,0.00861801952123642,0.4898117780685425,,828.729909658432,test,2,,,,,,,826.2528229355812,826.7434851303697,826.7434851303697,826.7601398229599,827.3941784650087,827.7444547042251,827.9099367186427,828.7464860975742,left,1,0.7177325636148453,0.65,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,7,1,29,3,,,,,,,,,828.7303441241384,go,circleblack.png,left,0.65,,,,,,,,,,,,,,,,,,0.0012444853782653809,0.49002138525247574,,831.2316247224808,test,2,,,,,,,828.7464860975742,829.2465391978621,829.2465391978621,829.2465391978621,829.8969104364514,830.2475655972958,830.3958561867476,831.2501010596752,left,1,0.8554610460996628,0.65,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,7,2,30,1,,,,,,,,,831.2320846095681,go,circleblack.png,left,0.65,,,,,,,,,,,,,,,,,,0.0017052069306373596,0.4885405972599983,,833.7357863858342,test,2,,,,,,,831.2501010596752,831.7474274709821,831.7474274709821,831.764188170433,832.3986104950309,832.7500668466091,832.9000840261579,833.7548707053065,left,1,0.8230742439627647,0.65,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,7,3,31,2,,,,,,,,,833.7362292259932,go,squareblack.png,right,0.65,,,,,,,,,,,,,,,,,,0.0016216039657592773,0.48950087279081345,,836.2373287752271,test,2,,,,,,,833.7548707053065,834.2515189871192,834.2515189871192,834.2682284712791,834.9022007584572,835.2530072778463,835.4027777463198,836.2548581212759,right,1,0.8673982620239258,0.65,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,8,0,32,1,,,,,,,,,836.2378768250346,go,squareblack.png,right,0.65,,,,,,,,,,,,,,,,,,0.0012426599860191345,0.4888485074043274,,838.741385743022,test,2,,,,,,,836.2548581212759,836.753285638988,836.753285638988,836.7697310447693,837.4043153226376,837.755539149046,837.905698493123,838.7629510760307,right,1,0.8241283819079399,0.65,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,8,1,33,3,,,,,,,,,838.7420241832733,stop,circleblack.png,left,0.65,,,,,,,,,,,,,,,,,,0.0024293437600135803,0.48648229986429214,1.1372695937752724,841.2435665503144,test,2,,,,,,,838.7629510760307,839.2561448067427,839.2561448067427,839.2726951614022,839.9066796898842,840.2572255954146,840.4073964804411,841.2602427825332,left,1,0.7058639898896217,0.6,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,8,2,34,2,,,,,,,,,841.2440118566155,go,circleblack.png,left,0.6,,,,,,,,,,,,,,,,,,0.0012526214122772217,0.4901464506983757,,843.746132619679,test,2,,,,,,,841.2602427825332,841.7599280327559,841.7599280327559,841.7599280327559,842.360772550106,842.7596029415727,842.8764804527164,843.7632302045822,left,1,0.6013275012373924,0.6,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,8,3,35,1,,,,,,,,,843.7465885207057,stop,circleblack.png,left,0.6,,,,,,,,,,,,,,,,,,0.0012572109699249268,0.49022920429706573,1.089599147439003,846.2494051679969,test,2,,,,,,,843.7632302045822,844.2626268416643,844.2626268416643,844.2626268416643,844.8619048893452,845.2632595300674,845.3635295331478,846.2685950547457,left,1,0.6785204336047173,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,9,0,36,3,,,,,,,,,846.2498290762305,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.001318998634815216,0.48978231102228165,,848.7508308514953,test,2,,,,,,,846.2685950547457,846.7657746896148,846.7657746896148,846.782136157155,847.3161940127611,847.7672063186765,847.8168975487351,848.7726713046432,left,1,0.9371815323829651,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,9,1,37,2,,,,,,,,,848.7512821853161,stop,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.007150016725063324,0.4912688806653023,1.0404748916625977,851.2550688534975,test,2,,,,,,,848.7726713046432,849.2684695273638,849.2684695273638,849.285068385303,849.8175024837255,850.2690207138658,850.3190505206585,851.2740363329649,None,0,,0.6,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
