corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,goStim_test.stopped,stopSignal_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,0,0,0,0,4,3,19,1,,,,,,,,,,,,,,,,,605.6343687549233,stop,squareblack.png,right,0.5,605.6537936404347,605.6537936404347,606.1502218618989,606.1502218618989,606.1666423305869,606.6507491990924,607.151139177382,607.151139177382,608.1525996923447,608.1691137254238,None,0,,608.1691137254238,608.1691137254238,608.6733611822128,608.6733611822128,0.0016683116555213928,0.49038470536470413,0.9904142767190933,608.6539919003844,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,0,0,0,0,5,0,20,1,,,,,,,,,,,,,,,,,608.6544068828225,go,squareblack.png,right,0.55,608.6733611822128,608.6733611822128,609.1701700165868,609.1701700165868,609.1868521720171,609.72073931247,610.2202024534345,610.1697688996792,611.1721637994051,611.1888926252723,right,1,0.5352310314774513,611.1888926252723,611.1888926252723,,,0.0011744797229766846,0.49009402096271515,1.040780246257782,611.6737587749958,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,1,21,0,,,,,,,,,,,,,,,,,611.6741778627038,go,circleblack.png,left,0.55,611.6936016827822,611.6936016827822,612.1899963766336,612.1899963766336,612.2068599164486,612.7406287267804,613.241554915905,613.1915980279446,614.1915329098701,614.2084834575653,left,1,0.8518238887190819,614.2084834575653,614.2084834575653,,,0.0017880424857139587,0.48981665074825287,1.0406214371323586,614.6933574676514,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,0,0,0,0,5,2,22,2,,,,,,,,,,,,,,,,,614.693795055151,go,circleblack.png,left,0.55,614.7132942453027,614.7132942453027,615.2103177309036,615.2103177309036,615.2266895920038,615.7607194110751,616.2764720767736,616.2098295390606,617.2124735116959,617.2289727777243,left,1,0.6313751116394997,617.2289727777243,617.2289727777243,617.733922213316,617.733922213316,0.001261793076992035,0.49057842046022415,1.0410142168402672,617.7139921188354,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,0,0,0,0,5,3,23,3,,,,,,,,,,,,,,,,,617.7144056260586,go,squareblack.png,right,0.55,617.733922213316,617.733922213316,618.2301037758589,618.2301037758589,618.2466363832355,618.7806591540575,619.2814536765218,619.2312154322863,620.2314566224813,620.2486572340131,right,1,0.8202287331223488,620.2486572340131,620.2486572340131,,,0.0016846507787704468,0.4899009168148041,1.0404416546225548,620.7335529699922,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.7520586848259,620.7520586848259,return,1.8625881299376488,,,,,,,,,,,,,,,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,631.578699529171,stop,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.00209026038646698,0.4903454929590225,1.0410369485616684,634.0823457688093,test,1,,,,,622.633585549891,622.633585549891,631.5971832126379,632.0952512547374,632.0952512547374,632.1122201532125,632.6459931507707,633.0965130999684,633.1463977172971,634.1010341569781,right,1,0.6148072630167007,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,634.0828793048859,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0012764036655426025,0.4893038347363472,,636.5851304084063,test,1,,,,,,,634.1010341569781,634.5980367437005,634.5980367437005,634.6148083433509,635.0987999364734,635.5977389216423,635.6144559234381,636.6096301525831,right,1,0.6397713720798492,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,636.5855802744627,stop,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.007790528237819672,0.4894942194223404,0.9899963214993477,639.0871962532401,test,1,,,,,,,636.6096301525831,637.1008583456278,637.1008583456278,637.1174565553665,637.6016020178795,638.1008468791842,638.1008468791842,639.1051824390888,left,1,0.7014805749058723,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,639.0876320451498,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.001297682523727417,0.4901522248983383,,641.5905868709087,test,1,,,,,,,639.1051824390888,639.6041004881263,639.6041004881263,639.6207271888852,640.0543969646096,640.6033180654049,640.5700283423066,641.6097027510405,left,1,0.60598224401474,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,1,0,4,2,,,,,,,,,641.5910194739699,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0017020851373672485,0.4895704314112663,,644.0930568873882,test,1,,,,,,,641.6097027510405,642.1068320944905,642.1068320944905,642.1234954968095,642.5572564676404,643.1061267778277,643.0728221461177,644.1115933433175,right,1,0.6290500611066818,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,1,1,5,1,,,,,,,,,644.0934881642461,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0012449249625205994,0.49003854393959045,,646.5959524139762,test,1,,,,,,,644.1115933433175,644.6090739816427,644.6090739816427,644.6256737411022,645.0596367791295,645.6088544428349,645.5602075606585,646.6155599579215,right,1,0.6762474775314331,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,1,2,6,3,,,,,,,,,646.5963901057839,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0018747374415397644,0.48980069160461426,,649.0987595617771,test,1,,,,,,,646.6155599579215,647.1119373068213,647.1119373068213,647.1287602484226,647.5610394477844,648.1132196262479,648.0625365972519,649.1182767003775,left,1,0.4069937393069267,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,1,3,7,2,,,,,,,,,649.0992042720318,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.001812957227230072,0.4892355278134346,,651.6009185388684,test,1,,,,,,,649.1182767003775,649.6151227131486,649.6151227131486,649.6316897422075,650.0653200671077,650.6158997640014,650.5657870173454,651.6198984533548,right,1,0.7509345859289169,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,2,0,8,1,,,,,,,,,651.6013723984361,stop,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0012817978858947754,0.4903837665915489,0.9410402774810791,654.104385189712,test,1,,,,,,,651.6198984533548,652.1176368072629,652.1176368072629,652.1342886537313,652.5679661333561,653.1170966625214,653.0837434977293,654.1239287257195,right,1,0.5477704480290413,0.4,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,2,1,9,2,,,,,,,,,654.1048104539514,stop,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,,0.0019092336297035217,0.48945847153663635,0.8899616301059723,656.6068544909358,test,1,,,,,,,654.1239287257195,654.6200568675995,654.6200568675995,654.6370640322566,655.0206963941455,655.6197581663728,655.5364434868097,656.6259678378701,None,0,,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,2,2,10,1,,,,,,,,,656.607303224504,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0013555511832237244,0.4894466996192932,,659.1096848249435,test,1,,,,,,,656.6259678378701,657.122910015285,657.122910015285,657.1396363526583,657.5735004544258,658.1225911900401,658.0726006403565,659.1290248930454,left,1,0.6423593312501907,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,2,3,11,3,,,,,,,,,659.1101199015975,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0015701279044151306,0.4892812520265579,,661.6125382483006,test,1,,,,,,,659.1290248930454,659.625532835722,659.625532835722,659.642497241497,660.0760867446661,660.6254934519529,660.5753223747015,661.6311485171318,left,1,0.6376359984278679,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,3,0,12,1,,,,,,,,,661.6129805594683,stop,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0013088136911392212,0.4897789806127548,0.9406648725271225,664.1153184697032,test,1,,,,,,,661.6311485171318,662.1287195831537,662.1287195831537,662.1452911049128,662.5791097506881,663.1295861154795,663.0796974077821,664.1365451961756,None,0,,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,3,1,13,3,,,,,,,,,664.1157692968845,stop,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.004439897835254669,0.48961141705513,0.9905127286911011,666.6178011447191,test,1,,,,,,,664.1365451961756,664.6312167942524,664.6312167942524,664.6479469686747,665.1317424625158,665.6310856193304,665.6310856193304,666.6365389153361,right,1,0.5358971804380417,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,3,2,14,2,,,,,,,,,666.6182249635458,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.00123625248670578,0.49005868285894394,,669.1201542243361,test,1,,,,,,,666.6365389153361,667.1341038867831,667.1341038867831,667.1510142236948,667.5846024677157,668.1352619379759,668.0852021127939,669.1378961801529,right,1,0.7511004284024239,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,3,3,15,3,,,,,,,,,669.1205964162946,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0019052103161811829,0.49018847942352295,,671.6228784248233,test,1,,,,,,,669.1378961801529,669.6367890611291,669.6367890611291,669.6534705534577,670.0872525349259,670.6380235478282,670.5882855057716,671.6395342350006,left,1,0.7993547171354294,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,4,0,16,3,,,,,,,,,671.6233196109533,stop,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0016471371054649353,0.490349218249321,0.9410645738244057,674.1268332600594,test,1,,,,,,,671.6395342350006,672.1396448537707,672.1396448537707,672.1396448537707,672.5902355611324,673.1408126279712,673.0906918346882,674.1456708237529,None,0,,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,4,1,17,0,,,,,,,,,674.1272600516677,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.001425914466381073,0.4890057221055031,,676.6288170218468,test,1,,,,,,,674.1456708237529,674.6422963961959,674.6422963961959,674.6592232584953,675.1428996399045,675.6434780210257,675.6434780210257,676.6462447941303,right,1,0.8407463282346725,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,4,2,18,3,,,,,,,,,676.6292467415333,stop,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0018666833639144897,0.4897894859313965,0.9902870506048203,679.1319442763925,test,1,,,,,,,676.6462447941303,677.1453249081969,677.1453249081969,677.1617077365518,677.6454075947404,678.1447429582477,678.1447429582477,679.1506862416863,left,1,0.6163242980837822,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,4,3,19,2,,,,,,,,,679.132385328412,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0013328641653060913,0.48969656974077225,,681.6348068416119,test,1,,,,,,,679.1506862416863,679.6476977914572,679.6476977914572,679.6644560918212,680.098285458982,680.6475005596876,680.5974852591753,681.6540616452694,left,1,0.6032274886965752,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,5,0,20,2,,,,,,,,,681.6352521553636,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0018244609236717224,0.48943834751844406,,684.1365589126945,test,1,,,,,,,681.6540616452694,682.1504905968904,682.1504905968904,682.1675419658422,682.6010264605284,683.15186753124,683.1022184193134,684.1554826125503,right,1,0.9398202672600746,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,1,21,0,,,,,,,,,684.1370242908597,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0017384663224220276,0.4896366819739342,,686.639966160059,test,1,,,,,,,684.1554826125503,684.6534048169851,684.6534048169851,684.6701029986143,685.1037159711123,685.6543969735503,685.6045960634947,686.6568948701024,left,1,0.7522703930735588,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,5,2,22,2,,,,,,,,,686.6404114887118,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0013381466269493103,0.48994823545217514,,689.1425677165389,test,1,,,,,,,686.6568948701024,687.1564996913075,687.1564996913075,687.1564996913075,687.607050999999,688.1572475582361,688.107298746705,689.16002830863,left,1,0.7395472675561905,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,5,3,23,2,,,,,,,,,689.1430031433702,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0017718151211738586,0.49020689725875854,,691.6456919834018,test,1,,,,,,,689.16002830863,689.6588537544012,689.6588537544012,689.6757581457496,690.1093280166388,690.6585909202695,690.6084331423044,691.6644859984517,right,1,0.5058265700936317,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,6,0,24,2,,,,,,,,,691.6461344659328,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0012458935379981995,0.48970887064933777,,694.1485131829977,test,1,,,,,,,691.6644859984517,692.1617965176702,692.1617965176702,692.178323276341,692.612013541162,693.161287792027,693.111247882247,694.1675048172474,right,1,0.471957765519619,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,6,1,25,0,,,,,,,,,694.1489410325885,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0013801157474517822,0.48949623852968216,,696.6508715078235,test,1,,,,,,,694.1675048172474,694.6644966751337,694.6644966751337,694.6812416017056,695.1153829991817,695.6638769134879,695.6308407559991,696.6693015918136,right,1,0.3210879787802696,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,6,2,26,0,,,,,,,,,696.6513101011515,stop,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.001192726194858551,0.49015241861343384,0.940411202609539,699.1570581793785,test,1,,,,,,,696.6693015918136,697.1674795225263,697.1674795225263,697.1838519498706,697.6181245669723,698.1684691533446,698.1183716505766,699.1765325590968,None,0,,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,6,3,27,3,,,,,,,,,699.1574970260262,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0019051805138587952,0.4856362044811249,,701.656576089561,test,1,,,,,,,699.1765325590968,699.6699723899364,699.6699723899364,699.6866517588496,700.170381128788,700.6695778816938,700.686186119914,701.6760219410062,left,1,0.6722790002822876,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,7,0,28,3,,,,,,,,,701.6570244655013,stop,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0014820843935012817,0.4894607737660408,0.9900669679045677,704.1592495590448,test,1,,,,,,,701.6760219410062,702.172418281436,702.172418281436,702.1894673481584,702.6730014979839,703.1738875284791,703.1738875284791,704.1780980452895,None,0,,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,1,29,0,,,,,,,,,704.1596790477633,stop,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.001255728304386139,0.4897150993347168,1.0408232659101486,706.6620802357793,test,1,,,,,,,704.1780980452895,704.6755191534758,704.6755191534758,704.6920069307089,705.2265006303787,705.6750943735242,705.7419291287661,706.6865836903453,left,1,0.3838694840669632,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,7,2,30,1,,,,,,,,,706.6625130996108,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.007546193897724152,0.4896460771560669,,709.1640504077077,test,1,,,,,,,706.6865836903453,707.1780847012997,707.1780847012997,707.1946997642517,707.6785708665848,708.1792841032147,708.1792841032147,709.181544393301,right,1,0.8017141073942184,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,3,31,0,,,,,,,,,709.1645582541823,stop,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0012045204639434814,0.49023300409317017,0.9910002499818802,711.6674943268299,test,1,,,,,,,709.181544393301,709.6809068843722,709.6809068843722,709.6809068843722,710.1814220100641,710.6807168200612,710.6807168200612,711.6849719583988,right,1,0.6796032041311264,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,8,0,32,3,,,,,,,,,711.667923502624,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0018740519881248474,0.48973458260297775,,714.1704116389155,test,1,,,,,,,711.6849719583988,712.1836021468043,712.1836021468043,712.2003426626325,712.6341600492597,713.1833085492253,713.1334183216095,714.1894492581487,left,1,0.4947381615638733,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,8,1,33,3,,,,,,,,,714.1708505451679,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0013499334454536438,0.4884120523929596,,716.6729929223657,test,1,,,,,,,714.1894492581487,714.6851948797703,714.6851948797703,714.7016789615154,715.1356222704053,715.6875188350677,715.6375014781952,716.6917703002691,left,1,0.8220892176032066,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,8,2,34,0,,,,,,,,,716.6734301522374,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0012429207563400269,0.48999687284231186,,719.1755086630583,test,1,,,,,,,716.6917703002691,717.1892394497991,717.1892394497991,717.2059341222048,717.6395992413163,718.190728046,718.1405477300286,719.1937906816602,left,1,0.9447612315416336,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,8,3,35,3,,,,,,,,,719.1759627386928,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.002232186496257782,0.49003592133522034,,721.6786492690444,test,1,,,,,,,719.1937906816602,719.692197419703,719.692197419703,719.7086089923978,720.1423423960805,720.6918236464262,720.6415473297238,721.6979898363352,right,1,0.6217013671994209,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,9,0,36,0,,,,,,,,,721.6790995374322,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0013982802629470825,0.4895867705345154,,724.181118875742,test,1,,,,,,,721.6979898363352,722.1947726234794,722.1947726234794,722.2117036357522,722.6452266946435,723.1961928457022,723.1458610072732,724.1984828934073,right,1,0.9095579534769058,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,9,1,37,1,,,,,,,,,724.181553825736,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.001835644245147705,0.49020741879940033,,726.6837811693549,test,1,,,,,,,724.1984828934073,724.6974910721183,724.6974910721183,724.6974910721183,725.148091815412,725.6985528096557,725.6488582193851,726.7008848041296,left,1,0.7984113246202469,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,9,2,38,1,,,,,,,,,726.6842279061675,stop,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0012406036257743835,0.4904229864478111,0.9410890266299248,729.1871781796217,test,1,,,,,,,726.7008848041296,727.2002820894122,727.2002820894122,727.2002820894122,727.6511216685176,728.2015586048365,728.1513453796506,729.2062775567174,None,0,,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,9,3,39,2,,,,,,,,,729.1876151114702,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0016361325979232788,0.48961297422647476,,731.6893606483936,test,1,,,,,,,729.2062775567174,729.7029724419117,729.7029724419117,729.7197545617819,730.20359954983,730.704199962318,730.704199962318,731.7068803757429,right,1,0.749416321516037,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,10,0,40,0,,,,,,,,,731.689802646637,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0018208399415016174,0.4897606298327446,,734.1919708698988,test,1,,,,,,,731.7068803757429,732.2059975191951,732.2059975191951,732.222572915256,732.7064271643758,733.2069246470928,733.2069246470928,734.2091038152575,left,1,0.7673498094081879,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,0,0,0,0,10,1,41,1,,,,,,,,,734.1924114897847,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0012401491403579712,0.4905032142996788,,736.6946928873658,test,1,,,,,,,734.2091038152575,734.7088373303413,734.7088373303413,734.7088373303413,735.209293410182,735.7101900503039,735.7101900503039,736.7113394662738,left,1,0.8593000322580338,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
