corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,fixation.stopped,goStim.started,goResp.started,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,goResp.rt,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}]","[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",2554.65324703604,2554.65324703604,return,2.007519692182541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,2556.7094471901655,2556.7094471901655,2610.1053288429976,stop,squareblack.png,right,0.35,2610.1273158937693,2610.1273158937693,2610.6281590014696,2610.6281590014696,2610.6281590014696,2610.978735104203,2611.4797687083483,2611.6296380981803,2612.630575053394,2612.630575053394,None,0,2612.630575053394,2612.630575053394,2613.1414626017213,2613.1414626017213,0.0024806633591651917,0.49632591754198074,0.8465389385819435,2613.115253560245,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,2613.1158155426383,go,circleblack.png,left,0.4,2613.1414626017213,2613.1414626017213,2613.6482689529657,2613.631457105279,2613.631457105279,2614.032192632556,2614.5476879253983,2614.631188236177,2615.633331552148,2615.6499678492546,left,1,2615.6499678492546,2615.6499678492546,,,0.008070521056652069,0.48943405598402023,0.889634408056736,2616.1352432966232,practice,1,0.41066113114356995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
$currentCorrectResponse,$currentGoStim,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,2616.135673455894,go,squareblack.png,right,0.4,2616.155191361904,2616.155191361904,2616.668344825506,2616.6516284048557,2616.6516284048557,2617.052329495549,2617.5677527338266,2617.6518664360046,2618.653756469488,2618.670710347593,right,1,2618.670710347593,2618.670710347593,2619.1754254177213,2619.1754254177213,0.0016584545373916626,0.49018748104572296,0.8905395716428757,2619.155463695526,practice,1,0.289114311337471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,2619.1559134423733,go,circleblack.png,left,0.4,2619.1754254177213,2619.1754254177213,2619.6883701756597,2619.6716766804457,2619.6716766804457,2620.072351641953,2620.5877884328365,2620.671734906733,2621.6739001348615,2621.6905027851462,left,1,2621.6905027851462,2621.6905027851462,2622.195431433618,2622.195431433618,0.001749470829963684,0.48991500586271286,0.8904968649148941,2622.1752796694636,practice,1,0.29307762533426285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,1,0,4,3,,,,,,,,,,,,,,,,,2622.175701983273,go,circleblack.png,left,0.4,2622.195431433618,2622.195431433618,2622.7082302868366,2622.69175209105,2622.69175209105,2623.092024192214,2623.6076421290636,2623.691359974444,2624.6935407817364,2624.710249826312,right,0,2624.710249826312,2624.710249826312,,,0.0013514533638954163,0.4902818128466606,0.890325129032135,2625.194943614304,practice,1,0.351040318608284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,1,1,5,3,,,,,,,,,,,,,,,,,2625.195375934243,go,circleblack.png,left,0.4,2625.2149198427796,2625.2149198427796,2625.728200227022,2625.7113337293267,2625.7113337293267,2626.111886560917,2626.6109225451946,2626.7112310901284,2627.7139075919986,2627.730274297297,left,1,2627.730274297297,2627.730274297297,2628.2351922914386,2628.2351922914386,0.0013078898191452026,0.4899989664554596,0.8902332186698914,2628.21525285393,practice,1,0.41003211587667465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,,2628.215719103813,go,squareblack.png,right,0.4,2628.2351922914386,2628.2351922914386,2628.7482975795865,2628.731542415917,2628.731542415917,2629.13216085732,2629.647701062262,2629.7312569394708,2630.733769528568,2630.750529870391,right,1,2630.750529870391,2630.750529870391,2631.254707567394,2631.254707567394,0.0017064809799194336,0.48984625190496445,0.8906054049730301,2631.2353059500456,practice,1,0.37169215828180313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,1,3,7,3,,,,,,,,,,,,,,,,,2631.2357238531113,stop,squareblack.png,right,0.4,2631.254707567394,2631.254707567394,2631.7682555168867,2631.751863181591,2631.751863181591,2632.1524186059833,2632.667865604162,2632.7512343749404,2633.753704421222,2633.770262502134,right,1,2633.770262502134,2633.770262502134,2634.274996191263,2634.274996191263,0.001185871660709381,0.49009882658720016,0.8906975761055946,2634.255282342434,practice,1,0.40009409934282303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,2,0,8,1,,,,,,,,,,,,,,,,,2634.2557056322694,go,squareblack.png,right,0.35,2634.274996191263,2634.274996191263,2634.788032628596,2634.77146332711,2634.77146332711,2635.121666394174,2635.6209187954664,2635.771073706448,2636.77377474308,2636.790421359241,right,1,2636.790421359241,2636.790421359241,2637.301011800766,2637.301011800766,0.0012928396463394165,0.48975513130426407,0.8401352316141129,2637.2753129824996,practice,1,0.4513283893465996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,2,1,9,2,,,,,,,,,,,,,,,,,2637.2757344916463,stop,circleblack.png,left,0.35,2637.301011800766,2637.301011800766,2637.808019772172,2637.791462428868,2637.791462428868,2638.1419950276613,2638.6578838825226,2638.7911185771227,2639.7940165027976,2639.8103708177805,left,1,2639.8103708177805,2639.8103708177805,2640.315213136375,2640.315213136375,0.008332803845405579,0.489874504506588,0.8401942402124405,2640.29524037987,practice,1,0.3067096993327141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,2,2,10,1,,,,,,,,,,,,,,,,,2640.2956678643823,stop,circleblack.png,left,0.3,2640.315213136375,2640.315213136375,2640.828187972307,2640.811303295195,2640.811303295195,2641.1117820218205,2641.610911026597,2641.8111719489098,2642.8136088848114,2642.830215409398,left,1,2642.830215409398,2642.830215409398,,,0.0014118552207946777,0.489858940243721,0.7899917140603065,2643.3150373846292,practice,1,0.3668069541454315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
$currentCorrectResponse,$currentGoStim,0,0,0,0,2,3,11,0,,,,,,,,,,,,,,,,,2643.315475806594,go,squareblack.png,right,0.25,2643.3348919525743,2643.3348919525743,2643.84804943949,2643.8319274634123,2643.8319274634123,2644.0818147957325,2644.5827148407698,2644.831201285124,2645.833165936172,2645.8495828583837,right,1,2645.8495828583837,2645.8495828583837,,,0.0017560720443725586,0.49001891911029816,0.7402795106172562,2646.334960371256,practice,1,0.6351993456482887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,3,0,12,1,,,,,,,,,,,,,,,,,2646.3353919684887,go,circleblack.png,left,0.25,2646.355068258941,2646.355068258941,2646.868486814201,2646.851512260735,2646.851512260735,2647.102059081197,2647.617550045252,2647.8511931672692,2648.8535743951797,2648.8703731149435,left,1,2648.8703731149435,2648.8703731149435,2649.375026643276,2649.375026643276,0.0018801763653755188,0.49039313197135925,0.7403307557106018,2649.355052821338,practice,1,0.3681623861193657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,3,1,13,2,,,,,,,,,,,,,,,,,2649.3554965630174,stop,squareblack.png,right,0.25,2649.375026643276,2649.375026643276,2649.887980438769,2649.8714979216456,2649.8714979216456,2650.122255779803,2650.637445449829,2650.871343255043,2651.8739630281925,2651.8902705535293,right,1,2651.8902705535293,2651.8902705535293,2652.3947720974684,2652.3947720974684,0.0016973018646240234,0.4900754615664482,0.740418516099453,2652.3753808885813,practice,1,0.27770882099866867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
$currentCorrectResponse,$currentGoStim,0,0,0,0,3,2,14,0,,,,,,,,,,,,,,,,,2652.375799484551,go,squareblack.png,right,0.2,2652.3947720974684,2652.3947720974684,2652.908194169402,2652.891431823373,2652.891431823373,2653.0917760506272,2653.592357508838,2653.8911768570542,2654.893832758069,2654.893832758069,right,1,2654.893832758069,2654.893832758069,2655.3984925448895,2655.3984925448895,0.0012510046362876892,0.48977233469486237,0.68984155356884,2655.378685720265,practice,1,0.43517976254224777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,3,3,15,1,,,,,,,,,,,,,,,,,2655.3791064694524,go,squareblack.png,right,0.2,2655.3984925448895,2655.3984925448895,2655.911625556648,2655.895105533302,2655.895105533302,2656.0951477065682,2656.594202257693,2656.894463777542,2657.897210918367,2657.913810528815,right,1,2657.913810528815,2657.913810528815,2658.42409530282,2658.42409530282,0.0011952966451644897,0.490044541656971,0.6901286765933037,2658.3984183594584,practice,1,0.3058364763855934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,4,0,16,3,,,,,,,,,,,,,,,,,2658.3988402858377,go,circleblack.png,left,0.2,2658.42409530282,2658.42409530282,2658.9316818788648,2658.914984948933,2658.914984948933,2659.114990822971,2659.614158809185,2659.9145983308554,2660.916828200221,2660.9330147206783,left,1,2660.9330147206783,2660.9330147206783,,,0.008359961211681366,0.49025067687034607,0.690476767718792,2661.418385207653,practice,1,0.32697657495737076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
$currentCorrectResponse,$currentGoStim,0,0,0,0,4,1,17,0,,,,,,,,,,,,,,,,,2661.418813370168,go,squareblack.png,right,0.2,2661.4384950473905,2661.4384950473905,2661.9517522901297,2661.9350371435285,2661.9350371435285,2662.135000117123,2662.635603323579,2662.934927508235,2663.937220543623,2663.9536426886916,right,1,2663.9536426886916,2663.9536426886916,2664.4584711790085,2664.4584711790085,0.0017667487263679504,0.4903334900736809,0.6906086131930351,2664.438401401043,practice,1,0.3264182135462761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,4,2,18,2,,,,,,,,,,,,,,,,,2664.438902772963,go,circleblack.png,left,0.2,2664.4584711790085,2664.4584711790085,2664.971310272813,2664.9545998573303,2664.9545998573303,2665.1548007577658,2665.654072023928,2665.9547784999013,2666.956843480468,2666.973519191146,left,1,2666.973519191146,2666.973519191146,2667.4785493314266,2667.4785493314266,0.0017843842506408691,0.49004125595092773,0.6901413053274155,2667.45862647146,practice,1,0.318265862762928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,4,3,19,2,,,,,,,,,,,,,,,,,2667.4590507373214,go,squareblack.png,right,0.2,2667.4785493314266,2667.4785493314266,2667.9914113879204,2667.9746502265334,2667.9746502265334,2668.1749567613006,2668.674105025828,2668.975017271936,2669.9769608080387,2669.9937548711896,right,1,2669.9937548711896,2669.9937548711896,2670.498324945569,2670.498324945569,0.0016018003225326538,0.4897764176130295,0.6898296773433685,2670.478580981493,practice,1,0.2867893651127815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,0,20,0,,,,,,,,,,,,,,,,,2670.479019150138,go,circleblack.png,left,0.2,2670.498324945569,2670.498324945569,2671.0117405727506,2670.9946359097958,2670.9946359097958,2671.194859549403,2671.693997338414,2671.994358435273,2672.9970642626286,2673.0136385187507,left,1,2673.0136385187507,2673.0136385187507,2673.51846357435,2673.51846357435,0.0017175078392028809,0.4900355711579323,0.6901071593165398,2673.498640038073,practice,1,0.30781295895576477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,1,21,0,,,,,,,,,,,,,,,,,2673.49905577302,stop,circleblack.png,left,0.2,2673.51846357435,2673.51846357435,2674.0312856063247,2674.0147594437003,2674.0147594437003,2674.215063713491,2674.7154531776905,2675.0143866464496,2676.0169213563204,2676.033927001059,left,1,2676.033927001059,2676.033927001059,2676.5381755381823,2676.5381755381823,0.0012763068079948425,0.48988915234804153,0.6900550574064255,2676.518388144672,practice,1,0.4131916016340256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,5,2,22,3,,,,,,,,,,,,,,,,,2676.5188103467226,stop,circleblack.png,left,0.15,2676.5381755381823,2676.5381755381823,2677.0516874939203,2677.03468310833,2677.03468310833,2677.184759013355,2677.6853982508183,2678.035749204457,2679.0370323956013,2679.0536368861794,None,0,2679.0536368861794,2679.0536368861794,2679.5584977716208,2679.5584977716208,0.0013378635048866272,0.490041546523571,0.6402409002184868,2679.538486227393,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,0,0,0,0,5,3,23,3,,,,,,,,,,,,,,,,,2679.5389118120074,stop,squareblack.png,right,0.2,2679.5584977716208,2679.5584977716208,2680.071376770735,2680.0547442659736,2680.0547442659736,2680.2550026252866,2680.7540302723646,2681.0545931234956,2682.0569249093533,2682.0736910179257,right,1,2682.0736910179257,2682.0736910179257,2682.575827933848,2682.575827933848,0.0017696917057037354,0.4898558631539345,0.6903235837817192,2682.558419533074,practice,1,0.31198006868362427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682.575827933848,2682.575827933848,return,8.819899126887321,,,,,,,,,,,,,,,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,2697.5080035999417,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,,,0.0031658485531806946,0.48915693163871765,,2700.0114345774055,test,1,,,,,,2691.4175085797906,2691.4175085797906,2697.529629819095,2698.0246078148484,2698.0246078148484,2698.041287831962,2698.174809113145,2698.6752573102713,2699.0255939736962,2700.0357816293836,left,1,0.43877343088388443,0.15,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,2700.0119820013642,stop,squareblack.png,right,0.15,,,,,,,,,,,,,,,,,0.0072365328669548035,0.48927393555641174,0.6394058763980865,2702.5143184512854,test,1,,,,,,,,2700.0357816293836,2700.527499459684,2700.527499459684,2700.544381558895,2700.6775483191013,2701.1780367791653,2701.527011498809,2702.533417508006,right,1,0.318764291703701,0.1,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,2702.5147618427873,go,squareblack.png,right,0.1,,,,,,,,,,,,,,,,,0.0014036446809768677,0.48925551772117615,,2705.0163462013006,test,1,,,,,,,,2702.533417508006,2703.0300991609693,2703.0300991609693,2703.046963147819,2703.130095049739,2703.6312878355384,2704.0298225581646,2705.0408059731126,right,1,0.3886167034506798,0.1,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,2705.0167863965034,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,,,0.007772959768772125,0.490125872194767,,2707.5197802856565,test,1,,,,,,,,2705.0408059731126,2705.5329170897603,2705.5329170897603,2705.549741715193,2705.632970534265,2706.1340954080224,2706.5325812622905,2707.5388342812657,left,1,0.34386153519153595,0.1,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,,,,,,,,,0,0,0,0,1,0,4,1,,,,,,,,,2707.520228199661,go,squareblack.png,right,0.1,,,,,,,,,,,,,,,,,0.0017577782273292542,0.48973647505044937,,2710.022171072662,test,1,,,,,,,,2707.5388342812657,2708.035684287548,2708.035684287548,2708.0522648990154,2708.1356516182423,2708.6348675116897,2709.035481221974,2710.0415796861053,right,1,0.284763440489769,0.1,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,1,1,5,0,,,,,,,,,2710.022608079016,stop,circleblack.png,left,0.1,,,,,,,,,,,,,,,,,0.0018448904156684875,0.48968397825956345,0.5900255143642426,2712.5252300947905,test,1,,,,,,,,2710.0415796861053,2710.538361519575,2710.538361519575,2710.555026523769,2710.6385628953576,2711.137833930552,2711.5381089374423,2712.5447149574757,left,1,0.29227494448423386,0.05,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
None,None,,,,,,,,,0,0,0,0,1,2,6,2,,,,,,,,,2712.5256817266345,go,squareblack.png,right,0.05,,,,,,,,,,,,,,,,,0.0017572641372680664,0.48923342674970627,,2715.0276985540986,test,1,,,,,,,,2712.5447149574757,2713.041254475713,2713.041254475713,2713.057859428227,2713.091076001525,2713.5916890501976,2714.0408790782094,2715.0471772551537,right,1,0.27904651314020157,0.05,,,,,,,,,,,s031,001,2024-08-19_10h01.23.651,simplestop_skeleton,2022.2.2,59.89557145032964,
