corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text.stopped,rules_2.stopped,goResp.rt,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}]","[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}]",2931.183359324932,2931.183359324932,return,5.757801808416843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,2936.9895983859897,2936.9895983859897,2982.042425364256,go,squareblack.png,right,0.35,2982.0655897408724,2982.0655897408724,2982.55781558156,2982.55781558156,2982.5744392722845,2982.9079972729087,2983.4087509438396,2983.5588076859713,2984.5597673505545,2984.5790396630764,None,0,2984.5790396630764,2984.5790396630764,0.002745330333709717,0.4890366569161415,0.8396083265542984,2985.078254200518,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,2985.0788035318255,go,squareblack.png,right,0.35,2985.0982495620847,2985.0982495620847,2985.5947134122252,2985.5947134122252,2985.6109821349382,2985.9449150264263,2986.4440071210265,2986.594022385776,2987.5952379107475,2987.612030662596,None,0,2987.612030662596,2987.612030662596,0.001326732337474823,0.48941612243652344,0.8398064970970154,2988.0966293886304,practice,1,2988.119686216116,2988.119686216116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,2988.0970622375607,go,circleblack.png,left,0.35,2988.119686216116,2988.119686216116,2988.6130733191967,2988.6130733191967,2988.6297318041325,2988.9632989168167,2989.4642855897546,2989.6140115708113,2990.615892753005,2990.6325624734163,None,0,2990.6325624734163,2990.6325624734163,0.007788054645061493,0.4901946932077408,0.8403989300131798,2991.1177564561367,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
$currentCorrectResponse,$currentGoStim,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,2991.118212468922,stop,squareblack.png,right,0.35,2991.1375964581966,2991.1375964581966,2991.6341467276216,2991.6341467276216,2991.6509254798293,2991.98474214226,2992.485096372664,2992.6354185417295,2993.6364348456264,2993.653075195849,None,0,2993.653075195849,2993.653075195849,0.0018313080072402954,0.4903576672077179,0.8404972702264786,2994.138073079288,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,1,0,4,3,,,,,,,,,,,,,,,,,2994.1385384723544,go,circleblack.png,left,0.4,2994.1581369265914,2994.1581369265914,2994.6547973454,2994.6547973454,2994.6712875962257,2995.054989270866,2995.55407358706,2995.654137223959,2996.6552633196115,2996.6719969287515,left,1,2996.6719969287515,2996.6719969287515,0.0018392354249954224,0.4900076761841774,0.8906503692269325,2997.156953394413,practice,1,2997.174624107778,2997.174624107778,0.531284473836422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,1,1,5,3,,,,,,,,,,,,,,,,,2997.157561466098,stop,circleblack.png,left,0.4,2997.174624107778,2997.174624107778,2997.6730397567153,2997.6730397567153,2997.6897601783276,2998.0733923390508,2998.5738844275475,2998.6741989701986,2999.6758791282773,2999.6758791282773,left,1,2999.6758791282773,2999.6758791282773,0.0013392344117164612,0.48972003906965256,0.8900686651468277,3000.1609573438764,practice,1,,,0.4015009328722954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
$currentCorrectResponse,$currentGoStim,0,0,0,0,1,2,6,0,,,,,,,,,,,,,,,,,3000.1614131852984,go,squareblack.png,right,0.35,3000.180899247527,3000.180899247527,3000.677404627204,3000.677404627204,3000.6944223940372,3001.0284077376127,3001.543844252825,3001.6772884353995,3002.680190369487,3002.680190369487,left,0,3002.680190369487,3002.680190369487,0.0016681775450706482,0.490351177752018,0.8411586359143257,3003.1795177534223,practice,1,,,0.32566555589437485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,1,3,7,1,,,,,,,,,,,,,,,,,3003.179966285825,go,squareblack.png,right,0.35,3003.1968949064612,3003.1968949064612,3003.6962560489774,3003.6962560489774,3003.6962560489774,3004.0464812889695,3004.5470612868667,3004.6973498612642,3005.699059173465,3005.699059173465,right,1,3005.699059173465,3005.699059173465,0.0012062638998031616,0.4902866631746292,0.8405289426445961,3006.1843417212367,practice,1,,,0.3941960707306862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,2,0,8,2,,,,,,,,,,,,,,,,,3006.184771358967,stop,circleblack.png,left,0.35,3006.20463308692,3006.20463308692,3006.7009135633707,3006.7009135633707,3006.717514939606,3007.051350861788,3007.550585024059,3007.7004385739565,3008.70194837451,3008.7184567973018,left,1,3008.7184567973018,3008.7184567973018,0.001926235854625702,0.4902060553431511,0.8403907865285873,3009.20310986042,practice,1,3009.2346218451858,3009.2346218451858,0.36188605427742004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,2,1,9,2,,,,,,,,,,,,,,,,,3009.203542880714,go,circleblack.png,left,0.3,3009.2346218451858,3009.2346218451858,3009.719622194767,3009.719622194767,3009.736244931817,3010.019676208496,3010.520406410098,3010.720586463809,3011.7221881076694,3011.739429846406,right,0,3011.739429846406,3011.739429846406,0.001284971833229065,0.49017830193042755,0.7902387753129005,3012.2243605554104,practice,1,,,0.3919270411133766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
$currentCorrectResponse,$currentGoStim,0,0,0,0,2,2,10,0,,,,,,,,,,,,,,,,,3012.2247995734215,stop,squareblack.png,right,0.3,3012.244674935937,3012.244674935937,3012.7407738491893,3012.7407738491893,3012.757428109646,3013.0413295701146,3013.540393434465,3013.740684762597,3014.7420602962375,3014.7584796324372,right,1,3014.7584796324372,3014.7584796324372,0.0018681436777114868,0.4901842698454857,0.7906552329659462,3015.243104323745,practice,1,3015.261205174029,3015.261205174029,0.466784730553627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,2,3,11,1,,,,,,,,,,,,,,,,,3015.243537850678,go,circleblack.png,left,0.25,3015.261205174029,3015.261205174029,3015.759492456913,3015.759492456913,3015.776266977191,3016.009726166725,3016.5103295072913,3016.7606305852532,3017.7623412013054,3017.7623412013054,left,1,3017.7623412013054,3017.7623412013054,0.0017619356513023376,0.49007757008075714,0.7403698340058327,3018.247698381543,practice,1,,,0.3228321820497513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,3,0,12,2,,,,,,,,,,,,,,,,,3018.2481478452682,go,squareblack.png,right,0.25,3018.267631225288,3018.267631225288,3018.7641676291823,3018.7641676291823,3018.7807712703943,3019.0143531784415,3019.513598293066,3019.7638189271092,3020.766831256449,3020.766831256449,right,1,3020.766831256449,3020.766831256449,0.0017636939883232117,0.48998475074768066,0.7404821068048477,3021.2662130072713,practice,1,,,0.38118013739585876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
$currentCorrectResponse,$currentGoStim,0,0,0,0,3,1,13,0,,,,,,,,,,,,,,,,,3021.266653649509,go,squareblack.png,right,0.25,3021.2835939973593,3021.2835939973593,3021.7827957570553,3021.7827957570553,3021.7827957570553,3022.0329578518867,3022.5334784165025,3022.783883690834,3023.7855169326067,3023.7855169326067,right,1,3023.7855169326067,3023.7855169326067,0.00121963769197464,0.4903891906142235,0.7405058518052101,3024.2709366828203,practice,1,,,0.48006850481033325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
$currentCorrectResponse,$currentGoStim,0,0,0,0,3,2,14,0,,,,,,,,,,,,,,,,,3024.2713687866926,go,circleblack.png,left,0.25,3024.2912510856986,3024.2912510856986,3024.7875762060285,3024.7875762060285,3024.8044228106737,3025.037727341056,3025.537091933191,3025.7871520891786,3026.788302950561,3026.8048989400268,left,1,3026.8048989400268,3026.8048989400268,0.0019645243883132935,0.4902462810277939,0.7407856434583664,3027.2898266389966,practice,1,3027.3070415705442,3027.3070415705442,0.30605708807706833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,3,3,15,2,,,,,,,,,,,,,,,,,3027.2902543395758,go,circleblack.png,left,0.25,3027.3070415705442,3027.3070415705442,3027.806366674602,3027.806366674602,3027.806366674602,3028.0563666820526,3028.557573184371,3028.807311348617,3029.8089160099626,3029.8089160099626,left,1,3029.8089160099626,3029.8089160099626,0.0012549608945846558,0.49021289497613907,0.7403450906276703,3030.2945525571704,practice,1,,,0.3742067962884903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,4,0,16,3,,,,,,,,,,,,,,,,,3030.294987745583,stop,squareblack.png,right,0.25,3030.3145778924227,3030.3145778924227,3030.8107041567564,3030.8107041567564,3030.8272421509027,3031.061248585582,3031.560363456607,3031.8105181381106,3032.8115732967854,3032.828267596662,right,1,3032.828267596662,3032.828267596662,0.0017355307936668396,0.4896680638194084,0.7399585396051407,3033.31310172379,practice,1,3033.3310041353106,3033.3310041353106,0.35134338587522507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
$currentCorrectResponse,$currentGoStim,0,0,0,0,4,1,17,0,,,,,,,,,,,,,,,,,3033.3135302364826,stop,circleblack.png,left,0.2,3033.3310041353106,3033.3310041353106,3033.829495795071,3033.829495795071,3033.846199207008,3034.029595762491,3034.530294008553,3034.8306160494685,3035.832370199263,3035.832370199263,left,1,3035.832370199263,3035.832370199263,0.001700475811958313,0.49025387316942215,0.6900785267353058,3036.317629545927,practice,1,,,0.402946300804615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,4,2,18,1,,,,,,,,,,,,,,,,,3036.3180619105697,stop,circleblack.png,left,0.15,3036.337724044919,3036.337724044919,3036.8339507952332,3036.8339507952332,3036.850889764726,3036.984194777906,3037.484909839928,3037.835390597582,3038.836273021996,3038.852984070778,None,0,3038.852984070778,3038.852984070778,0.0013178661465644836,0.49008942395448685,0.6401209160685539,3039.3377262428403,practice,1,3039.357648588717,3039.357648588717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,4,3,19,1,,,,,,,,,,,,,,,,,3039.3381712660193,go,squareblack.png,right,0.2,3039.357648588717,3039.357648588717,3039.8543759807944,3039.8543759807944,3039.8708179071546,3040.0542704090476,3040.5552237406373,3040.854131050408,3041.855205923319,3041.8718503192067,right,1,3041.8718503192067,3041.8718503192067,0.0017197057604789734,0.49016425758600235,0.6904998496174812,3042.3563940003514,practice,1,3042.3744685575366,3042.3744685575366,0.4391528517007828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,5,0,20,3,,,,,,,,,,,,,,,,,3042.3568580299616,go,circleblack.png,left,0.2,3042.3744685575366,3042.3744685575366,3042.874326981604,3042.874326981604,3042.874326981604,3043.074817329645,3043.590258166194,3043.873881459236,3044.874826192856,3044.874826192856,left,1,3044.874826192856,3044.874826192856,0.001812167465686798,0.4910241514444351,0.6919812262058258,3045.360877171159,practice,1,,,0.4371817037463188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,5,1,21,1,,,,,,,,,,,,,,,,,3045.361331425607,go,circleblack.png,left,0.2,3045.3805296197534,3045.3805296197534,3045.877527616918,3045.877527616918,3045.894122377038,3046.0775644630194,3046.5782290026546,3046.8772531822324,3047.880734741688,3047.880734741688,left,1,3047.880734741688,3047.880734741688,0.0012561902403831482,0.49039170891046524,0.6903583258390427,3048.379521973431,practice,1,,,0.59811881929636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,5,2,22,1,,,,,,,,,,,,,,,,,3048.3803009688854,go,squareblack.png,right,0.2,3048.397808223963,3048.397808223963,3048.897485136986,3048.897485136986,3048.897485136986,3049.097631588578,3049.5966401025653,3049.8970013707876,3050.89811924845,3050.89811924845,right,1,3050.89811924845,3050.89811924845,0.001606181263923645,0.49169910699129105,0.6906714960932732,3051.384228244424,practice,1,,,0.31792985647916794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,0,0,0,0,5,3,23,3,,,,,,,,,,,,,,,,,3051.384677581489,stop,squareblack.png,right,0.2,3051.4040071964264,3051.4040071964264,3051.9007335156202,3051.9007335156202,3051.917491286993,3052.100946582854,3052.600109323859,3052.9004174545407,3053.901640109718,3053.9184443876147,right,1,3053.9184443876147,3053.9184443876147,0.001192718744277954,0.49028130620718,0.6902848929166794,3054.4029779061675,practice,1,3054.434404298663,3054.434404298663,0.3556784391403198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3054.434404298663,3054.434404298663,return,2.315461538732052,,,,,,,,,,,,,,,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,3060.5132927298546,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.0033233314752578735,0.4880272373557091,,3063.014491930604,test,1,,,,,,,,3056.771435931325,3056.771435931325,3060.5373359173536,3061.02764839679,3061.02764839679,3061.0441622063518,3061.177515640855,3061.6785134747624,3062.0288173928857,3063.033833384514,left,1,0.4380119740962982,0.15,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,3063.0150377228856,stop,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.0014228597283363342,0.4893163666129112,0.6392758414149284,3065.5157018452883,test,1,,,,,,,,,,3063.033833384514,3063.5305400192738,3063.5305400192738,3063.546850502491,3063.680424384773,3064.1812479794025,3064.5313542187214,3065.5385997593403,None,0,,0.2,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,3065.5161535963416,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.00715908408164978,0.48947667330503464,,3068.0193504542112,test,1,,,,,,,,,,3065.5385997593403,3066.031738206744,3066.031738206744,3066.048412054777,3066.2317305356264,3066.7324215248227,3067.0329297855496,3068.037556514144,right,1,0.3955506756901741,0.2,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
None,None,,,,,,,,,0,0,0,0,0,3,3,2,,,,,,,,,3068.0197971835732,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.00139579176902771,0.48816824704408646,,3070.522172637284,test,1,,,,,,,,,,3068.037556514144,3068.534363768995,3068.534363768995,3068.550970174372,3068.7346120625734,3069.235713161528,3069.5359341576695,3070.5405789613724,right,1,0.36611457914114,0.2,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,1,0,4,0,,,,,,,,,3070.5226303860545,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.0016964226961135864,0.4875737652182579,,3073.025818578899,test,1,,,,,,,,,,3070.5405789613724,3071.037066191435,3071.037066191435,3071.0537143200636,3071.237215168774,3071.738140396774,3072.0382667407393,3073.0521774217486,right,1,0.35856350511312485,0.2,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,1,1,5,0,,,,,,,,,3073.02630943805,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.007626824080944061,0.48639121651649475,,3075.5267963707447,test,1,,,,,,,,,,3073.0521774217486,3073.539766199887,3073.539766199887,3073.5565735399723,3073.739949941635,3074.2407549619675,3074.540807336569,3075.543918840587,left,1,0.3925436660647392,0.2,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,1,2,6,0,,,,,,,,,3075.5272890627384,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.0012501701712608337,0.4892880916595459,,3078.029137916863,test,1,,,,,,,,,,3075.543918840587,3076.04255053401,3076.04255053401,3076.0592613890767,3076.242752082646,3076.743550464511,3077.043566405773,3078.046087823808,left,1,0.49192076176404953,0.2,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,1,3,7,0,,,,,,,,,3078.0295855775476,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.0015983954071998596,0.4902051091194153,,3080.532007485628,test,1,,,,,,,,,,3078.046087823808,3078.545765027404,3078.545765027404,3078.545765027404,3078.7464149966836,3079.246091797948,3079.546340301633,3080.5493912920356,right,1,0.35730841755867004,0.2,,,,,,,,,,,s043,001,2024-09-27_16h09.25.137,simplestop_skeleton,2022.2.2,59.86915366502262,
