corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,fixation.stopped,goStim.started,goResp.started,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
$currentCorrectResponse,$currentGoStim,0,0,0,0,4,3,19,0,,,,,,,,,,,,,,,,,7014.353763662279,go,squareblack.png,right,0.35,7014.373077049851,7014.373077049851,7014.886495411396,7014.869604215026,7014.869604215026,7015.2201409339905,7015.7207158356905,7015.8711754232645,7016.871924497187,7016.88866058737,right,1,0.7389886528253555,7016.88866058737,7016.88866058737,7017.393321424723,7017.393321424723,0.0012005120515823364,0.4901479184627533,0.8406387567520142,7017.373133093119,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,0,0,0,0,5,0,20,1,,,,,,,,,,,,,,,,,7017.373551398516,go,circleblack.png,left,0.35,7017.393321424723,7017.393321424723,7017.906778693199,7017.889776997268,7017.889776997268,7018.240374237299,7018.740610152483,7018.890657879412,7019.89181599766,7019.908479675651,left,1,0.6812011152505875,7019.908479675651,7019.908479675651,7020.412940330803,7020.412940330803,0.0019618868827819824,0.490359365940094,0.8405457064509392,7020.393347159028,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,0,0,0,0,5,1,21,1,,,,,,,,,,,,,,,,,7020.3937657848,go,squareblack.png,right,0.35,7020.412940330803,7020.412940330803,7020.926364891231,7020.90980926156,7020.90980926156,7021.260019347072,7021.760638438165,7021.910583078861,7022.911969445646,7022.928479634225,right,1,0.6958976089954376,7022.928479634225,7022.928479634225,7023.433446146548,7023.433446146548,0.001758284866809845,0.4901367425918579,0.8404523059725761,7023.413479484618,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,2,22,0,,,,,,,,,,,,,,,,,7023.413896918297,go,circleblack.png,left,0.35,7023.433446146548,7023.433446146548,7023.946259744465,7023.92953453213,7023.92953453213,7024.280012622476,7024.780753403902,7024.930661037564,7025.931875191629,7025.948597542942,left,1,0.6569557636976242,7025.948597542942,7025.948597542942,7026.452732101083,7026.452732101083,0.0017894357442855835,0.48989441990852356,0.8405622839927673,7026.433396756649,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,0,0,0,0,5,3,23,1,,,,,,,,,,,,,,,,,7026.433808006346,go,circleblack.png,left,0.35,7026.452732101083,7026.452732101083,7026.966170839965,7026.949589878321,7026.949589878321,7027.299958571792,7027.800542570651,7027.950801514089,7028.951976291835,7028.951976291835,left,1,0.6996934488415718,7028.951976291835,7028.951976291835,7029.454553619027,7029.454553619027,0.0013270601630210876,0.49018504470586777,0.8405832424759865,7029.436687484384,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7029.454553619027,7029.454553619027,return,1.6343614161014557,,,,,,,,,,,,,,,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,7036.35188472271,stop,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0077704861760139465,0.49867135286331177,0.8324445635080338,7038.864430472255,test,1,,,,,7031.120863169432,7031.120863169432,7036.377385914326,7036.877410076559,7036.877410076559,7036.877410076559,7037.211213059723,7037.711618684232,7037.878214947879,7038.883629232645,left,1,0.4432665780186653,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,7038.864983320236,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0017946809530258179,0.48948071897029877,0.7893791943788528,7041.366973280907,test,1,,,,,,,7038.883629232645,7039.396641179919,7039.3800338208675,7039.3800338208675,7039.6801868751645,7040.180934637785,7040.381042689085,7041.38618709892,right,1,0.44481488317251205,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,7041.367453105748,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0019469931721687317,0.4894036203622818,,7043.869440674782,test,1,,,,,,,7041.38618709892,7041.899396367371,7041.882804200053,7041.882804200053,7042.133089721203,7042.6337952539325,7042.883875131607,7043.888719253242,left,1,0.3473995253443718,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,0,3,3,2,,,,,,,,,7043.869877927005,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.001329958438873291,0.48970354348421097,0.7398601844906807,7046.372545354068,test,1,,,,,,,7043.888719253242,7044.402209177613,7044.385416172445,7044.385416172445,7044.6357690393925,7045.136344254017,7045.386610917747,7046.39188002795,None,0,,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,1,0,4,3,,,,,,,,,7046.373026669025,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0018172264099121094,0.48958417773246765,,7048.875084981322,test,1,,,,,,,7046.39188002795,7046.90487600863,7046.888384453952,7046.888384453952,7047.188604071736,7047.688474886119,7047.888699434698,7048.894599810243,right,1,0.37249816209077835,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,1,1,5,3,,,,,,,,,7048.875532783568,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0019264966249465942,0.4895777404308319,,7051.377699904144,test,1,,,,,,,7048.894599810243,7049.40779311955,7049.390991136432,7049.390991136432,7049.691322542727,7050.1920384168625,7050.392180226743,7051.397043712437,left,1,0.4778168871998787,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,1,2,6,2,,,,,,,,,7051.378147363663,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0017817169427871704,0.4895009770989418,,7053.880663536489,test,1,,,,,,,7051.397043712437,7051.910658575594,7051.893843777478,7051.893843777478,7052.194205343723,7052.694630518556,7052.8951348513365,7053.900134623051,right,1,0.35141507536172867,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,1,3,7,3,,,,,,,,,7053.881098158658,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0019603893160820007,0.48962536454200745,,7056.383355483413,test,1,,,,,,,7053.900134623051,7054.413105934858,7054.396749064326,7054.396749064326,7054.696858629584,7055.197261221707,7055.397736161947,7056.402852147818,left,1,0.3750930577516556,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,2,0,8,3,,,,,,,,,7056.383797578514,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0016969367861747742,0.4895496815443039,0.790199801325798,7058.8864993825555,test,1,,,,,,,7056.402852147818,7056.915933929384,7056.899711988866,7056.899711988866,7057.199727959931,7057.7001128047705,7057.900025993586,7058.90515345335,None,0,,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,2,1,9,2,,,,,,,,,7058.886941418052,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0013512670993804932,0.48971181362867355,,7061.388760842383,test,1,,,,,,,7058.90515345335,7059.418863415718,7059.402165450156,7059.402165450156,7059.752455197275,7060.2529341727495,7060.402657084167,7061.407792039216,left,0,0.45884326100349426,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,2,2,10,2,,,,,,,,,7061.3891980573535,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0017780140042304993,0.4899876192212105,,7063.89187284559,test,1,,,,,,,7061.407792039216,7061.921454325318,7061.905099511147,7061.905099511147,7062.255398094654,7062.755646258593,7062.906097389758,7063.9109951630235,left,1,0.39176055788993835,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,2,3,11,0,,,,,,,,,7063.892380170524,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0017639994621276855,0.48938358575105667,,7066.3941299542785,test,1,,,,,,,7063.9109951630235,7064.424394406378,7064.4077507555485,7064.4077507555485,7064.757920004427,7065.258706502616,7065.409031249583,7066.412803463638,left,0,0.43199698626995087,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,3,0,12,2,,,,,,,,,7066.394562847912,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.001206234097480774,0.48980438709259033,,7068.89730219543,test,1,,,,,,,7066.412803463638,7066.926971629262,7066.910244010389,7066.910244010389,7067.260819628835,7067.761247374117,7067.91140101105,7068.916135303676,right,1,0.4345570579171181,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,3,1,13,3,,,,,,,,,7068.897745244205,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0013772845268249512,0.4895397648215294,,7071.399867281318,test,1,,,,,,,7068.916135303676,7069.429792530835,7069.413412958384,7069.413412958384,7069.763497814536,7070.2640746459365,7070.414003886282,7071.419239781797,right,1,0.6221105009317398,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,3,2,14,3,,,,,,,,,7071.40029976517,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0018906518816947937,0.49017513543367386,,7073.902437098324,test,1,,,,,,,7071.419239781797,7071.932464666665,7071.915948159993,7071.915948159993,7072.266215629876,7072.76552452147,7072.91641253978,7073.921432688832,left,1,0.485653892159462,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,3,3,15,1,,,,,,,,,7073.902870215476,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0017354488372802734,0.4900927022099495,0.840625673532486,7076.405500084162,test,1,,,,,,,7073.921432688832,7074.435442335904,7074.4187734648585,7074.4187734648585,7074.769080400467,7075.269673369825,7075.419701159,7076.424445390701,right,1,0.4215927869081497,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,4,0,16,2,,,,,,,,,7076.405930258334,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0016977787017822266,0.48963703215122223,0.7903056368231773,7078.908293053508,test,1,,,,,,,7076.424445390701,7076.938162922859,7076.921288006008,7076.921288006008,7077.222045481205,7077.740064889193,7077.922096520662,7078.927215486765,left,1,0.43849895894527435,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,4,1,17,1,,,,,,,,,7078.908735953271,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.001631222665309906,0.4897117391228676,0.7398711815476418,7081.4108610749245,test,1,,,,,,,7078.927215486765,7079.440869234502,7079.424088187516,7079.424088187516,7079.6744449436665,7080.174902841449,7080.425192035735,7081.429745309055,None,0,,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,4,2,18,0,,,,,,,,,7081.411443024874,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.001271463930606842,0.48953887075185776,,7083.913546539843,test,1,,,,,,,7081.429745309055,7081.943553924561,7081.92682992667,7081.92682992667,7082.227172605693,7082.727821364999,7082.928117528558,7083.931862257421,right,1,0.5365012735128403,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,4,3,19,3,,,,,,,,,7083.913995333016,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0011801868677139282,0.48977576941251755,,7086.416334316134,test,1,,,,,,,7083.931862257421,7084.446131892502,7084.429627239704,7084.429627239704,7084.729944266379,7085.230491116643,7085.430652208626,7086.435678265989,right,1,0.40929217636585236,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,0,20,0,,,,,,,,,7086.416783601046,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0019039809703826904,0.4897708147764206,,7088.918882749975,test,1,,,,,,,7086.435678265989,7086.948966532946,7086.932249948382,7086.932249948382,7087.232579924166,7087.733240492642,7087.933483816683,7088.937787525356,left,1,0.5597769692540169,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,5,1,21,3,,,,,,,,,7088.919345706701,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0012629702687263489,0.4898858442902565,,7091.422070555389,test,1,,,,,,,7088.937787525356,7089.451816640794,7089.435370273888,7089.435370273888,7089.73542290926,7090.236060343683,7090.436514802277,7091.441107995808,left,1,0.4331553354859352,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,5,2,22,2,,,,,,,,,7091.422514587641,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.001439206302165985,0.48970577120780945,0.7897967249155045,7093.924836367369,test,1,,,,,,,7091.441107995808,7091.954714953899,7091.937985934317,7091.937985934317,7092.238336972892,7092.7390391379595,7092.939000762999,7093.9436702132225,None,0,,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,5,3,23,3,,,,,,,,,7093.925280377269,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0014423206448554993,0.48955415934324265,,7096.427289709449,test,1,,,,,,,7093.9436702132225,7094.4573523923755,7094.440622113645,7094.440622113645,7094.791226282716,7095.292816929519,7095.441230863333,7096.445751778781,left,1,0.46293244510889053,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,6,0,24,2,,,,,,,,,7096.427725307643,stop,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0013023391366004944,0.48986678570508957,0.840269148349762,7098.93006876111,test,1,,,,,,,7096.445751778781,7096.960281476378,7096.943382866681,7096.943382866681,7097.293670788407,7097.793087899685,7097.943698480725,7098.949002720416,left,1,0.5091328024864197,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,6,1,25,1,,,,,,,,,7098.930507108569,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0012452974915504456,0.48962611705064774,,7101.433012768626,test,1,,,,,,,7098.949002720416,7099.462878197432,7099.446072787046,7099.446072787046,7099.746419943869,7100.246902488172,7100.447289459407,7101.451708383858,left,1,0.5112779289484024,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,6,2,26,1,,,,,,,,,7101.433458082378,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0012936070561408997,0.48967529833316803,,7103.935582511127,test,1,,,,,,,7101.451708383858,7101.96545509994,7101.948873847723,7101.948873847723,7102.24930639565,7102.751717753708,7102.9486432000995,7103.954511657357,left,1,0.7021746784448624,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,6,3,27,0,,,,,,,,,7103.936022974551,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0016476362943649292,0.4898773580789566,0.7907207310199738,7106.438393950462,test,1,,,,,,,7103.954511657357,7104.468410179019,7104.451791234314,7104.451791234314,7104.752086982131,7105.252462357283,7105.452747032046,7106.456996023655,None,0,,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,0,28,0,,,,,,,,,7106.438837684691,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.001196064054965973,0.4900931343436241,,7108.94132989645,test,1,,,,,,,7106.456996023655,7106.971151120961,7106.954551964998,7106.954551964998,7107.304909333587,7107.804089404643,7107.955213800073,7108.96080481261,right,1,0.4899810701608658,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,7,1,29,1,,,,,,,,,7108.941765144467,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0018397867679595947,0.4898710548877716,,7111.4443109333515,test,1,,,,,,,7108.96080481261,7109.473960347474,7109.457444623113,7109.457444623113,7109.807814955711,7110.307692676783,7110.458040073514,7111.464217342436,left,1,0.4148920327425003,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,2,30,0,,,,,,,,,7111.444755367935,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0017765238881111145,0.4888942837715149,,7113.946807406843,test,1,,,,,,,7111.464217342436,7111.976463779807,7111.959326043725,7111.959326043725,7112.310479909182,7112.81096470356,7112.961477346718,7113.965703390539,right,1,0.5704519897699356,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,7,3,31,1,,,,,,,,,7113.9472426995635,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0012976452708244324,0.4896785840392113,,7116.449703767896,test,1,,,,,,,7113.965703390539,7114.479496851563,7114.462926335633,7114.462926335633,7114.8131680339575,7115.313851162791,7115.463816121221,7116.468708477914,right,1,0.6981330588459969,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,8,0,32,2,,,,,,,,,7116.4501548707485,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.00133465975522995,0.4899435415863991,0.8400982618331909,7118.952266477048,test,1,,,,,,,7116.468708477914,7116.9821961298585,7116.965613417327,7116.965613417327,7117.316329061985,7117.816683471203,7117.966900520027,7118.970898747444,None,0,,0.4,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,8,1,33,2,,,,,,,,,7118.952710747719,go,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,,0.0012597143650054932,0.48982423543930054,,7121.455022364855,test,1,,,,,,,7118.970898747444,7119.484965287149,7119.468134969473,7119.468134969473,7119.868621215224,7120.3687128052115,7120.468378283083,7121.474321171641,right,1,0.5345176681876183,0.4,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,8,2,34,2,,,,,,,,,7121.4554650858045,go,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,,0.001906067132949829,0.4896900951862335,,7123.957494467497,test,1,,,,,,,7121.474321171641,7121.987717345357,7121.971025876701,7121.971025876701,7122.371592797339,7122.872178591788,7122.971786811948,7123.976483121514,left,1,0.5949503034353256,0.4,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,8,3,35,1,,,,,,,,,7123.957980059087,stop,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,,0.001245066523551941,0.4899897947907448,0.8904217332601547,7126.460684917867,test,1,,,,,,,7123.976483121514,7124.490769453347,7124.473907358944,7124.473907358944,7124.874383799732,7125.374939106405,7125.475127987564,7126.4796911254525,left,1,0.559719480574131,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,9,0,36,1,,,,,,,,,7126.461123548448,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0013854876160621643,0.4896930605173111,,7128.963448010385,test,1,,,,,,,7126.4796911254525,7126.993636190891,7126.976806648076,7126.976806648076,7127.3268541917205,7127.826874122024,7127.977311260998,7128.982398688793,left,1,0.45517314225435257,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,9,1,37,1,,,,,,,,,7128.963894866407,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0016205459833145142,0.4895588308572769,,7131.465908609331,test,1,,,,,,,7128.982398688793,7129.4960308894515,7129.479262821376,7129.479262821376,7129.829894497991,7130.346081830561,7130.4798204004765,7131.485055506229,right,1,0.48837605863809586,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,9,2,38,1,,,,,,,,,7131.466348603368,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0011891648173332214,0.4896916449069977,,7133.967898480594,test,1,,,,,,,7131.485055506229,7131.998807236552,7131.981924340129,7131.981924340129,7132.3323118165135,7132.831640928984,7132.982392191887,7133.986586347222,right,1,0.5852147117257118,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,9,3,39,1,,,,,,,,,7133.968559905887,stop,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.00210610032081604,0.48851288855075836,0.8390027061104774,7136.471628308296,test,1,,,,,,,7133.986586347222,7134.500385284424,7134.483932547271,7134.483932547271,7134.834252208471,7135.335307814181,7135.485079079866,7136.490558817983,left,1,0.5798563361167908,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,10,0,40,0,,,,,,,,,7136.472074300051,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.001594454050064087,0.4899761751294136,0.7899308353662491,7138.974295437336,test,1,,,,,,,7136.490558817983,7137.004144370556,7136.987638227642,7136.987638227642,7137.287908993661,7137.788552500308,7137.9887418448925,7138.9929115101695,None,0,,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
