corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,fixation.stopped,goStim.started,goResp.started,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,10,1,41,0,,,,,,,,,7138.974737480283,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.001186072826385498,0.4901304319500923,,7141.476955398917,test,1,,,,,,,7138.9929115101695,7139.507311373949,7139.490403786302,7139.490403786302,7139.8408106043935,7140.341567620635,7140.491384729743,7141.496170826256,right,1,0.625946469604969,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,10,2,42,3,,,,,,,,,7141.47739046067,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0017860755324363708,0.4901498332619667,,7143.9800263643265,test,1,,,,,,,7141.496170826256,7142.009871631861,7141.993261128664,7141.993261128664,7142.343630753458,7142.843972146511,7142.994506530464,7143.998882845044,left,1,0.7023544684052467,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,10,3,43,1,,,,,,,,,7143.980461984873,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0013696923851966858,0.48957114666700363,,7146.482532165945,test,1,,,,,,,7143.998882845044,7144.512629970908,7144.495941072702,7144.495941072702,7144.846506148577,7145.347224257886,7145.497511178255,7146.501168347895,left,1,0.11425554752349854,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,11,0,44,0,,,,,,,,,7146.482963822782,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0013524293899536133,0.49019499123096466,,7148.985328115523,test,1,,,,,,,7146.501168347895,7147.015346683562,7146.998726725578,7146.998726725578,7147.34917768836,7147.8498120084405,7147.9999988004565,7149.005210191011,left,1,1.3039368093013763,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,0,0,0,0,11,1,45,3,,,,,,,,,7148.985761851072,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0017053782939910889,0.49002715945243835,0.8402863964438438,7151.488362625241,test,1,,,,,,,7149.005210191011,7149.518094986677,7149.5014378502965,7149.5014378502965,7149.851700678468,7150.352425523102,7150.502020083368,7151.506990365684,None,0,,0.4,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,11,2,46,0,,,,,,,,,7151.488810710609,go,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,,0.0013077706098556519,0.4897218644618988,,7153.991203226149,test,1,,,,,,,7151.506990365684,7152.021099768579,7152.0042646974325,7152.0042646974325,7152.404586903751,7152.90483777225,7153.005542717874,7154.010489806533,right,1,0.5738687738776207,0.4,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,11,3,47,0,,,,,,,,,7153.991642639041,stop,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,,0.0019630491733551025,0.4894247278571129,0.8900395706295967,7156.493557974696,test,1,,,,,,,7154.010489806533,7154.523489095271,7154.507014460862,7154.507014460862,7154.9074300304055,7155.40732511878,7155.507490359247,7156.514442771673,left,1,0.46856630593538284,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
,,,,,,,,,,0,0,0,0,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7156.514442771673,7156.514442771673,return,2.7041051238775253,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,0,0,0,1,,,,,,,,,7159.237642802298,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0017073825001716614,0.4982038214802742,0.8484990894794464,7161.750110253692,test,2,,,,,,,7159.257656879723,7159.762971773744,7159.762971773744,7159.762971773744,7160.113357685506,7160.613764218986,7160.764111429453,7161.769415527582,right,1,0.5512984916567802,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,0,1,1,0,,,,,,,,,7161.750646494329,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.002656117081642151,0.4891441985964775,,7164.252323620021,test,2,,,,,,,7161.769415527582,7162.282288782299,7162.265517063439,7162.265517063439,7162.566036470234,7163.065697103739,7163.266174539924,7164.2713890224695,left,1,0.3947877734899521,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,7164.252762787044,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0017360225319862366,0.4898577332496643,,7166.754998616874,test,2,,,,,,,7164.2713890224695,7164.785103678703,7164.768221773207,7164.768221773207,7165.068999245763,7165.568932749331,7165.769042253494,7166.7742375433445,right,1,0.4024289771914482,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,0,3,3,1,,,,,,,,,7166.7554265633225,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0018631815910339355,0.489931583404541,,7169.257680758834,test,2,,,,,,,7166.7742375433445,7167.287612430751,7167.270959913731,7167.270959913731,7167.5713663473725,7168.071622788906,7168.271926172078,7169.276873327792,right,0,0.3890472576022148,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,1,0,4,1,,,,,,,,,7169.258125677705,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.001668088138103485,0.48988547176122665,,7171.760415323079,test,2,,,,,,,7169.276873327792,7169.79042006284,7169.773925669491,7169.773925669491,7170.074044577777,7170.574909642339,7170.77512357384,7171.779579989612,right,1,0.5634156242012978,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,1,1,5,2,,,,,,,,,7171.760856069624,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0017514601349830627,0.48996706306934357,,7174.263562835753,test,2,,,,,,,7171.779579989612,7172.293369412422,7172.27644483,7172.27644483,7172.576850302517,7173.076083295047,7173.277159295976,7174.282584235072,left,1,0.4291677623987198,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,1,2,6,3,,,,,,,,,7174.263991445303,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.001381613314151764,0.48938513547182083,0.7896101847290993,7176.766278155148,test,2,,,,,,,7174.282584235072,7174.796002820134,7174.779589213431,7174.779589213431,7175.079689823091,7175.580585964024,7175.779861316085,7176.785352766514,left,1,0.4052659720182419,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,1,3,7,2,,,,,,,,,7176.766720928252,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.001720435917377472,0.4894489571452141,0.7398152127861977,7179.268755637109,test,2,,,,,,,7176.785352766514,7177.298728078604,7177.282352052629,7177.282352052629,7177.532485626638,7178.033114872873,7178.283321112394,7179.288051657379,None,0,,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,2,0,8,1,,,,,,,,,7179.269188925624,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0017968639731407166,0.48975539207458496,0.7902275025844574,7181.771580129862,test,2,,,,,,,7179.288051657379,7179.801430314779,7179.784846171737,7179.784846171737,7180.085142180324,7180.585061237216,7180.785233661532,7181.791016049683,left,1,0.3857484683394432,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,2,1,9,0,,,,,,,,,7181.77201526612,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0018166005611419678,0.4894683435559273,,7184.2743806988,test,2,,,,,,,7181.791016049683,7182.304656907916,7182.287741430104,7182.287741430104,7182.538090154529,7183.038935534656,7183.288244850934,7184.2928601801395,right,1,0.49182312190532684,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,2,2,10,3,,,,,,,,,7184.274812966585,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0011955797672271729,0.489871084690094,,7186.776973813772,test,2,,,,,,,7184.2928601801395,7184.807032316923,7184.790329657495,7184.790329657495,7185.040719591081,7185.541094467044,7185.791442170739,7186.796238027513,right,1,0.7186456471681595,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,2,3,11,2,,,,,,,,,7186.777416460216,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0018325075507164001,0.48974767327308655,,7189.279897995293,test,2,,,,,,,7186.796238027513,7187.309626616538,7187.293177872896,7187.293177872896,7187.543312340975,7188.044028773904,7188.294237270951,7189.298591040075,left,1,0.5333921611309052,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,3,0,12,1,,,,,,,,,7189.280335918069,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0012619048357009888,0.4896622449159622,0.7400793135166168,7191.782571732998,test,2,,,,,,,7189.298591040075,7189.812498241663,7189.795741222799,7189.795741222799,7190.046055458486,7190.5465536266565,7190.797179505229,7191.801803164184,None,0,,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,3,1,13,1,,,,,,,,,7191.783010959625,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0017084777355194092,0.4895526394248009,0.7898027747869492,7194.285267144442,test,2,,,,,,,7191.801803164184,7192.315267600119,7192.2985648959875,7192.2985648959875,7192.599223807454,7193.099069841206,7193.299261212349,7194.304417476058,right,1,0.4218875989317894,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,3,2,14,0,,,,,,,,,7194.285717889667,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0017241761088371277,0.4897646903991699,,7196.788045160472,test,2,,,,,,,7194.304417476058,7194.818153768778,7194.801273986697,7194.801273986697,7195.051669664681,7195.551147952676,7195.80188857764,7196.80715598166,left,1,0.45991556346416473,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,3,3,15,2,,,,,,,,,7196.788474917412,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0016526132822036743,0.4896201342344284,,7199.290737591684,test,2,,,,,,,7196.80715598166,7197.3206999227405,7197.3043325170875,7197.3043325170875,7197.55434653908,7198.054984711111,7198.305209301412,7199.310105398297,right,1,0.6266340240836143,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,4,0,16,3,,,,,,,,,7199.291182719171,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.001827530562877655,0.4899279847741127,,7201.793530829251,test,2,,,,,,,7199.310105398297,7199.823853671551,7199.807111732662,7199.807111732662,7200.057888843119,7200.557858452201,7200.807798497379,7201.812776751816,left,1,0.46073028445243835,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,4,1,17,3,,,,,,,,,7201.793960899115,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0015845447778701782,0.4898544251918793,,7204.296347111464,test,2,,,,,,,7201.812776751816,7202.326314806938,7202.309893317521,7202.309893317521,7202.560218766332,7203.060968734324,7203.310159571469,7204.3149402067065,right,1,0.47770217806100845,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,4,2,18,0,,,,,,,,,7204.296782843769,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0013161972165107727,0.48962118476629257,0.7399870306253433,7206.79898621887,test,2,,,,,,,7204.3149402067065,7204.828948870301,7204.812261350453,7204.812261350453,7205.062780633569,7205.56201248616,7205.812727093697,7206.8185326084495,right,1,0.41958967596292496,0.2,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,4,3,19,1,,,,,,,,,7206.799413993955,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,,,,0.0019816607236862183,0.48971782624721527,,7209.301789917052,test,2,,,,,,,7206.8185326084495,7207.331898570061,7207.315103575587,7207.315103575587,7207.51528223604,7208.016081482172,7208.3155732527375,7209.3206589818,left,1,0.4779299572110176,0.2,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,5,0,20,3,,,,,,,,,7209.302242927253,stop,circleblack.png,left,0.2,,,,,,,,,,,,,,,,,,0.0013096705079078674,0.489727720618248,0.6902093067765236,7211.804877206683,test,2,,,,,,,7209.3206589818,7209.834711953998,7209.81804920733,7209.81804920733,7210.018388822675,7210.519077293575,7210.819251939654,7211.823902033269,None,0,,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,5,1,21,1,,,,,,,,,7211.805307850242,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0016618072986602783,0.4896213710308075,,7214.30762155354,test,2,,,,,,,7211.823902033269,7212.337418973446,7212.320712223649,7212.320712223649,7212.571174301207,7213.070303216577,7213.321581147611,7214.326321169734,right,1,0.3960990086197853,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,5,2,22,1,,,,,,,,,7214.308064237237,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0013058707118034363,0.4894953817129135,,7216.81050863117,test,2,,,,,,,7214.326321169734,7214.840313062072,7214.823428593576,7214.823428593576,7215.073811426759,7215.574366040528,7215.824137434363,7216.830028347671,right,1,0.45921406894922256,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,5,3,23,2,,,,,,,,,7216.810941778123,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0019216388463974,0.4895099923014641,,7219.313034132123,test,2,,,,,,,7216.830028347671,7217.34305370599,7217.326313778758,7217.326313778758,7217.576529696584,7218.077402822673,7218.3269110322,7219.331757061183,left,1,0.4897068813443184,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,6,0,24,3,,,,,,,,,7219.313482604921,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0013530328869819641,0.48980485647916794,,7221.815873131156,test,2,,,,,,,7219.331757061183,7219.845701314509,7219.829402245581,7219.829402245581,7220.079254858196,7220.57989308238,7220.829740323126,7221.835041724145,left,1,0.46799082309007645,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,6,1,25,0,,,,,,,,,7221.816311843693,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0014257058501243591,0.48937949538230896,0.7395479828119278,7224.318639822304,test,2,,,,,,,7221.835041724145,7222.348703369498,7222.3316448405385,7222.3316448405385,7222.582205787301,7223.082543902099,7223.3330704420805,7224.337417773902,None,0,,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,6,2,26,2,,,,,,,,,7224.319070890546,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0013166815042495728,0.4896536022424698,,7226.821479551494,test,2,,,,,,,7224.337417773902,7224.851230293512,7224.834740318358,7224.834740318358,7225.135058835149,7225.634119346738,7225.835062645376,7226.840768456459,left,1,0.4550752341747284,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,6,3,27,0,,,,,,,,,7226.821906372905,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0018094033002853394,0.48942800611257553,0.7900421991944313,7229.324435681105,test,2,,,,,,,7226.840768456459,7227.354038849473,7227.337228260934,7227.337228260934,7227.637437440455,7228.136943072081,7228.3378065004945,7229.3438115641475,right,1,0.47699277102947235,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,7,0,28,3,,,,,,,,,7229.324877232313,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0026795342564582825,0.48916880041360855,,7231.826929755509,test,2,,,,,,,7229.3438115641475,7229.8568744286895,7229.840060546994,7229.840060546994,7230.090372085571,7230.589621402323,7230.84109454602,7231.846079796553,left,1,0.4631878435611725,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,7,1,29,0,,,,,,,,,7231.827379330993,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.001652158796787262,0.48966799676418304,,7234.329891324043,test,2,,,,,,,7231.846079796553,7232.36002933979,7232.342755258083,7232.342755258083,7232.59312941879,7233.093934841454,7233.34384406358,7234.349119089544,right,1,0.5099318996071815,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,7,2,30,2,,,,,,,,,7234.330329947174,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.001797594130039215,0.48928529024124146,0.7397293448448181,7236.832340963185,test,2,,,,,,,7234.349119089544,7234.86220458895,7234.845595173538,7234.845595173538,7235.095763154328,7235.596358478069,7235.846575677395,7236.851199887693,None,0,,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,7,3,31,1,,,,,,,,,7236.8327806815505,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.001631028950214386,0.489658884704113,,7239.3350333198905,test,2,,,,,,,7236.851199887693,7237.364927530289,7237.3482702970505,7237.3482702970505,7237.648622840643,7238.150243997574,7238.348459720612,7239.353810444474,right,1,0.42126598954200745,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,8,0,32,3,,,,,,,,,7239.335462398827,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0012159869074821472,0.4900100454688072,,7241.838347330689,test,2,,,,,,,7239.353810444474,7239.867727771401,7239.851316019893,7239.851316019893,7240.151459738612,7240.6557136923075,7240.851646564901,7241.857081569731,right,1,0.5729379951953888,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,8,1,33,3,,,,,,,,,7241.83879776299,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.001431204378604889,0.48915067315101624,,7244.340540014207,test,2,,,,,,,7241.857081569731,7242.370404340327,7242.354112870991,7242.354112870991,7242.654589481652,7243.154747404158,7243.354669928551,7244.359419085085,right,1,0.5587357431650162,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,8,2,34,0,,,,,,,,,7244.340990357101,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0012109354138374329,0.4896932318806648,0.7900680229067802,7246.843303203583,test,2,,,,,,,7244.359419085085,7244.87329620868,7244.856401003897,7244.856401003897,7245.1568452343345,7245.657494723797,7245.857865840197,7246.862579084933,None,0,,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,8,3,35,1,,,,,,,,,7246.843741811812,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0018892139196395874,0.48991677165031433,,7249.346142053604,test,2,,,,,,,7246.862579084933,7247.376185387373,7247.359433948994,7247.359433948994,7247.71011339128,7248.210350520909,7248.360446929932,7249.365564644337,left,1,0.5011519193649292,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,9,0,36,3,,,,,,,,,7249.346581026912,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0017536282539367676,0.48958738148212433,,7251.849081933498,test,2,,,,,,,7249.365564644337,7249.8789826110005,7249.862004585564,7249.862004585564,7250.21242788434,7250.712077952921,7250.86270903796,7251.8679648935795,left,0,0.5553764253854752,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
