corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text.stopped,rules_2.stopped,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,0,0,0,0,4,3,19,2,,,,,,,,,,,,,,,,,582.1253607422113,go,circleblack.png,left,0.25,582.1447660252452,582.1447660252452,582.6411281339824,582.6411281339824,582.6578834243119,582.8914299719036,583.3919294551015,583.642223238945,584.6434463895857,584.6600871160626,left,1,0.45628778636455536,584.6600871160626,584.6600871160626,0.0018838085234165192,0.4903801567852497,0.7404570803046227,585.1449549235404,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,0,0,0,0,5,0,20,1,,,,,,,,,,,,,,,,,585.1453828141093,go,squareblack.png,right,0.25,585.1648644767702,585.1648644767702,585.6611830033362,585.6611830033362,585.6783018410206,585.91182827577,586.4121205992997,586.6616160608828,587.6633262261748,587.6798898205161,right,1,0.46337082609534264,587.6798898205161,587.6798898205161,0.0017470195889472961,0.49007660523056984,0.7403372563421726,588.1648513376713,practice,1,588.1845377907157,588.1845377907157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,0,0,0,0,5,1,21,2,,,,,,,,,,,,,,,,,588.1652839072049,go,squareblack.png,right,0.25,588.1845377907157,588.1845377907157,588.6811320483685,588.6811320483685,588.697705000639,588.9314907602966,589.4319231770933,589.6820746846497,590.6832545548677,590.700240213424,right,1,0.4529081620275974,590.700240213424,590.700240213424,0.0012047812342643738,0.49031146615743637,0.7403634078800678,591.184649374336,practice,1,591.204617485404,591.204617485404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,0,0,0,0,5,2,22,1,,,,,,,,,,,,,,,,,591.1850632913411,stop,circleblack.png,left,0.25,591.204617485404,591.204617485404,591.7013944610953,591.7013944610953,591.7176622748375,591.9514255784452,592.4519821219146,592.702300414443,593.7036352567375,593.7201416008174,None,0,,593.7201416008174,593.7201416008174,0.001855354756116867,0.49007904529571533,0.7403924502432346,594.204985063523,practice,1,594.2246811464429,594.2246811464429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,0,0,0,0,5,3,23,3,,,,,,,,,,,,,,,,,594.2054102420807,stop,circleblack.png,left,0.3,594.2246811464429,594.2246811464429,594.7211304716766,594.7211304716766,594.7379271835089,595.0214703306556,595.521949827671,595.722820866853,596.7233842127025,596.740013487637,None,0,,596.740013487637,596.740013487637,0.0012567788362503052,0.4901825040578842,0.7902831882238388,597.2249183617532,practice,1,597.2426934316754,597.2426934316754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.2426934316754,597.2426934316754,return,1.8693578355014324,,,,,,,,,,,,,,,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,631.7051601968706,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,0.0019524283707141876,0.4975834786891937,,634.2162014693022,test,1,,,,,,,599.1429834142327,599.1429834142327,631.7244077697396,632.2295331172645,632.2295331172645,632.2295331172645,632.5796065591276,633.0802171230316,633.230183377862,634.2356077171862,right,1,0.47301386669278145,0.35,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,634.2167569175363,stop,circleblack.png,left,0.35,,,,,,,,,,,,,,,,0.0019434206187725067,0.4892420470714569,0.8395949751138687,636.7189324572682,test,1,,,,,,,,,634.2356077171862,634.748781658709,634.7320264019072,634.7320264019072,635.082394849509,635.5828887373209,635.7329455129802,636.7387138679624,left,1,0.40745987743139267,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,2,2,0,,,,,,,,,636.7193782255054,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,0.0018690600991249084,0.4896128252148628,,639.2216394543648,test,1,,,,,,,,,636.7387138679624,637.251650955528,637.2347403801978,637.2347403801978,637.5351234897971,638.035467941314,638.2359189689159,639.2412065826356,right,1,0.44161293655633926,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,639.2220834754407,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,0.001936294138431549,0.489548210054636,,641.7246451042593,test,1,,,,,,,,,639.2412065826356,639.7542436569929,639.7378287427127,639.7378287427127,640.0378509797156,640.5388701148331,640.7382797151804,641.7434303760529,left,1,0.5620589964091778,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,1,0,4,1,,,,,,,,,641.7251019440591,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,0.0014522448182106018,0.48928942531347275,,644.2271733880043,test,1,,,,,,,,,641.7434303760529,642.2569777593017,642.2402467355132,642.2402467355132,642.5405739210546,643.0412567146122,643.2417289167643,644.2459168434143,left,1,0.48438723757863045,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,1,1,5,0,,,,,,,,,644.2276226766407,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,0.00137435644865036,0.4897560030221939,,646.72958804667,test,1,,,,,,,,,644.2459168434143,644.7598002851009,644.7432370334864,644.7432370334864,645.0433511212468,645.5426045246422,645.7435890957713,646.7483606524765,left,1,0.37087010964751244,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,1,2,6,3,,,,,,,,,646.7300928346813,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,0.0012429840862751007,0.48977386206388474,,649.2324845157564,test,1,,,,,,,,,646.7483606524765,647.2624301575124,647.2457412779331,647.2457412779331,647.5459329858422,648.0465318784118,648.2469820454717,649.2516457214952,left,1,0.39432794973254204,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,1,3,7,0,,,,,,,,,649.2329322695732,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,0.001716267317533493,0.48951712623238564,0.7901108376681805,651.7353396639228,test,1,,,,,,,,,649.2516457214952,649.7653288580477,649.748369704932,649.748369704932,650.0487190634012,650.5493218302727,650.7497244402766,651.7538756802678,right,1,0.4340047389268875,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,2,0,8,1,,,,,,,,,651.7357744202018,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.0012536384165287018,0.4896756410598755,0.7399951815605164,654.23779867962,test,1,,,,,,,,,651.7538756802678,652.2680404223502,652.2511967048049,652.2511967048049,652.5014854744077,653.0020210705698,653.2524059377611,654.2565783411264,right,1,0.34396789222955704,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,2,1,9,2,,,,,,,,,654.2382345125079,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,,0.0011727474629878998,0.4899601377546787,,656.7408887147903,test,1,,,,,,,,,654.2565783411264,654.7706065252423,654.7539197392762,654.7539197392762,654.9543575309217,655.4547832384706,655.7550166361034,656.7603677399457,right,1,0.6848118156194687,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,2,2,10,3,,,,,,,,,656.7413307838142,stop,circleblack.png,left,0.2,,,,,,,,,,,,,,,,0.0019847452640533447,0.48996512591838837,0.6901105865836143,659.2435042709112,test,1,,,,,,,,,656.7603677399457,657.2734194286168,657.2568939588964,657.2568939588964,657.457125030458,657.9577148556709,658.2580358572304,659.2624293155968,None,0,,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,2,3,11,2,,,,,,,,,659.2439445480704,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.0016078650951385498,0.4900122135877609,,661.7465416900814,test,1,,,,,,,,,659.2624293155968,659.7766184136271,659.759737379849,659.759737379849,660.0099884606898,660.5107792653143,660.7609168179333,661.7654326334596,right,1,0.48299261927604675,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,3,0,12,0,,,,,,,,,661.7469936199486,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.0013079307973384857,0.4897930957376957,0.7398139201104641,664.2492767497897,test,1,,,,,,,,,661.7654326334596,662.2792064137757,662.262266792357,662.262266792357,662.5128194577992,663.0130659900606,663.2638517171144,664.2682151794434,right,1,1.1507982984185219,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,3,1,13,0,,,,,,,,,664.2497191801667,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,,0.0014061667025089264,0.4896894209086895,,666.7519127354026,test,1,,,,,,,,,664.2682151794434,664.7817463316023,664.7651002630591,664.7651002630591,664.965135268867,665.4652675800025,665.7665898613632,666.7704098001122,right,1,0.5393678694963455,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,3,2,14,1,,,,,,,,,666.7523649223149,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,,0.0011851899325847626,0.48991401866078377,,669.2545528486371,test,1,,,,,,,,,666.7704098001122,667.2844347320497,667.2679328620434,667.2679328620434,667.468013048172,667.9674568139017,668.2685269676149,669.2738742753863,right,1,0.37537768855690956,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,3,3,15,0,,,,,,,,,669.2549947202206,stop,circleblack.png,left,0.2,,,,,,,,,,,,,,,,0.0019301287829875946,0.48978736996650696,0.690069992095232,671.7574201337993,test,1,,,,,,,,,669.2738742753863,669.7870975844562,669.7706751674414,669.7706751674414,669.9707121737301,670.471590038389,670.7715173661709,671.776163559407,None,0,,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,4,0,16,3,,,,,,,,,671.7578703463078,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.0013501830399036407,0.49022577702999115,0.7400602735579014,674.2601160854101,test,1,,,,,,,,,671.776163559407,672.2899209819734,672.273498762399,672.273498762399,672.5236994996667,673.0243445970118,673.2744952626526,674.2793862335384,None,0,,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,4,1,17,1,,,,,,,,,674.2605571486056,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,0.0017189458012580872,0.4900344908237457,,676.762784332037,test,1,,,,,,,,,674.2793862335384,674.7929959855974,674.7761368565261,674.7761368565261,675.076430875808,675.5770226344466,675.7771249823272,676.7821053899825,right,1,0.5132901258766651,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,4,2,18,2,,,,,,,,,676.7632373087108,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,0.001691330224275589,0.48980023339390755,,679.2655690647662,test,1,,,,,,,,,676.7821053899825,677.2956787198782,677.2787673957646,677.2787673957646,677.5790610834956,678.0798246785998,678.2799417078495,679.2847105115652,left,1,0.493071012198925,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,4,3,19,3,,,,,,,,,679.26602781564,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,0.001706186681985855,0.48981792852282524,0.7903323099017143,681.7686609514058,test,1,,,,,,,,,679.2847105115652,679.7982848808169,679.7816471345723,679.7816471345723,680.0819972231984,680.5823848135769,680.783000420779,681.788465756923,right,1,0.4636450633406639,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,5,0,20,1,,,,,,,,,681.7690964788198,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.00196804478764534,0.4896553121507168,,684.2712285742164,test,1,,,,,,,,,681.788465756923,682.3012546002865,682.2843479290605,682.2843479290605,682.5346250683069,683.0354311428964,683.2855236716568,684.2900169715285,left,1,0.5054397769272327,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,5,1,21,2,,,,,,,,,684.271677043289,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.0013768933713436127,0.4898342713713646,,686.7739136144519,test,1,,,,,,,,,684.2900169715285,684.8038772717118,684.7871206849813,684.7871206849813,685.0374949760735,685.5382590293884,685.7885457836092,686.7931640222669,left,1,0.6924737766385078,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,2,22,0,,,,,,,,,686.7743665650487,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.001660611480474472,0.4897349439561367,,689.2765856869519,test,1,,,,,,,,,686.7931640222669,687.3066182434559,687.2898752875626,687.2898752875626,687.5401768386364,688.0426776111126,688.2908101528883,689.29596561566,right,1,0.6556684821844101,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,5,3,23,3,,,,,,,,,689.2770337611437,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.001690644770860672,0.48960229754447937,,691.7794385626912,test,1,,,,,,,,,689.29596561566,689.8092466033995,689.7928734533489,689.7928734533489,690.0428678803146,690.5435391440988,690.7938669137657,691.7984719090164,left,1,0.6213963590562344,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,6,0,24,3,,,,,,,,,691.7798783481121,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.0013344697654247284,0.48975181579589844,0.739887498319149,694.2822139561176,test,1,,,,,,,,,691.7984719090164,692.3123678416014,692.2953450530767,692.2953450530767,692.5457380190492,693.044868517667,693.2964021936059,694.3014320470393,left,1,0.39608174562454224,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,6,1,25,0,,,,,,,,,694.2826509922743,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,,0.0016897283494472504,0.48964206501841545,,696.7848009057343,test,1,,,,,,,,,694.3014320470393,694.8148745968938,694.7982819862664,694.7982819862664,694.9986819177866,695.499125868082,695.799208175391,696.8042366653681,right,1,0.4726184271275997,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,6,2,26,1,,,,,,,,,696.78523825109,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,,0.0018540769815444946,0.4898427911102772,,699.2875130772591,test,1,,,,,,,,,696.8042366653681,697.3177599348128,697.3007566183805,697.3007566183805,697.5010487064719,698.0018691979349,698.3020404949784,699.306695304811,left,1,0.6183269210159779,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,6,3,27,1,,,,,,,,,699.2879541106522,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,,0.0013664737343788147,0.49002910032868385,,701.7904931493104,test,1,,,,,,,,,699.306695304811,699.8201413862407,699.8037805631757,699.8037805631757,700.0039235018194,700.5047607980669,700.8048920705914,701.8097163103521,left,1,0.5357093065977097,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,7,0,28,2,,,,,,,,,701.7910589277744,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,,0.001378387212753296,0.4895263686776161,,704.2932101488113,test,1,,,,,,,,,701.8097163103521,702.3233637996018,702.3065746799111,702.3065746799111,702.5067398436368,703.0075294561684,703.307698264718,704.3122849352658,left,1,0.5989789739251137,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,7,1,29,3,,,,,,,,,704.2936604805291,stop,circleblack.png,left,0.2,,,,,,,,,,,,,,,,0.0013812445104122162,0.49009326845407486,0.6902804709970951,706.7960494123399,test,1,,,,,,,,,704.3122849352658,704.8259131573141,704.8093808479607,704.8093808479607,705.0098606310785,705.5101076141,705.8102736361325,706.815240085125,None,0,,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,7,2,30,1,,,,,,,,,706.7964944541454,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.0016666948795318604,0.48999476432800293,,709.2987719066441,test,1,,,,,,,,,706.815240085125,707.3291219733655,707.3120453730226,707.3120453730226,707.5624609999359,708.0631440728903,708.3134116344154,709.3176616504788,right,1,0.42775413393974304,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,7,3,31,3,,,,,,,,,709.2992228865623,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.001310974359512329,0.4898754209280014,0.7399447374045849,711.8016633987427,test,1,,,,,,,,,709.3176616504788,709.8316108509898,709.8146115355194,709.8146115355194,710.0652140341699,710.5659116432071,710.8157761581242,711.820387262851,right,1,0.34507232904434204,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,8,0,32,0,,,,,,,,,711.8021112680435,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,,0.0013031885027885437,0.4894338957965374,,714.3045792616904,test,1,,,,,,,,,711.820387262851,712.3345940671861,712.317530721426,712.317530721426,712.5177961289883,713.0182653851807,713.3191616609693,714.3235800154507,right,1,0.37777339294552803,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,8,1,33,2,,,,,,,,,714.3050359115005,stop,squareblack.png,right,0.2,,,,,,,,,,,,,,,,0.001350250095129013,0.48920344561338425,0.6895447187125683,716.8071233071387,test,1,,,,,,,,,714.3235800154507,714.8371859639883,714.8206533901393,714.8206533901393,715.0205550268292,715.5213853493333,715.8217930495739,716.8262778036296,None,0,,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,8,2,34,1,,,,,,,,,716.807578381151,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.001328054815530777,0.4894537292420864,,719.3096934817731,test,1,,,,,,,,,716.8262778036296,717.3398492112756,717.3230280466378,717.3230280466378,717.5737200193107,718.0740611739457,718.3242949694395,719.329272724688,right,1,0.4887010343372822,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,8,3,35,2,,,,,,,,,719.3101396486163,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.0020446740090847015,0.4898322820663452,,721.8126267530024,test,1,,,,,,,,,719.329272724688,719.842624720186,719.8256651759148,719.8256651759148,720.0762436278164,720.5765276663005,720.8267845921218,721.8315307833254,right,0,0.3529771566390991,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,9,0,36,3,,,,,,,,,721.8130720555782,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.0016172155737876892,0.489992406219244,0.7399285659193993,724.3153585530818,test,1,,,,,,,,,721.8315307833254,722.3452724330127,722.328922636807,722.328922636807,722.5781036019325,723.078287370503,723.329596389085,724.3350226543844,right,1,0.39866072311997414,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,9,1,37,0,,,,,,,,,724.3158104754984,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,,0.0019153021275997162,0.4899565428495407,,726.8183843009174,test,1,,,,,,,,,724.3350226543844,724.8479899466038,724.8314879313111,724.8314879313111,725.0318715944886,725.5340503044426,725.8328331671655,726.8377133235335,left,1,0.4375448301434517,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,9,2,38,2,,,,,,,,,726.8189140148461,stop,squareblack.png,right,0.2,,,,,,,,,,,,,,,,0.0017332546412944794,0.4894736260175705,0.6897307820618153,729.320984300226,test,1,,,,,,,,,726.8377133235335,727.3508152849972,727.3343293480575,727.3343293480575,727.5341669730842,728.0350458286703,728.335342746228,729.3409436307847,None,0,,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,9,3,39,2,,,,,,,,,729.3214371539652,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.0026581473648548126,0.48912541568279266,,731.8238103501499,test,1,,,,,,,,,729.3409436307847,729.8536518514156,729.8368190377951,729.8368190377951,730.0870931521058,730.5876166783273,730.8378749042749,731.8431444466114,left,1,0.44793177396059036,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,10,0,40,3,,,,,,,,,731.8242523670197,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.0015287548303604126,0.4896315224468708,0.739768747240305,734.326464317739,test,1,,,,,,,,,731.8431444466114,732.3568397425115,732.3395691551268,732.3395691551268,732.5898973755538,733.0906035378575,733.340653449297,734.3455774150789,None,0,,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,10,1,41,2,,,,,,,,,734.3269180543721,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,0.0014417879283428192,0.4896511435508728,,736.829399690032,test,1,,,,,,,,,734.3455774150789,734.8590190559626,734.8422875143588,734.8422875143588,735.1428023055196,735.6434663310647,735.8437878489494,736.8484015390277,left,1,0.39608510956168175,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
