thisN,thisTrialN,thisRepN,corrGoResp,shape,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,goResp.keys,goResp.corr,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,thisRow.t,notes,stopPracTrialList,Test Block: 1,start.started,welcome.started,start_exp.started,start.stopped,start_exp.keys,start_exp.rt,start_exp.duration,StimSetup.started,StimSetup.stopped,instructions.started,instrStopText.started,start_prac.started,instructions.stopped,practiceBlockSetup.started,practiceBlockSetup.stopped,practiceTrials.StartTrialTimeStamp,practiceTrials.trialType,practiceTrials.goStim,practiceTrials.correctResponse,practiceTrials.ssd,newPracticeStim.started,newPracticeStim.stopped,trial.started,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,trial.stopped,practiceTrials.goResp.keys,practiceTrials.goResp.corr,feedback.started,text.started,rules_2.started,text.stopped,rules_2.stopped,feedback.stopped,practiceTrials.fixationOnset,practiceTrials.goStimOnset,practiceTrials.stopSignalOnset,endTrial.started,endTrial.stopped,practiceTrials.EndTrialTimeStamp,practiceTrials.Phase,practiceTrials.Block,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}]","[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",0.010238916000162135,0.01572541600035038,0.01572541600035038,2.429680332999851,return,2.3887301250006203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233634,001,2025-03-11_13h09.30.551,simplestop_skeleton,2024.2.4,None,2025-03-11 13h09.35.746064 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.429739832999985,2.429962500000329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233634,001,2025-03-11_13h09.30.551,simplestop_skeleton,2024.2.4,None,2025-03-11 13h09.35.746064 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.429977540999971,2.440520791000381,2.440520791000381,3.324925957999767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233634,001,2025-03-11_13h09.30.551,simplestop_skeleton,2024.2.4,None,2025-03-11 13h09.35.746064 -0700,
0,0,0,None,None,3.334396457999901,go,circleblack.png,left,0.35,None,0,0.0031264170002032188,0.4856216250000216,0.8337964590000411,6.329626540999925,practice,1,0,0,0,0,0,0,0,1,3.3443834999998217,,,,,,,,,,,,,,,,,3.3257072500000504,3.3260086660002344,3.334396457999901,go,circleblack.png,left,0.35,3.334445374999632,3.334818790999634,3.337931832999857,3.3443834999998217,3.3443834999998217,3.8338611250001122,3.8338611250001122,3.8392049579997547,4.1724000409994915,4.663631583000097,4.822047915999974,5.830039374999615,5.842065124999863,5.831665124999745,None,0,5.83830320800007,5.842065124999863,5.842065124999863,6.3358777909998025,6.3358777909998025,6.329250916000092,0.0031264170002032188,0.4856216250000216,0.8337964590000411,6.329336499999954,6.329618415999903,6.329626540999925,practice,1,233634,001,2025-03-11_13h09.30.551,simplestop_skeleton,2024.2.4,None,2025-03-11 13h09.35.746064 -0700,
1,1,0,$currentCorrectResponse,$currentGoStim,6.3297705409995615,go,squareblack.png,right,0.35,None,0,0.003104124999481428,0.4848697909992552,0.8353451659995699,9.327535999999782,practice,1,0,0,0,0,0,1,1,0,6.3358777909998025,,,,,,,,,,,,,,,,,,,6.3297705409995615,go,squareblack.png,right,0.35,6.32981104099963,6.330028374999529,6.3331154159996,6.3358777909998025,6.3358777909998025,6.8193134579996695,6.8193134579996695,6.83398358300019,7.169712707999679,7.6621921249998195,7.813693166000121,8.813353040999573,8.830595874999744,8.827232999999978,None,0,8.827306332999797,8.830595874999744,8.830595874999744,9.332234790999792,9.332234790999792,9.327214707999701,0.003104124999481428,0.4848697909992552,0.8353451659995699,9.327297832999648,9.327526166000098,9.327535999999782,practice,1,233634,001,2025-03-11_13h09.30.551,simplestop_skeleton,2024.2.4,None,2025-03-11 13h09.35.746064 -0700,
2,2,1,$currentCorrectResponse,$currentGoStim,9.32767608300037,stop,squareblack.png,right,0.35,None,0,0.0017760000000635046,0.48705108299964195,0.8372872499994628,12.31115433299965,practice,1,0,0,0,0,1,2,2,0,9.332234790999792,,,,,,,,,,,,,,,,,,,9.32767608300037,stop,squareblack.png,right,0.35,9.327718583000205,9.327933415999723,9.329694957999891,9.332234790999792,9.332234790999792,9.819388040999911,9.819388040999911,9.833860832999562,10.169571708000149,10.667369249999865,10.8173435409999,11.817428457999995,11.825262499999553,11.819158708000032,None,0,11.822312582999984,11.825262499999553,11.825262499999553,12.316427750000003,12.316427750000003,12.31076770799973,0.0017760000000635046,0.48705108299964195,0.8372872499994628,12.310858415999974,12.31114504099969,12.31115433299965,practice,1,233634,001,2025-03-11_13h09.30.551,simplestop_skeleton,2024.2.4,None,2025-03-11 13h09.35.746064 -0700,
3,3,0,None,None,12.311288582999623,go,circleblack.png,left,0.4,None,0,0.002501124999980675,0.4867251249997935,0.8904667500000869,15.29461479099973,practice,1,0,0,0,0,0,3,3,2,12.316427750000003,,,,,,,,,,,,,,,,,,,12.311288582999623,go,circleblack.png,left,0.4,12.311329125000157,12.311575790999996,12.314061916000355,12.316427750000003,12.316427750000003,12.802671833000204,12.802671833000204,12.81730454100034,13.20584583300024,13.70066583300013,13.79459208299977,14.80064370800028,14.807615624999926,14.802344916000038,None,0,14.80411499999991,14.807615624999926,14.807615624999926,15.299858125000355,15.299858125000355,15.294275999999627,0.002501124999980675,0.4867251249997935,0.8904667500000869,15.294365124999786,15.294605375000174,15.29461479099973,practice,1,233634,001,2025-03-11_13h09.30.551,simplestop_skeleton,2024.2.4,None,2025-03-11 13h09.35.746064 -0700,
4,4,0,None,None,15.29476508300013,go,squareblack.png,right,0.4,None,0,0.002394957999968028,0.49022758299997804,0.8846990829997594,18.2859296659999,practice,1,0,0,0,0,0,4,4,3,15.299858125000355,,,,,,,,,,,,,,,,,,,15.29476508300013,go,squareblack.png,right,0.4,15.294806875000177,15.295058499999868,15.297436374999961,15.299858125000355,15.299858125000355,15.789035916000103,15.789035916000103,15.789035916000103,16.192375790999904,16.680208916000083,16.784046290999868,17.788948833000177,17.788948833000177,17.785572415999923,None,0,17.78562729100031,17.788948833000177,17.788948833000177,18.290687333000278,18.290687333000278,18.285627915999612,0.002394957999968028,0.49022758299997804,0.8846990829997594,18.285695833000318,18.285919291000027,18.2859296659999,practice,1,233634,001,2025-03-11_13h09.30.551,simplestop_skeleton,2024.2.4,None,2025-03-11 13h09.35.746064 -0700,
5,5,1,None,None,18.28607487499994,go,squareblack.png,right,0.4,None,0,0.0019172920001437888,0.4842733750001571,0.8844350839999606,21.27443029099959,practice,1,0,0,0,0,1,5,5,3,18.290687333000278,,,,,,,,,,,,,,,,,,,18.28607487499994,go,squareblack.png,right,0.4,18.286116082999797,18.28637337500004,18.288276499999483,18.290687333000278,18.290687333000278,18.78402291600014,18.78402291600014,18.78939445800006,19.184052915999928,19.68402579099984,19.783947375000025,20.78403729099955,20.78888858299979,20.78559558300003,None,0,20.78564754099989,20.78888858299979,20.78888858299979,21.27898279100009,21.27898279100009,21.273947749999934,0.0019172920001437888,0.4842733750001571,0.8844350839999606,21.27401358299994,21.274420333000307,21.27443029099959,practice,1,233634,001,2025-03-11_13h09.30.551,simplestop_skeleton,2024.2.4,None,2025-03-11 13h09.35.746064 -0700,
6,6,2,$currentCorrectResponse,$currentGoStim,21.27456766599971,stop,squareblack.png,right,0.4,None,0,0.0019657499997265404,0.4854042090000803,0.8880891669996345,24.254707457999757,practice,1,0,0,0,0,2,6,6,0,21.27898279100009,,,,,,,,,,,,,,,,,,,21.27456766599971,stop,squareblack.png,right,0.4,21.27460879099999,21.274843500000316,21.276791250000315,21.27898279100009,21.27898279100009,21.763810915999784,21.763810915999784,21.769678915999975,22.17558758300038,22.663726290999875,22.759009749999677,23.76340049999999,23.769994540999505,23.764971665999838,None,0,23.76643366600001,23.769994540999505,23.769994540999505,24.260494375000235,24.260494375000235,24.254303249999793,0.0019657499997265404,0.4854042090000803,0.8880891669996345,24.254375083000014,24.25469745800001,24.254707457999757,practice,1,233634,001,2025-03-11_13h09.30.551,simplestop_skeleton,2024.2.4,None,2025-03-11 13h09.35.746064 -0700,
