thisN,thisTrialN,thisRepN,corrGoResp,shape,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,goResp.keys,goResp.corr,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,thisRow.t,notes,stopPracTrialList,Test Block: 1,start.started,welcome.started,start_exp.started,start.stopped,start_exp.keys,start_exp.rt,start_exp.duration,StimSetup.started,StimSetup.stopped,instructions.started,instrStopText.started,start_prac.started,instructions.stopped,practiceBlockSetup.started,practiceBlockSetup.stopped,practiceTrials.StartTrialTimeStamp,practiceTrials.trialType,practiceTrials.goStim,practiceTrials.correctResponse,practiceTrials.ssd,newPracticeStim.started,newPracticeStim.stopped,trial.started,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,trial.stopped,practiceTrials.goResp.keys,practiceTrials.goResp.corr,feedback.started,text.started,rules_2.started,text.stopped,rules_2.stopped,feedback.stopped,practiceTrials.fixationOnset,practiceTrials.goStimOnset,practiceTrials.stopSignalOnset,endTrial.started,endTrial.stopped,practiceTrials.EndTrialTimeStamp,practiceTrials.Phase,practiceTrials.Block,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]","[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}]",0.008528750000550644,0.013949666999906185,0.013949666999906185,1.7187675420000232,return,1.6801462500006892,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501672,001,2025-03-11_13h16.06.095,simplestop_skeleton,2024.2.4,None,2025-03-11 13h16.10.576004 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7188204579997546,1.719088042000294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501672,001,2025-03-11_13h16.06.095,simplestop_skeleton,2024.2.4,None,2025-03-11 13h16.10.576004 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.719107542000529,1.7304339580005035,1.7304339580005035,2.8529418329999316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501672,001,2025-03-11_13h16.06.095,simplestop_skeleton,2024.2.4,None,2025-03-11 13h16.10.576004 -0700,
0,0,0,None,None,2.8616924170000857,go,circleblack.png,left,0.35,None,0,0.003304625000055239,0.4895513329993264,0.8337495830000989,5.85247070800051,practice,1,0,0,0,0,0,0,0,2,2.871991750000234,,,,,,,,,,,,,,,,,2.853784333000476,2.854192833000525,2.8616924170000857,go,circleblack.png,left,0.35,2.861742791999859,2.8621919580000394,2.8654827500004103,2.871991750000234,2.871991750000234,3.3564610000003086,3.3564610000003086,3.3613222920002954,3.7086495000003197,4.205244374999893,4.346746125000209,5.354594000000361,5.366570042000603,5.356145458000356,None,0,5.362793250000323,5.366570042000603,5.366570042000603,5.857550708000417,5.857550708000417,5.852073541999744,0.003304625000055239,0.4895513329993264,0.8337495830000989,5.852206167000077,5.8524620420002975,5.85247070800051,practice,1,501672,001,2025-03-11_13h16.06.095,simplestop_skeleton,2024.2.4,None,2025-03-11 13h16.10.576004 -0700,
1,1,0,None,None,5.852616791999935,stop,squareblack.png,right,0.35,None,0,0.0022588749998249114,0.4842588749997958,0.8365081669999199,8.84629670800041,practice,1,0,0,0,0,0,1,1,3,5.857550708000417,,,,,,,,,,,,,,,,,,,5.852616791999935,stop,squareblack.png,right,0.35,5.852656791999834,5.852894042000116,5.855137833000299,5.857550708000417,5.857550708000417,6.350297500000124,6.350297500000124,6.35565270799998,6.694487833000494,7.1862962920004065,7.337993042000562,8.350347374999728,8.358448791999763,8.352153792000536,None,0,8.35523083299995,8.358448791999763,8.358448791999763,8.85229708299994,8.85229708299994,8.845917208000174,0.0022588749998249114,0.4842588749997958,0.8365081669999199,8.846007457999804,8.846288374999858,8.84629670800041,practice,1,501672,001,2025-03-11_13h16.06.095,simplestop_skeleton,2024.2.4,None,2025-03-11 13h16.10.576004 -0700,
2,2,1,None,None,8.846425667000403,go,circleblack.png,left,0.4,None,0,0.0022846250003567548,0.4846700830003101,0.8845750000000407,11.835845583000264,practice,1,0,0,0,0,1,2,2,3,8.85229708299994,,,,,,,,,,,,,,,,,,,8.846425667000403,go,circleblack.png,left,0.4,8.846462958000302,8.846679041999778,8.848949833000006,8.85229708299994,8.85229708299994,9.336009792000368,9.336009792000368,9.350371583000197,9.736354417000257,10.229964125000151,10.333712958000433,11.3337325829998,11.345067707999988,11.340070041999752,None,0,11.341888292000476,11.345067707999988,11.345067707999988,11.841261375000613,11.841261375000613,11.835515124999802,0.0022846250003567548,0.4846700830003101,0.8845750000000407,11.835611000000426,11.835836625000411,11.835845583000264,practice,1,501672,001,2025-03-11_13h16.06.095,simplestop_skeleton,2024.2.4,None,2025-03-11 13h16.10.576004 -0700,
3,3,0,None,None,11.835984542000006,go,squareblack.png,right,0.4,None,0,0.0025519159999021213,0.48722833300053026,0.8871230000004289,14.819273916999919,practice,1,0,0,0,0,0,3,3,1,11.841261375000613,,,,,,,,,,,,,,,,,,,11.835984542000006,go,squareblack.png,right,0.4,11.836026666999715,11.836248167000122,11.838782167000318,11.841261375000613,11.841261375000613,12.327909333000207,12.327909333000207,12.342062792000434,12.728031874999942,13.219522708000113,13.325364917000115,14.325441583000611,14.330635833000088,14.327197125000566,None,0,14.327261625000574,14.330635833000088,14.330635833000088,14.824629624999943,14.824629624999943,14.818878333000612,0.0025519159999021213,0.48722833300053026,0.8871230000004289,14.818972333000602,14.819264750000002,14.819273916999919,practice,1,501672,001,2025-03-11_13h16.06.095,simplestop_skeleton,2024.2.4,None,2025-03-11 13h16.10.576004 -0700,
4,4,1,None,None,14.81940937499985,go,circleblack.png,left,0.4,None,0,0.0024293750002470915,0.4842553329999646,0.8864676249995682,17.810868250000567,practice,1,0,0,0,0,1,4,4,1,14.824629624999943,,,,,,,,,,,,,,,,,,,14.81940937499985,go,circleblack.png,left,0.4,14.819450250000045,14.81970929199997,14.822123875000216,14.824629624999943,14.824629624999943,15.317113042000528,15.317113042000528,15.322477249999793,15.711300832999768,16.20498654200037,16.305460208000113,17.305190666999806,17.32533775000047,17.31236779200026,None,0,17.312414167000497,17.32533775000047,17.32533775000047,17.81604333300038,17.81604333300038,17.810539500000232,0.0024293750002470915,0.4842553329999646,0.8864676249995682,17.810617207999712,17.810859750000418,17.810868250000567,practice,1,501672,001,2025-03-11_13h16.06.095,simplestop_skeleton,2024.2.4,None,2025-03-11 13h16.10.576004 -0700,
5,5,0,$currentCorrectResponse,$currentGoStim,17.81100645800052,stop,squareblack.png,right,0.4,None,0,0.0022960830001466093,0.4869847910003955,0.8905001249995621,20.802597292000428,practice,1,0,0,0,0,0,5,5,0,17.81604333300038,,,,,,,,,,,,,,,,,,,17.81100645800052,stop,squareblack.png,right,0.4,17.811045792000186,17.81126899999981,17.813551041999744,17.81604333300038,17.81604333300038,18.303010417000223,18.303010417000223,18.317037042000266,18.705141583000113,19.200563667000097,19.296734958000343,20.300441041999875,20.307519042000422,20.30225770800007,None,0,20.303960082999765,20.307519042000422,20.307519042000422,20.807232500000282,20.807232500000282,20.802227042000595,0.0022960830001466093,0.4869847910003955,0.8905001249995621,20.802328750000015,20.802586958000575,20.802597292000428,practice,1,501672,001,2025-03-11_13h16.06.095,simplestop_skeleton,2024.2.4,None,2025-03-11 13h16.10.576004 -0700,
6,6,2,None,None,20.802738500000487,go,squareblack.png,right,0.45,None,0,0.0017626250000830623,0.4848742909998691,0.9404497909999918,23.785894125000596,practice,1,0,0,0,0,2,6,6,3,20.807232500000282,,,,,,,,,,,,,,,,,,,20.802738500000487,go,squareblack.png,right,0.45,20.80277895800009,20.803036875000544,20.80478575000052,20.807232500000282,20.807232500000282,21.300505082999734,21.300505082999734,21.3060897080004,21.747077666999758,22.237904374999744,22.288201667000067,23.29919237500053,23.29919237500053,23.293798374999824,None,0,23.295693707999817,23.29919237500053,23.29919237500053,23.790566458000285,23.790566458000285,23.785560416999942,0.0017626250000830623,0.4848742909998691,0.9404497909999918,23.785637250000036,23.78588545799994,23.785894125000596,practice,1,501672,001,2025-03-11_13h16.06.095,simplestop_skeleton,2024.2.4,None,2025-03-11 13h16.10.576004 -0700,
