thisN,thisTrialN,thisRepN,corrGoResp,shape,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,goResp.keys,goResp.corr,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,thisRow.t,notes,stopPracTrialList,Test Block: 1,start.started,welcome.started,start_exp.started,start.stopped,start_exp.keys,start_exp.rt,start_exp.duration,StimSetup.started,StimSetup.stopped,instructions.started,instrStopText.started,start_prac.started,instructions.stopped,practiceBlockSetup.started,practiceBlockSetup.stopped,practiceTrials.StartTrialTimeStamp,practiceTrials.trialType,practiceTrials.goStim,practiceTrials.correctResponse,practiceTrials.ssd,newPracticeStim.started,newPracticeStim.stopped,trial.started,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,trial.stopped,practiceTrials.goResp.keys,practiceTrials.goResp.corr,feedback.started,text.started,rules_2.started,text.stopped,rules_2.stopped,feedback.stopped,practiceTrials.fixationOnset,practiceTrials.goStimOnset,practiceTrials.stopSignalOnset,endTrial.started,endTrial.stopped,practiceTrials.EndTrialTimeStamp,practiceTrials.Phase,practiceTrials.Block,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]","[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}]",0.046178166000117926,0.08187241600012385,0.08187241600012385,6.263798916000042,return,6.156732208999983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392251,001,2025-03-11_11h27.51.024,simplestop_skeleton,2024.2.4,None,2025-03-11 11h27.57.580805 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.263851333000048,6.264050083000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392251,001,2025-03-11_11h27.51.024,simplestop_skeleton,2024.2.4,None,2025-03-11 11h27.57.580805 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26406254099993,6.278148832999932,6.278148832999932,9.85735279100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392251,001,2025-03-11_11h27.51.024,simplestop_skeleton,2024.2.4,None,2025-03-11 11h27.57.580805 -0700,
0,0,0,None,None,9.867808624999952,go,circleblack.png,left,0.35,None,0,0.004205624999940483,0.49088654199999837,0.8374037919998045,12.863788458000045,practice,1,0,0,0,0,0,0,0,2,9.883228000000145,,,,,,,,,,,,,,,,,9.859949541000105,9.860305208,9.867808624999952,go,circleblack.png,left,0.35,9.867855540999926,9.868307624999943,9.872497750000093,9.883228000000145,9.883228000000145,10.378434875000039,10.378434875000039,10.391170790999922,10.710068708000108,11.207794749999948,11.374570500000118,12.377896416000112,12.377896416000112,12.367651540999987,None,0,12.374205625000059,12.377896416000112,12.377896416000112,12.868778666000026,12.868778666000026,12.863404040999967,0.004205624999940483,0.49088654199999837,0.8374037919998045,12.863516583000091,12.863779041000043,12.863788458000045,practice,1,392251,001,2025-03-11_11h27.51.024,simplestop_skeleton,2024.2.4,None,2025-03-11 11h27.57.580805 -0700,
1,1,0,None,None,12.863916457999949,stop,circleblack.png,left,0.35,None,0,0.0019282079999811685,0.48647937500004446,0.8365826660001403,15.854136458000085,practice,1,0,0,0,0,0,1,1,1,12.868778666000026,,,,,,,,,,,,,,,,,,,12.863916457999949,stop,circleblack.png,left,0.35,12.86395479099997,12.864218624999921,12.866132750000133,12.868778666000026,12.868778666000026,13.354492707999952,13.354492707999952,13.359874416000139,13.704450916000042,14.204415416000074,14.354355833,15.345531250000022,15.366428374999941,15.359829457999922,None,0,15.363154708000138,15.366428374999941,15.366428374999941,15.860744458,15.860744458,15.85377187500012,0.0019282079999811685,0.48647937500004446,0.8365826660001403,15.85385250000013,15.854127041000083,15.854136458000085,practice,1,392251,001,2025-03-11_11h27.51.024,simplestop_skeleton,2024.2.4,None,2025-03-11 11h27.57.580805 -0700,
2,2,0,None,None,15.854281958000001,go,squareblack.png,right,0.4,None,0,0.0032981660001496493,0.4843576660000508,0.887687625000126,18.843241791000082,practice,1,0,0,0,0,0,2,2,3,15.860744458,,,,,,,,,,,,,,,,,,,15.854281958000001,go,squareblack.png,right,0.4,15.854323291000128,15.854593000000023,15.857874166000101,15.860744458,15.860744458,16.34318995800004,16.34318995800004,16.357867624999926,16.74599270800013,17.234858499999973,17.337597833000018,18.341216540999994,18.35247358300012,18.347038957999985,None,0,18.348912832999986,18.35247358300012,18.35247358300012,18.84837841600006,18.84837841600006,18.842883208000103,0.0032981660001496493,0.4843576660000508,0.887687625000126,18.84297066599993,18.843231583000033,18.843241791000082,practice,1,392251,001,2025-03-11_11h27.51.024,simplestop_skeleton,2024.2.4,None,2025-03-11 11h27.57.580805 -0700,
3,3,1,None,None,18.843375207999998,go,circleblack.png,left,0.4,None,0,0.0023882500001946028,0.486408707999999,0.8903906660000303,21.83506204100013,practice,1,0,0,0,0,1,3,3,3,18.84837841600006,,,,,,,,,,,,,,,,,,,18.843375207999998,go,circleblack.png,left,0.4,18.843417125000087,18.843632208000145,18.846004666,18.84837841600006,18.84837841600006,19.341149249999944,19.341149249999944,19.346465915999943,19.73768250000012,20.22934258300006,20.337887375000037,21.337950165999928,21.337950165999928,21.33448337499999,None,0,21.334536500000013,21.337950165999928,21.337950165999928,21.840328166000063,21.840328166000063,21.834734750000052,0.0023882500001946028,0.486408707999999,0.8903906660000303,21.834797540999944,21.83505366600002,21.83506204100013,practice,1,392251,001,2025-03-11_11h27.51.024,simplestop_skeleton,2024.2.4,None,2025-03-11 11h27.57.580805 -0700,
4,4,2,None,None,21.835176750000073,go,squareblack.png,right,0.4,None,0,0.002066540999976496,0.4838371250000364,0.8864943749999838,24.834689750000052,practice,1,0,0,0,0,2,4,4,3,21.840328166000063,,,,,,,,,,,,,,,,,,,21.835176750000073,go,squareblack.png,right,0.4,21.835210665999966,21.835408333000032,21.83746020800004,21.840328166000063,21.840328166000063,22.33278904100007,22.33278904100007,22.33807508299992,22.726538333000008,23.220595582999977,23.32911850000005,24.35508745800007,24.35508745800007,24.326143250000086,None,0,24.32619591599996,24.35508745800007,24.35508745800007,,,24.83421025000007,0.002066540999976496,0.4838371250000364,0.8864943749999838,24.834279416000072,24.834678749999966,24.834689750000052,practice,1,392251,001,2025-03-11_11h27.51.024,simplestop_skeleton,2024.2.4,None,2025-03-11 11h27.57.580805 -0700,
5,5,1,None,None,24.834831165999958,go,squareblack.png,right,0.4,None,0,0.0016856250001637818,0.4873072919999686,0.8872372499999983,27.8183032500001,practice,1,0,0,0,0,1,5,5,2,24.839310999999952,,,,,,,,,,,,,,,,,,,24.834831165999958,go,squareblack.png,right,0.4,24.834869958000127,24.835142790999953,24.836815207999962,24.839310999999952,24.839310999999952,25.326818582999977,25.326818582999977,25.341281375000108,25.726683125000136,26.218394250000074,26.324541958000054,27.32463525000003,27.329778208000107,27.32628862499996,None,0,27.326341541000147,27.329778208000107,27.329778208000107,27.823696583000128,27.823696583000128,27.817939415999945,0.0016856250001637818,0.4873072919999686,0.8872372499999983,27.818034749999924,27.818293666000045,27.8183032500001,practice,1,392251,001,2025-03-11_11h27.51.024,simplestop_skeleton,2024.2.4,None,2025-03-11 11h27.57.580805 -0700,
6,6,3,None,None,27.818456458000128,go,circleblack.png,left,0.4,None,0,0.0024559589999171294,0.4904946669998935,0.8868597089999639,30.810001041000078,practice,1,0,0,0,0,3,6,6,3,27.823696583000128,,,,,,,,,,,,,,,,,,,27.818456458000128,go,circleblack.png,left,0.4,27.81849804100011,27.818751291000126,27.821192957999983,27.823696583000128,27.823696583000128,28.313050833000034,28.313050833000034,28.313050833000034,28.710096625000006,29.20793741600005,29.304260500000055,30.3036628750001,30.321079583000028,30.31773120799994,None,0,30.317784000000074,30.321079583000028,30.321079583000028,30.815031791000138,30.815031791000138,30.809657916000106,0.0024559589999171294,0.4904946669998935,0.8868597089999639,30.80974583300008,30.809991999999966,30.810001041000078,practice,1,392251,001,2025-03-11_11h27.51.024,simplestop_skeleton,2024.2.4,None,2025-03-11 11h27.57.580805 -0700,
7,7,1,None,None,30.810129040999982,stop,squareblack.png,right,0.4,None,0,0.0021967499999391293,0.49051108300000124,0.8865055419998953,33.793459916000074,practice,1,0,0,0,0,1,7,7,1,30.815031791000138,,,,,,,,,,,,,,,,,,,30.810129040999982,stop,squareblack.png,right,0.4,30.81016720799994,30.81040299999995,30.812587291,30.815031791000138,30.815031791000138,31.304533540999955,31.304533540999955,31.304533540999955,31.702182083000025,32.19956616600007,32.29618916599998,33.30652133300009,33.30652133300009,33.301229165999985,None,0,33.302963999999974,33.30652133300009,33.30652133300009,33.798109708000084,33.798109708000084,33.79310375,0.0021967499999391293,0.49051108300000124,0.8865055419998953,33.79319475000011,33.79345024999998,33.793459916000074,practice,1,392251,001,2025-03-11_11h27.51.024,simplestop_skeleton,2024.2.4,None,2025-03-11 11h27.57.580805 -0700,
8,8,0,$currentCorrectResponse,$currentGoStim,33.7935983750001,stop,squareblack.png,right,0.45,None,0,0.0017765000000053988,0.4869136670001808,0.9368207090001306,36.79332616600004,practice,1,0,0,0,0,0,8,8,0,33.798109708000084,,,,,,,,,,,,,,,,,,,33.7935983750001,stop,squareblack.png,right,0.45,33.79363941600013,33.79391195800008,33.79567695800006,33.798109708000084,33.798109708000084,34.28508887499993,34.28508887499993,34.299662291000004,34.73497470799998,35.22673279100013,35.28300975000002,36.279088540999965,36.29630924999992,36.29293420800013,None,0,36.29299824999998,36.29630924999992,36.29630924999992,36.798438041000054,36.798438041000054,36.79295187499997,0.0017765000000053988,0.4869136670001808,0.9368207090001306,36.793041958,36.79331583299995,36.79332616600004,practice,1,392251,001,2025-03-11_11h27.51.024,simplestop_skeleton,2024.2.4,None,2025-03-11 11h27.57.580805 -0700,
9,9,4,None,None,36.79345987500005,stop,circleblack.png,left,0.5,None,0,0.0023429999998825224,0.4905617079998592,0.9904380409998339,39.78495275,practice,1,0,0,0,0,4,9,9,3,36.798438041000054,,,,,,,,,,,,,,,,,,,36.79345987500005,stop,circleblack.png,left,0.5,36.79350195799998,36.793723333000116,36.79605216599998,36.798438041000054,36.798438041000054,37.28782791599997,37.28782791599997,37.28782791599997,37.787844208000024,38.28768758299998,38.28768758299998,39.28292024999996,39.288284916000066,39.28474916599998,None,0,39.284816957999965,39.288284916000066,39.288284916000066,39.78966387500009,39.78966387500009,39.78457249999997,0.0023429999998825224,0.4905617079998592,0.9904380409998339,39.78466495800012,39.78494366600012,39.78495275,practice,1,392251,001,2025-03-11_11h27.51.024,simplestop_skeleton,2024.2.4,None,2025-03-11 11h27.57.580805 -0700,
10,10,2,None,None,39.78508529100009,go,circleblack.png,left,0.55,None,0,0.0017632500000672735,0.490566833999992,1.0406999589999941,42.778450582999994,practice,1,0,0,0,0,2,10,10,1,39.78966387500009,,,,,,,,,,,,,,,,,,,39.78508529100009,go,circleblack.png,left,0.55,39.78512670800001,39.78536329100007,39.78711712500012,39.78966387500009,39.78966387500009,40.27955674999998,40.27955674999998,40.27955674999998,40.82998429100007,41.31830641600004,41.26832875000014,42.270377415999974,42.29015854099998,42.28463862500007,None,0,42.286585708000075,42.29015854099998,42.29015854099998,42.78456516599999,42.78456516599999,42.778121290999934,0.0017632500000672735,0.490566833999992,1.0406999589999941,42.77820524999993,42.77844204100006,42.778450582999994,practice,1,392251,001,2025-03-11_11h27.51.024,simplestop_skeleton,2024.2.4,None,2025-03-11 11h27.57.580805 -0700,
