thisN,thisTrialN,thisRepN,corrGoResp,shape,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,goResp.keys,goResp.corr,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,thisRow.t,notes,stopPracTrialList,Test Block: 1,start.started,welcome.started,start_exp.started,start.stopped,start_exp.keys,start_exp.rt,start_exp.duration,StimSetup.started,StimSetup.stopped,instructions.started,instrStopText.started,start_prac.started,instructions.stopped,practiceBlockSetup.started,practiceBlockSetup.stopped,practiceTrials.StartTrialTimeStamp,practiceTrials.trialType,practiceTrials.goStim,practiceTrials.correctResponse,practiceTrials.ssd,newPracticeStim.started,newPracticeStim.stopped,trial.started,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,trial.stopped,practiceTrials.goResp.keys,practiceTrials.goResp.corr,feedback.started,text.started,rules_2.started,text.stopped,rules_2.stopped,feedback.stopped,practiceTrials.fixationOnset,practiceTrials.goStimOnset,practiceTrials.stopSignalOnset,endTrial.started,endTrial.stopped,practiceTrials.EndTrialTimeStamp,practiceTrials.Phase,practiceTrials.Block,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}]","[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",0.008658833000026789,0.014580458000182261,0.014580458000182261,2.270747666999796,return,2.2325093750000633,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697784,001,2025-03-13_10h30.20.760,simplestop_skeleton,2022.2.2,None,2025-03-13 10h30.25.194669 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2707985830002144,2.27106566700013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697784,001,2025-03-13_10h30.20.760,simplestop_skeleton,2022.2.2,None,2025-03-13 10h30.25.194669 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2710816670000895,2.282532917000026,2.282532917000026,2.8305419170001187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697784,001,2025-03-13_10h30.20.760,simplestop_skeleton,2022.2.2,None,2025-03-13 10h30.25.194669 -0700,
0,0,0,None,None,2.838428749999821,go,squareblack.png,right,0.35,None,0,0.0027939579999838315,0.48683299999993324,0.8340610830000514,5.846627875000195,practice,1,0,0,0,0,0,0,0,1,2.851342082999963,,,,,,,,,,,,,,,,,2.831058000000212,2.8313657499998044,2.838428749999821,go,squareblack.png,right,0.35,2.8384876670002086,2.838809625000067,2.8415890000001127,2.851342082999963,2.851342082999963,3.330645542000184,3.330645542000184,3.3497464170000057,3.6861497079999026,4.186150292000093,4.327834499999881,5.331425542000034,5.358398416999989,5.3467784999998,None,0,5.354226833000212,5.358398416999989,5.358398416999989,5.851142250000066,5.851142250000066,5.846359499999835,0.0027939579999838315,0.48683299999993324,0.8340610830000514,5.846443207999982,5.846619458000077,5.846627875000195,practice,1,697784,001,2025-03-13_10h30.20.760,simplestop_skeleton,2022.2.2,None,2025-03-13 10h30.25.194669 -0700,
1,1,0,None,None,5.846753207999882,stop,squareblack.png,right,0.35,None,0,0.0016550000000279397,0.487344082999698,0.8405055829998673,8.839103875000092,practice,1,0,0,0,0,0,1,1,3,5.851142250000066,,,,,,,,,,,,,,,,,,,5.846753207999882,stop,squareblack.png,right,0.35,5.846800082999835,5.846968416999971,5.848606749999817,5.851142250000066,5.851142250000066,6.338968999999906,6.338968999999906,6.352747583000109,6.690955542000211,7.180246500000067,7.329933916999835,8.336222542000087,8.344698792000145,8.338194458000089,None,0,8.341475249999803,8.344698792000145,8.344698792000145,,,8.838321416999861,0.0016550000000279397,0.487344082999698,0.8405055829998673,8.83843724999997,8.83909520799989,8.839103875000092,practice,1,697784,001,2025-03-13_10h30.20.760,simplestop_skeleton,2022.2.2,None,2025-03-13 10h30.25.194669 -0700,
2,2,0,$currentCorrectResponse,$currentGoStim,8.839230000000043,go,circleblack.png,left,0.4,None,0,0.002732708999701572,0.49811241699990205,0.8869982920000439,11.83805908300019,practice,1,0,0,0,0,0,2,2,0,8.845733333000226,,,,,,,,,,,,,,,,,,,8.839230000000043,go,circleblack.png,left,0.4,8.839274916999784,8.839527707999878,8.842239832999894,8.845733333000226,8.845733333000226,9.341302917000121,9.341302917000121,9.341302917000121,9.730197792000126,10.221739832999901,10.332526042000154,11.332397000000128,11.339423291999992,11.33424500000001,None,0,11.335940875000233,11.339423291999992,11.339423291999992,,,11.837619792000169,0.002732708999701572,0.49811241699990205,0.8869982920000439,11.837697708000178,11.838050249999924,11.83805908300019,practice,1,697784,001,2025-03-13_10h30.20.760,simplestop_skeleton,2022.2.2,None,2025-03-13 10h30.25.194669 -0700,
3,3,1,None,None,11.838188042000183,go,circleblack.png,left,0.4,None,0,0.0016639169998597936,0.4846589590001713,0.8876256250000552,14.829975749999903,practice,1,0,0,0,0,1,3,3,3,11.842599874999905,,,,,,,,,,,,,,,,,,,11.838188042000183,go,circleblack.png,left,0.4,11.838236874999893,11.838444208000055,11.840097541999967,11.842599874999905,11.842599874999905,12.336245583000164,12.336245583000164,12.341634583000086,12.730120083000202,13.222006500000134,13.324396667000201,14.333050000000185,14.333050000000185,14.329697749999923,None,0,14.329752749999898,14.333050000000185,14.333050000000185,14.834755124999901,14.834755124999901,14.829664917000173,0.0016639169998597936,0.4846589590001713,0.8876256250000552,14.82974087499997,14.829967125000167,14.829975749999903,practice,1,697784,001,2025-03-13_10h30.20.760,simplestop_skeleton,2022.2.2,None,2025-03-13 10h30.25.194669 -0700,
4,4,1,None,None,14.830095583000002,go,squareblack.png,right,0.4,None,0,0.0020407080000950373,0.4866133330001503,0.8905977910003458,17.830152375000125,practice,1,0,0,0,0,1,4,4,1,14.834755124999901,,,,,,,,,,,,,,,,,,,14.830095583000002,go,squareblack.png,right,0.4,14.830141124999955,14.83037937500012,14.832408166999812,14.834755124999901,14.834755124999901,15.32789966700011,15.32789966700011,15.333340582999881,15.724656583000069,16.224832500000048,16.32472579200021,17.3157849170002,17.333528042000125,17.33000674999994,None,0,17.33006937500022,17.333528042000125,17.333528042000125,17.834651916999974,17.834651916999974,17.829850666999846,0.0020407080000950373,0.4866133330001503,0.8905977910003458,17.829934958000194,17.83014354199986,17.830152375000125,practice,1,697784,001,2025-03-13_10h30.20.760,simplestop_skeleton,2022.2.2,None,2025-03-13 10h30.25.194669 -0700,
5,5,0,None,None,17.830276167000193,go,squareblack.png,right,0.4,None,0,0.001683041999967827,0.4905597920001128,0.8869426670003122,20.82158579199995,practice,1,0,0,0,0,0,5,5,2,17.834651916999974,,,,,,,,,,,,,,,,,,,17.830276167000193,go,squareblack.png,right,0.4,17.83032591700021,17.830589916999998,17.83226191699987,17.834651916999974,17.834651916999974,18.32475729199996,18.32475729199996,18.32475729199996,18.72174437500007,19.213817958000163,19.316231291999884,20.319567083000038,20.324763083000107,20.321429541999805,None,0,20.321486542000002,20.324763083000107,20.324763083000107,20.825825583000096,20.825825583000096,20.82128154200018,0.001683041999967827,0.4905597920001128,0.8869426670003122,20.821355208000114,20.821578083000077,20.82158579199995,practice,1,697784,001,2025-03-13_10h30.20.760,simplestop_skeleton,2022.2.2,None,2025-03-13 10h30.25.194669 -0700,
6,6,2,None,None,20.821699666999848,go,squareblack.png,right,0.4,None,0,0.0014702079997732653,0.48733920799986663,0.8872265410000182,23.80714991700006,practice,1,0,0,0,0,2,6,6,3,20.825825583000096,,,,,,,,,,,,,,,,,,,20.821699666999848,go,squareblack.png,right,0.4,20.821743083,20.82195645799993,20.82341683300001,20.825825583000096,20.825825583000096,21.31383704200016,21.31383704200016,21.327872082999875,21.713261417000012,22.20513737500005,22.305139874999895,23.311481749999984,23.31720674999997,23.313622541999848,None,0,23.313673499999823,23.31720674999997,23.31720674999997,23.812979625000025,23.812979625000025,23.80678533299988,0.0014702079997732653,0.48733920799986663,0.8872265410000182,23.80688329199984,23.807141582999975,23.80714991700006,practice,1,697784,001,2025-03-13_10h30.20.760,simplestop_skeleton,2022.2.2,None,2025-03-13 10h30.25.194669 -0700,
7,7,1,$currentCorrectResponse,$currentGoStim,23.807274457999938,go,circleblack.png,left,0.4,None,0,0.002160083000035229,0.48468283300007897,0.8889055409999855,26.79290870800014,practice,1,0,0,0,0,1,7,7,0,23.812979625000025,,,,,,,,,,,,,,,,,,,23.807274457999938,go,circleblack.png,left,0.4,23.80731987499985,23.807728249999855,23.809873457999856,23.812979625000025,23.812979625000025,24.29659700000002,24.29659700000002,24.31132795800022,24.700731542000085,25.190629291999812,25.28859779200002,26.290958749999845,26.30831304200001,26.304841957999997,None,0,26.304904457999783,26.30831304200001,26.30831304200001,26.797364042000027,26.797364042000027,26.792575625000154,0.002160083000035229,0.48468283300007897,0.8889055409999855,26.792667416999848,26.79290058300012,26.79290870800014,practice,1,697784,001,2025-03-13_10h30.20.760,simplestop_skeleton,2022.2.2,None,2025-03-13 10h30.25.194669 -0700,
