corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,EndingSSD,goResp_test.rt,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,,,,,,,,,1,0,1,0,1,1,5,2,,,,,,,,,855.5887584090233,go,circleblack.png,left,0.7,,,,,,,,,,,,,,,,,,0.0018659979104995728,0.4893956519663334,,858.0909754857421,test,2,,,,,,,855.6057434268296,856.1039711162448,856.1039711162448,856.120801281184,856.8048182316124,857.3054060339928,857.1051401719451,858.1082443296909,left,1,0.7,0.9649682119488716,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,1,2,6,0,,,,,,,,,858.0914167948067,go,squareblack.png,right,0.7,,,,,,,,,,,,,,,,,,0.0016853995621204376,0.4892961196601391,,860.5937078930438,test,2,,,,,,,858.1082443296909,858.6068718098104,858.6068718098104,858.6234666220844,859.3076473809779,859.808192294091,859.607847366482,860.6119170039892,right,1,0.7,0.8781372271478176,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,1,3,7,1,,,,,,,,,860.5941548347473,stop,squareblack.png,right,0.7,,,,,,,,,,,,,,,,,,0.001577727496623993,0.48880288004875183,1.1897314190864563,863.0964204110205,test,2,,,,,,,860.6119170039892,861.1096044816077,861.1096044816077,861.12621807307,861.8104266859591,862.3109817393124,862.1108045391738,863.1139689721167,None,0,0.75,,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,2,0,8,1,,,,,,,,,863.0968512818217,go,circleblack.png,left,0.75,,,,,,,,,,,,,,,,,,0.0019585154950618744,0.48966561257839203,,865.6003708764911,test,2,,,,,,,863.1139689721167,863.6123563237488,863.6123563237488,863.6290405839682,864.3633435480297,864.8637100458145,864.6135040521622,865.6195284128189,left,1,0.75,1.0818906910717487,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,2,1,9,2,,,,,,,,,865.60080511868,go,circleblack.png,left,0.75,,,,,,,,,,,,,,,,,,0.0013003535568714142,0.4898321218788624,,868.1021295748651,test,2,,,,,,,865.6195284128189,866.1163564026356,866.1163564026356,866.1334901787341,866.8675341047347,867.3831257820129,867.1164069138467,868.1198991462588,left,1,0.75,0.6520592048764229,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,2,2,10,1,,,,,,,,,868.1025748811662,go,squareblack.png,right,0.75,,,,,,,,,,,,,,,,,,0.0016510263085365295,0.48933445289731026,,870.6045817732811,test,2,,,,,,,868.1198991462588,868.6179466173053,868.6179466173053,868.6345516294241,869.3686121962965,869.8691230379045,869.618889067322,870.621416516602,right,1,0.75,0.9417367838323116,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,2,3,11,2,,,,,,,,,870.605012472719,go,squareblack.png,right,0.75,,,,,,,,,,,,,,,,,,0.0011780932545661926,0.48985959216952324,,873.1082696430385,test,2,,,,,,,870.621416516602,871.1206238567829,871.1206238567829,871.1206238567829,871.8715071938932,872.3719040304422,872.121739178896,873.1269547380507,right,1,0.75,0.9139391183853149,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,3,0,12,0,,,,,,,,,873.108706574887,go,squareblack.png,right,0.75,,,,,,,,,,,,,,,,,,0.0020317696034908295,0.48830126225948334,,875.611171592027,test,2,,,,,,,873.1269547380507,873.6249686926603,873.6249686926603,873.6414861567318,874.3757371231914,874.891370434314,874.6246293783188,875.6374251395464,left,0,0.75,0.5668949298560619,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,3,1,13,1,,,,,,,,,875.6116447970271,stop,circleblack.png,left,0.75,,,,,,,,,,,,,,,,,,0.007778521627187729,0.48743244633078575,1.2398704178631306,878.1144864559174,test,2,,,,,,,875.6374251395464,876.1260637268424,876.1260637268424,876.1427001655102,876.8783463537693,877.3940894082189,877.1271747425199,878.1318209022284,left,1,0.7,0.8942935019731522,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,3,2,14,3,,,,,,,,,878.1149396598339,stop,squareblack.png,right,0.7,,,,,,,,,,,,,,,,,,0.001836199313402176,0.48791244998574257,1.1885837204754353,880.6168653219938,test,2,,,,,,,878.1318209022284,878.6288398168981,878.6288398168981,878.6456374451518,879.3295650221407,879.83021870628,879.6300771944225,880.6347211711109,right,1,0.65,0.8021659888327122,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,3,3,15,2,,,,,,,,,880.617292009294,stop,circleblack.png,left,0.65,,,,,,,,,,,,,,,,,,0.0018221549689769745,0.48991119116544724,1.1403540521860123,883.1205032914877,test,2,,,,,,,880.6347211711109,881.133068293333,881.133068293333,881.14975034073,881.7836728133261,882.2830073237419,882.1344395317137,883.1403747536242,left,1,0.6,0.7558449469506741,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,4,0,16,0,,,,,,,,,883.1210294961929,go,circleblack.png,left,0.6,,,,,,,,,,,,,,,,,,0.0014988966286182404,0.48448727652430534,,885.6209800355136,test,2,,,,,,,883.1403747536242,883.6344147920609,883.6344147920609,883.6510958112776,884.2355625331402,884.73561379686,884.6354992836714,885.6386154145002,left,1,0.6,1.5455586276948452,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,4,1,17,2,,,,,,,,,885.6214355006814,stop,squareblack.png,right,0.6,,,,,,,,,,,,,,,,,,0.001677200198173523,0.48961278423666954,1.0902513936161995,888.1241212449968,test,2,,,,,,,885.6386154145002,886.1371951214969,886.1371951214969,886.1543661952019,886.7377917394042,887.2383752465248,887.13831724599,888.141234640032,None,0,0.65,,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,4,2,18,0,,,,,,,,,888.124558724463,go,circleblack.png,left,0.65,,,,,,,,,,,,,,,,,,0.001699298620223999,0.4895886778831482,,890.6281527802348,test,2,,,,,,,888.141234640032,888.6399482525885,888.6399482525885,888.6566178016365,889.2906250841916,889.791159812361,889.6410456858575,890.6473223231733,left,1,0.65,1.101462870836258,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,4,3,19,2,,,,,,,,,890.6286013387144,go,circleblack.png,left,0.65,,,,,,,,,,,,,,,,,,0.0013736076653003693,0.4894665665924549,,893.1292808502913,test,2,,,,,,,890.6473223231733,891.1440334431827,891.1440334431827,891.1607758626342,891.7948243431747,892.2953735142946,892.1456459313631,893.1465583741665,left,1,0.65,0.988799512386322,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,5,0,20,1,,,,,,,,,893.1297288350761,go,squareblack.png,right,0.65,,,,,,,,,,,,,,,,,,0.0016036257147789001,0.48985444381833076,,895.634307615459,test,2,,,,,,,893.1465583741665,893.6456600055099,893.6456600055099,893.6622430309653,894.298271857202,894.8133291341364,894.6467160210013,895.6540530025959,right,1,0.65,0.9607707671821117,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,5,1,21,0,,,,,,,,,895.6347804889083,go,squareblack.png,right,0.65,,,,,,,,,,,,,,,,,,0.0019973069429397583,0.48628221824765205,,898.1347268410027,test,2,,,,,,,895.6540530025959,896.148160431534,896.148160431534,896.1648297160864,896.7989943511784,897.2995644621551,897.1493390575051,898.1514780372381,right,1,0.65,0.9846939779818058,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,5,2,22,0,,,,,,,,,898.1351801529527,go,squareblack.png,right,0.65,,,,,,,,,,,,,,,,,,0.001318853348493576,0.4901002198457718,,900.6384712383151,test,2,,,,,,,898.1514780372381,898.6510350033641,898.6510350033641,898.6510350033641,899.3016136363149,899.8023546934128,899.6522132493556,900.6570025011897,right,1,0.65,0.9400300681591034,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,5,3,23,3,,,,,,,,,900.6388971731067,go,circleblack.png,left,0.65,,,,,,,,,,,,,,,,,,0.002046581357717514,0.4903470240533352,,903.1416159197688,test,2,,,,,,,900.6570025011897,901.1552461050451,901.1552461050451,901.1717529147863,901.8063354082406,902.3216906152666,902.1549042537808,903.160195145756,left,1,0.65,0.6442752368748188,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,6,0,24,1,,,,,,,,,903.1420730911195,go,squareblack.png,right,0.65,,,,,,,,,,,,,,,,,,0.0019776076078414917,0.4891691878437996,,905.6432268694043,test,2,,,,,,,903.160195145756,903.6563624031842,903.6563624031842,903.6732292249799,904.3074953593314,904.8077081367373,904.6574896387756,905.6610089205205,right,1,0.65,0.8516016118228436,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,6,1,25,3,,,,,,,,,905.6436685547233,go,circleblack.png,left,0.65,,,,,,,,,,,,,,,,,,0.0018391087651252747,0.48957234621047974,,908.1480925232172,test,2,,,,,,,905.6610089205205,906.1591892503202,906.1591892503202,906.1759834736586,906.8098755553365,907.3105584792793,907.1602813899517,908.1651405915618,left,1,0.65,0.7686930410563946,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,6,2,26,0,,,,,,,,,908.1485322937369,go,circleblack.png,left,0.65,,,,,,,,,,,,,,,,,,0.001993812620639801,0.48863890022039413,,910.651407264173,test,2,,,,,,,908.1651405915618,908.663236938417,908.663236938417,908.6800016760826,909.3141141273081,909.8133880496025,909.6647147983313,910.6721828319132,left,1,0.65,0.7918439581990242,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,6,3,27,2,,,,,,,,,910.6518456041813,go,circleblack.png,left,0.65,,,,,,,,,,,,,,,,,,0.0025172345340251923,0.4862668700516224,,913.1514389589429,test,2,,,,,,,910.6721828319132,911.1647684760392,911.1647684760392,911.1814039610326,911.8155759386718,912.3160116039217,912.1658670268953,913.173523824662,left,1,0.65,0.8548153527081013,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,7,0,28,3,,,,,,,,,913.1518849357963,stop,squareblack.png,right,0.65,,,,,,,,,,,,,,,,,,0.007399994879961014,0.4898398034274578,1.1404938697814941,915.6545693576336,test,2,,,,,,,913.173523824662,913.66751088202,913.66751088202,913.6841137893498,914.3182428851724,914.818904068321,914.6686399318278,915.6709814369678,right,1,0.6,0.6723938658833504,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,7,1,29,1,,,,,,,,,915.6550187319517,stop,squareblack.png,right,0.6,,,,,,,,,,,,,,,,,,0.0011844038963317871,0.4913748800754547,1.0901976116001606,918.1580493822694,test,2,,,,,,,915.6709814369678,916.1722517684102,916.1722517684102,916.1722517684102,916.7709868848324,917.2716282568872,917.1715342178941,918.1757849007845,right,1,0.55,0.6953096240758896,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,7,2,30,0,,,,,,,,,918.1585026159883,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.002121429890394211,0.48984672874212265,,920.6609753929079,test,2,,,,,,,918.1757849007845,918.6744758822024,918.6744758822024,918.6912123225629,919.225063867867,919.7244632579386,919.6744332797825,920.6798099577427,left,1,0.55,0.5777546428143978,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,7,3,31,2,,,,,,,,,920.6614415086806,go,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.0019095316529273987,0.48772720620036125,,923.1624032743275,test,2,,,,,,,920.6798099577427,921.1763892024755,921.1763892024755,921.1928452476859,921.7272559739649,922.2268606461585,922.1768518313766,923.1797586865723,right,1,0.55,1.008134163916111,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,8,0,32,1,,,,,,,,,923.1628361605108,stop,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.0018553510308265686,0.4898346997797489,1.040466208010912,925.6654392667115,test,2,,,,,,,923.1797586865723,923.6791579984128,923.6791579984128,923.6973955705762,924.2292793616652,924.7296885661781,924.6796740852296,925.6828432865441,None,0,0.6,,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,8,1,33,0,,,,,,,,,925.6658885069191,go,squareblack.png,right,0.6,,,,,,,,,,,,,,,,,,0.00160893052816391,0.48967285454273224,,928.1696863472462,test,2,,,,,,,925.6828432865441,926.1814716756344,926.1814716756344,926.1981227211654,926.7819928303361,927.2824761681259,927.1826456785202,928.187218979001,right,1,0.6,0.8971746563911438,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,8,2,34,3,,,,,,,,,928.1701167039573,go,squareblack.png,right,0.6,,,,,,,,,,,,,,,,,,0.0013073869049549103,0.4894699715077877,,930.6707393564284,test,2,,,,,,,928.187218979001,928.6855025887489,928.6855025887489,928.702196534723,929.2861848734319,929.7867491319776,929.6864590607584,930.6880849823356,right,1,0.6,1.0270519703626633,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,8,3,35,0,,,,,,,,,930.6711715385318,stop,circleblack.png,left,0.6,,,,,,,,,,,,,,,,,,0.001773189753293991,0.4898395724594593,1.0904518887400627,933.1751383170485,test,2,,,,,,,930.6880849823356,931.1870571561158,931.1870571561158,931.2039633989334,931.7875536344945,932.2882042005658,932.188026484102,933.1926032118499,left,1,0.55,0.7555533722043037,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,9,0,36,3,,,,,,,,,933.1757158264518,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.0021002329885959625,0.48884421214461327,,935.6763767451048,test,2,,,,,,,933.1926032118499,933.690828602761,933.690828602761,933.7062110193074,934.2409849688411,934.7406885661185,934.6907320581377,935.6935152113438,left,1,0.55,0.8006592281162739,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,9,1,37,3,,,,,,,,,935.6768238767982,stop,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.0016285032033920288,0.4899588041007519,1.0405456386506557,938.1791491061449,test,2,,,,,,,935.6935152113438,936.1928080432117,936.1928080432117,936.2113137282431,936.7430080883205,937.2434498667717,937.1934140920639,938.1967729106545,right,1,0.5,0.6365095116198063,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,9,2,38,1,,,,,,,,,938.1795950643718,stop,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0016898326575756073,0.4897574111819267,0.9900137521326542,940.6833658441901,test,2,,,,,,,938.1967729106545,938.6953407935798,938.6953407935798,938.7119225859642,939.1956208981574,939.696282941848,939.696282941848,940.7028576955199,None,0,0.55,,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,9,3,39,0,,,,,,,,,940.6838148459792,go,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.001664910465478897,0.4896089658141136,,943.1850557178259,test,2,,,,,,,940.7028576955199,941.1993090100586,941.1993090100586,941.2160055451095,941.7499694600701,942.2505737803876,942.200413800776,943.20260803774,right,1,0.55,0.8435917943716049,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,10,0,40,3,,,,,,,,,943.1855046376586,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.0017019063234329224,0.489007193595171,,945.687754265964,test,2,,,,,,,943.20260803774,943.7007157690823,943.7007157690823,943.7173115722835,944.2512892223895,944.7517891861498,944.7016429007053,945.7056251130998,left,1,0.55,0.9125855378806591,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,10,1,41,2,,,,,,,,,945.6882260553539,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.001341313123703003,0.48898541554808617,,948.1900078356266,test,2,,,,,,,945.7056251130998,946.20339698717,946.20339698717,946.220048815012,946.7539822533727,947.2545531094074,947.2045990638435,948.2070816121995,left,1,0.55,0.8090413436293602,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,10,2,42,3,,,,,,,,,948.1904682219028,stop,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.0015527084469795227,0.4899108149111271,1.040399581193924,950.694310311228,test,2,,,,,,,948.2070816121995,948.7062654793262,948.7062654793262,948.7230328954756,949.2567263841629,949.7576027438045,949.7075420953333,950.7109486944973,right,1,0.5,0.6593868993222713,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,10,3,43,2,,,,,,,,,950.6947378218174,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0011922791600227356,0.4885045662522316,,953.1961956843734,test,2,,,,,,,950.7109486944973,951.209095325321,951.209095325321,951.2259168028831,951.7094535641372,952.2101692780852,952.2101692780852,953.2127815820277,right,1,0.5,1.3708775900304317,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,11,0,44,0,,,,,,,,,953.1966234706342,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0012286119163036346,0.49080315232276917,,955.7003004215658,test,2,,,,,,,953.2127815820277,953.7132892347872,953.7132892347872,953.7132892347872,954.2137325704098,954.7296315431595,954.7129274271429,955.7221085317433,right,1,0.5,1.4475578479468822,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,11,1,45,3,,,,,,,,,955.7010575719178,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0017264634370803833,0.4832460582256317,,958.2025560364127,test,2,,,,,,,955.7221085317433,956.2144628800452,956.2144628800452,956.2311427928507,956.7151502147317,957.2155272290111,957.2155272290111,958.2262366861105,right,1,0.5,1.3841120898723602,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,11,2,46,1,,,,,,,,,958.2029842659831,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.008090637624263763,0.48822374269366264,,960.7039563246071,test,2,,,,,,,958.2262366861105,958.7172213867307,958.7172213867307,958.7338733263314,959.2178477346897,959.7183061130345,959.7183061130345,960.7204564884305,left,1,0.5,1.0615176670253277,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,1,0,1,0,11,3,47,1,,,,,,,,,960.7044058255851,stop,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.001205436885356903,0.4899948462843895,0.9904379099607468,963.2074243612587,test,2,,,,,,,960.7204564884305,961.220031388104,961.220031388104,961.220031388104,961.7204699777067,962.2212064601481,962.2212064601481,963.2257880233228,None,0,0.55,,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963.2257880233228,963.2257880233228,return,3.0300901159644127,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}]",,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
None,None,,,,,,,,,2,0,2,0,0,0,0,3,,,,,,,,,966.2803972326219,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.00124334916472435,0.4878535345196724,,968.78118628636,test,3,,,,,,,966.2972469367087,966.7942066863179,966.7942066863179,966.8108561746776,967.3448302820325,967.8453842811286,967.7952442727983,968.8062310405076,left,1,0.55,0.6717354208230972,,,,,,,,,,,s022,001,2024-07-26_14h00.48.151,simplestop_skeleton,2022.2.2,59.92023224014411,
