corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]","[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",688.9989984147251,688.9989984147251,return,6.454688861966133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s014,001,2024-07-22_14h02.28.328,simplestop_skeleton,2022.2.2,59.53050165985886,
None,None,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,695.5005662254989,695.5005662254989,759.3479593843222,go,circleblack.png,left,0.35,759.3714182376862,759.3714182376862,759.8621465414762,759.8621465414762,759.8789800107479,760.2127979770303,760.7133428566158,760.8631138205528,761.864318843931,761.8811936788261,left,1,1.1180333718657494,761.8811936788261,761.8811936788261,762.3916275203228,762.3916275203228,0.003107227385044098,0.4877154380083084,0.8380993269383907,762.3661003485322,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s014,001,2024-07-22_14h02.28.328,simplestop_skeleton,2022.2.2,59.53050165985886,
None,None,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,762.3666707985103,stop,squareblack.png,right,0.35,762.3916275203228,762.3916275203228,762.8821154199541,762.8821154199541,762.898762717843,763.2324485071003,763.7316592261195,763.8818201236427,764.8843404725194,764.9010897837579,left,0,0.3745751939713955,764.9010897837579,764.9010897837579,765.4059943035245,765.4059943035245,0.007528860121965408,0.489078089594841,0.8394896723330021,765.385845374316,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s014,001,2024-07-22_14h02.28.328,simplestop_skeleton,2022.2.2,59.53050165985886,
None,None,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,765.3862728700042,go,circleblack.png,left,0.3,765.4059943035245,765.4059943035245,765.9020743630826,765.9020743630826,765.918842844665,766.2025968767703,766.7015660479665,766.9019347466528,767.9046057015657,767.9212339967489,left,1,0.5344382375478745,767.9212339967489,767.9212339967489,,,0.0016766153275966644,0.48995110020041466,0.7903705947101116,768.4061670266092,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s014,001,2024-07-22_14h02.28.328,simplestop_skeleton,2022.2.2,59.53050165985886,
$currentCorrectResponse,$currentGoStim,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,768.4066227786243,stop,squareblack.png,right,0.3,768.4259451180696,768.4259451180696,768.92214012146,768.92214012146,768.9389844946563,769.2227962017059,769.7231173068285,769.9219073392451,770.9243826419115,770.9410586357117,right,1,0.6151702776551247,770.9410586357117,770.9410586357117,771.4457397386432,771.4457397386432,0.0016157403588294983,0.4897809363901615,0.7899874672293663,771.4259295538068,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s014,001,2024-07-22_14h02.28.328,simplestop_skeleton,2022.2.2,59.53050165985886,
None,None,0,0,0,0,1,0,4,3,,,,,,,,,,,,,,,,,771.4263423718512,go,circleblack.png,left,0.25,771.4457397386432,771.4457397386432,771.9421135820448,771.9421135820448,771.958821862936,772.1922219730914,772.6931177601218,772.9422717802227,773.9442311525345,773.9609996080399,left,1,0.49276934936642647,773.9609996080399,773.9609996080399,774.4656503163278,774.4656503163278,0.0016907751560211182,0.4898942932486534,0.74010419100523,774.4457890093327,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s014,001,2024-07-22_14h02.28.328,simplestop_skeleton,2022.2.2,59.53050165985886,
None,None,0,0,0,0,1,1,5,1,,,,,,,,,,,,,,,,,774.4463359639049,go,circleblack.png,left,0.25,774.4656503163278,774.4656503163278,774.9623312987387,774.9623312987387,774.9794014394283,775.2123714499176,775.7132708914578,775.9617792256176,776.9641839824617,776.9809973053634,left,1,0.6345517039299011,776.9809973053634,776.9809973053634,777.4858229868114,777.4858229868114,0.001283004879951477,0.4899529293179512,0.7400851212441921,777.4658109359443,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s014,001,2024-07-22_14h02.28.328,simplestop_skeleton,2022.2.2,59.53050165985886,
None,None,0,0,0,0,1,2,6,3,,,,,,,,,,,,,,,,,777.4662201926112,go,squareblack.png,right,0.25,777.4858229868114,777.4858229868114,777.9822522625327,777.9822522625327,777.9992086179554,778.2323157414794,778.7315801754594,778.9827219061553,779.9841829650104,780.0009796880186,right,1,0.5752071216702461,780.0009796880186,780.0009796880186,780.5058569423854,780.5058569423854,0.0016844384372234344,0.4900112934410572,0.7403172478079796,780.4858936369419,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s014,001,2024-07-22_14h02.28.328,simplestop_skeleton,2022.2.2,59.53050165985886,
$currentCorrectResponse,$currentGoStim,0,0,0,0,1,3,7,0,,,,,,,,,,,,,,,,,780.4863055460155,stop,circleblack.png,left,0.25,780.5058569423854,780.5058569423854,781.0020457953215,781.0020457953215,781.0188229307532,781.2524226903915,781.7529598847032,782.0032585375011,783.0048191919923,783.0212236009538,None,0,,783.0212236009538,783.0212236009538,783.5268798172474,783.5268798172474,0.0018626116216182709,0.4896184392273426,0.7402171567082405,783.5063919350505,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s014,001,2024-07-22_14h02.28.328,simplestop_skeleton,2022.2.2,59.53050165985886,
None,None,0,0,0,0,2,0,8,2,,,,,,,,,,,,,,,,,783.506844446063,go,squareblack.png,right,0.3,783.5268798172474,783.5268798172474,784.0208922587335,784.0208922587335,784.0375172644854,784.321127191186,784.8220865018666,785.0218146666884,786.0246803089976,786.0410461463034,left,0,0.46702583506703377,786.0410461463034,786.0410461463034,786.5462389737368,786.5462389737368,0.0017624609172344208,0.48819731548428535,0.7880206257104874,786.5259471386671,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s014,001,2024-07-22_14h02.28.328,simplestop_skeleton,2022.2.2,59.53050165985886,
