corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,EndingSSD,goResp_test.rt,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]","[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",488.95161935687065,488.95161935687065,return,15.026682887226343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s018,001,2024-07-24_16h58.45.712,simplestop_skeleton,2022.2.2,59.923663229205246,
None,None,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,504.0171430930495,504.0171430930495,611.7334354631603,go,squareblack.png,right,0.35,611.7540406771004,611.7540406771004,612.2477543540299,612.2477543540299,612.2647778466344,612.598043486476,613.0985636636615,613.248921521008,614.2499880082905,614.266741361469,right,1,1.1308086477220058,614.266741361469,614.266741361469,614.7723512388766,614.7723512388766,0.0026158876717090607,0.4875750243663788,0.8380636125802994,614.7518726475537,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s018,001,2024-07-24_16h58.45.712,simplestop_skeleton,2022.2.2,59.923663229205246,
$currentCorrectResponse,$currentGoStim,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,614.7524298615754,go,squareblack.png,right,0.35,614.7723512388766,614.7723512388766,615.2675746046007,615.2675746046007,615.28436556831,615.617795675993,616.1187026500702,616.2689288966358,617.2697683796287,617.2868627272546,right,1,0.3588895872235298,617.2868627272546,617.2868627272546,617.7908856570721,617.7908856570721,0.001819513738155365,0.4887136332690716,0.8384964317083359,617.7713058181107,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s018,001,2024-07-24_16h58.45.712,simplestop_skeleton,2022.2.2,59.923663229205246,
$currentCorrectResponse,$currentGoStim,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,617.7717481218278,stop,squareblack.png,right,0.35,617.7908856570721,617.7908856570721,618.2877043560147,618.2877043560147,618.304473310709,618.6385873891413,619.138121843338,619.2881980128586,620.289662733674,620.3070669583976,right,1,0.343009777367115,620.3070669583976,620.3070669583976,,,0.001306738704442978,0.48994361609220505,0.8406526297330856,620.7915296927094,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s018,001,2024-07-24_16h58.45.712,simplestop_skeleton,2022.2.2,59.923663229205246,
None,None,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,620.7919580601156,go,squareblack.png,right,0.3,620.8109393976629,620.8109393976629,621.3075715303421,621.3075715303421,621.324273519218,621.6078743189573,622.1072920411825,622.3082247190177,623.3101418316364,623.3101418316364,right,1,0.35953686013817787,623.3101418316364,623.3101418316364,623.8201520219445,623.8201520219445,0.0011871568858623505,0.48984621092677116,0.790198840200901,623.794480394572,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s018,001,2024-07-24_16h58.45.712,simplestop_skeleton,2022.2.2,59.923663229205246,
None,None,0,0,0,0,1,0,4,1,,,,,,,,,,,,,,,,,623.7948994897306,stop,circleblack.png,left,0.3,623.8201520219445,623.8201520219445,624.3108772411942,624.3108772411942,624.3278731554747,624.6115023046732,625.1105603463948,625.3113367520273,626.3135142214596,626.3298396728933,left,1,0.32976821810007095,626.3298396728933,626.3298396728933,626.8340628296137,626.8340628296137,0.008311960846185684,0.49001478403806686,0.790491446852684,626.8144726157188,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s018,001,2024-07-24_16h58.45.712,simplestop_skeleton,2022.2.2,59.923663229205246,
$currentCorrectResponse,$currentGoStim,0,0,0,0,1,1,5,0,,,,,,,,,,,,,,,,,626.8148915655911,go,circleblack.png,left,0.25,626.8340628296137,626.8340628296137,627.3309454284608,627.3309454284608,627.3478477448225,627.5811246745288,628.0803467035294,628.3312368653715,629.3331660628319,629.3331660628319,left,1,0.3392205126583576,629.3331660628319,629.3331660628319,629.8379972279072,629.8379972279072,0.001272439956665039,0.4902767054736614,0.7407110445201397,629.8180452249944,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s018,001,2024-07-24_16h58.45.712,simplestop_skeleton,2022.2.2,59.923663229205246,
None,None,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,,629.8184899576008,go,squareblack.png,right,0.25,629.8379972279072,629.8379972279072,630.3343345411122,630.3343345411122,630.3509750887752,630.5844979435205,631.0837370157242,631.3346995338798,632.3365078493953,632.3530778288841,right,1,0.27904241904616356,632.3530778288841,632.3530778288841,632.8578967899084,632.8578967899084,0.001666828989982605,0.4899580180644989,0.740130253136158,632.8379255346954,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s018,001,2024-07-24_16h58.45.712,simplestop_skeleton,2022.2.2,59.923663229205246,
None,None,0,0,0,0,1,3,7,3,,,,,,,,,,,,,,,,,632.838368948549,go,circleblack.png,left,0.25,632.8578967899084,632.8578967899084,633.3544082157314,633.3544082157314,633.3709394708276,633.6046282276511,634.1036545448005,634.3547490015626,635.3565785437822,635.3734303377569,left,1,0.332307081669569,635.3734303377569,635.3734303377569,635.8800344727933,635.8800344727933,0.0017878562211990356,0.4900182858109474,0.7402933016419411,635.8591878898442,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s018,001,2024-07-24_16h58.45.712,simplestop_skeleton,2022.2.2,59.923663229205246,
$currentCorrectResponse,$currentGoStim,0,0,0,0,2,0,8,0,,,,,,,,,,,,,,,,,635.859784938395,stop,circleblack.png,left,0.25,635.8800344727933,635.8800344727933,636.3743635639548,636.3743635639548,636.3908907286823,636.6247812621295,637.1238046549261,637.3747973777354,638.3763473778963,638.3929493054748,left,1,0.522477313876152,638.3929493054748,638.3929493054748,638.8978316038847,638.8978316038847,0.001991182565689087,0.4877433404326439,0.7380051724612713,638.8777917698026,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s018,001,2024-07-24_16h58.45.712,simplestop_skeleton,2022.2.2,59.923663229205246,
