corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,goResp.rt,text.stopped,rules_2.stopped,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,0,0,0,0,2,1,9,2,,,,,,,,,,,,,,,,,490.71411088854074,go,circleblack.png,left,0.35,490.73126385733485,490.73126385733485,491.2300771996379,491.2300771996379,491.24666852504015,491.58054288476706,492.08092511817813,492.23097122088075,493.2323507927358,493.2323507927358,left,1,493.2323507927358,493.2323507927358,0.0012381747364997864,0.4899710789322853,0.8405367285013199,493.71685587987304,practice,1,0.6946849524974823,493.74837458506227,493.74837458506227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
$currentCorrectResponse,$currentGoStim,0,0,0,0,2,2,10,0,,,,,,,,,,,,,,,,,493.7173024378717,go,circleblack.png,left,0.35,493.74837458506227,493.74837458506227,494.2341999858618,494.2341999858618,494.2508789822459,494.58546455577016,495.1007745862007,495.2342690862715,496.2372718974948,496.2539576180279,left,1,496.2539576180279,496.2539576180279,0.0012243054807186127,0.49139056727290154,0.8422802202403545,496.7532667480409,practice,1,0.4600895680487156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
None,None,0,0,0,0,2,3,11,3,,,,,,,,,,,,,,,,,496.75368751212955,go,squareblack.png,right,0.35,496.77569384127855,496.77569384127855,497.2698360607028,497.2698360607028,497.2865515090525,497.6213980987668,498.12101654708385,498.27098143845797,499.2729476802051,499.2900051176548,right,1,499.2900051176548,499.2900051176548,0.007113002240657806,0.4904355853796005,0.8420438803732395,499.7739786282182,practice,1,0.43487127125263214,499.7926109917462,499.7926109917462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
None,None,0,0,0,0,3,0,12,3,,,,,,,,,,,,,,,,,499.7744231671095,stop,squareblack.png,right,0.35,499.7926109917462,499.7926109917462,500.28988068923354,500.28988068923354,500.3066334351897,500.64031126350164,501.14099334180355,501.2911028191447,502.29216101393104,502.29216101393104,right,1,502.29216101393104,502.29216101393104,0.0012635216116905212,0.4891390688717365,0.8394916728138924,502.7770708054304,practice,1,0.3853483647108078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
None,None,0,0,0,0,3,1,13,1,,,,,,,,,,,,,,,,,502.77759873867035,go,squareblack.png,right,0.3,502.79612302035093,502.79612302035093,503.29322953149676,503.29322953149676,503.3099847212434,503.593653883785,504.0942384414375,504.29450261592865,505.29590310528874,505.29590310528874,left,0,505.29590310528874,505.29590310528874,0.0013338811695575714,0.4890303276479244,0.789419274777174,505.7809262536466,practice,1,0.4979671500623226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
None,None,0,0,0,0,3,2,14,1,,,,,,,,,,,,,,,,,505.78157499432564,go,squareblack.png,right,0.3,505.80185328796506,505.80185328796506,506.2964861318469,506.2964861318469,506.3131956756115,506.5968962237239,507.0976485647261,507.2977837473154,508.29872700199485,508.3154844865203,right,1,508.3154844865203,508.3154844865203,0.00218779593706131,0.4866509325802326,0.7870135866105556,508.80040780827403,practice,1,0.41596754267811775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
$currentCorrectResponse,$currentGoStim,0,0,0,0,3,3,15,0,,,,,,,,,,,,,,,,,508.80085983127356,go,circleblack.png,left,0.3,508.8243650868535,508.8243650868535,509.3165310807526,509.3165310807526,509.33314226940274,509.6169367209077,510.1179255582392,510.3177390098572,511.3189306668937,511.3355985842645,left,1,511.3355985842645,511.3355985842645,0.007970154285430908,0.4895685315132141,0.7898443751037121,511.8203229010105,practice,1,0.6457192301750183,511.8385783098638,511.8385783098638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
None,None,0,0,0,0,4,0,16,2,,,,,,,,,,,,,,,,,511.82076231762767,go,circleblack.png,left,0.3,511.8385783098638,511.8385783098638,512.3365954756737,512.3365954756737,512.3532036095858,512.6369138434529,513.1374019607902,513.3378250561655,514.338651444763,514.338651444763,left,1,514.338651444763,514.338651444763,0.0013994239270687103,0.48959187790751457,0.7900957725942135,514.8244239091873,practice,1,0.6912806853652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
None,None,0,0,0,0,4,1,17,1,,,,,,,,,,,,,,,,,514.8248557932675,stop,circleblack.png,left,0.3,514.8435348756611,514.8435348756611,515.3416749797761,515.3416749797761,515.3567583411932,515.6401447020471,516.1406993754208,516.3410354331136,517.3420481868088,517.3587373308837,left,1,517.3587373308837,517.3587373308837,0.001543242484331131,0.49075518175959587,0.7891378365457058,517.8434277325869,practice,1,0.48455090820789337,517.8633163943887,517.8633163943887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
None,None,0,0,0,0,4,2,18,3,,,,,,,,,,,,,,,,,517.8438418991864,go,squareblack.png,right,0.25,517.8633163943887,517.8633163943887,518.3600341007113,518.3600341007113,518.3766891881824,518.610306058079,519.1111874245107,519.3610632307827,520.3619845993817,520.3788236863911,right,1,520.3788236863911,520.3788236863911,0.0035653263330459595,0.4900776334106922,0.7402249984443188,520.8639705553651,practice,1,0.4311637170612812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
None,None,0,0,0,0,4,3,19,1,,,,,,,,,,,,,,,,,520.8643907271326,stop,circleblack.png,left,0.25,520.8836224004626,520.8836224004626,521.3800320886075,521.3800320886075,521.3968615494668,521.6300985589623,522.1305752247572,522.3808763809502,523.3820448704064,523.3986838385463,None,0,523.3986838385463,523.3986838385463,0.0017272457480430603,0.48935841396450996,0.7398095205426216,523.8835432082415,practice,1,,523.9149891063571,523.9149891063571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
None,None,0,0,0,0,5,0,20,2,,,,,,,,,,,,,,,,,523.8839580118656,go,circleblack.png,left,0.3,523.9149891063571,523.9149891063571,524.3999286144972,524.3999286144972,524.4165766611695,524.7005222961307,525.2008053846657,525.4008326716721,526.4022415801883,526.4188821353018,left,1,526.4188821353018,526.4188821353018,0.0012226440012454987,0.49030235037207603,0.7908865623176098,526.9034278616309,practice,1,0.5775889605283737,526.9266928397119,526.9266928397119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
None,None,0,0,0,0,5,1,21,3,,,,,,,,,,,,,,,,,526.9038510657847,stop,squareblack.png,right,0.3,526.9266928397119,526.9266928397119,527.4199625886977,527.4199625886977,527.4365588836372,527.7202684953809,528.220719628036,528.4209513701499,529.4239818751812,529.4407540671527,None,0,529.4407540671527,529.4407540671527,0.00741041824221611,0.49010230600833893,0.7905823327600956,529.940210159868,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,2,22,0,,,,,,,,,,,,,,,,,529.9406603351235,go,squareblack.png,right,0.35,529.9572613351047,529.9572613351047,530.456530585885,530.456530585885,530.456530585885,530.8070189505816,531.3074961826205,531.4575923494995,532.4608316496015,532.4608316496015,right,1,532.4608316496015,532.4608316496015,0.0011666268110275269,0.49018290638923645,0.8405443578958511,532.9599222131073,practice,1,0.48069414868950844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
None,None,0,0,0,0,5,3,23,2,,,,,,,,,,,,,,,,,532.9603710919619,go,circleblack.png,left,0.35,532.9782820157707,532.9782820157707,533.4764871299267,533.4764871299267,533.4931741096079,533.8269360437989,534.3276172056794,534.4777773804963,535.4798556007445,535.4798556007445,left,1,535.4798556007445,535.4798556007445,0.0018393844366073608,0.4902728833258152,0.8407008424401283,535.9654897712171,practice,1,0.5562799535691738,535.9830538928509,535.9830538928509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.9830538928509,535.9830538928509,return,14.341594886034727,,,,,,,,,,,,,,,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
None,None,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,564.4130266904831,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.0023809894919395447,0.4888964891433716,,566.9160737358034,test,1,,,,,,,,550.346906106919,550.346906106919,564.4341401793063,564.9294248186052,564.9294248186052,564.9459549412131,565.2798513583839,565.78033253178,565.9309108145535,566.9353368878365,right,1,0.5295345708727837,0.35,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,566.9166081175208,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.001350264996290207,0.48945964500308037,0.8403446115553379,569.4174911528826,test,1,,,,,,,,,,566.9353368878365,567.4320619292557,567.4320619292557,567.4489373974502,567.7830178551376,568.2984082140028,568.432145498693,569.434661950916,right,1,0.3351774588227272,0.3,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
None,None,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,569.4179268106818,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0011883378028869629,0.48950762301683426,0.7899321801960468,571.9212716110051,test,1,,,,,,,,,,569.434661950916,569.9336079582572,569.9336079582572,569.9502571187913,570.2342195287347,570.7342213466763,570.9345546327531,571.9395523481071,right,1,0.40343911573290825,0.25,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,571.9217601418495,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.001633182168006897,0.4876245819032192,,574.4239366650581,test,1,,,,,,,,,,571.9395523481071,572.4361461214721,572.4361461214721,572.4529057666659,572.6864020973444,573.1873347125947,573.4374344721437,574.4433768801391,right,1,0.5791132748126984,0.25,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
None,None,,,,,,,,,0,0,0,0,1,0,4,1,,,,,,,,,574.4243851751089,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.004521626979112625,0.4904945492744446,0.7390813082456589,576.9261646457016,test,1,,,,,,,,,,574.4433768801391,574.9409426935017,574.9409426935017,574.957477517426,575.1893030367792,575.6897742412984,575.9400614835322,576.9433938637376,None,0,,0.3,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
None,None,,,,,,,,,0,0,0,0,1,1,5,2,,,,,,,,,576.9268565699458,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.001227308064699173,0.4890070892870426,,579.4283312112093,test,1,,,,,,,,,,576.9433938637376,577.4417318254709,577.4417318254709,577.4582712613046,577.7421952262521,578.2428554110229,578.4430285058916,579.4596098177135,left,1,0.3990911766886711,0.3,,,,,,,,,,,s024,001,2024-08-05_09h20.22.529,simplestop_skeleton,2022.2.2,60.14871620739568,
