corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,EndingSSD,goResp_test.rt,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,,,,,,,,,1,0,1,0,2,2,10,1,,,,,,,,,927.8441908694804,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0014371462166309357,0.4898805320262909,,930.346756786108,test,2,,,,,,927.8626666590571,928.3767578974366,928.3599379174411,928.3599379174411,928.7106144577265,929.2108129225671,929.3605506308377,930.365799266845,left,1,0.35,0.3292863816022873,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,2,3,11,3,,,,,,,,,930.3471971452236,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0015264637768268585,0.48965344950556755,,932.8495103567839,test,2,,,,,,930.365799266845,930.879292640835,930.8628767803311,930.8628767803311,931.2130292244256,931.7130631655455,931.8636725470424,932.8685378171504,right,1,0.35,0.29156841710209846,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,3,0,12,1,,,,,,,,,932.850044503808,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0013876520097255707,0.48946429789066315,0.8399585820734501,935.3519721850753,test,2,,,,,,932.8685378171504,933.3820617608726,933.365281958133,933.365281958133,933.7156845629215,934.2158438824117,934.3657786622643,935.3708369769156,right,1,0.3,0.4085485488176346,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,3,1,13,0,,,,,,,,,935.3524013459682,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0011972524225711823,0.4896746128797531,,937.8548468500376,test,2,,,,,,935.3708369769156,935.8848384693265,935.8681579753757,935.8681579753757,936.1682750806212,936.6690620854497,936.8690747581422,937.8744697794318,right,1,0.3,0.5239992067217827,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,3,2,14,0,,,,,,,,,937.8552903756499,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0021338947117328644,0.4897526614367962,,940.3576538078487,test,2,,,,,,937.8744697794318,938.3875917494297,938.3711462505162,938.3711462505162,938.6716021485627,939.1723436377943,939.3712016604841,940.376734316349,left,1,0.3,0.5324962623417377,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,3,3,15,2,,,,,,,,,940.3580971769989,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0016887076199054718,0.48972439765930176,,942.8601627424359,test,2,,,,,,940.376734316349,940.8904365748167,940.8740014135838,940.8740014135838,941.1738125756383,941.674547046423,941.8740917257965,942.8796252980828,right,1,0.3,0.5563836619257927,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,4,0,16,3,,,,,,,,,942.8605889901519,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0018077865242958069,0.4898473173379898,,945.3630016893148,test,2,,,,,,942.8796252980828,943.3931420110166,943.376326430589,943.376326430589,943.6766311489046,944.1760281212628,944.3767397403717,945.3821889683604,left,1,0.3,0.4836951978504658,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,4,1,17,3,,,,,,,,,945.363442927599,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0013866722583770752,0.4897177144885063,0.7897275127470493,947.8657003566623,test,2,,,,,,945.3821889683604,945.8958385512233,945.8791990242898,945.8791990242898,946.1793535351753,946.679389860481,946.879733376205,947.8847466185689,left,1,0.25,0.3849489651620388,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,4,2,18,3,,,,,,,,,947.8661242425442,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0012623518705368042,0.4897768273949623,,950.368741247803,test,2,,,,,,947.8847466185689,948.3983982056379,948.3819104395807,948.3819104395807,948.6321501322091,949.1318183764815,949.3825070634484,950.3878727629781,left,1,0.25,0.379507627338171,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,4,3,19,2,,,,,,,,,950.3691651932895,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0016675405204296112,0.4896547421813011,,952.8715987131,test,2,,,,,,950.3878727629781,950.9012647606432,950.8847967796028,950.8847967796028,951.1349315345287,951.6348445899785,951.8859809152782,952.8904455043375,right,1,0.25,0.32126185670495033,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,5,0,20,0,,,,,,,,,952.8720301873982,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0013605840504169464,0.4896756634116173,0.7398537136614323,955.374290753156,test,2,,,,,,952.8904455043375,953.4040131494403,953.3874021545053,953.3874021545053,953.6378155015409,954.1382862478495,954.3888081870973,955.3934487439692,None,0,0.3,,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,5,1,21,3,,,,,,,,,955.3747271224856,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0017191357910633087,0.4900333508849144,0.790345586836338,957.877157535404,test,2,,,,,,955.3934487439692,955.9067954346538,955.8902080394328,955.8902080394328,956.190733127296,956.6912759430707,956.8916155621409,957.8964403159916,left,1,0.25,0.44435882195830345,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,5,2,22,1,,,,,,,,,957.8775917440653,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0016781352460384369,0.49010825529694557,,960.3797900006175,test,2,,,,,,957.8964403159916,958.4095264226198,958.3930972926319,958.3930972926319,958.6435574479401,959.1433736458421,959.3941979333758,960.3993213325739,right,1,0.25,0.605203453451395,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,5,3,23,2,,,,,,,,,960.3802331015468,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0018276460468769073,0.489507470279932,,962.8825593627989,test,2,,,,,,960.3993213325739,960.9124247059226,960.8956439942122,960.8956439942122,961.1463607661426,961.6467755697668,961.896967407316,962.9015012681484,left,1,0.25,0.5602768659591675,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,6,0,24,0,,,,,,,,,962.8829869292676,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0013410896062850952,0.48967234790325165,0.7400200068950653,965.3855603709817,test,2,,,,,,962.9015012681484,963.4150848090649,963.398454144597,963.398454144597,963.6488467752934,964.1495002545416,964.3997173011303,965.4051599577069,None,0,0.3,,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,6,1,25,2,,,,,,,,,965.385984223336,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0017578750848770142,0.48963748291134834,,967.8880487605929,test,2,,,,,,965.4051599577069,965.9180363677442,965.9014158844948,965.9014158844948,966.2015859670937,966.701860204339,966.9020447693765,967.9074546322227,right,1,0.3,0.38926194980740547,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,6,2,26,1,,,,,,,,,967.8884722031653,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.001961488276720047,0.48977160826325417,0.78982974588871,970.3905631378293,test,2,,,,,,967.9074546322227,968.4207146018744,968.404046420008,968.404046420008,968.7044002972543,969.2050354219973,969.4052763208747,970.4096800535917,None,0,0.35,,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,6,3,27,3,,,,,,,,,970.3909873701632,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.001373041421175003,0.48994105681777,,972.8934738598764,test,2,,,,,,970.4096800535917,970.9236688651145,970.9069228433073,970.9069228433073,971.2571847587824,971.7576069496572,971.9074494540691,972.9123557470739,left,1,0.35,0.4477314278483391,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,7,0,28,0,,,,,,,,,972.893922906369,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0012504607439041138,0.48972465097904205,,975.3961369208992,test,2,,,,,,972.9123557470739,973.4264406487346,973.4095202572644,973.4095202572644,973.7597941718996,974.2591623403132,974.4102236516774,975.4155294895172,left,1,0.35,0.5087459087371826,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,7,1,29,0,,,,,,,,,975.3965775109828,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0014822222292423248,0.4892132580280304,,977.8998542614281,test,2,,,,,,975.4155294895172,975.9287357702851,975.9126124940813,975.9126124940813,976.2629023082554,976.7626869902015,976.912614595145,977.9188060350716,left,1,0.35,0.539788480848074,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,7,2,30,0,,,,,,,,,977.9002829529345,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.002493821084499359,0.4890115335583687,0.8392288871109486,980.401746828109,test,2,,,,,,977.9188060350716,978.431582365185,978.4151204936206,978.4151204936206,978.7653082869947,979.2658907286823,979.4160880558193,980.4208243303001,None,0,0.4,,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,7,3,31,2,,,,,,,,,980.4021805971861,stop,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,,0.0013147331774234772,0.48944923654198647,0.890042882412672,982.9047894738615,test,2,,,,,,980.4208243303001,980.9345273114741,980.9179575368762,980.9179575368762,981.3183742575347,981.818761356175,981.9189512394369,982.9241549707949,right,1,0.35,0.5514611415565014,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,8,0,32,1,,,,,,,,,982.9052317924798,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0018586739897727966,0.48960138484835625,,985.4076273925602,test,2,,,,,,982.9241549707949,983.4374096505344,983.4206029176712,983.4206029176712,983.7714395783842,984.2869947068393,984.4212051033974,985.4269548431039,left,1,0.35,0.4765267074108124,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,8,1,33,3,,,,,,,,,985.4080547504127,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.001763373613357544,0.4892181158065796,,987.9107311964035,test,2,,,,,,985.4269548431039,985.9401192292571,985.9236721619964,985.9236721619964,986.2736676223576,986.774012349546,986.9241395182908,987.9295776002109,right,1,0.35,0.47184546291828156,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,8,2,34,3,,,,,,,,,987.9111671820283,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0014004223048686981,0.4891296215355396,,990.4129555486143,test,2,,,,,,987.9295776002109,988.4428081065416,988.4260017462075,988.4260017462075,988.7765790112317,989.275758549571,989.4263474792242,990.4320901483297,right,1,0.35,0.5182370208203793,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,8,3,35,2,,,,,,,,,990.4133963026106,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.001257672905921936,0.48981311172246933,,992.9156513623893,test,2,,,,,,990.4320901483297,990.9455261491239,990.9289331920445,990.9289331920445,991.2792335413396,991.7798473648727,991.9295357689261,992.9347651712596,right,1,0.35,0.5962044596672058,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,9,0,36,0,,,,,,,,,992.9160788021982,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0017987824976444244,0.4901813939213753,,995.4187420792878,test,2,,,,,,992.9347651712596,993.4485046565533,993.4317682683468,993.4317682683468,993.7821532227099,994.2817754261196,994.4325759038329,995.4377594180405,left,1,0.35,0.43124498799443245,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,9,1,37,1,,,,,,,,,995.4191730767488,stop,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0013567283749580383,0.4895959682762623,0.8400030769407749,997.9211110770702,test,2,,,,,,995.4377594180405,995.9511766694486,995.9343993552029,995.9343993552029,996.284797962755,996.7855287827551,996.9354914240539,997.9401889704168,None,0,0.4,,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,9,2,38,1,,,,,,,,,997.9215363375843,go,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,,0.0016764961183071136,0.48968978226184845,,1000.4237692430615,test,2,,,,,,997.9401889704168,998.4536918587983,998.4369458071887,998.4369458071887,998.8374806419015,999.336677197367,999.4375645816326,1000.4426741488278,right,1,0.4,0.5481732077896595,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,9,3,39,3,,,,,,,,,1000.4242022186518,stop,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,,0.0017011724412441254,0.48983674496412277,0.8905023634433746,1002.9268591031432,test,2,,,,,,1000.4426741488278,1000.956443157047,1000.9398554861546,1000.9398554861546,1001.3402415290475,1001.8396514505148,1001.940257653594,1002.9454006105661,left,1,0.35,0.534510251134634,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,10,0,40,2,,,,,,,,,1002.9272862635553,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.001390203833580017,0.4899139478802681,,1005.429660577327,test,2,,,,,,1002.9454006105661,1003.459413677454,1003.4427377842367,1003.4427377842367,1003.7930673845112,1004.2940998263657,1004.44330483675,1005.4486063979566,left,1,0.35,0.4685167297720909,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,10,1,41,3,,,,,,,,,1005.4300988614559,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.001607988029718399,0.48979371786117554,,1007.9320071451366,test,2,,,,,,1005.4486063979566,1005.962348151952,1005.9455208741128,1005.9455208741128,1006.2958332896233,1006.7951986081898,1006.9462490752339,1007.9514619000256,right,1,0.35,0.5223672762513161,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,10,2,42,1,,,,,,,,,1007.9324416257441,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.001377735286951065,0.4892369285225868,0.8399772122502327,1010.4348493367434,test,2,,,,,,1007.9514619000256,1008.465128146112,1008.4484236389399,1008.4484236389399,1008.79868465662,1009.2991669587791,1009.449601393193,1010.4542987830937,right,1,0.3,0.46268273144960403,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,10,3,43,0,,,,,,,,,1010.4352818541229,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0019545480608940125,0.4901541918516159,,1012.9377565532923,test,2,,,,,,1010.4542987830937,1010.9681650586426,1010.9510398805141,1010.9510398805141,1011.2514265812933,1011.7520442157984,1011.9521363899112,1012.9566400758922,left,1,0.3,0.5087467469274998,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,11,0,44,2,,,,,,,,,1012.9381808042526,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0013355240225791931,0.4896007515490055,,1015.440422680229,test,2,,,,,,1012.9566400758922,1013.4703546687961,1013.4536432959139,1013.4536432959139,1013.7542053088546,1014.2546777799726,1014.4544519148767,1015.4592525921762,left,1,0.3,0.5501195155084133,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,11,1,45,0,,,,,,,,,1015.440852496773,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0016383938491344452,0.48992694914340973,,1017.9434250034392,test,2,,,,,,1015.4592525921762,1015.9731549955904,1015.9564537368715,1015.9564537368715,1016.256625611335,1016.7573819756508,1016.9571553617716,1017.9621327854693,right,1,0.3,0.49873819574713707,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,11,2,46,3,,,,,,,,,1017.9438737332821,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0012920573353767395,0.4897601455450058,0.7900376692414284,1020.4460201002657,test,2,,,,,,1017.9621327854693,1018.476013764739,1018.459369007498,1018.459369007498,1018.7595176398754,1019.2601721286774,1019.4603259824216,1020.465250339359,None,0,0.35,,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,1,0,1,0,11,3,47,2,,,,,,,,,1020.4464645013213,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0012923665344715118,0.489813145250082,,1022.9486791305244,test,2,,,,,,1020.465250339359,1020.9789135381579,1020.9622864574194,1020.9622864574194,1021.3126682788134,1021.829869389534,1021.9626563824713,1022.9642969705164,right,1,0.35,0.46951228380203247,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.9642969705164,1022.9642969705164,return,7.976991809904575,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}]",,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,2,0,2,0,0,0,0,1,,,,,,,,,1030.9654707573354,stop,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0019077211618423462,0.4978090822696686,0.8485491685569286,1033.477148130536,test,3,,,,,,1030.984512526542,1031.4899427592754,1031.4899427592754,1031.4899427592754,1031.8406282253563,1032.341222975403,1032.4912326969206,1033.4967354051769,left,1,0.3,0.53506039083004,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,0,1,1,0,,,,,,,,,1033.4777588024735,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0018216893076896667,0.489190686494112,,1035.9798798300326,test,3,,,,,,1033.4967354051769,1034.0097364261746,1033.9930341802537,1033.9930341802537,1034.2932616136968,1034.7937497198582,1034.9937780238688,1035.999089948833,right,1,0.3,0.5223844721913338,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,2,0,2,0,0,2,2,1,,,,,,,,,1035.9803205244243,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0018819086253643036,0.4895973950624466,,1038.4826022610068,test,3,,,,,,1035.999089948833,1036.5125258043408,1036.4956551231444,1036.4956551231444,1036.7960590049624,1037.2952171489596,1037.4962345808744,1038.5018562152982,left,1,0.3,0.4859790615737438,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,0,3,3,0,,,,,,,,,1038.4830288887024,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0016668550670146942,0.4896572157740593,,1040.9855059050024,test,3,,,,,,1038.5018562152982,1039.0152838602662,1038.9986594840884,1038.9986594840884,1039.2989982999861,1039.7983841337264,1039.9990649595857,1041.0042479783297,right,1,0.3,0.5015672072768211,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,1,0,4,0,,,,,,,,,1040.9859470240772,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.001356419175863266,0.48997456580400467,,1043.4880846887827,test,3,,,,,,1041.0042479783297,1041.517965041101,1041.5014243870974,1041.5014243870974,1041.8019000254571,1042.302636001259,1042.5019227266312,1043.5072750411928,right,1,0.3,0.5790780484676361,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
None,None,,,,,,,,,2,0,2,0,1,1,5,3,,,,,,,,,1043.4885268434882,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0017394497990608215,0.4901535175740719,,1045.9909452833235,test,3,,,,,,1043.5072750411928,1044.0207291394472,1044.0044591128826,1044.0044591128826,1044.3047541715205,1044.8050582036376,1045.0045061595738,1046.010182198137,left,1,0.3,0.6420538201928139,,,,,,,,,,,s10,001,2024-07-18_15h53.03.879,simplestop_skeleton,2022.2.2,60.00763811535808,
