corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,goResp.rt,text.stopped,rules_2.stopped,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,Test Block: 2,key_resp_4.rt,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,0,0,0,0,4,3,19,3,,,,,,,,,,,,,,,,,3487.0301464274526,go,circleblack.png,left,0.3,3487.0498459003866,3487.0498459003866,3487.5459088757634,3487.5459088757634,3487.5628853812814,3487.846339650452,3488.346964340657,3488.5459969453514,3489.548578001559,3489.5649778060615,left,1,3489.5649778060615,3489.5649778060615,0.0013981014490127563,0.48977164551615715,0.7898707427084446,3490.0498650334775,practice,1,0.6735600829124451,3490.069664403796,3490.069664403796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,0,0,0,0,5,0,20,2,,,,,,,,,,,,,,,,,3490.050309661776,go,squareblack.png,right,0.3,3490.069664403796,3490.069664403796,3490.5660572461784,3490.5660572461784,3490.582610923797,3490.866277746856,3491.3672480285168,3491.566653072834,3492.568174175918,3492.5846811309457,right,1,3492.5846811309457,3492.5846811309457,0.001717735081911087,0.4900141656398773,0.7903282307088375,3493.069567102939,practice,1,0.545444518327713,3493.089532442391,3493.089532442391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,1,21,0,,,,,,,,,,,,,,,,,3493.069985628128,stop,circleblack.png,left,0.3,3493.089532442391,3493.089532442391,3493.586112651974,3493.586112651974,3493.6026335842907,3493.8861351273954,3494.3868501484394,3494.5870878845453,3495.5883882939816,3495.605031784624,None,0,3495.605031784624,3495.605031784624,0.0018785148859024048,0.4900840222835541,0.7903856486082077,3496.0899311602116,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,0,0,0,0,5,2,22,1,,,,,,,,,,,,,,,,,3496.090366587043,go,circleblack.png,left,0.35,3496.1094071939588,3496.1094071939588,3496.6061243899167,3496.6061243899167,3496.622713301331,3496.956648297608,3497.457026910037,3497.6058405153453,3498.6084308326244,3498.6084308326244,left,1,3498.6084308326244,3498.6084308326244,0.0012799948453903198,0.4901183284819126,0.8403736799955368,3499.09330464527,practice,1,0.6778353676199913,3499.1129016913474,3499.1129016913474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,3,23,0,,,,,,,,,,,,,,,,,3499.093838136643,go,circleblack.png,left,0.35,3499.1129016913474,3499.1129016913474,3499.6094900406897,3499.6094900406897,3499.6262629777193,3499.95972744748,3500.4603129550815,3500.6105071268976,3501.6115161404014,3501.6284869760275,left,1,3501.6284869760275,3501.6284869760275,0.0013169758021831512,0.4898674227297306,0.840327400714159,3502.1129581891,practice,1,0.7557595372200012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3502.1445068977773,3502.1445068977773,return,8.216024100780487,,,,,,,,,,,,,,,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,3527.365401249379,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,0.002136755734682083,0.49868663772940636,,3529.877567715943,test,1,,,,,,,,3510.3880063667893,3510.3880063667893,3527.384848985821,3527.890972800553,3527.890972800553,3527.890972800553,3528.2242850251496,3528.724809065461,3528.89158128947,3529.8970854878426,left,1,1.142939768731594,0.35,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,3529.8781260736287,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.001770608127117157,0.4893980287015438,0.8398903720080853,3532.380398605019,test,1,,,,,,,,,,3529.8970854878426,3530.41015573591,3530.3935030139983,3530.3935030139983,3530.7437027283013,3531.2442381195724,3531.3942718468606,3532.3992935344577,right,1,0.5347022190690041,0.3,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,3532.3808315508068,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0013160333037376404,0.4894510433077812,,3534.8829030171037,test,1,,,,,,,,,,3532.3992935344577,3532.9127780757844,3532.8961054086685,3532.8961054086685,3533.196509294212,3533.6957079917192,3533.896757233888,3534.902233660221,right,1,0.505337331444025,0.3,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,3534.883361738175,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0018825158476829529,0.4894248843193054,,3537.385874222964,test,1,,,,,,,,,,3534.902233660221,3535.4154534712434,3535.3988237939775,3535.3988237939775,3535.699299842119,3536.200088676065,3536.3991967588663,3537.404932308942,left,1,0.5447415038943291,0.3,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,1,0,4,1,,,,,,,,,3537.3863073326647,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0014464333653450012,0.4893326535820961,,3539.888335827738,test,1,,,,,,,,,,3537.404932308942,3537.9182918928564,3537.9014722667634,3537.9014722667634,3538.2019038125873,3538.7025943398476,3538.9026975110173,3539.907655853778,left,1,0.6065288484096527,0.3,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,1,1,5,1,,,,,,,,,3539.8887789323926,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0017217881977558136,0.489678505808115,,3542.391092900187,test,1,,,,,,,,,,3539.907655853778,3540.421361632645,3540.4044441208243,3540.4044441208243,3540.7046793848276,3541.205246783793,3541.4057095088065,3542.4097573310137,right,1,0.6397339105606079,0.3,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,1,2,6,2,,,,,,,,,3542.3915249332786,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0012410283088684082,0.48979780077934265,,3544.8939069509506,test,1,,,,,,,,,,3542.4097573310137,3542.923910263926,3542.907278429717,3542.907278429717,3543.207557089627,3543.7086436674,3543.908119831234,3544.912650965154,right,1,0.7990052811801434,0.3,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,1,3,7,3,,,,,,,,,3544.894344892353,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0013436339795589447,0.48975732550024986,0.7900022603571415,3547.3967332541943,test,1,,,,,,,,,,3544.912650965154,3545.426523886621,3545.410101354122,3545.410101354122,3545.7101297192276,3546.2110659331083,3546.411085318774,3547.415993962437,None,0,,0.35,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,2,0,8,1,,,,,,,,,3547.397170934826,stop,circleblack.png,left,0.35,,,,,,,,,,,,,,,0.0018368922173976898,0.48972463980317116,0.840323057025671,3549.899314701557,test,1,,,,,,,,,,3547.415993962437,3547.9292100667953,3547.912984237075,3547.912984237075,3548.263266492635,3548.7622564062476,3548.9130741395056,3549.9184103123844,left,1,0.516219399869442,0.3,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,2,1,9,1,,,,,,,,,3549.8997462317348,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0013252049684524536,0.4896702282130718,0.7902324572205544,3552.4019153639674,test,1,,,,,,,,,,3549.9184103123844,3550.4320665076375,3550.415510479361,3550.415510479361,3550.7156532742083,3551.2162948437035,3551.416568841785,3552.4208469241858,None,0,,0.35,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,2,2,10,0,,,,,,,,,3552.402357041836,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,0.0013323649764060974,0.48981838673353195,,3554.9047844447196,test,1,,,,,,,,,,3552.4208469241858,3552.934743888676,3552.918095432222,3552.918095432222,3553.2684088908136,3553.769337847829,3553.9194679930806,3554.923785559833,left,1,0.7603324577212334,0.35,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,2,3,11,1,,,,,,,,,3554.9052236042917,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.0016666613519191742,0.48979584872722626,,3557.4075364656746,test,1,,,,,,,,,,3554.923785559833,3555.437445320189,3555.4208790399134,3555.4208790399134,3555.7711510695517,3556.271688532084,3556.421793036163,3557.4269188046455,right,1,0.8148254193365574,0.35,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,3,0,12,0,,,,,,,,,3557.4079737216234,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,0.001826997846364975,0.4894355796277523,,3559.9103338830173,test,1,,,,,,,,,,3557.4269188046455,3557.9402133747935,3557.923616193235,3557.923616193235,3558.273901704699,3558.77450511232,3558.9246456362307,3559.929588716477,left,1,0.786816194653511,0.35,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,3,1,13,0,,,,,,,,,3559.9107849895954,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.0016695335507392883,0.48986705765128136,,3562.413372453302,test,1,,,,,,,,,,3559.929588716477,3560.443271268159,3560.426923789084,3560.426923789084,3560.776875630021,3561.277889251709,3561.4274852238595,3562.4325043931603,right,1,0.7728160358965397,0.35,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,3,2,14,0,,,,,,,,,3562.4138053804636,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.0013784505426883698,0.4894706457853317,,3564.916176047176,test,1,,,,,,,,,,3562.4325043931603,3562.9459834732115,3562.929094068706,3562.929094068706,3563.2795843072236,3563.780136331916,3563.9305440336466,3564.935888070613,right,1,0.7813168540596962,0.35,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,3,3,15,1,,,,,,,,,3564.916609238833,stop,circleblack.png,left,0.35,,,,,,,,,,,,,,,0.0019254013895988464,0.48938147723674774,0.8397663161158562,3567.4188809506595,test,1,,,,,,,,,,3564.935888070613,3565.4485878124833,3565.4322081431746,3565.4322081431746,3565.782405015081,3566.2828884981573,3566.432597938925,3567.4376807808876,left,1,0.5723781734704971,0.3,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,4,0,16,0,,,,,,,,,3567.4193262681365,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.001387041062116623,0.4896969757974148,0.7898532375693321,3569.921733856201,test,1,,,,,,,,,,3567.4376807808876,3567.9515129178762,3567.9347563162446,3567.9347563162446,3568.2352259084582,3568.7357036694884,3568.9359220191836,3569.9404306039214,None,0,,0.35,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,4,1,17,1,,,,,,,,,3569.9221887774765,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,0.0013426020741462708,0.489667609333992,,3572.424225334078,test,1,,,,,,,,,,3569.9404306039214,3570.4542113393545,3570.4373442977667,3570.4373442977667,3570.7877751886845,3571.288484673947,3571.4386162273586,3572.4487077891827,left,1,0.5981359146535397,0.35,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,4,2,18,0,,,,,,,,,3572.4246767163277,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.0074469298124313354,0.48918893560767174,0.8396909795701504,3574.927035406232,test,1,,,,,,,,,,3572.4487077891827,3572.956777729094,3572.9402422867715,3572.9402422867715,3573.2907419689,3573.791301909834,3573.9412950463593,3574.9456408135593,None,0,,0.4,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,4,3,19,2,,,,,,,,,3574.927487593144,stop,squareblack.png,right,0.4,,,,,,,,,,,,,,,0.0013807304203510284,0.48985908925533295,0.8902529627084732,3577.430010702461,test,1,,,,,,,,,,3574.9456408135593,3575.4596419259906,3575.442936822772,3575.442936822772,3575.843760173768,3576.3441423363984,3576.4442217722535,3577.4486871920526,None,0,,0.45,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,5,0,20,2,,,,,,,,,3577.430449448526,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,0.0013129524886608124,0.48954709991812706,,3579.9324267841876,test,1,,,,,,,,,,3577.4486871920526,3577.962669722736,3577.94614091143,3577.94614091143,3578.396225672215,3578.8963945917785,3578.9455787688494,3579.952026374638,right,1,0.6345650814473629,0.45,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,5,1,21,2,,,,,,,,,3579.932927954942,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,0.0020473413169384003,0.4895218126475811,,3582.4349986314774,test,1,,,,,,,,,,3579.952026374638,3580.465258087963,3580.448371704668,3580.448371704668,3580.898932505399,3581.399429023266,3581.449452985078,3582.4529777280986,left,1,0.7571645751595497,0.45,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,5,2,22,1,,,,,,,,,3582.4354316443205,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,0.0012744739651679993,0.48979874700307846,,3584.9379807412624,test,1,,,,,,,,,,3582.4529777280986,3582.967880833894,3582.9511844702065,3582.9511844702065,3583.4017618224025,3583.9009326063097,3583.9517014101148,3584.9570218622684,left,1,0.5762794874608517,0.45,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,3,23,0,,,,,,,,,3584.9384242221713,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,0.0016090832650661469,0.49003810808062553,,3587.4407884143293,test,1,,,,,,,,,,3584.9570218622684,3585.470671299845,3585.453884884715,3585.453884884715,3585.904727909714,3586.403638958931,3586.454714946449,3587.460519146174,right,1,0.7152943983674049,0.45,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,6,0,24,1,,,,,,,,,3587.44122627005,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,0.0018755458295345306,0.48948603868484497,,3589.9435334801674,test,1,,,,,,,,,,3587.460519146174,3587.9736314825714,3587.956780422479,3587.956780422479,3588.40735790506,3588.907883722335,3588.9579558074474,3589.962912969291,left,1,0.7094753496348858,0.45,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,6,1,25,2,,,,,,,,,3589.943974804133,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,0.0016639456152915955,0.48957549408078194,,3592.44639929384,test,1,,,,,,,,,,3589.962912969291,3590.476330958307,3590.4595955498517,3590.4595955498517,3590.910139668733,3591.4106095843017,3591.4609740003943,3592.465726118535,right,1,0.7351230569183826,0.45,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,6,2,26,3,,,,,,,,,3592.4468446038663,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,0.0018744096159934998,0.4895784929394722,,3594.94935695827,test,1,,,,,,,,,,3592.465726118535,3592.9789549298584,3592.9622987136245,3592.9622987136245,3593.412900786847,3593.913829740137,3593.9633711650968,3594.968390673399,left,1,0.8056398294866085,0.45,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,6,3,27,1,,,,,,,,,3594.9497934430838,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,0.001668352633714676,0.489593543112278,,3597.4517010636628,test,1,,,,,,,,,,3594.968390673399,3595.4817563965917,3595.4651399366558,3595.4651399366558,3595.9157006144524,3596.41623301059,3596.4662430249155,3597.47054425627,right,1,0.9071662835776806,0.45,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,0,28,0,,,,,,,,,3597.4521658569574,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,0.0012266114354133606,0.4899987764656544,,3599.9548492617905,test,1,,,,,,,,,,3597.47054425627,3597.9849144630134,3597.9679939337075,3597.9679939337075,3598.418308906257,3598.9188191965222,3598.967778339982,3599.974199041724,right,1,0.6649605967104435,0.45,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,7,1,29,3,,,,,,,,,3599.955296318978,stop,circleblack.png,left,0.45,,,,,,,,,,,,,,,0.002051837742328644,0.4894498400390148,0.9401944950222969,3602.4574235081673,test,1,,,,,,,,,,3599.974199041724,3600.4872400015593,3600.4704723618925,3600.4704723618925,3600.9211371950805,3601.4210974127054,3601.4709247127175,3602.47667427361,left,1,0.5019019991159439,0.4,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,7,2,30,3,,,,,,,,,3602.457850560546,go,squareblack.png,right,0.4,,,,,,,,,,,,,,,0.001762479543685913,0.4895525723695755,,3604.9600681960583,test,1,,,,,,,,,,3602.47667427361,3602.990105587989,3602.973185747862,3602.973185747862,3603.373683657497,3603.8742145635188,3603.974344048649,3604.979026168585,right,1,0.8289981633424759,0.4,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,7,3,31,2,,,,,,,,,3604.9605246447027,stop,squareblack.png,right,0.4,,,,,,,,,,,,,,,0.0012678653001785278,0.48997556418180466,0.8901577703654766,3607.4631094895303,test,1,,,,,,,,,,3604.979026168585,3605.4927646405995,3605.4763454534113,3605.4763454534113,3605.876864492893,3606.3771560676396,3606.47717115283,3607.482231862843,None,0,,0.45,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,8,0,32,0,,,,,,,,,3607.4635588675737,stop,circleblack.png,left,0.45,,,,,,,,,,,,,,,0.0018518641591072083,0.48947107046842575,0.9401330724358559,3609.9655251018703,test,1,,,,,,,,,,3607.482231862843,3607.995709463954,3607.979037810117,3607.979037810117,3608.4294081516564,3608.9286626689136,3608.9793164394796,3609.9854670874774,left,1,0.5694010965526104,0.4,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,8,1,33,1,,,,,,,,,3609.9659629389644,go,circleblack.png,left,0.4,,,,,,,,,,,,,,,0.001651424914598465,0.48912297561764717,,3612.4682636596262,test,1,,,,,,,,,,3609.9854670874774,3610.4983314573765,3610.481612108648,3610.481612108648,3610.881920527667,3611.381280723959,3611.482232604176,3612.4871208406985,left,1,0.5181551277637482,0.4,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,8,2,34,3,,,,,,,,,3612.4686932601035,go,circleblack.png,left,0.4,,,,,,,,,,,,,,,0.001269843429327011,0.49015112221241,,3614.971158593893,test,1,,,,,,,,,,3612.4871208406985,3613.0009830519557,3612.9844019003212,3612.9844019003212,3613.384706169367,3613.885642334819,3613.9841667823493,3614.990533262491,left,1,0.6340538710355759,0.4,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,8,3,35,2,,,,,,,,,3614.9715979099274,stop,squareblack.png,right,0.4,,,,,,,,,,,,,,,0.0018038749694824219,0.48965829983353615,0.8903047144412994,3617.474161673337,test,1,,,,,,,,,,3614.990533262491,3615.5039864070714,3615.487150080502,3615.487150080502,3615.8877049274743,3616.3881736136973,3616.487650629133,3617.493078518659,right,1,0.6357898227870464,0.35,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,9,0,36,2,,,,,,,,,3617.4746052846313,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.0013644024729728699,0.48929638043046,,3619.976708047092,test,1,,,,,,,,,,3617.493078518659,3618.006554633379,3617.989927146584,3617.989927146584,3618.340629067272,3618.840825956315,3618.9911494106054,3619.9962926730514,right,1,0.7515179850161076,0.35,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,9,1,37,2,,,,,,,,,3619.977148670703,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,0.0020360350608825684,0.4892851188778877,,3622.4793531261384,test,1,,,,,,,,,,3619.9962926730514,3620.5092741325498,3620.4925333745778,3620.4925333745778,3620.842939991504,3621.343889415264,3621.493142757565,3622.498219180852,left,1,0.601287491619587,0.35,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
None,None,,,,,,,,,0,0,0,0,9,2,38,3,,,,,,,,,3622.479798670858,stop,circleblack.png,left,0.35,,,,,,,,,,,,,,,0.001356370747089386,0.48992500826716423,0.8400136902928352,3624.982251673937,test,1,,,,,,,,,,3622.498219180852,3623.012083914131,3622.9953661970794,3622.9953661970794,3623.3456517010927,3623.8469581380486,3623.9959969595075,3625.0013604201376,left,1,0.48473285511136055,0.3,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,9,3,39,0,,,,,,,,,3624.982689663768,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0013927780091762543,0.4895930737257004,,3627.484775226563,test,1,,,,,,,,,,3625.0013604201376,3625.5148809067905,3625.498353295028,3625.498353295028,3625.7985232509673,3626.299475044012,3626.4991986341774,3627.504308924079,left,1,0.6128644607961178,0.3,,,,,,,,,,,s013,001,2024-07-24_14h52.17.189,simplestop_skeleton,2022.2.2,59.963618685599975,
