corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text.stopped,rules_2.stopped,goResp.rt,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,goStim_test.stopped,stopSignal_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,,,,,,,,,1,0,1,0,2,0,8,2,,,,,,,,,3312.9546579420567,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.0017344579100608826,0.48997722566127777,,3315.4570217058063,test,2,,,,,,,,,,3312.9733881652355,3313.470193646848,3313.470193646848,3313.486934579909,3313.5704144239426,3314.4709946662188,3314.0709175765514,3315.475974164903,left,1,0.3478780835866928,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,2,1,9,0,,,,,,,,,3315.4574502259493,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.001328885555267334,0.489487424492836,,3317.9598296433687,test,2,,,,,,,,,,3315.475974164903,3315.972869850695,3315.972869850695,3315.989660359919,3316.072997443378,3316.97336678952,3316.573647327721,3317.9793535396457,left,1,0.3121035322546959,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,2,2,10,3,,,,,,,,,3317.9602706432343,go,squareblack.png,right,0.1,,,,,,,,,,,,,,,0.0017704516649246216,0.4892536476254463,,3320.4627388194203,test,2,,,,,,,,,,3317.9793535396457,3318.475735232234,3318.475735232234,3318.4924777001143,3318.575956001878,3319.4765397906303,3319.075003705919,3320.481423139572,right,1,0.3222113698720932,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,2,3,11,0,,,,,,,,,3320.463175304234,stop,squareblack.png,right,0.1,,,,,,,,,,,,,,,0.0012536197900772095,0.4899951294064522,0.5897652059793472,3322.9653580337763,test,2,,,,,,,,,,3320.481423139572,3320.978706471622,3320.978706471622,3320.9955276176333,3321.078715093434,3321.9791428148746,3321.577762246132,3322.9849939495325,right,1,0.2845403552055359,0.05,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,3,0,12,2,,,,,,,,,3322.9657999500632,go,circleblack.png,left,0.05,,,,,,,,,,,,,,,0.001921236515045166,0.48991819471120834,,3325.468276537955,test,2,,,,,,,,,,3322.9849939495325,3323.4815592467785,3323.4815592467785,3323.498174034059,3323.531335040927,3324.4821879714727,3324.032364331186,3325.4880285337567,left,1,0.32391322404146194,0.05,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,3,1,13,2,,,,,,,,,3325.4687090963125,go,squareblack.png,right,0.05,,,,,,,,,,,,,,,0.001811198890209198,0.4892975687980652,,3327.9708925932646,test,2,,,,,,,,,,3325.4880285337567,3325.9841690585017,3325.9841690585017,3326.00122923404,3326.034202374518,3326.9846286922693,3326.5346873626113,3327.990197084844,right,1,0.32801273465156555,0.05,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,3,2,14,3,,,,,,,,,3327.971328623593,stop,circleblack.png,left,0.05,,,,,,,,,,,,,,,0.0017605498433113098,0.4899603947997093,0.539934791624546,3330.4738925918937,test,2,,,,,,,,,,3327.990197084844,3328.4869061484933,3328.4869061484933,3328.5037114694715,3328.53680588305,3329.4879442751408,3329.037402741611,3330.493272602558,None,0,,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,3,3,15,3,,,,,,,,,3330.474328376353,go,squareblack.png,right,0.1,,,,,,,,,,,,,,,0.0017494633793830872,0.48936742544174194,,3332.9765665605664,test,2,,,,,,,,,,3330.493272602558,3330.9896292313933,3330.9896292313933,3331.006483666599,3331.0897936671972,3331.9902381151915,3331.5901796892285,3332.9962145984173,right,1,0.384424090385437,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,4,0,16,1,,,,,,,,,3332.9770226180553,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.001871265470981598,0.48984695225954056,,3335.479092642665,test,2,,,,,,,,,,3332.9962145984173,3333.4927177131176,3333.4927177131176,3333.5092634782195,3333.5926218777895,3334.4927294254303,3334.093221925199,3335.4982726946473,left,1,0.32465365529060364,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,4,1,17,0,,,,,,,,,3335.4795358404517,go,squareblack.png,right,0.1,,,,,,,,,,,,,,,0.0016784146428108215,0.4897254705429077,,3337.981971345842,test,2,,,,,,,,,,3335.4982726946473,3335.995348498225,3335.995348498225,3336.011795565486,3336.095384865999,3336.995931595564,3336.596025340259,3338.0008937865496,right,1,0.3514408990740776,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,4,2,18,0,,,,,,,,,3337.98243111372,go,squareblack.png,right,0.1,,,,,,,,,,,,,,,0.0013723298907279968,0.48970115184783936,,3340.4848270490766,test,2,,,,,,,,,,3338.0008937865496,3338.497910402715,3338.497910402715,3338.514581166208,3338.598233640194,3339.4985390752554,3339.0987759381533,3340.5042948275805,left,0,0.38879789412021637,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,4,3,19,1,,,,,,,,,3340.4852574169636,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.0021074488759040833,0.4897797778248787,,3342.98738540709,test,2,,,,,,,,,,3340.5042948275805,3341.000646442175,3341.000646442175,3341.017622575164,3341.100686892867,3342.000579446554,3341.6012521237135,3343.006332911551,left,1,0.5435013920068741,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,5,0,20,2,,,,,,,,,3342.987909555435,stop,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.0014182552695274353,0.48981979489326477,0.5898213312029839,3345.490194916725,test,2,,,,,,,,,,3343.006332911551,3343.503530859947,3343.503530859947,3343.520090147853,3343.6036158278584,3344.504669815302,3344.104386381805,3345.5093586444855,None,0,,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,5,1,21,2,,,,,,,,,3345.4906315132976,stop,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0015982463955879211,0.489840105175972,0.6400651931762695,3347.9928130060434,test,2,,,,,,,,,,3345.5093586444855,3346.0061644241214,3346.0061644241214,3346.0230556204915,3346.156406313181,3347.0075607076287,3346.6569021567702,3348.0122939273715,None,0,,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,5,2,22,0,,,,,,,,,3347.9932465851307,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.0019201338291168213,0.49004485458135605,,3350.496189966798,test,2,,,,,,,,,,3348.0122939273715,3348.5090754181147,3348.5090754181147,3348.525634109974,3348.709331482649,3349.5095364153385,3349.20990704,3350.515574783087,left,1,0.465193547308445,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,5,3,23,1,,,,,,,,,3350.4966404885054,stop,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.0018661916255950928,0.4894219785928726,0.6894399598240852,3352.9986150041223,test,2,,,,,,,,,,3350.515574783087,3351.0116038918495,3351.0116038918495,3351.0285535752773,3351.2119513973594,3352.012436747551,3351.727771408856,3353.01913818717,right,1,0.31622612476348877,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,6,0,24,0,,,,,,,,,3352.999053373933,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.002512313425540924,0.48857878148555756,,3355.5013364180923,test,2,,,,,,,,,,3353.01913818717,3353.514714308083,3353.514714308083,3353.5310931652784,3353.66474699229,3354.515199624002,3354.1653207987547,3355.520710028708,left,1,0.4009256735444069,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,6,1,25,1,,,,,,,,,3355.5017837807536,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0017509236931800842,0.48941413313150406,,3358.003999620676,test,2,,,,,,,,,,3355.520710028708,3356.0174995064735,3356.0174995064735,3356.0340366885066,3356.1673153862357,3357.017661191523,3356.668194666505,3358.022857144475,right,1,0.38725994527339935,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,6,2,26,0,,,,,,,,,3358.0044381693006,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0012241154909133911,0.4897923320531845,,3360.506750807166,test,2,,,,,,,,,,3358.022857144475,3358.519914634526,3358.519914634526,3358.536577105522,3358.67026823014,3359.520646803081,3359.1692200750113,3360.5260601490736,right,1,0.2959551438689232,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,6,3,27,3,,,,,,,,,3360.5071768835187,stop,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.0018061995506286621,0.4896213859319687,0.6403356641530991,3363.0098952353,test,2,,,,,,,,,,3360.5260601490736,3361.022790469229,3361.022790469229,3361.039612285793,3361.17306791991,3362.023188613355,3361.673548594117,3363.028776407242,left,1,0.3812591880559921,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,7,0,28,2,,,,,,,,,3363.0103344991803,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.0014400333166122437,0.4894411191344261,,3365.512653566897,test,2,,,,,,,,,,3363.028776407242,3363.5255601480603,3363.5255601480603,3363.542481034994,3363.6255348697305,3364.5259498357773,3364.1261083483696,3365.531614907086,left,1,0.375612273812294,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,7,1,29,1,,,,,,,,,3365.513102583587,stop,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.0014110654592514038,0.48910052329301834,0.5893034934997559,3368.0136539936066,test,2,,,,,,,,,,3365.531614907086,3366.0283877030015,3366.0283877030015,3366.044745542109,3366.1287856325507,3367.0292771086097,3366.628851071,3368.030236199498,None,0,,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,7,2,30,3,,,,,,,,,3368.014086395502,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.0012078285217285156,0.49136485904455185,,3370.517999753356,test,2,,,,,,,,,,3368.030236199498,3368.530973099172,3368.530973099172,3368.530973099172,3368.681084573269,3369.531364738941,3369.1816061362624,3370.54259480536,left,1,0.45548687875270844,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,7,3,31,3,,,,,,,,,3370.51843868196,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.007605738937854767,0.4892576262354851,,3373.020458802581,test,2,,,,,,,,,,3370.54259480536,3371.0338553488255,3371.0338553488255,3371.0504664182663,3371.1838386952877,3372.034499011934,3371.6843988075852,3373.039729990065,right,1,0.3509174585342407,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,8,0,32,3,,,,,,,,,3373.020910695195,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0011781156063079834,0.4898834824562073,,3375.523711286485,test,2,,,,,,,,,,3373.039729990065,3373.536435313523,3373.536435313523,3373.5531148687005,3373.6867302432656,3374.5372382849455,3374.202464208007,3375.542509429157,right,1,0.314541794359684,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,8,1,33,3,,,,,,,,,3375.5241393372416,stop,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0014375150203704834,0.48920799791812897,0.6397395730018616,3378.0260869935155,test,2,,,,,,,,,,3375.542509429157,3376.039219774306,3376.039219774306,3376.0560668557882,3376.1894443780184,3377.040392227471,3376.6901152208447,3378.0448562428355,None,0,,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,8,2,34,0,,,,,,,,,3378.0265228897333,stop,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.0012809261679649353,0.4899149686098099,0.6902123764157295,3380.52891407907,test,2,,,,,,,,,,3378.0448562428355,3378.542297527194,3378.542297527194,3378.558646336198,3378.742270104587,3379.5433586761355,3379.2428221553564,3380.5480699911714,None,0,,0.25,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,8,3,35,2,,,,,,,,,3380.529346637428,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.001725703477859497,0.4898296594619751,,3383.0318206474185,test,2,,,,,,,,,,3380.5480699911714,3381.044830583036,3381.044830583036,3381.0618830621243,3381.2954481989145,3382.0456336811185,3381.794426523149,3383.0514893382788,left,1,0.2954537644982338,0.25,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,9,0,36,0,,,,,,,,,3383.0322625935078,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.0018119961023330688,0.48916591703891754,0.7392278015613556,3385.534492522478,test,2,,,,,,,,,,3383.0514893382788,3383.5476738139987,3383.5476738139987,3383.5646370500326,3383.7976453751326,3384.5488118231297,3384.2971661761403,3385.5542833581567,left,0,0.371654748916626,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,9,1,37,3,,,,,,,,,3385.5349165052176,stop,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.0018496885895729065,0.48943303525447845,0.6896213069558144,3388.037196584046,test,2,,,,,,,,,,3385.5542833581567,3386.0502891391516,3386.0502891391516,3386.06702837348,3386.2504142299294,3387.051434494555,3386.7512176036835,3388.0560236126184,None,0,,0.25,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,9,2,38,2,,,,,,,,,3388.0376416817307,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.001310989260673523,0.48965536803007126,,3390.5398606732488,test,2,,,,,,,,,,3388.0560236126184,3388.553277514875,3388.553277514875,3388.569683805108,3388.803905233741,3389.5535560697317,3389.319179534912,3390.559122264385,left,1,0.3840099051594734,0.25,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,9,3,39,1,,,,,,,,,3390.5402958467603,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.001364491879940033,0.48982207477092743,,3393.0426945239305,test,2,,,,,,,,,,3390.559122264385,3391.0560065954924,3391.0560065954924,3391.072619833052,3391.3062623664737,3392.056658476591,3391.8220017924905,3393.0618045181036,right,0,0.3555060923099518,0.25,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,10,0,40,1,,,,,,,,,3393.0431402996182,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.0016583427786827087,0.49009572714567184,0.7399180233478546,3395.5454594790936,test,2,,,,,,,,,,3393.0618045181036,3393.55897141248,3393.55897141248,3393.5753621309996,3393.8090899586678,3394.5597967505455,3394.3096517696977,3395.565061159432,None,0,,0.3,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,10,1,41,0,,,,,,,,,3395.5459000617266,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0019398331642150879,0.4900229424238205,,3398.048042818904,test,2,,,,,,,,,,3395.565061159432,3396.0617101192474,3396.0617101192474,3396.080056719482,3396.3617941886187,3397.0619766935706,3396.8775230273604,3398.0670267939568,left,1,0.4558669626712799,0.3,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,10,2,42,2,,,,,,,,,3398.048470914364,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0013505294919013977,0.489911288022995,,3400.5510882511735,test,2,,,,,,,,,,3398.0670267939568,3398.5640316307545,3398.5640316307545,3398.581009835005,3398.86447288841,3399.5638171955943,3399.364862680435,3400.5696346610785,left,1,0.5326773673295975,0.3,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,10,3,43,1,,,,,,,,,3400.551529236138,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0014393404126167297,0.4895217940211296,0.7902624979615211,3403.0536580830812,test,2,,,,,,,,,,3400.5696346610785,3401.0667176768184,3401.0667176768184,3401.0835583135486,3401.3671792969108,3402.066521368921,3401.8677495494485,3403.072791852057,left,1,0.4898376241326332,0.25,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,11,0,44,2,,,,,,,,,3403.0540962591767,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.0017270147800445557,0.48968596011400223,,3405.556656487286,test,2,,,,,,,,,,3403.072791852057,3403.569581620395,3403.569581620395,3403.5861810073256,3403.81984937191,3404.569488622248,3404.3190894946456,3405.5758227184415,right,1,0.44478724151849747,0.25,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,11,1,45,0,,,,,,,,,3405.5571045577526,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.0014318227767944336,0.48933015763759613,,3408.0589709728956,test,2,,,,,,,,,,3405.5758227184415,3406.072466313839,3406.072466313839,3406.089063324034,3406.3226689621806,3407.072652220726,3406.838355176151,3408.07777787745,right,1,0.40157686173915863,0.25,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,11,2,46,2,,,,,,,,,3408.0594095662236,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.0011793896555900574,0.48987315595149994,,3410.5621087625623,test,2,,,,,,,,,,3408.07777787745,3408.575162999332,3408.575162999332,3408.591828994453,3408.8253364264965,3409.576028883457,3409.324579976499,3410.580892801285,right,1,0.37214888632297516,0.25,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,11,3,47,1,,,,,,,,,3410.562542013824,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.0013200119137763977,0.4895513579249382,,3413.0650479644537,test,2,,,,,,,,,,3410.580892801285,3411.0779979899526,3411.0779979899526,3411.0946079418063,3411.3283908367157,3412.0785759463906,3411.844155050814,3413.0805227980018,right,1,0.3219529613852501,0.25,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3413.0805227980018,3413.0805227980018,return,18.283936746418476,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}]",,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,0,0,0,1,,,,,,,,,3431.382335178554,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.0012879446148872375,0.49269360303878784,,3433.887850061059,test,3,,,,,,,,,,3431.4012255966663,3431.9009591415524,3431.9009591415524,3431.9009591415524,3432.151175118983,3432.9024999961257,3432.6518979519606,3433.9068994894624,right,1,0.46275947988033295,0.25,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,3433.8883924111724,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.0013984814286231995,0.48926955461502075,0.739379271864891,3436.390661485493,test,3,,,,,,,,,,3433.9068994894624,3434.403587035835,3434.403587035835,3434.420251324773,3434.6539350897074,3435.4040893241763,3435.169653914869,3436.409154765308,right,1,0.40464186668395996,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,0,2,2,3,,,,,,,,,3436.391092568636,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.0012934133410453796,0.4894816651940346,,3438.893271714449,test,3,,,,,,,,,,3436.409154765308,3436.9064277261496,3436.9064277261496,3436.9229943603277,3437.106544598937,3437.907079204917,3437.60715392977,3438.9117701649666,right,1,0.48839233815670013,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
