corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text.stopped,rules_2.stopped,goResp.rt,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,goStim_test.stopped,stopSignal_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,,,,,,,,,0,0,0,0,3,1,13,3,,,,,,,,,3182.7275274321437,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.001341119408607483,0.4897064194083214,,3185.230051495135,test,1,,,,,,,,,,3182.7460706457496,3183.243347004056,3183.243347004056,3183.2600616961718,3183.543640717864,3184.2438177615404,3184.0434821397066,3185.24907515198,left,1,0.3177759125828743,0.3,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,3,2,14,3,,,,,,,,,3185.2304876223207,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0014056041836738586,0.4896012842655182,,3187.7326963096857,test,1,,,,,,,,,,3185.24907515198,3185.746142961085,3185.746142961085,3185.7629861831665,3186.0466745123267,3186.746729403734,3186.5462513938546,3187.7540126517415,left,1,0.2840263545513153,0.3,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,3,3,15,2,,,,,,,,,3187.7331375405192,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.004251293838024139,0.48971088230609894,,3190.235722079873,test,1,,,,,,,,,,3187.7540126517415,3188.248964637518,3188.248964637518,3188.2656265571713,3188.5491306185722,3189.250277273357,3189.0488690063357,3190.2545356452465,right,1,0.26797737181186676,0.3,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,4,0,16,1,,,,,,,,,3190.2361584082246,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.001334957778453827,0.48934242129325867,,3192.7382754832506,test,1,,,,,,,,,,3190.2545356452465,3190.7513853907585,3190.7513853907585,3190.768308021128,3191.052247956395,3191.7526628673077,3191.551841929555,3192.757269769907,right,1,0.2777930796146393,0.3,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,4,1,17,1,,,,,,,,,3192.7387288808823,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0013200566172599792,0.4896252006292343,0.790134496986866,3195.2409884929657,test,1,,,,,,,,,,3192.757269769907,3193.254350826144,3193.254350826144,3193.271048605442,3193.5547928139567,3194.2550951316953,3194.071239888668,3195.2608581334352,right,1,0.3552390858530998,0.25,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,4,2,18,0,,,,,,,,,3195.2414588704705,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.0020190030336380005,0.4899400472640991,,3197.7442224249244,test,1,,,,,,,,,,3195.2608581334352,3195.7570680379868,3195.7570680379868,3195.7740309387445,3196.0074698254466,3196.757913954556,3196.507017940283,3197.7646213024855,right,0,0.3569273501634598,0.25,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,4,3,19,0,,,,,,,,,3197.7446862906218,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.0024599581956863403,0.4886658042669296,0.7389335334300995,3200.2465052753687,test,1,,,,,,,,,,3197.7646213024855,3198.2600002214313,3198.2600002214313,3198.276522472501,3198.5103099271655,3199.2607411295176,3199.0095076560974,3200.265177808702,right,1,0.33478056639432907,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,0,20,0,,,,,,,,,3200.2469391822815,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.0011834725737571716,0.4897736683487892,,3202.749412111938,test,1,,,,,,,,,,3200.265177808702,3200.762640684843,3200.762640684843,3200.779775440693,3200.96303114295,3201.7636831626296,3201.479106731713,3202.7690903693438,right,1,0.35167840123176575,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,5,1,21,2,,,,,,,,,3202.7498584091663,stop,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.0019930824637413025,0.489733025431633,0.6900919824838638,3205.2523642107844,test,1,,,,,,,,,,3202.7690903693438,3203.2655619308352,3203.2655619308352,3203.2820525094867,3203.4655779749155,3204.266841173172,3203.9656012654305,3205.27196469903,left,1,0.2553619295358658,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,2,22,0,,,,,,,,,3205.2528093382716,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.002225145697593689,0.4895119220018387,,3207.7547644227743,test,1,,,,,,,,,,3205.27196469903,3205.7683498188853,3205.7683498188853,3205.7848449721932,3205.9183062016964,3206.769244529307,3206.4179186224937,3207.7743974775076,right,1,0.28949185460805893,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,5,3,23,1,,,,,,,,,3207.75521838665,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.0017853081226348877,0.4897938072681427,,3210.257388867438,test,1,,,,,,,,,,3207.7743974775076,3208.2712105587125,3208.2712105587125,3208.2878653630614,3208.4209531098604,3209.2722265794873,3208.920270167291,3210.276706017554,left,1,0.2581822946667671,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,6,0,24,0,,,,,,,,,3210.2578356340528,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0016604512929916382,0.48997627198696136,,3212.760301411152,test,1,,,,,,,,,,3210.276706017554,3210.773686312139,3210.773686312139,3210.790556281805,3210.9237827062607,3211.774648234248,3211.4231098666787,3212.778909638524,left,0,0.24465637654066086,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,6,1,25,1,,,,,,,,,3212.760743908584,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0011814981698989868,0.48974574357271194,,3215.2636070922017,test,1,,,,,,,,,,3212.778909638524,3213.2763684540987,3213.2763684540987,3213.2930183038116,3213.4268627613783,3214.276973590255,3213.9257312119007,3215.2831280753016,right,1,0.33095264434814453,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,6,2,26,3,,,,,,,,,3215.264076255262,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.0026558786630630493,0.4893573075532913,,3217.766119033098,test,1,,,,,,,,,,3215.2831280753016,3215.779156267643,3215.779156267643,3215.7960813120008,3215.9294045120478,3216.779721595347,3216.4452881515026,3217.78550516814,left,1,0.33467908203601837,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,6,3,27,2,,,,,,,,,3217.766589485109,stop,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0018010213971138,0.48960038274526596,0.6395151764154434,3220.268988132477,test,1,,,,,,,,,,3217.78550516814,3218.2820582315326,3218.2820582315326,3218.2986805438995,3218.432347781956,3219.282996430993,3218.9481022804976,3220.2883707880974,right,1,0.2830122262239456,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,7,0,28,1,,,,,,,,,3220.2694365531206,stop,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.0019262880086898804,0.48949548602104187,0.5896661952137947,3222.771595172584,test,1,,,,,,,,,,3220.2883707880974,3220.7847026884556,3220.7847026884556,3220.801540158689,3220.884984187782,3221.7855582386255,3221.385852739215,3222.790437541902,left,1,0.5408487543463707,0.05,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,1,29,0,,,,,,,,,3222.7720287293196,go,circleblack.png,left,0.05,,,,,,,,,,,,,,,0.0014004260301589966,0.4897267147898674,,3225.2743966653943,test,1,,,,,,,,,,3222.790437541902,3223.287460140884,3223.287460140884,3223.304170191288,3223.3374074548483,3224.2881870120764,3223.838024958968,3225.293522454798,left,1,0.3171522915363312,0.05,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,7,2,30,3,,,,,,,,,3225.274914473295,stop,squareblack.png,right,0.05,,,,,,,,,,,,,,,0.0017528310418128967,0.4896944686770439,0.5398444756865501,3227.7769304066896,test,1,,,,,,,,,,3225.293522454798,3225.790268190205,3225.790268190205,3225.80715855211,3225.840281806886,3226.791488170624,3226.3413238450885,3227.796203702688,None,0,,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,7,3,31,1,,,,,,,,,3227.7773789465427,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.0017172694206237793,0.4898865297436714,,3230.2797083482146,test,1,,,,,,,,,,3227.796203702688,3228.292956702411,3228.292956702411,3228.309827975929,3228.3931582421064,3229.2936504781246,3228.8937085047364,3230.2990067973733,left,1,0.3941528722643852,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,8,0,32,2,,,,,,,,,3230.2801562547684,go,squareblack.png,right,0.1,,,,,,,,,,,,,,,0.00174037367105484,0.48967295140028,,3232.7826425284147,test,1,,,,,,,,,,3230.2990067973733,3230.7958304435015,3230.7958304435015,3230.8125027120113,3230.896217174828,3231.797210454941,3231.411824785173,3232.8028843030334,right,1,0.267561636865139,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,8,1,33,3,,,,,,,,,3232.783085346222,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.002029307186603546,0.4894339069724083,,3235.285413324833,test,1,,,,,,,,,,3232.8028843030334,3233.298660889268,3233.298660889268,3233.315406396985,3233.3985180929303,3234.2989380285144,3233.899220854044,3235.3050673156977,left,1,0.3286638483405113,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,8,2,34,2,,,,,,,,,3235.285859540105,go,squareblack.png,right,0.1,,,,,,,,,,,,,,,0.0018447116017341614,0.4895266145467758,,3237.788002729416,test,1,,,,,,,,,,3235.3050673156977,3235.801252104342,3235.801252104342,3235.8182066082954,3235.901736304164,3236.802132219076,3236.417299799621,3237.807187616825,right,1,0.2923397496342659,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,8,3,35,3,,,,,,,,,3237.7884438857436,stop,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.0017626211047172546,0.48972122371196747,0.5898471921682358,3240.2910192981362,test,1,,,,,,,,,,3237.807187616825,3238.304375305772,3238.304375305772,3238.3208074346185,3238.404140137136,3239.3052750602365,3238.9032901227474,3240.3099452257156,left,1,0.2652595192193985,0.05,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,9,0,36,1,,,,,,,,,3240.291449069977,stop,circleblack.png,left,0.05,,,,,,,,,,,,,,,0.001400589942932129,0.48974915593862534,0.5399042591452599,3242.793858267367,test,1,,,,,,,,,,3240.3099452257156,3240.8070882856846,3240.8070882856846,3240.8238632827997,3240.8568223789334,3241.8078359141946,3241.357467249036,3242.813229635358,None,0,,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,9,1,37,3,,,,,,,,,3242.7943100109696,stop,squareblack.png,right,0.1,,,,,,,,,,,,,,,0.0018282011151313782,0.4894440919160843,0.5894113704562187,3245.296595402062,test,1,,,,,,,,,,3242.813229635358,3243.3094821944833,3243.3094821944833,3243.3262918516994,3243.409783311188,3244.3106753006577,3243.9103043451905,3245.3153645917773,None,0,,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,9,2,38,1,,,,,,,,,3245.297032378614,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.001274608075618744,0.4899490028619766,,3247.7989177256823,test,1,,,,,,,,,,3245.3153645917773,3245.812200754881,3245.812200754881,3245.8293853476644,3245.962652556598,3246.8126717954874,3246.4615688100457,3247.817646227777,left,0,0.3432164788246155,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,9,3,39,0,,,,,,,,,3247.799363911152,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0011970996856689453,0.48993246257305145,,3250.301633179188,test,1,,,,,,,,,,3247.817646227777,3248.3152666538954,3248.3152666538954,3248.331699922681,3248.465129457414,3249.3159970268607,3248.964385956526,3250.3194246068597,right,1,0.3383394628763199,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,10,0,40,2,,,,,,,,,3250.302071325481,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0011934265494346619,0.48991411179304123,,3252.8044649660587,test,1,,,,,,,,,,3250.3194246068597,3250.8177351877093,3250.8177351877093,3250.8345834463835,3250.9679399356246,3251.8182290121913,3251.467118561268,3252.8237733989954,right,1,0.30437538772821426,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,10,1,41,1,,,,,,,,,3252.8048937544227,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.001339741051197052,0.4892192482948303,,3255.307229243219,test,1,,,,,,,,,,3252.8237733989954,3253.3204773664474,3253.3204773664474,3253.3374743908644,3253.4707822203636,3254.3218220993876,3253.986937955022,3255.3326652273536,right,1,0.2735451012849808,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,10,2,42,1,,,,,,,,,3255.307670414448,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.0090169757604599,0.4897916465997696,,3257.810583680868,test,1,,,,,,,,,,3255.3326652273536,3255.8236143663526,3255.8236143663526,3255.8402658626437,3255.973480001092,3256.8237421885133,3256.472707360983,3257.829417616129,left,1,0.34281277656555176,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,10,3,43,2,,,,,,,,,3257.8110331073403,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.0014733225107192993,0.48947764188051224,,3260.313142977655,test,1,,,,,,,,,,3257.829417616129,3258.3264340162277,3258.3264340162277,3258.343061722815,3258.4764075428247,3259.326476186514,3258.9921277463436,3260.3320126011968,right,0,0.32947519421577454,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,11,0,44,3,,,,,,,,,3260.313583649695,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.001368209719657898,0.48950545489788055,,3262.8155815675855,test,1,,,,,,,,,,3260.3320126011968,3260.828976497054,3260.828976497054,3260.8456857800484,3260.9791360497475,3261.829738639295,3261.4798238277435,3262.8345782384276,left,1,0.42791031301021576,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,11,1,45,3,,,,,,,,,3262.816011361778,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.001347757875919342,0.48998483270406723,,3265.3183485269547,test,1,,,,,,,,,,3262.8345782384276,3263.331727452576,3263.331727452576,3263.348654001951,3263.48207423836,3264.332775682211,3263.9820418059826,3265.3373755291104,left,1,0.36187339574098587,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,11,2,46,2,,,,,,,,,3265.3188518360257,stop,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.001371242105960846,0.4895322024822235,0.6396315172314644,3267.820971429348,test,1,,,,,,,,,,3265.3373755291104,3265.83436717093,3265.83436717093,3265.851466022432,3265.9846280142665,3266.834823541343,3266.5004719495773,3267.8454136773944,left,1,0.31783074885606766,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,0,0,0,0,11,3,47,1,,,,,,,,,3267.8214011266828,stop,squareblack.png,right,0.1,,,,,,,,,,,,,,,0.007625475525856018,0.4898194670677185,0.5904914066195488,3270.3238587751985,test,1,,,,,,,,,,3267.8454136773944,3268.3373821005225,3268.3373821005225,3268.353888615966,3268.437461644411,3269.338190987706,3268.9529792293906,3270.3501170128584,right,1,0.28256018459796906,0.05,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
,,,,,,,,,,0,0,0,0,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3270.3501170128584,3270.3501170128584,return,22.561583995819092,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,0,0,0,2,,,,,,,,,3292.9317418187857,go,squareblack.png,right,0.05,,,,,,,,,,,,,,,0.0018356889486312866,0.48980315774679184,,3295.435410641134,test,2,,,,,,,,,,3292.952121064067,3293.4487080797553,3293.4487080797553,3293.464966624975,3293.498277708888,3294.4499206095934,3293.9990765228868,3295.460120253265,left,0,0.42342089116573334,0.05,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,3295.4359624683857,stop,circleblack.png,left,0.05,,,,,,,,,,,,,,,0.007876873016357422,0.48923951387405396,0.5390472337603569,3297.937668643892,test,2,,,,,,,,,,3295.460120253265,3295.9508847743273,3295.9508847743273,3295.9675294682384,3296.001255132258,3296.9522325471044,3296.501580886543,3297.956645183265,None,0,,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,0,2,2,1,,,,,,,,,3297.938108675182,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.001348346471786499,0.49007707089185715,,3300.4407091364264,test,2,,,,,,,,,,3297.956645183265,3298.4537681937218,3298.4537681937218,3298.47029633075,3298.5539504513144,3299.4546310976148,3299.0545701235533,3300.465186305344,left,1,0.34458696842193604,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,3300.4411491900682,stop,squareblack.png,right,0.1,,,,,,,,,,,,,,,0.007545590400695801,0.48958010971546173,0.589509978890419,3302.9433725997806,test,2,,,,,,,,,,3300.465186305344,3300.9565627276897,3300.9565627276897,3300.9731568470597,3301.0566017329693,3301.957022726536,3301.5557490065694,3302.962862238288,right,1,0.3011362999677658,0.05,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,1,0,4,1,,,,,,,,,3302.9438019394875,stop,circleblack.png,left,0.05,,,,,,,,,,,,,,,0.0018290281295776367,0.489468589425087,0.5397447124123573,3305.446027994156,test,2,,,,,,,,,,3302.962862238288,3303.459393285215,3303.459393285215,3303.4759918376803,3303.509340234101,3304.460498943925,3304.009896442294,3305.4651953056455,None,0,,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,1,1,5,0,,,,,,,,,3305.4464574977756,go,squareblack.png,right,0.1,,,,,,,,,,,,,,,0.0016906782984733582,0.4897460788488388,,3307.9486992508173,test,2,,,,,,,,,,3305.4651953056455,3305.962073393166,3305.962073393166,3305.9791193157434,3306.0625364780426,3306.9625831991434,3306.562914252281,3307.9681622236967,right,1,0.3645114228129387,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,1,2,6,3,,,,,,,,,3307.949136532843,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.001824021339416504,0.48983389139175415,,3310.4514638110995,test,2,,,,,,,,,,3307.9681622236967,3308.4649319052696,3308.4649319052696,3308.4819698780775,3308.564735852182,3309.4656751081347,3309.065612114966,3310.4707153365016,left,1,0.525423988699913,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,1,0,1,0,1,3,7,3,,,,,,,,,3310.451902061701,go,squareblack.png,right,0.1,,,,,,,,,,,,,,,0.0016856938600540161,0.48980657011270523,,3312.9542272239923,test,2,,,,,,,,,,3310.4707153365016,3310.9676681160927,3310.9676681160927,3310.9841528087854,3311.0676644816995,3311.968217767775,3311.5681925937533,3312.9733881652355,right,1,0.3446631506085396,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
