Block,Phase,correctResponse,goStim,response,rt,ssd,trialType
1.0,practice,left,circleblack.png,,,0.35,go
1.0,practice,left,circleblack.png,,,0.35,go
1.0,practice,right,squareblack.png,,,0.35,go
1.0,practice,left,circleblack.png,,,0.35,go
1.0,practice,right,squareblack.png,left,0.3574443310499191,0.35,go
1.0,practice,right,squareblack.png,,,0.35,stop
1.0,practice,left,circleblack.png,left,0.3315304517745971,0.4,stop
1.0,practice,left,circleblack.png,left,0.6054547131061554,0.35,stop
1.0,practice,left,circleblack.png,left,0.4912208020687103,0.3,go
1.0,practice,right,squareblack.png,right,0.3077037110924721,0.3,go
1.0,practice,right,squareblack.png,right,0.3287651315331459,0.3,go
1.0,practice,right,squareblack.png,right,0.3518209755420685,0.3,stop
1.0,practice,right,squareblack.png,right,0.4107309281826019,0.25,go
1.0,practice,right,squareblack.png,right,0.3575173392891884,0.25,stop
1.0,practice,left,circleblack.png,left,0.3116890043020248,0.2,stop
1.0,practice,right,squareblack.png,,,0.15,stop
1.0,practice,left,circleblack.png,left,0.3388904631137848,0.2,go
1.0,practice,left,circleblack.png,left,0.3953669965267181,0.2,go
1.0,practice,left,circleblack.png,left,0.3811044320464134,0.2,go
1.0,practice,left,circleblack.png,left,0.396891787648201,0.2,go
1.0,practice,left,circleblack.png,,,0.2,stop
1.0,practice,right,squareblack.png,right,0.316994734108448,0.25,go
1.0,practice,right,squareblack.png,right,0.5952211692929268,0.25,go
1.0,practice,right,squareblack.png,right,0.3576033934950828,0.25,go
1.0,test,right,squareblack.png,left,0.4591802582144737,0.25,go
1.0,test,left,circleblack.png,left,0.401581160724163,0.25,go
1.0,test,left,circleblack.png,left,0.320485770702362,0.25,stop
1.0,test,left,circleblack.png,left,0.3661201000213623,0.2,go
1.0,test,left,circleblack.png,left,0.3605730384588241,0.2,stop
1.0,test,right,squareblack.png,right,0.2823843657970428,0.15,stop
1.0,test,right,squareblack.png,left,0.338826984167099,0.1,go
1.0,test,left,circleblack.png,left,0.3850375041365623,0.1,go
1.0,test,right,squareblack.png,right,0.4301738888025284,0.1,go
1.0,test,right,squareblack.png,,,0.1,stop
1.0,test,left,circleblack.png,left,0.4080421701073646,0.15,go
1.0,test,right,squareblack.png,right,0.3343259766697883,0.15,go
1.0,test,left,circleblack.png,left,0.3361098989844322,0.15,go
1.0,test,right,squareblack.png,right,0.3431826755404472,0.15,go
1.0,test,left,circleblack.png,,,0.15,stop
1.0,test,left,circleblack.png,left,0.3080566376447677,0.2,go
1.0,test,right,squareblack.png,right,0.2847258746623993,0.2,stop
1.0,test,left,circleblack.png,,,0.15,stop
1.0,test,right,squareblack.png,right,0.287297248840332,0.2,go
1.0,test,left,circleblack.png,left,0.3104922622442245,0.2,go
1.0,test,right,squareblack.png,right,0.2645226567983627,0.2,stop
1.0,test,right,squareblack.png,right,0.3803725764155388,0.15,go
1.0,test,right,squareblack.png,right,0.3197232410311699,0.15,go
1.0,test,left,circleblack.png,left,0.4890015199780464,0.15,go
1.0,test,left,circleblack.png,left,0.3449456691741943,0.15,go
1.0,test,right,squareblack.png,,,0.15,stop
1.0,test,right,squareblack.png,right,0.3231428787112236,0.2,go
1.0,test,left,circleblack.png,right,0.3365576043725014,0.2,go
1.0,test,right,squareblack.png,right,0.3720639571547508,0.2,go
1.0,test,left,circleblack.png,,,0.2,stop
1.0,test,right,squareblack.png,right,0.4623764902353287,0.25,go
1.0,test,right,squareblack.png,right,0.3280902579426765,0.25,go
1.0,test,left,circleblack.png,left,0.2884859666228294,0.25,stop
1.0,test,left,circleblack.png,left,0.3841485753655433,0.2,go
1.0,test,left,circleblack.png,left,0.3298791572451591,0.2,go
1.0,test,right,squareblack.png,left,0.3612870350480079,0.2,stop
1.0,test,left,circleblack.png,left,0.4304182752966881,0.15,go
1.0,test,left,circleblack.png,,,0.15,stop
1.0,test,right,squareblack.png,right,0.3170948475599289,0.2,go
1.0,test,right,squareblack.png,right,0.3196334466338157,0.2,stop
1.0,test,right,squareblack.png,right,0.3864554837346077,0.15,go
1.0,test,left,circleblack.png,left,0.3573663234710693,0.15,go
1.0,test,right,squareblack.png,right,0.3272075653076172,0.15,go
1.0,test,left,circleblack.png,left,0.4117558300495147,0.15,go
1.0,test,right,squareblack.png,right,0.2838418409228325,0.15,stop
1.0,test,left,circleblack.png,left,0.4261151701211929,0.1,go
1.0,test,right,squareblack.png,right,0.460397332906723,0.1,go
1.0,test,left,circleblack.png,,,0.1,stop
2.0,test,right,squareblack.png,right,0.389909915626049,0.15,go
2.0,test,right,squareblack.png,right,0.421903520822525,0.15,stop
2.0,test,left,circleblack.png,left,0.3315956220030784,0.1,go
2.0,test,right,squareblack.png,right,0.4469736665487289,0.1,stop
2.0,test,right,squareblack.png,right,0.3721231669187546,0.05,go
2.0,test,left,circleblack.png,left,0.2752390503883362,0.05,go
2.0,test,left,circleblack.png,left,0.4099131301045418,0.05,go
2.0,test,left,circleblack.png,,,0.05,stop
2.0,test,right,squareblack.png,right,0.3161887153983116,0.1,go
2.0,test,left,circleblack.png,left,0.345931202173233,0.1,go
2.0,test,left,circleblack.png,,,0.1,stop
2.0,test,right,squareblack.png,right,0.4249269217252731,0.15,go
2.0,test,right,squareblack.png,right,0.3291323706507683,0.15,stop
2.0,test,left,circleblack.png,left,0.3375742062926292,0.1,go
2.0,test,right,squareblack.png,right,0.2930882051587105,0.1,go
2.0,test,left,circleblack.png,left,0.3637027740478515,0.1,go
2.0,test,left,circleblack.png,,,0.1,stop
2.0,test,right,squareblack.png,right,0.2968562766909599,0.15,go
2.0,test,right,squareblack.png,right,0.3900684043765068,0.15,go
2.0,test,right,squareblack.png,right,0.3899480625987053,0.15,go
2.0,test,left,circleblack.png,left,0.3615171611309051,0.15,go
2.0,test,left,circleblack.png,,,0.15,stop
2.0,test,left,circleblack.png,left,0.4090532138943672,0.2,go
2.0,test,right,squareblack.png,right,0.3570291325449943,0.2,stop
2.0,test,right,squareblack.png,right,0.3211540281772613,0.15,go
2.0,test,left,circleblack.png,,,0.15,stop
2.0,test,right,squareblack.png,right,0.4034328460693359,0.2,go
2.0,test,left,circleblack.png,left,0.3360899165272712,0.2,go
2.0,test,right,squareblack.png,right,0.351353608071804,0.2,stop
2.0,test,right,squareblack.png,right,0.3330364748835563,0.15,go
2.0,test,left,circleblack.png,left,0.3780899420380592,0.15,go
