corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,goResp.rt,text.stopped,rules_2.stopped,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}]","[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",1518.8041626662016,1518.8041626662016,return,10.858610145747662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s036,001,2024-09-24_13h02.33.071,simplestop_skeleton,2022.2.2,59.936756764601796,
$currentCorrectResponse,$currentGoStim,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1529.7041796073318,1529.7041796073318,1585.081357076764,go,squareblack.png,right,0.35,1585.104488067329,1585.104488067329,1585.6028595641255,1585.6028595641255,1585.6159408316016,1585.9498054608703,1586.4501228183508,1586.6169208735228,1587.6206316128373,1587.6206316128373,None,0,1587.6206316128373,1587.6206316128373,0.002915620803833008,0.4912746697664261,0.8417944982647896,1588.1030542775989,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s036,001,2024-09-24_13h02.33.071,simplestop_skeleton,2022.2.2,59.936756764601796,
None,None,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,1588.1035859510303,go,squareblack.png,right,0.35,1588.122430883348,1588.122430883348,1588.6191883161664,1588.6191883161664,1588.635805927217,1588.9697109684348,1589.4688140749931,1589.6191645562649,1590.6199141815305,1590.6367333754897,right,1,1590.6367333754897,1590.6367333754897,0.0011705830693244934,0.48959892988204956,0.8405973613262177,1591.1218873783946,practice,1,0.24105964601039886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s036,001,2024-09-24_13h02.33.071,simplestop_skeleton,2022.2.2,59.936756764601796,
None,None,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,1591.1223202124238,stop,squareblack.png,right,0.35,1591.1395636200905,1591.1395636200905,1591.6396283954382,1591.6396283954382,1591.6396283954382,1591.9882399886847,1592.4885913357139,1592.6387721523643,1593.6411258652806,1593.6411258652806,right,1,1593.6411258652806,1593.6411258652806,0.00121210515499115,0.49134862422943115,0.8398576229810715,1594.1250910013914,practice,1,0.4283495172858238,1594.1437091231346,1594.1437091231346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s036,001,2024-09-24_13h02.33.071,simplestop_skeleton,2022.2.2,59.936756764601796,
None,None,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,1594.1255353838205,go,squareblack.png,right,0.3,1594.1437091231346,1594.1437091231346,1594.6410744190216,1594.6410744190216,1594.6576614305377,1594.9412577673793,1595.4418224692345,1595.6421366631985,1596.6435433328152,1596.6435433328152,right,1,1596.6435433328152,1596.6435433328152,0.0013384446501731873,0.4891951084136963,0.7893799021840096,1597.128145210445,practice,1,0.5792009830474854,1597.1468510776758,1597.1468510776758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s036,001,2024-09-24_13h02.33.071,simplestop_skeleton,2022.2.2,59.936756764601796,
None,None,0,0,0,0,1,0,4,3,,,,,,,,,,,,,,,,,1597.1285742670298,go,circleblack.png,left,0.3,1597.1468510776758,1597.1468510776758,1597.644902035594,1597.644902035594,1597.661342896521,1597.9458953738213,1598.4453761726618,1598.64576138556,1599.6464840993285,1599.6464840993285,None,0,1599.6464840993285,1599.6464840993285,0.002494342625141144,0.48999784141778946,0.7912810817360878,1600.1322645694017,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s036,001,2024-09-24_13h02.33.071,simplestop_skeleton,2022.2.2,59.936756764601796,
None,None,0,0,0,0,1,1,5,3,,,,,,,,,,,,,,,,,1600.1328111439943,stop,circleblack.png,left,0.3,1600.1530194208026,1600.1530194208026,1600.6478789150715,1600.6478789150715,1600.6645880043507,1600.9483102858067,1601.4486522600055,1601.6487668901682,1602.6518383175135,1602.6667093336582,None,0,1602.6667093336582,1602.6667093336582,0.0022380277514457703,0.48755480349063873,0.7879989221692085,1603.1517715007067,practice,1,,1603.170515857637,1603.170515857637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s036,001,2024-09-24_13h02.33.071,simplestop_skeleton,2022.2.2,59.936756764601796,
$currentCorrectResponse,$currentGoStim,0,0,0,0,1,2,6,0,,,,,,,,,,,,,,,,,1603.152205735445,go,circleblack.png,left,0.35,1603.170515857637,1603.170515857637,1603.6675997376442,1603.6675997376442,1603.6843709871173,1604.0180417448282,1604.5188780650496,1604.6689077466726,1605.6699132993817,1605.6699132993817,left,1,1605.6699132993817,1605.6699132993817,0.001327410340309143,0.48901861160993576,0.839568056166172,1606.154739536345,practice,1,0.36458514630794525,1606.1722866892815,1606.1722866892815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s036,001,2024-09-24_13h02.33.071,simplestop_skeleton,2022.2.2,59.936756764601796,
$currentCorrectResponse,$currentGoStim,0,0,0,0,1,3,7,0,,,,,,,,,,,,,,,,,1606.1551953330636,go,circleblack.png,left,0.35,1606.1722866892815,1606.1722866892815,1606.6709949597716,1606.6709949597716,1606.6877102851868,1607.02147346735,1607.521965250373,1607.6720100268722,1608.6740865409374,1608.6740865409374,left,1,1608.6740865409374,1608.6740865409374,0.001233026385307312,0.48975931107997894,0.8402410298585892,1609.158276617527,practice,1,0.3711227923631668,1609.1766812875867,1609.1766812875867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s036,001,2024-09-24_13h02.33.071,simplestop_skeleton,2022.2.2,59.936756764601796,
$currentCorrectResponse,$currentGoStim,0,0,0,0,2,0,8,0,,,,,,,,,,,,,,,,,1609.1587413027883,stop,circleblack.png,left,0.35,1609.1766812875867,1609.1766812875867,1609.6743001192808,1609.6743001192808,1609.6743001192808,1610.024643652141,1610.5254579260945,1610.6754463613033,1611.6764855086803,1611.6764855086803,left,1,1611.6764855086803,1611.6764855086803,0.0013501718640327454,0.49446938186883926,0.8396657481789589,1612.1612329035997,practice,1,0.4888662025332451,1612.178547129035,1612.178547129035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s036,001,2024-09-24_13h02.33.071,simplestop_skeleton,2022.2.2,59.936756764601796,
