corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text.stopped,rules_2.stopped,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,EndingSSD,goResp_test.rt,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,,,,,,,,,1,0,1,0,11,3,47,1,,,,,,,,,682.7400879226625,stop,circleblack.png,left,0.1,,,,,,,,,,,,,,,,0.0018795542418956757,0.4895699881017208,0.5898408330976963,685.2423481792212,test,2,,,,,,,,,682.759048294276,683.2558709532022,683.2558709532022,683.2723438180983,683.3557368516922,683.8563490062952,684.2568263486028,685.2613615132868,None,0,0.15,,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.2613615132868,685.2613615132868,return,7.2888989225029945,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}]",,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,692.5846782140434,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0023741498589515686,0.487305223941803,,695.0868612639606,test,3,,,,,,,,,692.6066992804408,693.0985410660505,693.0985410660505,693.1152071394026,693.2493002563715,693.7491665706038,694.1011882461607,695.1059694290161,right,1,0.15,0.48738185316324234,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,0,1,1,3,,,,,,,,,695.087429985404,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0014530420303344727,0.48934077098965645,,697.5888720713556,test,3,,,,,,,,,695.1059694290161,695.6029008291662,695.6029008291662,695.6194894164801,695.7533646896482,696.253868944943,696.6024874150753,697.6058892086148,right,1,0.15,0.3886936642229557,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,0,2,2,1,,,,,,,,,697.5893134213984,stop,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0011960044503211975,0.490354485809803,0.6406989134848118,700.0923301652074,test,3,,,,,,,,,697.6058892086148,698.1057754345238,698.1057754345238,698.1057754345238,698.2557221204042,698.7547856904566,699.1052669398487,700.1170142665505,right,1,0.1,0.38411011919379234,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,0,3,3,2,,,,,,,,,700.0927722752094,stop,circleblack.png,left,0.1,,,,,,,,,,,,,,,,0.0079612135887146,0.4895602986216545,0.5896058231592178,702.5951055660844,test,3,,,,,,,,,700.1170142665505,700.60859124735,700.60859124735,700.6248613595963,700.708306606859,701.2092956788838,701.6078410334885,702.6141277775168,left,1,0.05,0.38130732253193855,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,1,0,4,0,,,,,,,,,702.5955425649881,go,circleblack.png,left,0.05,,,,,,,,,,,,,,,,0.0014116503298282623,0.48953143134713173,,705.0978180766106,test,3,,,,,,,,,702.6141277775168,703.1110348515213,703.1110348515213,703.1275858879089,703.1608940437436,703.6618388406932,704.1105787269771,705.1164192669094,left,1,0.05,0.4053094647824764,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,1,1,5,0,,,,,,,,,705.0982545129955,go,circleblack.png,left,0.05,,,,,,,,,,,,,,,,0.0012943446636199951,0.48982425406575203,,707.6007977537811,test,3,,,,,,,,,705.1164192669094,705.6141428723931,705.6141428723931,705.6305715925992,705.6642164103687,706.1646440774202,706.6138239912689,707.6197899393737,left,1,0.05,0.3090936578810215,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,1,2,6,3,,,,,,,,,707.6012505553663,stop,circleblack.png,left,0.05,,,,,,,,,,,,,,,,0.0013366453349590302,0.48952019959688187,0.5394982509315014,710.1033839695156,test,3,,,,,,,,,707.6197899393737,708.1167047284544,708.1167047284544,708.1335709616542,708.1667776629329,708.6670942790806,709.1178306825459,710.1263487264514,None,0,0.1,,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,1,3,7,1,,,,,,,,,710.1039145998657,go,squareblack.png,right,0.1,,,,,,,,,,,,,,,,0.007015854120254517,0.4873395077884197,,712.6066881678998,test,3,,,,,,,,,710.1263487264514,710.6177930310369,710.6177930310369,710.634481869638,710.7182674072683,711.2185383103788,711.6191311143339,712.630235273391,right,1,0.1,0.40038664638996124,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,2,0,8,0,,,,,,,,,712.6075057052076,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,,0.0021534375846385956,0.4845820963382721,,715.108635481447,test,3,,,,,,,,,712.630235273391,713.1214116513729,713.1214116513729,713.1386855989695,713.2220805175602,713.7230062931776,714.1216580085456,715.128020811826,left,1,0.1,0.393550768494606,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,2,1,9,1,,,,,,,,,715.1090704724193,stop,squareblack.png,right,0.1,,,,,,,,,,,,,,,,0.0017370209097862244,0.48963305354118347,0.5900312438607216,717.6115140803158,test,3,,,,,,,,,715.128020811826,715.6248236820102,715.6248236820102,715.6415051333606,715.7249255925417,716.2259013354778,716.6245360337198,717.6303749121726,right,1,0.05,0.41780152916908264,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,2,2,10,3,,,,,,,,,717.6119609549642,go,squareblack.png,right,0.05,,,,,,,,,,,,,,,,0.0012971311807632446,0.48952632024884224,,720.1159966886044,test,3,,,,,,,,,717.6303749121726,718.1274017728865,718.1274017728865,718.1441228911281,718.1777528338134,718.6782371476293,719.1277343779802,720.1354455128312,right,1,0.05,0.28959084302186966,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,2,3,11,0,,,,,,,,,720.1164390295744,go,circleblack.png,left,0.05,,,,,,,,,,,,,,,,0.002316828817129135,0.48781317472457886,,722.6186339482665,test,3,,,,,,,,,720.1354455128312,720.6303416565061,720.6303416565061,720.6473973058164,720.6802964732051,721.1813578978181,721.6299580559134,722.6418743766844,left,1,0.05,0.3568107523024082,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,3,0,12,3,,,,,,,,,722.6194258593023,go,squareblack.png,right,0.05,,,,,,,,,,,,,,,,0.001799747347831726,0.4841763600707054,,725.1199703477323,test,3,,,,,,,,,722.6418743766844,723.1330290921032,723.1330290921032,723.15003721416,723.1831499710679,723.684043277055,724.1328003443778,725.13929727301,left,0,0.05,0.38204803317785263,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,3,1,13,2,,,,,,,,,725.1204123832285,stop,circleblack.png,left,0.05,,,,,,,,,,,,,,,,0.00186225026845932,0.4894571676850319,0.5396937839686871,727.6211421266198,test,3,,,,,,,,,725.13929727301,725.6358402073383,725.6358402073383,725.6526807360351,725.6860279813409,726.1865089461207,726.63706414029,727.638271484524,None,0,0.1,,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,3,2,14,3,,,,,,,,,727.6216011196375,stop,squareblack.png,right,0.1,,,,,,,,,,,,,,,,0.0016259774565696716,0.489703431725502,0.5899130292236805,730.1256555207074,test,3,,,,,,,,,727.638271484524,728.1371840238571,728.1371840238571,728.1539767496288,728.2372800223529,728.7377680614591,729.1383649744093,730.1450591273606,right,1,0.05,0.3010640852153301,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,3,3,15,2,,,,,,,,,730.1260907314718,stop,squareblack.png,right,0.05,,,,,,,,,,,,,,,,0.0018458925187587738,0.4887334518134594,0.53897750005126,732.628107894212,test,3,,,,,,,,,730.1450591273606,730.6414797827601,730.6414797827601,730.6580538749695,730.6913425214589,731.1919366419315,731.642751250416,732.6475390419364,None,0,0.1,,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,4,0,16,1,,,,,,,,,732.6285468824208,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,,0.0018420442938804626,0.4896855391561985,,735.1313646286726,test,3,,,,,,,,,732.6475390419364,733.144096955657,733.144096955657,733.160951089114,733.2443577945232,733.7432872205973,734.1438803374767,735.1503583416343,left,1,0.1,0.3080293536186218,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,4,1,17,2,,,,,,,,,735.1318002194166,stop,circleblack.png,left,0.1,,,,,,,,,,,,,,,,0.001455165445804596,0.4893021993339062,0.5892722569406033,737.633687093854,test,3,,,,,,,,,735.1503583416343,735.6471236534417,735.6471236534417,735.663480963558,735.7468902096152,736.2478109076619,736.6480309069157,737.6527747735381,None,0,0.15,,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,4,2,18,1,,,,,,,,,737.6341249085963,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0017180293798446655,0.4896595627069473,,740.1364080309868,test,3,,,,,,,,,737.6527747735381,738.1499421261251,738.1499421261251,738.1663005314767,738.299945153296,738.7988797239959,739.149460606277,740.155586399138,right,1,0.15,0.2639564499258995,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,4,3,19,2,,,,,,,,,740.1368375383317,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,,0.0017433762550354004,0.48983900249004364,,742.638755004853,test,3,,,,,,,,,740.155586399138,740.6525029875338,740.6525029875338,740.6693307310343,740.8030892722309,741.3036413453519,741.65217160061,742.6560943610966,left,1,0.15,0.42283958941698074,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,5,0,20,3,,,,,,,,,742.6391922459006,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,,0.0012583397328853607,0.49012938141822815,,745.1419101320207,test,3,,,,,,,,,742.6560943610966,743.1552744731307,743.1552744731307,743.1552744731307,743.3051155507565,743.8063719682395,744.1547992937267,745.161065172404,left,1,0.15,0.39312396571040154,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,5,1,21,1,,,,,,,,,745.1424291878939,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0017705261707305908,0.4896404333412647,,747.6444403454661,test,3,,,,,,,,,745.161065172404,745.6579749062657,745.6579749062657,745.6744741760194,745.8083721250296,746.3092856779695,746.6575306653976,747.663362082094,right,1,0.15,0.42193109914660454,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,5,2,22,0,,,,,,,,,747.6448693759739,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0011824741959571838,0.48959482088685036,,750.1473063752055,test,3,,,,,,,,,747.663362082094,748.1608826518059,748.1608826518059,748.1772800274193,748.3108593076468,748.8097878843546,749.1605034396052,750.1668486110866,right,1,0.15,0.3344559222459793,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,5,3,23,1,,,,,,,,,750.1477483697236,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,,0.001949157565832138,0.4897671453654766,,752.6505683474243,test,3,,,,,,,,,750.1668486110866,750.663689147681,750.663689147681,750.6802709661424,750.8137928023934,751.3128975890577,751.6632365249097,752.6693974211812,left,1,0.15,0.3401707746088505,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,6,0,24,2,,,,,,,,,752.650997646153,stop,circleblack.png,left,0.15,,,,,,,,,,,,,,,,0.0013848766684532166,0.48931627720594406,0.6397121958434582,755.1529292874038,test,3,,,,,,,,,752.6693974211812,753.166182436049,753.166182436049,753.1828193254769,753.3163754343987,753.8171222135425,754.1672626398504,755.1722667254508,None,0,0.2,,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,6,1,25,2,,,,,,,,,755.1533928178251,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,,0.0015230849385261536,0.48963721096515656,,757.6556641533971,test,3,,,,,,,,,755.1722667254508,755.6691674515605,755.6691674515605,755.6858780421317,755.8692569844425,756.3683114759624,756.6689372770488,757.6744642406702,right,1,0.2,0.35015101730823517,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,6,2,26,3,,,,,,,,,757.6561035476625,stop,squareblack.png,right,0.2,,,,,,,,,,,,,,,,0.001299012452363968,0.48963459208607674,0.6901476942002773,760.1583034284413,test,3,,,,,,,,,757.6744642406702,758.17178549245,758.17178549245,758.1884287260473,758.3720649629831,758.8710990734398,759.1713539659977,760.1778208091855,right,1,0.15,0.38193441554903984,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,6,3,27,0,,,,,,,,,760.1587321422994,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,,0.0018393434584140778,0.4902375005185604,,762.660437155515,test,3,,,,,,,,,760.1778208091855,760.674900457263,760.674900457263,760.6913980990648,760.8248491100967,761.3257797844708,761.6746278591454,762.6807337142527,left,1,0.15,0.4346996918320656,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,7,0,28,1,,,,,,,,,762.6608831770718,stop,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0024901852011680603,0.4886103495955467,0.6393925622105598,765.1643007136881,test,3,,,,,,,,,762.6807337142527,763.1774745248258,763.1774745248258,763.1941255629063,763.3281538076699,763.8433889634907,764.1769549027085,765.1837242655456,right,1,0.1,0.43359819054603577,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,7,1,29,3,,,,,,,,,765.1647408381104,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,,0.001942310482263565,0.4893353171646595,,767.6846343353391,test,3,,,,,,,,,765.1837242655456,765.683967564255,765.683967564255,765.6968955732882,765.780108705163,766.2794175371528,766.6965076178312,767.7109973989427,left,1,0.1,0.30290401354432106,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,7,2,30,0,,,,,,,,,767.6854150444269,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,,0.0020982809364795685,0.4980615973472595,,770.2028717622161,test,3,,,,,,,,,767.7109973989427,768.2146956883371,768.2146956883371,768.2146956883371,768.3149443231523,768.8158129006624,769.2169786989689,770.2216837592423,left,1,0.1,0.35818667709827423,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,7,3,31,1,,,,,,,,,770.2033266350627,stop,circleblack.png,left,0.1,,,,,,,,,,,,,,,,0.0013590194284915924,0.48983410745859146,0.5898990482091904,772.7060098312795,test,3,,,,,,,,,770.2216837592423,770.7194436006248,770.7194436006248,770.7355995289981,770.8191275559366,771.3196888267994,771.7201076894999,772.7252789475024,None,0,0.15,,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,8,0,32,1,,,,,,,,,772.70645686239,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.001745373010635376,0.4896354265511036,,775.2087704539299,test,3,,,,,,,,,772.7252789475024,773.2217443548143,773.2217443548143,773.2384328246117,773.3721101693809,773.8710688054562,774.2217343598604,775.227623347193,right,1,0.15,0.32732225209474564,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,8,1,33,3,,,,,,,,,775.2092123702168,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0014728717505931854,0.4892502687871456,,777.7106225341558,test,3,,,,,,,,,775.227623347193,775.7244710177183,775.7244710177183,775.7418568581343,775.8745027855039,776.3738884590566,776.7241302840412,777.7286432683468,right,1,0.15,0.32782870531082153,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,8,2,34,1,,,,,,,,,777.7111536338925,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,,0.0018160007894039154,0.4898630641400814,,780.2144167944789,test,3,,,,,,,,,777.7286432683468,778.227408722043,778.227408722043,778.2438244223595,778.3774587959051,778.8783748410642,779.2275546044111,780.2357848584652,left,1,0.15,0.37361642345786095,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,8,3,35,1,,,,,,,,,780.2149486616254,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0017997734248638153,0.4864598736166954,,782.7166350260377,test,3,,,,,,,,,780.2357848584652,780.7300150617957,780.7300150617957,780.7467475011945,780.8801298364997,781.3807344585657,781.7312106266618,782.73631259799,right,1,0.15,0.32966406270861626,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,9,0,36,3,,,,,,,,,782.7170822955668,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,,0.0019621439278125763,0.48974083364009857,,785.2198050394654,test,3,,,,,,,,,782.73631259799,783.2327971793711,783.2327971793711,783.2495480254292,783.3828183934093,783.8833572268486,784.2338359579444,785.2390016056597,left,1,0.15,0.36258209869265556,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,9,1,37,0,,,,,,,,,785.2202660366893,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0016824975609779358,0.48977338895201683,,787.7222971692681,test,3,,,,,,,,,785.2390016056597,785.7358049750328,785.7358049750328,785.7526536509395,785.8845510371029,786.3849866203964,786.7351890206337,787.7413294799626,right,1,0.15,0.26990605518221855,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,9,2,38,3,,,,,,,,,787.7227367833257,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0013203807175159454,0.48961134627461433,,790.2251320295036,test,3,,,,,,,,,787.7413294799626,788.2386456094682,788.2386456094682,788.2560106217861,788.3887787126005,788.9181193262339,789.238637920469,790.2444723173976,right,1,0.15,0.35578354075551033,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,9,3,39,2,,,,,,,,,790.2256019786,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,,0.001891493797302246,0.48955217003822327,,792.7280138731003,test,3,,,,,,,,,790.2444723173976,790.7410426847637,790.7410426847637,790.757791057229,790.8916074447334,791.3917879089713,791.7425093390048,792.7472755908966,left,1,0.15,0.4018915966153145,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,10,0,40,3,,,,,,,,,792.7285492531955,stop,circleblack.png,left,0.15,,,,,,,,,,,,,,,,0.0014157257974147797,0.48914820700883865,0.6394213400781155,795.2296441346407,test,3,,,,,,,,,792.7472755908966,793.2439162135124,793.2439162135124,793.2604074403644,793.3940664976835,793.8946880884469,794.2450086399913,795.2476267069578,left,1,0.1,0.4231433905661106,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,10,1,41,0,,,,,,,,,795.230127286166,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,,0.0013457760214805603,0.4889585115015507,,797.7331287190318,test,3,,,,,,,,,795.2476267069578,795.7454671151936,795.7454671151936,795.7618537284434,795.845285743475,796.345924410969,796.7462194338441,797.7524040862918,left,1,0.1,0.41010982170701027,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
None,None,,,,,,,,,2,0,2,0,10,2,42,2,,,,,,,,,797.7335868552327,stop,circleblack.png,left,0.1,,,,,,,,,,,,,,,,0.0014585815370082855,0.48859238997101784,0.5908747799694538,800.2345692068338,test,3,,,,,,,,,797.7524040862918,798.248147148639,798.248147148639,798.2647231481969,798.3490469865501,798.8499213345349,799.2507960274816,800.2519229203463,None,0,0.15,,,,,,,,,,,,s020,001,2024-07-26_09h12.18.085,simplestop_skeleton,2022.2.2,59.096570216440334,
