corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,0,0,0,0,2,1,9,2,,,,,,,,,,,,,,,,,3039.1254033744335,stop,squareblack.png,right,0.2,3039.143046092242,3039.143046092242,3039.641551759094,3039.641551759094,3039.6579474918544,3039.841633234173,3040.341876309365,3040.642244067043,3041.643426131457,3041.643426131457,left,0,0.3845309093594551,3041.643426131457,3041.643426131457,3042.145974136889,3042.145974136889,0.001683063805103302,0.49008622393012047,0.6902771815657616,3042.1280699260533,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,2,2,10,3,,,,,,,,,,,,,,,,,3042.1284882351756,go,circleblack.png,left,0.15,3042.145974136889,3042.145974136889,3042.644496947527,3042.644496947527,3042.6611177138984,3042.794801041484,3043.295390114188,3043.6456901170313,3044.6466492041945,3044.6466492041945,left,1,0.7931758053600788,3044.6466492041945,3044.6466492041945,,,0.0016995631158351898,0.4901615083217621,0.6402804590761662,3045.132273901254,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,2,3,11,1,,,,,,,,,,,,,,,,,3045.1327240802348,go,squareblack.png,right,0.15,3045.151653755456,3045.151653755456,3045.6480448506773,3045.6480448506773,3045.6647508330643,3045.7981896474957,3046.2985875308514,3046.6489267647266,3047.650229740888,3047.666938059032,right,1,0.3544830232858658,3047.666938059032,3047.666938059032,3048.1690600700676,3048.1690600700676,0.00176943838596344,0.48904551565647125,0.6391980014741421,3048.1515528038144,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
$currentCorrectResponse,$currentGoStim,0,0,0,0,3,0,12,0,,,,,,,,,,,,,,,,,3048.152012784034,go,squareblack.png,right,0.15,3048.1690600700676,3048.1690600700676,3048.667843889445,3048.667843889445,3048.6844888180494,3048.818270854652,3049.318646207452,3049.669105529785,3050.6701198183,3050.6701198183,right,1,0.6032841354608536,3050.6701198183,3050.6701198183,,,0.0011690370738506317,0.4897460378706455,0.6402856633067131,3051.156061720103,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,3,1,13,1,,,,,,,,,,,,,,,,,3051.1565259359777,go,squareblack.png,right,0.15,3051.175146136433,3051.175146136433,3051.6713283732533,3051.6713283732533,3051.688010148704,3051.8214255310595,3052.3218540214,3052.6727215349674,3053.673526633531,3053.690219461918,right,1,0.38357409089803696,3053.690219461918,3053.690219461918,3054.1923505589366,3054.1923505589366,0.0014940276741981506,0.4881858602166176,0.6380601078271866,3054.1748127788305,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,3,2,14,2,,,,,,,,,,,,,,,,,3054.175438068807,go,squareblack.png,right,0.15,3054.1923505589366,3054.1923505589366,3054.6910873278975,3054.6910873278975,3054.7078551501036,3054.8413505144417,3055.342178158462,3055.6922884061933,3056.6933701373637,3056.6933701373637,right,1,0.5929846949875355,3056.6933701373637,3056.6933701373637,,,0.0011709406971931458,0.4899366796016693,0.6401625424623489,3057.179838269949,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
$currentCorrectResponse,$currentGoStim,0,0,0,0,3,3,15,0,,,,,,,,,,,,,,,,,3057.180315133184,go,circleblack.png,left,0.15,3057.202478695661,3057.202478695661,3057.694440409541,3057.694440409541,3057.711055185646,3057.844642896205,3058.345230463892,3058.6955833025277,3059.696600969881,3059.713287178427,left,1,0.5092107430100441,3059.713287178427,3059.713287178427,3060.2153736762702,3060.2153736762702,0.003285501152276993,0.4873930476605892,0.6374781765043736,3060.1981208845973,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,4,0,16,3,,,,,,,,,,,,,,,,,3060.198542714119,stop,circleblack.png,left,0.15,3060.2153736762702,3060.2153736762702,3060.714505869895,3060.714505869895,3060.714505869895,3060.86474557966,3061.3653759509325,3061.715517323464,3062.7170353867114,3062.7170353867114,None,0,,3062.7170353867114,3062.7170353867114,3063.2204465456307,3063.2204465456307,0.001300804316997528,0.49018047749996185,0.6404072791337967,3063.2016585953534,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,4,1,17,1,,,,,,,,,,,,,,,,,3063.202103123069,stop,squareblack.png,right,0.2,3063.2204465456307,3063.2204465456307,3063.7177188917994,3063.7177188917994,3063.7343535758555,3063.9179360195994,3064.4184932224452,3064.71899677068,3065.7198456041515,3065.7198456041515,None,0,,3065.7198456041515,3065.7198456041515,,,0.0017992369830608368,0.4894690029323101,0.6896202601492405,3066.207451708615,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,4,2,18,3,,,,,,,,,,,,,,,,,3066.207873724401,stop,circleblack.png,left,0.25,3066.224776379764,3066.224776379764,3066.722864933312,3066.722864933312,3066.739583399147,3066.971609931439,3067.4718399718404,3067.7221567332745,3068.7250008657575,3068.7250008657575,None,0,,3068.7250008657575,3068.7250008657575,,,0.0022514648735523224,0.48931336030364037,0.7379599884152412,3069.2247379384935,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,4,3,19,1,,,,,,,,,,,,,,,,,3069.225173447281,go,circleblack.png,left,0.3,3069.243398692459,3069.243398692459,3069.741050168872,3069.741050168872,3069.757783703506,3070.0413911528885,3070.5422523356974,3070.74234488979,3071.7432316839695,3071.7432316839695,left,1,0.47732191532850266,3071.7432316839695,3071.7432316839695,3072.245231114328,3072.245231114328,0.0013129599392414093,0.4896118491888046,0.789904996752739,3072.2280772589147,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,0,20,0,,,,,,,,,,,,,,,,,3072.228489011526,go,circleblack.png,left,0.3,3072.245231114328,3072.245231114328,3072.7447564713657,3072.7447564713657,3072.7447564713657,3073.044855322689,3073.5452091805637,3073.7455172128975,3074.7483945414424,3074.7483945414424,left,1,0.5975905917584896,3074.7483945414424,3074.7483945414424,,,0.001268535852432251,0.49029460549354553,0.790719673037529,3075.247793890536,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,5,1,21,1,,,,,,,,,,,,,,,,,3075.248224403709,go,circleblack.png,left,0.3,3075.265138171613,3075.265138171613,3075.7644157744944,3075.7644157744944,3075.7644157744944,3076.065079856664,3076.5653383135796,3076.7656839974225,3077.7665415145457,3077.7665415145457,left,1,0.5956163667142391,3077.7665415145457,3077.7665415145457,3078.275904428214,3078.275904428214,0.001232389360666275,0.4901968650519848,0.7906843237578869,3078.2513045594096,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,5,2,22,3,,,,,,,,,,,,,,,,,3078.251723777503,stop,squareblack.png,right,0.3,3078.275904428214,3078.275904428214,3078.7680052667856,3078.7680052667856,3078.7845191024244,3079.067905742675,3079.568642001599,3079.768737513572,3080.770100247115,3080.7868003323674,None,0,,3080.7868003323674,3080.7868003323674,3081.3028441891074,3081.3028441891074,0.007624492049217224,0.4899505116045475,0.7900761030614376,3081.271506059915,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,5,3,23,2,,,,,,,,,,,,,,,,,3081.271927367896,go,squareblack.png,right,0.35,3081.3028441891074,3081.3028441891074,3081.787755254656,3081.787755254656,3081.8043996728957,3082.138932790607,3082.6387299634516,3082.7888787686825,3083.7898195646703,3083.806603755802,right,1,0.6310838498175144,3083.806603755802,3083.806603755802,,,0.0012121833860874176,0.49008724465966225,0.8410528227686882,3084.2913008295,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084.3089773617685,3084.3089773617685,return,2.3858525827527046,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,3089.84129543975,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0025680437684059143,0.49694211781024933,0.8469798415899277,3092.3521834500134,test,1,,,,,3086.726601164788,3086.726601164788,3089.86073987931,3090.365380052477,3090.365380052477,3090.365380052477,3090.715868640691,3091.2160925380886,3091.3661508597434,3092.3765057213604,right,1,0.5207221023738384,0.3,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,3092.352732077241,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.007667720317840576,0.48932773992419243,0.78970967233181,3094.854809049517,test,1,,,,,,,3092.3765057213604,3092.8847424797714,3092.8679725527763,3092.8679725527763,3093.168163307011,3093.6687894016504,3093.869076061994,3094.873736694455,None,0,,0.35,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,3094.855248246342,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0015464648604393005,0.48948195576667786,,3097.3560929000378,test,1,,,,,,,3094.873736694455,3095.387527536601,3095.3707577325404,3095.3707577325404,3095.7211399897933,3096.2217302918434,3096.370403703302,3097.3737250566483,right,1,0.6733792424201965,0.35,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,3097.3565538860857,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0017726756632328033,0.489375751465559,,3099.8586786836386,test,1,,,,,,,3097.3737250566483,3097.888700801879,3097.872129149735,3097.872129149735,3098.222445998341,3098.7248008437455,3098.873413849622,3099.875752866268,left,1,0.6690524592995644,0.35,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,,,,,,,,,0,0,0,0,1,0,4,3,,,,,,,,,3099.859122220427,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0016364678740501404,0.4912584275007248,0.8402459770441055,3102.3615486733615,test,1,,,,,,,3099.875752866268,3100.3763098567724,3100.3763098567724,3100.3763098567724,3100.72537593171,3101.2259324230254,3101.3761410713196,3102.3808666840196,None,0,,0.4,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
