corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]","[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",2955.529962223023,2955.529962223023,return,1.9279456064105034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,2957.5015540495515,2957.5015540495515,3012.003069791943,go,squareblack.png,right,0.35,3012.026078596711,3012.026078596711,3012.512850679457,3012.512850679457,3012.5293762236834,3012.86325693503,3013.3662882968783,3013.5140024907887,3014.5149419493973,3014.5317307002842,right,1,0.8118830807507038,3014.5317307002842,3014.5317307002842,3015.0361871272326,3015.0361871272326,0.0028830915689468384,0.48314136639237404,0.8335204012691975,3015.016553301364,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,3015.0171007700264,go,squareblack.png,right,0.35,3015.0361871272326,3015.0361871272326,3015.532932251692,3015.532932251692,3015.5496024675667,3015.883435063064,3016.399105347693,3016.5327518992126,3017.533637356013,3017.5502893663943,right,1,0.43147170171141624,3017.5502893663943,3017.5502893663943,3018.0587822943926,3018.0587822943926,0.0012957118451595306,0.48960697650909424,0.8397744968533516,3018.035145673901,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
$currentCorrectResponse,$currentGoStim,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,3018.0355674922466,go,circleblack.png,left,0.35,3018.0587822943926,3018.0587822943926,3018.5516010411084,3018.5516010411084,3018.568269252777,3018.901938125491,3019.4022158272564,3019.5524158664048,3020.5553188323975,3020.5719614066184,left,1,0.4395948015153408,3020.5719614066184,3020.5719614066184,,,0.007668487727642059,0.48954204097390175,0.8399870991706848,3021.0714372843504,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,3021.071867324412,go,circleblack.png,left,0.35,3021.08934475109,3021.08934475109,3021.587891679257,3021.587891679257,3021.6046335101128,3021.938363302499,3022.4390847831964,3022.589211784303,3023.590248618275,3023.590248618275,left,1,0.3914448954164982,3023.590248618275,3023.590248618275,,,0.0012420974671840668,0.490045391023159,0.8403467908501625,3024.0749674364924,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
$currentCorrectResponse,$currentGoStim,0,0,0,0,1,0,4,0,,,,,,,,,,,,,,,,,3024.0754077360034,go,circleblack.png,left,0.35,3024.0932155437768,3024.0932155437768,3024.5914250835776,3024.5914250835776,3024.608141541481,3024.942060548812,3025.4422231912613,3025.592499360442,3026.593699119985,3026.593699119985,left,1,0.34618398547172546,3026.593699119985,3026.593699119985,3027.096194714308,3027.096194714308,0.0013595446944236755,0.4898458272218704,0.8399908021092415,3027.078281402588,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,1,1,5,2,,,,,,,,,,,,,,,,,3027.078706227243,go,squareblack.png,right,0.35,3027.096194714308,3027.096194714308,3027.5945146009326,3027.5945146009326,3027.611207038164,3027.9450917318463,3028.4457067996264,3028.595666591078,3029.5973400324583,3029.5973400324583,right,1,0.4057434983551502,3029.5973400324583,3029.5973400324583,3030.101303886622,3030.101303886622,0.0017091482877731323,0.4899829663336277,0.8404785469174385,3030.0817829333246,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,,3030.0822214484215,stop,squareblack.png,right,0.35,3030.101303886622,3030.101303886622,3030.5978729203343,3030.5978729203343,3030.614621296525,3030.948225300759,3031.448731161654,3031.5998755916953,3032.5999874286354,3032.6167700886726,right,1,0.5189036205410957,3032.6167700886726,3032.6167700886726,3033.119603510946,3033.119603510946,0.0013991929590702057,0.48823801428079605,0.838722001761198,3033.101593684405,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
None,None,0,0,0,0,1,3,7,3,,,,,,,,,,,,,,,,,3033.102057762444,stop,circleblack.png,left,0.3,3033.119603510946,3033.119603510946,3033.617961369455,3033.617961369455,3033.634576190263,3033.918395061046,3034.4187409952283,3034.618896532804,3035.621891222894,3035.621891222894,left,1,0.3584289699792862,3035.621891222894,3035.621891222894,,,0.0017786435782909393,0.49023234099149704,0.7903438434004784,3036.1216970421374,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
$currentCorrectResponse,$currentGoStim,0,0,0,0,2,0,8,0,,,,,,,,,,,,,,,,,3036.1221451684833,stop,circleblack.png,left,0.25,3036.140091970563,3036.140091970563,3036.6378632187843,3036.6378632187843,3036.654514759779,3036.888117905706,3037.3887229412794,3037.6390849612653,3038.639952003956,3038.639952003956,left,1,0.408207718282938,3038.639952003956,3038.639952003956,3039.143046092242,3039.143046092242,0.0013060756027698517,0.48934073001146317,0.7396221421658993,3039.1249475963414,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s025,001,2024-08-08_15h16.00.058,simplestop_skeleton,2022.2.2,59.8382769851145,
