Block,Phase,correctResponse,goStim,response,rt,ssd,trialType
1.0,practice,right,squareblack.png,right,0.8118830807507038,0.35,go
1.0,practice,right,squareblack.png,right,0.4314717017114162,0.35,go
1.0,practice,left,circleblack.png,left,0.4395948015153408,0.35,go
1.0,practice,left,circleblack.png,left,0.3914448954164982,0.35,go
1.0,practice,left,circleblack.png,left,0.3461839854717254,0.35,go
1.0,practice,right,squareblack.png,right,0.4057434983551502,0.35,go
1.0,practice,right,squareblack.png,right,0.5189036205410957,0.35,stop
1.0,practice,left,circleblack.png,left,0.3584289699792862,0.3,stop
1.0,practice,left,circleblack.png,left,0.408207718282938,0.25,stop
1.0,practice,right,squareblack.png,left,0.3845309093594551,0.2,stop
1.0,practice,left,circleblack.png,left,0.7931758053600788,0.15,go
1.0,practice,right,squareblack.png,right,0.3544830232858658,0.15,go
1.0,practice,right,squareblack.png,right,0.6032841354608536,0.15,go
1.0,practice,right,squareblack.png,right,0.3835740908980369,0.15,go
1.0,practice,right,squareblack.png,right,0.5929846949875355,0.15,go
1.0,practice,left,circleblack.png,left,0.5092107430100441,0.15,go
1.0,practice,left,circleblack.png,,,0.15,stop
1.0,practice,right,squareblack.png,,,0.2,stop
1.0,practice,left,circleblack.png,,,0.25,stop
1.0,practice,left,circleblack.png,left,0.4773219153285026,0.3,go
1.0,practice,left,circleblack.png,left,0.5975905917584896,0.3,go
1.0,practice,left,circleblack.png,left,0.5956163667142391,0.3,go
1.0,practice,right,squareblack.png,,,0.3,stop
1.0,practice,right,squareblack.png,right,0.6310838498175144,0.35,go
1.0,test,right,squareblack.png,right,0.5207221023738384,0.35,stop
1.0,test,left,circleblack.png,,,0.3,stop
1.0,test,right,squareblack.png,right,0.6733792424201965,0.35,go
1.0,test,left,circleblack.png,left,0.6690524592995644,0.35,go
1.0,test,right,squareblack.png,,,0.35,stop
1.0,test,left,circleblack.png,left,0.5180072300136089,0.4,stop
1.0,test,right,squareblack.png,right,0.6034330502152443,0.35,go
1.0,test,left,circleblack.png,left,0.6502262279391289,0.35,go
1.0,test,right,squareblack.png,right,0.6967109628021717,0.35,go
1.0,test,right,squareblack.png,right,0.6168586201965809,0.35,go
1.0,test,left,circleblack.png,left,0.5836204178631306,0.35,go
1.0,test,left,circleblack.png,left,0.5568645000457764,0.35,go
1.0,test,right,squareblack.png,right,0.5734984390437603,0.35,go
1.0,test,left,circleblack.png,left,0.6488092914223671,0.35,go
1.0,test,right,squareblack.png,,,0.35,stop
1.0,test,left,circleblack.png,,,0.4,stop
1.0,test,left,circleblack.png,left,0.5833484940230846,0.45,go
1.0,test,right,squareblack.png,right,0.5850056856870651,0.45,stop
1.0,test,right,squareblack.png,right,0.7745461650192738,0.4,go
1.0,test,left,circleblack.png,left,0.6843217946588993,0.4,go
1.0,test,right,squareblack.png,right,0.6887144073843956,0.4,go
1.0,test,left,circleblack.png,left,0.4207601435482502,0.4,stop
1.0,test,right,squareblack.png,right,0.6772859804332256,0.35,go
1.0,test,left,circleblack.png,left,0.5939811170101166,0.35,go
1.0,test,left,circleblack.png,left,0.5033915042877197,0.35,stop
1.0,test,right,squareblack.png,right,0.6326639764010906,0.3,go
1.0,test,left,circleblack.png,,,0.3,stop
1.0,test,left,circleblack.png,left,0.5363102555274963,0.35,go
1.0,test,left,circleblack.png,left,0.6424892023205757,0.35,go
1.0,test,left,circleblack.png,left,0.4995334111154079,0.35,go
1.0,test,right,squareblack.png,,,0.35,stop
1.0,test,left,circleblack.png,left,0.6760607175529003,0.4,go
1.0,test,right,squareblack.png,right,0.5550639480352402,0.4,go
1.0,test,right,squareblack.png,right,0.6017390675842762,0.4,go
1.0,test,right,squareblack.png,right,0.513864204287529,0.4,go
1.0,test,right,squareblack.png,,,0.4,stop
1.0,test,right,squareblack.png,right,0.6136423982679844,0.45,go
1.0,test,right,squareblack.png,right,0.5384998247027397,0.45,stop
1.0,test,right,squareblack.png,right,0.4878583811223507,0.4,stop
1.0,test,left,circleblack.png,left,0.5721521824598312,0.35,go
1.0,test,left,circleblack.png,left,0.4660981483757496,0.35,go
1.0,test,left,circleblack.png,left,0.5503802411258221,0.35,stop
1.0,test,left,circleblack.png,left,0.5364320278167725,0.3,go
1.0,test,right,squareblack.png,right,0.7932568490505219,0.3,go
1.0,test,left,circleblack.png,,,0.3,stop
1.0,test,right,squareblack.png,right,0.7346456609666348,0.35,go
1.0,test,left,circleblack.png,left,1.044749591499567,0.35,go
1.0,test,right,squareblack.png,right,0.5995502583682537,0.35,go
2.0,test,left,circleblack.png,left,0.6996232606470585,0.35,go
2.0,test,right,squareblack.png,right,0.4115412905812263,0.35,go
2.0,test,right,squareblack.png,right,0.3665598481893539,0.35,go
2.0,test,left,circleblack.png,left,0.4889669455587864,0.35,stop
2.0,test,left,circleblack.png,left,0.6636023260653019,0.3,go
2.0,test,right,squareblack.png,right,0.579910896718502,0.3,go
2.0,test,right,squareblack.png,right,0.6339430399239063,0.3,go
2.0,test,left,circleblack.png,,,0.3,stop
2.0,test,left,circleblack.png,left,0.5734087191522121,0.35,go
2.0,test,right,squareblack.png,right,0.5352017097175121,0.35,stop
2.0,test,left,circleblack.png,left,0.5373352468013763,0.3,go
2.0,test,right,squareblack.png,,,0.3,stop
2.0,test,right,squareblack.png,right,0.8479458317160606,0.35,go
2.0,test,left,circleblack.png,left,0.659274835139513,0.35,go
2.0,test,left,circleblack.png,left,0.6139084845781326,0.35,go
2.0,test,right,squareblack.png,right,0.667175754904747,0.35,go
2.0,test,left,circleblack.png,left,0.6645653769373894,0.35,go
2.0,test,right,squareblack.png,,,0.35,stop
2.0,test,left,circleblack.png,,,0.4,stop
2.0,test,left,circleblack.png,left,1.007703222334385,0.45,go
2.0,test,left,circleblack.png,,,0.45,stop
2.0,test,right,squareblack.png,right,0.6604057103395462,0.5,go
2.0,test,right,squareblack.png,right,0.7293657287955284,0.5,go
2.0,test,right,squareblack.png,right,0.5090628303587437,0.5,stop
2.0,test,right,squareblack.png,right,0.646315261721611,0.45,go
2.0,test,right,squareblack.png,right,0.6912304349243641,0.45,go
2.0,test,left,circleblack.png,left,0.692011721432209,0.45,go
2.0,test,right,squareblack.png,,,0.45,stop
2.0,test,left,circleblack.png,left,0.6239114440977573,0.5,go
2.0,test,left,circleblack.png,left,0.3686145208775997,0.5,stop
2.0,test,right,squareblack.png,right,0.6484610550105572,0.45,go
2.0,test,left,circleblack.png,left,0.5943074449896812,0.45,go
2.0,test,left,circleblack.png,left,0.5376028716564178,0.45,go
2.0,test,right,squareblack.png,right,0.6058066673576832,0.45,stop
2.0,test,right,squareblack.png,right,0.69087203592062,0.4,go
2.0,test,left,circleblack.png,left,0.5472512356936932,0.4,stop
2.0,test,left,circleblack.png,,,0.35,stop
2.0,test,left,circleblack.png,left,0.5553423762321472,0.4,go
2.0,test,left,circleblack.png,left,0.6686517670750618,0.4,go
2.0,test,right,squareblack.png,right,0.6084071584045887,0.4,go
2.0,test,left,circleblack.png,left,0.6028506979346275,0.4,go
2.0,test,right,squareblack.png,,,0.4,stop
2.0,test,right,squareblack.png,right,0.6563722752034664,0.45,go
2.0,test,right,squareblack.png,right,0.6425355151295662,0.45,go
2.0,test,left,circleblack.png,left,0.6590852737426758,0.45,stop
2.0,test,right,squareblack.png,,,0.4,stop
2.0,test,right,squareblack.png,right,0.7677862606942654,0.45,go
2.0,test,left,circleblack.png,left,0.791420079767704,0.45,go
3.0,test,left,circleblack.png,left,0.4832426980137825,0.45,go
3.0,test,left,circleblack.png,left,0.4913636334240436,0.45,stop
3.0,test,right,squareblack.png,right,0.7497158460319042,0.4,go
3.0,test,left,circleblack.png,left,0.675081018358469,0.4,go
3.0,test,left,circleblack.png,,,0.4,stop
3.0,test,right,squareblack.png,right,0.7163932286202908,0.45,go
3.0,test,right,squareblack.png,right,0.5526359491050243,0.45,go
3.0,test,right,squareblack.png,right,0.4455348253250122,0.45,stop
3.0,test,right,squareblack.png,right,0.6664444357156754,0.4,go
3.0,test,left,circleblack.png,left,0.7665400169789791,0.4,go
3.0,test,right,squareblack.png,,,0.4,stop
3.0,test,left,circleblack.png,left,0.4367322623729706,0.45,go
3.0,test,left,circleblack.png,left,0.5733196064829826,0.45,go
3.0,test,right,squareblack.png,right,0.5072515457868576,0.45,stop
3.0,test,right,squareblack.png,,,0.4,stop
3.0,test,left,circleblack.png,left,0.6998451910912991,0.45,go
3.0,test,left,circleblack.png,left,0.5809760391712189,0.45,stop
3.0,test,right,squareblack.png,right,0.6417087726294994,0.4,go
3.0,test,right,squareblack.png,right,0.7274966314435005,0.4,go
3.0,test,left,circleblack.png,left,0.6088063083589077,0.4,go
3.0,test,right,squareblack.png,right,0.8359459452331066,0.4,go
3.0,test,left,circleblack.png,,,0.4,stop
3.0,test,right,squareblack.png,right,0.7090860493481159,0.45,go
3.0,test,left,circleblack.png,left,0.6428669728338718,0.45,go
3.0,test,right,squareblack.png,right,0.98480337113142,0.45,go
3.0,test,right,squareblack.png,right,0.569896649569273,0.45,go
3.0,test,right,squareblack.png,right,0.547235019505024,0.45,go
3.0,test,right,squareblack.png,right,0.5410921759903431,0.45,stop
3.0,test,right,squareblack.png,,,0.4,stop
3.0,test,left,circleblack.png,,,0.45,stop
3.0,test,left,circleblack.png,left,0.6871110014617443,0.5,go
3.0,test,left,circleblack.png,left,0.6129875965416431,0.5,go
3.0,test,left,circleblack.png,left,0.4862198457121849,0.5,go
3.0,test,left,circleblack.png,left,0.5102612972259521,0.5,stop
3.0,test,left,circleblack.png,left,0.738111175596714,0.45,go
3.0,test,right,squareblack.png,right,0.7506632506847382,0.45,go
3.0,test,left,circleblack.png,left,0.654422327876091,0.45,stop
3.0,test,left,circleblack.png,,,0.4,stop
