Block,Phase,correctResponse,goStim,response,rt,ssd,trialType
1.0,practice,left,circleblack.png,,,0.35,go
1.0,practice,right,squareblack.png,,,0.35,go
1.0,practice,right,squareblack.png,,,0.35,go
1.0,practice,left,circleblack.png,,,0.35,go
1.0,practice,right,squareblack.png,,,0.35,stop
1.0,practice,left,circleblack.png,,,0.4,stop
1.0,practice,right,squareblack.png,right,0.635469377040863,0.45,go
1.0,practice,left,circleblack.png,left,0.4478175267577171,0.45,stop
1.0,practice,left,circleblack.png,left,0.1158332899212837,0.4,go
1.0,practice,left,circleblack.png,left,0.40433981269598,0.4,go
1.0,practice,right,squareblack.png,right,0.3675782978534698,0.4,stop
1.0,practice,right,squareblack.png,left,0.4444472193717956,0.35,go
1.0,practice,left,circleblack.png,left,0.3850988298654556,0.35,stop
1.0,practice,right,squareblack.png,right,0.487088106572628,0.3,go
1.0,practice,left,circleblack.png,left,0.4408707469701767,0.3,go
1.0,practice,right,squareblack.png,right,0.4415075629949569,0.3,go
1.0,practice,right,squareblack.png,left,0.398186445236206,0.3,stop
1.0,practice,left,circleblack.png,left,0.4601264223456383,0.25,go
1.0,practice,right,squareblack.png,right,0.5514179095625877,0.25,go
1.0,practice,right,squareblack.png,,,0.25,stop
1.0,practice,left,circleblack.png,left,0.4467247799038887,0.3,go
1.0,practice,right,squareblack.png,right,0.4401128515601158,0.3,go
1.0,practice,left,circleblack.png,left,0.410220518708229,0.3,stop
1.0,practice,left,circleblack.png,left,0.5726745501160622,0.25,go
1.0,test,right,squareblack.png,right,0.4563160166144371,0.25,go
1.0,test,right,squareblack.png,right,0.4230071678757667,0.25,stop
1.0,test,left,circleblack.png,left,0.3499621003866195,0.2,go
1.0,test,right,squareblack.png,right,0.4581499397754669,0.2,go
1.0,test,left,circleblack.png,left,0.4019710272550583,0.2,stop
1.0,test,left,circleblack.png,left,0.423253983259201,0.15,go
1.0,test,right,squareblack.png,right,0.5907663255929947,0.15,go
1.0,test,left,circleblack.png,,,0.15,stop
1.0,test,left,circleblack.png,left,0.94492220133543,0.2,go
1.0,test,right,squareblack.png,,,0.2,stop
1.0,test,right,squareblack.png,right,0.5352795496582985,0.25,go
1.0,test,left,circleblack.png,left,0.555243656039238,0.25,go
1.0,test,right,squareblack.png,right,0.4529141783714294,0.25,stop
1.0,test,left,circleblack.png,left,0.3635164797306061,0.2,stop
1.0,test,left,circleblack.png,left,0.3999039754271507,0.15,go
1.0,test,right,squareblack.png,right,0.4086043909192085,0.15,go
1.0,test,left,circleblack.png,left,0.3455633372068405,0.15,go
1.0,test,right,squareblack.png,right,0.543730840086937,0.15,go
1.0,test,left,circleblack.png,left,0.5629783123731613,0.15,go
1.0,test,right,squareblack.png,right,0.5680328011512756,0.15,go
1.0,test,left,circleblack.png,,,0.15,stop
1.0,test,right,squareblack.png,,,0.2,stop
1.0,test,right,squareblack.png,right,0.5404687896370888,0.25,go
1.0,test,left,circleblack.png,left,0.4891839176416397,0.25,go
