corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text.stopped,rules_2.stopped,goResp.rt,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}]","[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",15882.299813069403,15882.299813069403,return,14.60895973443985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s029,001,2024-08-15_15h14.00.772,simplestop_skeleton,2022.2.2,60.02882971140144,
None,None,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,15896.9268656075,15896.9268656075,15936.515885964036,go,circleblack.png,left,0.35,15936.538156934083,15936.538156934083,15937.030840732157,15937.030840732157,15937.047561787069,15937.381588682532,15937.881816342473,15938.031974509358,15939.03299947083,15939.052182719111,None,0,15939.052182719111,15939.052182719111,0.0031704530119895935,0.48875220119953156,0.8387984111905098,15939.55134576559,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s029,001,2024-08-15_15h14.00.772,simplestop_skeleton,2022.2.2,60.02882971140144,
None,None,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,15939.551881492138,go,squareblack.png,right,0.35,15939.576124608517,15939.576124608517,15940.067689917982,15940.067689917982,15940.084531486034,15940.418012194335,15940.918552689254,15941.068556547165,15942.069867953658,15942.086536765099,None,0,15942.086536765099,15942.086536765099,0.007279723882675171,0.49001870304346085,0.8403051942586899,15942.57134630531,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s029,001,2024-08-15_15h14.00.772,simplestop_skeleton,2022.2.2,60.02882971140144,
None,None,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,15942.571767121553,go,squareblack.png,right,0.35,15942.590722464025,15942.590722464025,15943.087827421725,15943.087827421725,15943.10421937704,15943.438383795321,15943.938492543995,15944.08893918246,15945.089972421527,15945.089972421527,None,0,15945.089972421527,15945.089972421527,0.0012462735176086426,0.4900321513414383,0.8405886590480804,15945.574535548687,practice,1,15945.594383053482,15945.594383053482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s029,001,2024-08-15_15h14.00.772,simplestop_skeleton,2022.2.2,60.02882971140144,
None,None,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,15945.574953787029,go,circleblack.png,left,0.35,15945.594383053482,15945.594383053482,15946.09114818275,15946.09114818275,15946.10759537667,15946.441458307207,15946.941794499755,15947.092060931027,15948.091922566295,15948.108450293541,None,0,15948.108450293541,15948.108450293541,0.001889936625957489,0.49026793241500854,0.8406777381896973,15948.594587214291,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s029,001,2024-08-15_15h14.00.772,simplestop_skeleton,2022.2.2,60.02882971140144,
None,None,0,0,0,0,1,0,4,1,,,,,,,,,,,,,,,,,15948.595009237528,stop,squareblack.png,right,0.35,15948.615308500826,15948.615308500826,15949.111052580178,15949.111052580178,15949.127522520721,15949.461606763303,15949.961890980601,15950.112234659493,15951.11297571659,15951.129696205258,None,0,15951.129696205258,15951.129696205258,0.0018735826015472412,0.48927418887615204,0.8397801965475082,15951.61443234235,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s029,001,2024-08-15_15h14.00.772,simplestop_skeleton,2022.2.2,60.02882971140144,
None,None,0,0,0,0,1,1,5,1,,,,,,,,,,,,,,,,,15951.614881761372,stop,circleblack.png,left,0.4,15951.634550660849,15951.634550660849,15952.131065830588,15952.131065830588,15952.147617690265,15952.531397491693,15953.032080218196,15953.132043518126,15954.133055269718,15954.149997383356,None,0,15954.149997383356,15954.149997383356,0.0019262805581092834,0.49037066102027893,0.8905919343233109,15954.634572707117,practice,1,15954.654454559088,15954.654454559088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s029,001,2024-08-15_15h14.00.772,simplestop_skeleton,2022.2.2,60.02882971140144,
None,None,0,0,0,0,1,2,6,1,,,,,,,,,,,,,,,,,15954.634989351034,go,squareblack.png,right,0.45,15954.654454559088,15954.654454559088,15955.15089277178,15955.15089277178,15955.167858168483,15955.600589029491,15956.101796753705,15956.151835903525,15957.152868583798,15957.16964455694,right,1,15957.16964455694,15957.16964455694,0.0017438903450965881,0.49016493558883667,0.9402629137039185,15957.654453247786,practice,1,15957.674513921142,15957.674513921142,0.635469377040863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s029,001,2024-08-15_15h14.00.772,simplestop_skeleton,2022.2.2,60.02882971140144,
None,None,0,0,0,0,1,3,7,2,,,,,,,,,,,,,,,,,15957.654944188893,stop,circleblack.png,left,0.45,15957.674513921142,15957.674513921142,15958.17072942108,15958.17072942108,15958.187686912715,15958.619821965694,15959.12188590318,15959.17198625207,15960.173062108457,15960.189948804677,left,1,15960.189948804677,15960.189948804677,0.0018071532249450684,0.48991698026657104,0.939037062227726,15960.674594134092,practice,1,,,0.44781752675771713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s029,001,2024-08-15_15h14.00.772,simplestop_skeleton,2022.2.2,60.02882971140144,
$currentCorrectResponse,$currentGoStim,0,0,0,0,2,0,8,0,,,,,,,,,,,,,,,,,15960.67502477765,go,circleblack.png,left,0.4,15960.694255881011,15960.694255881011,15961.1910578534,15961.1910578534,15961.207661569118,15961.591382779181,15962.091608449817,15962.19152701646,15963.193334206939,15963.209671914577,left,1,15963.209671914577,15963.209671914577,0.001295730471611023,0.4899986460804939,0.8904636427760124,15963.694582432508,practice,1,15963.714216567576,15963.714216567576,0.11583328992128372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s029,001,2024-08-15_15h14.00.772,simplestop_skeleton,2022.2.2,60.02882971140144,
