corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text.stopped,rules_2.stopped,goResp.rt,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,0,0,0,0,5,0,20,2,,,,,,,,,,,,,,,,,453.2904700040817,go,squareblack.png,right,0.4,453.3092620894313,453.3092620894313,453.80625522881746,453.80625522881746,453.8233185708523,454.2068071886897,454.70640494674444,454.80616257339716,455.80899499356747,455.80899499356747,right,1,455.80899499356747,455.80899499356747,0.0011831894516944885,0.4900147616863251,0.890683613717556,456.2933362647891,practice,1,456.31349842250347,456.31349842250347,0.5610604733228683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,0,0,0,0,5,1,21,1,,,,,,,,,,,,,,,,,456.29376344382763,stop,circleblack.png,left,0.4,456.31349842250347,456.31349842250347,456.8097115159035,456.8097115159035,456.82682248204947,457.20991764962673,457.70957154780626,457.80941596627235,458.81175331026316,458.828651599586,left,1,458.828651599586,458.828651599586,0.001968882977962494,0.49012915045022964,0.8904328048229218,459.3133184835315,practice,1,459.3329301998019,459.3329301998019,0.42540284991264343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,0,0,0,0,5,2,22,1,,,,,,,,,,,,,,,,,459.3137339949608,go,circleblack.png,left,0.35,459.3329301998019,459.3329301998019,459.82972601801157,459.82972601801157,459.8464570045471,460.18024984002113,460.6792592406273,460.8294508829713,461.83197321742773,461.8488448038697,left,1,461.8488448038697,461.8488448038697,0.0012555867433547974,0.49007198214530945,0.8406151533126831,462.33333668112755,practice,1,462.3532529696822,462.3532529696822,0.5391654521226883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,0,0,0,0,5,3,23,1,,,,,,,,,,,,,,,,,462.3337545096874,go,squareblack.png,right,0.35,462.3532529696822,462.3532529696822,462.8498635739088,462.8498635739088,462.86641785502434,463.2002329826355,463.7006150484085,463.8494284003973,464.8522112444043,464.8688747808337,right,1,464.8688747808337,464.8688747808337,0.0017006322741508484,0.4902588129043579,0.8405983150005341,465.3535367920995,practice,1,465.37114253640175,465.37114253640175,0.696147158741951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.37114253640175,465.37114253640175,return,3.280774749815464,,,,,,,,,,,,,,,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,495.74455911666155,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.001975223422050476,0.49889373779296875,0.8492406532168388,498.25694071501493,test,1,,,,,,,,468.67167680710554,468.67167680710554,495.7640260234475,496.2699190750718,496.2699190750718,496.2699190750718,496.62026745826006,497.12086690217257,497.2711200118065,498.2763292193413,right,1,0.5837469026446342,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,498.2574821934104,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.002527676522731781,0.48922184109687805,,500.7593775242567,test,1,,,,,,,,,,498.2763292193413,498.789691016078,498.7729977890849,498.7729977890849,499.0729766562581,499.5739391595125,499.77391424775124,500.7783769518137,left,1,0.7100886702537537,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,500.7598196193576,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0013350173830986023,0.48970289528369904,,503.26211726665497,test,1,,,,,,,,,,500.7783769518137,501.29197139292955,501.2753430530429,501.2753430530429,501.57572546601295,502.07480415701866,502.2752441316843,503.28120002895594,left,1,0.43435902148485184,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,503.26256411522627,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.001705758273601532,0.48976512253284454,,505.76505003124475,test,1,,,,,,,,,,503.28120002895594,503.7946520447731,503.7781552672386,503.7781552672386,504.0784451290965,504.5943671539426,504.7777912840247,505.78372859209776,right,1,0.38110511004924774,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,1,0,4,0,,,,,,,,,505.76549335569143,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0012454390525817871,0.48954805731773376,,508.2675212174654,test,1,,,,,,,,,,505.78372859209776,506.2976779267192,506.2808538377285,506.2808538377285,506.5812005698681,507.0817606076598,507.2805914953351,508.28691820055246,right,1,0.5351833552122116,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,1,1,5,3,,,,,,,,,508.26795437186956,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0018297359347343445,0.48980261385440826,,510.77034636586905,test,1,,,,,,,,,,508.28691820055246,508.8002407774329,508.7837446630001,508.7837446630001,509.08421282470226,509.5997984036803,509.7833254188299,510.78929568082094,left,1,0.3622550889849663,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,1,2,6,0,,,,,,,,,510.7707925364375,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0015806779265403748,0.4896528199315071,,513.2733224928379,test,1,,,,,,,,,,510.78929568082094,511.3031729310751,511.28657641261816,511.28657641261816,511.5865687355399,512.085896551609,512.2866571471095,513.2926807627082,right,1,0.4764348119497299,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,1,3,7,3,,,,,,,,,513.2737634703517,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0019325539469718933,0.48954347521066666,,515.7758841589093,test,1,,,,,,,,,,513.2926807627082,513.8062102943659,513.7890783026814,513.7890783026814,514.0895376503468,514.6053353622556,514.7889789417386,515.7952432259917,left,1,0.3508485481142998,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,2,0,8,2,,,,,,,,,515.7763105407357,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0017768293619155884,0.48972713202238083,0.7902049273252487,518.2787378355861,test,1,,,,,,,,,,515.7952432259917,516.308581598103,516.2918405532837,516.2918405532837,516.5922018885612,517.0914658680558,517.2915301546454,518.2975836768746,right,1,0.3531172275543213,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,2,1,9,2,,,,,,,,,518.2791746035218,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.001274503767490387,0.4895295798778534,,520.7814063578844,test,1,,,,,,,,,,518.2975836768746,518.8114704489708,518.7947489619255,518.7947489619255,519.0450335890055,519.544167265296,519.7944348603487,520.8009527921677,left,0,0.3510528430342674,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,2,2,10,2,,,,,,,,,520.7818415686488,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.0019521042704582214,0.48983070254325867,0.7403392121195793,523.28425193578,test,1,,,,,,,,,,520.8009527921677,521.3142755776644,521.2973259612918,521.2973259612918,521.5476557761431,522.0482357740402,522.2973148822784,523.3029321655631,left,1,0.4682864025235176,0.2,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,2,3,11,2,,,,,,,,,523.2846914082766,stop,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.0012372583150863647,0.4896608516573906,0.6899636909365654,525.7869545817375,test,1,,,,,,,,,,523.3029321655631,523.8168820664287,523.8004760965705,523.8004760965705,524.0003734007478,524.5010763630271,524.8015977069736,525.8058830946684,None,0,,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,3,0,12,2,,,,,,,,,525.7873851582408,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.0013597756624221802,0.4895431399345398,,528.2897261381149,test,1,,,,,,,,,,525.8058830946684,526.3197893500328,526.3031568080187,526.3031568080187,526.5533267185092,527.0538181215525,527.3028733953834,528.3093354478478,left,1,0.5166895017027855,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,3,1,13,3,,,,,,,,,528.2901501134038,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.0018734484910964966,0.4897629842162132,0.7399178072810173,530.7925758287311,test,1,,,,,,,,,,528.3093354478478,528.8225149512291,528.8061920776963,528.8061920776963,529.0563371777534,529.5570170134306,529.8069117888808,530.8118039295077,None,0,,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,3,2,14,1,,,,,,,,,530.7930170297623,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0017741993069648743,0.48986055701971054,,533.295101441443,test,1,,,,,,,,,,530.8118039295077,531.3251943662763,531.3085066974163,531.3085066974163,531.608773522079,532.1079532951117,532.3081278502941,533.3142696171999,left,1,0.4965209662914276,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,3,3,15,0,,,,,,,,,533.2955300882459,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0015685036778450012,0.48993752151727676,,535.7978730350733,test,1,,,,,,,,,,533.3142696171999,533.8279752880335,533.8113668560982,533.8113668560982,534.111569955945,534.6122155040503,534.8109156042337,535.8169746696949,right,1,0.6060215458273888,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,4,0,16,2,,,,,,,,,535.7983149066567,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0011819005012512207,0.4896954596042633,,538.300768442452,test,1,,,,,,,,,,535.8169746696949,536.3309228122234,536.3139435350895,536.3139435350895,536.6142502501607,537.1148592829704,537.3136712685227,538.3201566115022,right,1,0.5909077897667885,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,4,1,17,3,,,,,,,,,538.3012154176831,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0019796863198280334,0.48971445113420486,,540.8034502640367,test,1,,,,,,,,,,538.3201566115022,538.8336104527116,538.8168167620897,538.8168167620897,539.1170040667057,539.6176577359438,539.8164324089885,540.8220384120941,left,1,0.5632636398077011,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,4,2,18,1,,,,,,,,,540.8038959354162,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.00124262273311615,0.48984891176223755,0.7901134118437767,543.3063404038548,test,1,,,,,,,,,,540.8220384120941,541.3362746611238,541.3196963816881,541.3196963816881,541.620057053864,542.1204347833991,542.3205847591162,543.3239548876882,None,0,,0.35,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,4,3,19,0,,,,,,,,,543.3067837581038,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,0.0012331455945968628,0.4895677864551544,,545.8090522736311,test,1,,,,,,,,,,543.3239548876882,543.8390086889267,543.8223702609539,543.8223702609539,544.1726390570402,544.6717289835215,544.8222489655018,545.8281475678086,left,1,0.4462783485651016,0.35,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,5,0,20,1,,,,,,,,,545.8094811663032,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.0017673596739768982,0.4898766130208969,,548.3112613931298,test,1,,,,,,,,,,545.8281475678086,546.3420046195388,546.3249416127801,546.3249416127801,546.6757162287831,547.1760845258832,547.3268653675914,548.3280180767179,right,1,0.9409502819180489,0.35,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,5,1,21,2,,,,,,,,,548.3117046952248,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.0012005940079689026,0.4903770312666893,,550.8146848753095,test,1,,,,,,,,,,548.3280180767179,548.826644718647,548.826644718647,548.826644718647,549.1767887994647,549.6789923459291,549.8293764814734,550.8340663015842,right,1,0.5875803902745247,0.35,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,5,2,22,1,,,,,,,,,550.8151271119714,stop,circleblack.png,left,0.35,,,,,,,,,,,,,,,0.0017873868346214294,0.48975221812725067,0.8400276899337769,553.3176085054874,test,1,,,,,,,,,,550.8340663015842,551.3472715392709,551.3307964503765,551.3307964503765,551.6810143887997,552.1802323460579,552.3303642198443,553.3369526639581,left,1,0.35486019402742386,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,5,3,23,1,,,,,,,,,553.3180492967367,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0019008219242095947,0.48931003361940384,0.7898042872548103,555.8200512304902,test,1,,,,,,,,,,553.3369526639581,553.8502237424254,553.8334889039397,553.8334889039397,554.1338171064854,554.6342676505446,554.8330802544951,555.8392915502191,right,1,0.5157749950885773,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,6,0,24,0,,,,,,,,,555.8204741701484,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.0017599835991859436,0.4896090179681778,0.7400529459118843,558.3228662163019,test,1,,,,,,,,,,555.8392915502191,556.3526607304811,556.3360433802009,556.3360433802009,556.5862321779132,557.086793936789,557.337239973247,558.3419128358364,None,0,,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,6,1,25,3,,,,,,,,,558.3233036845922,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0014588609337806702,0.4893809109926224,,560.8241041973233,test,1,,,,,,,,,,558.3419128358364,558.8555120974779,558.8389645144343,558.8389645144343,559.1392229124904,559.6397569552064,559.839840427041,560.8414651975036,left,1,1.1100038886070251,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,6,2,26,2,,,,,,,,,560.824603445828,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0016454681754112244,0.48957260698080063,0.7898838743567467,563.3283893242478,test,1,,,,,,,,,,560.8414651975036,561.3569237142801,561.3401660844684,561.3401660844684,561.64052349329,562.1422099843621,562.3426932841539,563.3473579213023,right,1,0.4236903637647629,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,6,3,27,1,,,,,,,,,563.3288280591369,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.001255139708518982,0.4893169328570366,,565.8311002105474,test,1,,,,,,,,,,563.3473579213023,563.8614436462522,563.8445146158338,563.8445146158338,564.0948403924704,564.5950850844383,564.8457166552544,565.8505301475525,None,0,,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,7,0,28,2,,,,,,,,,565.8315488547087,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.0018569901585578918,0.49006031453609467,,568.3338630273938,test,1,,,,,,,,,,565.8505301475525,566.3643127009273,566.3472431004047,566.3472431004047,566.5976099297404,567.0980703383684,567.3472339957952,568.3531207218766,left,1,0.4856192469596863,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,1,29,0,,,,,,,,,568.3343008756638,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.001384735107421875,0.48963136225938797,0.7397950366139412,570.8365375250578,test,1,,,,,,,,,,568.3531207218766,568.8668347075582,568.8503324091434,568.8503324091434,569.1002120226622,569.6008251011372,569.8508633896708,570.8555541783571,None,0,,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,7,2,30,1,,,,,,,,,570.8369878306985,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0016448795795440674,0.49016278237104416,,573.3391592949629,test,1,,,,,,,,,,570.8555541783571,571.3693991154432,571.3524930104613,571.3524930104613,571.6529473736882,572.1534703373909,572.3536279574037,573.3576039746404,None,0,,0.3,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,7,3,31,3,,,,,,,,,573.3395911157131,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0011918693780899048,0.4897976219654083,0.7901269048452377,575.8420348390937,test,1,,,,,,,,,,573.3576039746404,573.8720254376531,573.8554977327585,573.8554977327585,574.1556253880262,574.6550547108054,574.8551155924797,575.8611656352878,right,1,0.5006241723895073,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,8,0,32,0,,,,,,,,,575.8425457850099,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.001235954463481903,0.4896382987499237,,578.343451038003,test,1,,,,,,,,,,575.8611656352878,576.3750139251351,576.358001254499,576.358001254499,576.6083628535271,577.1091336458921,577.3592334985733,578.3608253970742,right,1,1.0078943222761154,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,8,1,33,2,,,,,,,,,578.3438984677196,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.0018451213836669922,0.49000250548124313,,580.8477393463254,test,1,,,,,,,,,,578.3608253970742,578.876852221787,578.8595519065857,578.8595519065857,579.1097974106669,579.612025693059,579.862315222621,580.8667932376266,left,1,0.37331344932317734,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,8,2,34,0,,,,,,,,,580.848166577518,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.0014874637126922607,0.49012020230293274,,583.3506130799651,test,1,,,,,,,,,,580.8667932376266,581.3805840089917,581.363804154098,581.363804154098,581.6141533851624,582.114558763802,582.3650730401278,583.3696510642767,None,0,,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,8,3,35,0,,,,,,,,,583.3510402739048,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.0015542656183242798,0.4897807836532593,,585.8533058539033,test,1,,,,,,,,,,583.3696510642767,583.8833648487926,583.8665957823396,583.8665957823396,584.1168424189091,584.6172989085317,584.8663767650723,585.8727523609996,right,1,0.48907724767923355,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,9,0,36,0,,,,,,,,,585.853736653924,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.0018105283379554749,0.4900142326951027,0.7400607243180275,588.3560120686889,test,1,,,,,,,,,,585.8727523609996,586.3857672140002,586.3691301941872,586.3691301941872,586.6194773241878,587.1200062260032,587.3692869246006,588.3748882487416,left,1,0.4440564662218094,0.2,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,9,1,37,1,,,,,,,,,588.3565442487597,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.001329280436038971,0.4896261990070343,,590.8586182296276,test,1,,,,,,,,,,588.3748882487416,588.8886663988233,588.872163489461,588.872163489461,589.072251200676,589.5734027028084,589.8717466816306,590.877976372838,left,1,0.6513250023126602,0.2,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,9,2,38,2,,,,,,,,,590.8590560257435,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.0016916170716285706,0.49003785848617554,,593.3611127510667,test,1,,,,,,,,,,590.877976372838,591.391453936696,591.3748151287436,591.3748151287436,591.5750986337662,592.0755956470966,592.3759572580457,593.3779124394059,right,1,0.7349889203906059,0.2,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,9,3,39,2,,,,,,,,,593.3615450635552,stop,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.0012219324707984924,0.4902423322200775,0.6901430040597916,595.8632775619626,test,1,,,,,,,,,,593.3779124394059,593.8776913806796,593.8776913806796,593.8776913806796,594.0777901932597,594.5786405652761,594.878749795258,595.8809683024883,None,0,,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,10,0,40,1,,,,,,,,,595.8637118935585,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.001780785620212555,0.4905673637986183,,598.366342946887,test,1,,,,,,,,,,595.8809683024883,596.3806287124753,596.3806287124753,596.3806287124753,596.6303767561913,597.1316112950444,597.381319232285,598.3832331970334,left,1,0.744558222591877,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,10,1,41,3,,,,,,,,,598.3667964860797,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.0012798979878425598,0.49030283838510513,,600.8693262189627,test,1,,,,,,,,,,598.3832331970334,598.8829607367516,598.8829607367516,598.8829607367516,599.1332761049271,599.6338179185987,599.8843934237957,600.8882758393884,left,1,0.7232146561145782,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
None,None,,,,,,,,,0,0,0,0,10,2,42,3,,,,,,,,,600.8697631284595,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.0012474432587623596,0.49048612266778946,,603.3718417137861,test,1,,,,,,,,,,600.8882758393884,601.4027180224657,601.3858081325889,601.3858081325889,601.6359566003084,602.1365360692143,602.3872590214014,603.3899500593543,left,1,0.8687092810869217,0.25,,,,,,,,,,,s030,001,2024-08-16_11h41.11.411,simplestop_skeleton,2022.2.2,59.94607263280578,
