corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 0,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,Test Block: 1,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,0,0,0,0,4,3,19,3,,,,,,,,,,,,,,,,,9915.878320917487,go,squareblack.png,m,0.2,9915.897845286876,9915.897845286876,9916.39428326115,9916.39428326115,9916.411164470017,9916.594976939261,9917.095215585083,9917.39397379756,9918.396827351302,9918.396827351302,m,0,0.5790024884045124,9918.396827351302,9918.396827351302,9918.900758128613,9918.900758128613,0.0018130503594875336,0.4900612197816372,0.6903527900576591,9918.881559927016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,0,0,0,0,5,0,20,1,,,,,,,,,,,,,,,,,9918.881886672229,go,squareblack.png,m,0.2,9918.900758128613,9918.900758128613,9919.397851426154,9919.397851426154,9919.414408773184,9919.597908448428,9920.098561123013,9920.398586809635,9921.400000426918,9921.400000426918,m,0,0.4731113091111183,9921.400000426918,9921.400000426918,,,0.0011827796697616577,0.49025462940335274,0.6901491060853004,9921.884855855256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,0,0,0,0,5,1,21,1,,,,,,,,,,,,,,,,,9921.885174378753,stop,circleblack.png,z,0.2,9921.904898032546,9921.904898032546,9922.400944694877,9922.400944694877,9922.417863354087,9922.60138739273,9923.100521881133,9923.401483308524,9924.403158672154,9924.419975358993,z,0,0.42263292148709297,9924.419975358993,9924.419975358993,9924.924712017179,9924.924712017179,0.001875557005405426,0.4901456721127033,0.6904107704758644,9924.90475654602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,2,22,0,,,,,,,,,,,,,,,,,9924.90506476909,stop,squareblack.png,m,0.15,9924.924712017179,9924.924712017179,9925.420989710838,9925.420989710838,9925.437748976052,9925.571082763374,9926.07151037082,9926.422102980316,9927.423158373684,9927.43987319991,None,0,,9927.43987319991,9927.43987319991,9927.943900749087,9927.943900749087,0.0017501339316368103,0.48991866409778595,0.6404279097914696,9927.924679201096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,3,23,0,,,,,,,,,,,,,,,,,9927.924990158528,stop,squareblack.png,m,0.2,9927.943900749087,9927.943900749087,9928.441314656287,9928.441314656287,9928.457838084549,9928.641406510025,9929.141749106348,9929.442366015166,9930.443549260497,9930.443549260497,None,0,,9930.443549260497,9930.443549260497,,,0.001181323081254959,0.49029988422989845,0.6905080415308475,9930.927981834859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9930.94614027068,9930.94614027068,return,2.355164658278227,,,,,,,,,,,,,,,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,9935.42403183505,go,circleblack.png,z,0.25,,,,,,,,,,,,,,,,,,0.002358473837375641,0.49871156364679337,0.7488143593072891,9937.936122044921,,,,,9933.330061532557,9933.330061532557,9935.444107916206,9935.94956831634,9935.94956831634,9935.94956831634,9936.199794307351,9936.700126975775,9936.95041788742,9937.955307990313,z,0,0.5226085148751736,0.25,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,9937.936449505389,stop,squareblack.png,m,0.25,,,,,,,,,,,,,,,,,,0.0016791298985481262,0.4896496795117855,0.7399540990591049,9940.439059086144,,,,,,,9937.955307990313,9938.469207122922,9938.452008847147,9938.452008847147,9938.702398184687,9939.202861495316,9939.451630797237,9940.457879722118,m,0,0.5859846137464046,0.2,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,9940.439369108528,go,squareblack.png,m,0.2,,,,,,,,,,,,,,,,,,0.001388266682624817,0.48946303501725197,0.6896528080105782,9942.941394716501,,,,,,,9940.457879722118,9940.971450846642,9940.955125451088,9940.955125451088,9941.155120629817,9941.655515935272,9941.955382928252,9942.960931129754,m,0,0.4510134272277355,0.2,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,9942.941728159785,go,circleblack.png,z,0.2,,,,,,,,,,,,,,,,,,0.001996852457523346,0.4898549094796181,0.6899610795080662,9945.444364711642,,,,,,,9942.960931129754,9943.47407822311,9943.457452774048,9943.457452774048,9943.657531719655,9944.156832952052,9944.45784604922,9945.463215917349,z,0,0.370995856821537,0.2,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,1,0,4,3,,,,,,,,,9945.444675583392,go,circleblack.png,z,0.2,,,,,,,,,,,,,,,,,,0.0013886764645576477,0.48965882882475853,0.6900196000933647,9947.94691002369,,,,,,,9945.463215917349,9945.977014049888,9945.960410118103,9945.960410118103,9946.160367045552,9946.661245305091,9946.961097992957,9947.965811427683,z,0,0.49445759505033493,0.2,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,1,1,5,3,,,,,,,,,9947.947248198092,stop,circleblack.png,z,0.2,,,,,,,,,,,,,,,,,,0.001365073025226593,0.4898044392466545,0.6900468617677689,9950.44978215918,,,,,,,9947.965811427683,9948.479591920972,9948.462983682752,9948.462983682752,9948.663507044315,9949.163907311857,9949.463913466781,9950.468942321837,None,1,,0.25,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,1,2,6,2,,,,,,,,,9950.450094632804,go,squareblack.png,m,0.25,,,,,,,,,,,,,,,,,,0.0017532631754875183,0.4898395463824272,0.7399611063301563,9952.952875953168,,,,,,,9950.468942321837,9950.982403527945,9950.965853832662,9950.965853832662,9951.215994909406,9951.715386282653,9951.96626168117,9952.972331397235,m,0,0.4293525032699108,0.25,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,1,3,7,0,,,,,,,,,9952.953194040805,go,circleblack.png,z,0.25,,,,,,,,,,,,,,,,,,0.0019205361604690552,0.4895652085542679,0.7398884445428848,9955.455282531679,,,,,,,9952.972331397235,9953.485437784344,9953.468849800527,9953.468849800527,9953.719021104276,9954.219471994787,9954.470686238259,9955.474311336875,z,0,0.48480165377259254,0.25,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,2,0,8,2,,,,,,,,,9955.455588705838,stop,circleblack.png,z,0.25,,,,,,,,,,,,,,,,,,0.0014094822108745575,0.4900491014122963,0.7403292581439018,9957.958075098693,,,,,,,9955.474311336875,9955.988462381065,9955.97137601301,9955.97137601301,9956.222006849945,9956.721574049443,9956.972722861916,9957.977395176888,z,0,0.19095618650317192,0.2,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,2,1,9,2,,,,,,,,,9957.958383541554,stop,squareblack.png,m,0.2,,,,,,,,,,,,,,,,,,0.0016641542315483093,0.49011555686593056,0.6899273172020912,9960.46085016802,,,,,,,9957.977395176888,9958.490614302456,9958.474250540137,9958.474250540137,9958.674261454493,9959.174208875746,9959.475115586072,9960.619774479419,m,0,0.3981708623468876,0.15,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,2,2,10,0,,,,,,,,,9960.461167898029,go,squareblack.png,m,0.15,,,,,,,,,,,,,,,,,,0.00215303897857666,0.4873712696135044,0.6380359269678593,9962.963648479432,,,,,,,9960.619774479419,9961.126495704055,9960.975718691945,9960.975718691945,9961.126495704055,9961.62773258239,9961.977813858539,9962.982911124825,m,0,0.5084059610962868,0.15,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,2,3,11,2,,,,,,,,,9962.963968578726,go,squareblack.png,m,0.15,,,,,,,,,,,,,,,,,,0.0013749487698078156,0.48988397791981697,0.6396570578217506,9965.4663788639,,,,,,,9962.982911124825,9963.496401429176,9963.479974772781,9963.479974772781,9963.62972747907,9964.129683591425,9964.480879683048,9965.48554020375,m,0,0.4183385893702507,0.15,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,3,0,12,0,,,,,,,,,9965.466693222523,go,circleblack.png,z,0.15,,,,,,,,,,,,,,,,,,0.0018696002662181854,0.48990972712635994,0.639930721372366,9967.969017345458,,,,,,,9965.48554020375,9965.999121673405,9965.9823406972,9965.9823406972,9966.13256232068,9966.63349565491,9966.982001218945,9967.988122481853,None,0,,0.15,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,3,1,13,1,,,,,,,,,9967.96933555603,go,squareblack.png,m,0.15,,,,,,,,,,,,,,,,,,0.001634020358324051,0.48986899852752686,0.6400867067277431,9970.471911124885,,,,,,,9967.988122481853,9968.5018539913,9968.485566295683,9968.485566295683,9968.63550221175,9969.135899160057,9969.486205041409,9970.490245010704,m,0,0.49230946972966194,0.15,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,3,2,14,2,,,,,,,,,9970.472237154841,stop,squareblack.png,m,0.15,,,,,,,,,,,,,,,,,,0.0012855380773544312,0.489779494702816,0.639917366206646,9972.974512629211,,,,,,,9970.490245010704,9971.004553560168,9970.987874910235,9970.987874910235,9971.138221319765,9971.638845924288,9971.989302784204,9972.993097029626,None,1,,0.2,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,3,3,15,3,,,,,,,,,9972.974827375263,stop,squareblack.png,m,0.2,,,,,,,,,,,,,,,,,,0.0011872835457324982,0.48972608149051666,0.6900711692869663,9975.477192323655,,,,,,,9972.993097029626,9973.507135797292,9973.490559406579,9973.490559406579,9973.690856732428,9974.191390536726,9974.49170954153,9975.49627975747,None,1,,0.25,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,4,0,16,2,,,,,,,,,9975.477512467653,stop,circleblack.png,z,0.25,,,,,,,,,,,,,,,,,,0.0018118061125278473,0.49001939594745636,0.7402222901582718,9977.978968173265,,,,,,,9975.49627975747,9976.010386858135,9975.993364769965,9975.993364769965,9976.243634041399,9976.744135543704,9976.994353402406,9977.995390612632,None,1,,0.3,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,4,1,17,2,,,,,,,,,9977.97930201143,stop,circleblack.png,z,0.3,,,,,,,,,,,,,,,,,,0.001245655119419098,0.4896632693707943,0.7912088744342327,9980.48271516338,,,,,,,9977.995390612632,9978.497087363154,9978.497087363154,9978.497087363154,9978.796318728477,9979.29690984264,9979.497162118554,9980.501852024347,None,1,,0.35,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,4,2,18,2,,,,,,,,,9980.483030818403,go,squareblack.png,m,0.35,,,,,,,,,,,,,,,,,,0.0017152391374111176,0.48991169035434723,0.8389466032385826,9982.985621046275,,,,,,,9980.501852024347,9981.015531234443,9980.999336268753,9980.999336268753,9981.347735367715,9981.849778991193,9981.999952025712,9983.0049001351,m,0,0.49295027554035187,0.35,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,4,3,19,1,,,,,,,,,9982.985941629857,go,circleblack.png,z,0.35,,,,,,,,,,,,,,,,,,0.0017765574157238007,0.49008820205926895,0.8403752334415913,9985.488358367234,,,,,,,9983.0049001351,9983.51834114641,9983.50170333311,9983.50170333311,9983.852108988911,9984.351190507412,9984.50179515779,9985.507561609149,z,0,0.5404762625694275,0.35,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,5,0,20,1,,,,,,,,,9985.488669119775,go,squareblack.png,m,0.35,,,,,,,,,,,,,,,,,,0.0016608498990535736,0.48980919644236565,0.8400408998131752,9987.991326503456,,,,,,,9985.507561609149,9986.021034758538,9986.004381239414,9986.004381239414,9986.354826383293,9986.854074466974,9987.005154319108,9988.010261427611,m,0,0.4747624360024929,0.35,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,5,1,21,2,,,,,,,,,9987.99164218828,go,squareblack.png,m,0.35,,,,,,,,,,,,,,,,,,0.0012789368629455566,0.489918552339077,0.8402102924883366,9990.494032565504,,,,,,,9988.010261427611,9988.523966051638,9988.507376730442,9988.507376730442,9988.857677325606,9989.357258580625,9989.507512766868,9990.513735696673,m,0,0.3932992182672024,0.35,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,5,2,22,1,,,,,,,,,9990.494340527803,go,circleblack.png,z,0.35,,,,,,,,,,,,,,,,,,0.001986321061849594,0.4895331747829914,0.8398055136203766,9992.99667667225,,,,,,,9990.513735696673,9991.026742059737,9991.009949680418,9991.009949680418,9991.36041111499,9991.859743971378,9992.010659560561,9993.015624262393,z,0,0.35803328827023506,0.35,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,3,23,0,,,,,,,,,9992.99698253721,go,circleblack.png,z,0.35,,,,,,,,,,,,,,,,,,0.001248631626367569,0.48996150121092796,0.8403880968689919,9995.499865174294,,,,,,,9993.015624262393,9993.52974544093,9993.512651946396,9993.512651946396,9993.863221995533,9994.362516794354,9994.5130844675,9995.518767077476,z,0,0.39175430685281754,0.35,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,6,0,24,3,,,,,,,,,9995.500177260488,go,squareblack.png,m,0.35,,,,,,,,,,,,,,,,,,0.0016939714550971985,0.489494189620018,0.840102456510067,9998.002171579748,,,,,,,9995.518767077476,9996.032246429473,9996.015708077699,9996.015708077699,9996.366002261639,9996.86524862796,9997.01519741118,9998.021450653672,m,0,0.5593835823237896,0.35,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,6,1,25,3,,,,,,,,,9998.002542376518,go,circleblack.png,z,0.35,,,,,,,,,,,,,,,,,,0.0017935745418071747,0.4898086152970791,0.8407042659819126,10000.505129389465,,,,,,,9998.021450653672,9998.535077184439,9998.518310800195,9998.518310800195,9998.868785820901,9999.368492849171,9999.518921934068,10000.52397673577,z,0,0.32650550454854965,0.35,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,6,2,26,1,,,,,,,,,10000.505447696894,stop,circleblack.png,z,0.35,,,,,,,,,,,,,,,,,,0.001370944082736969,0.4897230453789234,0.8403955399990082,10003.008112721145,,,,,,,10000.52397673577,10001.037786375731,10001.02101702243,10001.02101702243,10001.371630854905,10001.887164589018,10002.02204426378,10003.02696750313,z,0,0.4932432100176811,0.3,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,6,3,27,0,,,,,,,,,10003.008432798088,stop,squareblack.png,m,0.3,,,,,,,,,,,,,,,,,,0.001663021743297577,0.48952677845954895,0.7898579463362694,10005.51047462225,,,,,,,10003.02696750313,10003.540452260524,10003.523668192327,10003.523668192327,10003.824114825577,10004.339805610478,10004.524007920176,10005.52965343371,m,0,0.3906708285212517,0.25,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,0,28,0,,,,,,,,,10005.510780729353,go,circleblack.png,z,0.25,,,,,,,,,,,,,,,,,,0.0018340572714805603,0.48986392840743065,0.7401856109499931,10008.013235595077,,,,,,,10005.52965343371,10006.043298941106,10006.026478234679,10006.026478234679,10006.276685342193,10006.777393374592,10007.026147939265,10008.032493822277,z,0,0.5516971237957478,0.25,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,7,1,29,1,,,,,,,,,10008.013552244753,go,squareblack.png,m,0.25,,,,,,,,,,,,,,,,,,0.001694217324256897,0.48960019648075104,0.7402121350169182,10010.516082379967,,,,,,,10008.032493822277,10008.54604319483,10008.529196690768,10008.529196690768,10008.779658745974,10009.278727263212,10009.530023939908,10010.53511614725,z,0,0.21915024146437645,0.25,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,7,2,30,3,,,,,,,,,10010.516409810632,go,squareblack.png,m,0.25,,,,,,,,,,,,,,,,,,0.0012800134718418121,0.4896105267107487,0.7401767857372761,10013.018965695053,,,,,,,10010.53511614725,10011.048535335809,10011.032037071884,10011.032037071884,10011.282298598439,10011.782982334495,10012.032708659768,10013.038190614432,m,0,0.47261839732527733,0.25,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,3,31,0,,,,,,,,,10013.019287452102,go,circleblack.png,z,0.25,,,,,,,,,,,,,,,,,,0.0019173994660377502,0.48982538282871246,0.7403287775814533,10015.521570518613,,,,,,,10013.038190614432,10013.551627863199,10013.534896086901,10013.534896086901,10013.785255089402,10014.286168497056,10014.534432671964,10015.540488321334,None,0,,0.25,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,8,0,32,1,,,,,,,,,10015.521895367652,go,squareblack.png,m,0.25,,,,,,,,,,,,,,,,,,0.0015980564057826996,0.49023863673210144,0.7403393387794495,10018.024534065276,,,,,,,10015.540488321334,10016.054373115301,10016.037700340152,10016.037700340152,10016.28805808723,10016.788367222995,10017.038334868848,10018.043808564544,m,0,0.49145642295479774,0.25,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,8,1,33,0,,,,,,,,,10018.024865653366,go,circleblack.png,z,0.25,,,,,,,,,,,,,,,,,,0.0017720013856887817,0.48946550861001015,0.739970687776804,10020.527281403542,,,,,,,10018.043808564544,10018.557061810046,10018.540287759155,10018.540287759155,10018.790635161102,10019.291258301586,10019.540562659502,10020.546332415193,z,0,0.5341237336397171,0.25,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,8,2,34,3,,,,,,,,,10020.527601458132,stop,squareblack.png,m,0.25,,,,,,,,,,,,,,,,,,0.0016580410301685333,0.4895140193402767,0.7398370616137981,10023.029707234353,,,,,,,10020.546332415193,10021.059825565666,10021.043568447232,10021.043568447232,10021.293362751603,10021.793991405517,10022.044559616596,10023.049075387418,None,1,,0.3,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,8,3,35,3,,,,,,,,,10023.030033867806,stop,circleblack.png,z,0.3,,,,,,,,,,,,,,,,,,0.0017542093992233276,0.4884732887148857,0.7903913147747517,10025.532518163323,,,,,,,10023.049075387418,10023.5622776635,10023.547095917165,10023.547095917165,10023.846589423716,10024.346348565072,10024.54611934349,10025.551350153983,z,0,0.25628235936164856,0.25,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,9,0,36,3,,,,,,,,,10025.532842013985,go,circleblack.png,z,0.25,,,,,,,,,,,,,,,,,,0.00126662477850914,0.4896925315260887,0.739970937371254,10028.035435430706,,,,,,,10025.551350153983,10026.065167110413,10026.048517867923,10026.048517867923,10026.29863904789,10026.799777187407,10027.048176590353,10028.055835869163,z,0,0.6379980705678463,0.25,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,9,1,37,1,,,,,,,,,10028.035743977875,stop,circleblack.png,z,0.25,,,,,,,,,,,,,,,,,,0.0013552755117416382,0.4897177256643772,0.7400264143943787,10030.538162153214,,,,,,,10028.055835869163,10028.568176157773,10028.55179200694,10028.55179200694,10028.801613993943,10029.302251342684,10029.552393902093,10030.558626644313,None,1,,0.3,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,9,2,38,1,,,,,,,,,10030.538470182568,go,squareblack.png,m,0.3,,,,,,,,,,,,,,,,,,0.0016333423554897308,0.4898178018629551,0.7899469286203384,10033.04081536457,,,,,,,10030.558626644313,10031.07110670209,10031.054165773094,10031.054165773094,10031.354525357485,10031.853646762669,10032.054777033627,10033.06002965197,m,0,0.4459720142185688,0.3,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,9,3,39,0,,,,,,,,,10033.041133981198,go,circleblack.png,z,0.3,,,,,,,,,,,,,,,,,,0.0018579252064228058,0.48974256217479706,0.7901210002601147,10035.543714914471,,,,,,,10033.06002965197,10033.573670450598,10033.556897580624,10033.556897580624,10033.857179973274,10034.357744015753,10034.556529052556,10035.562714796513,z,0,0.614494051784277,0.3,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
None,None,,,,,,,,,0,0,0,0,10,0,40,1,,,,,,,,,10035.544041663408,go,squareblack.png,m,0.3,,,,,,,,,,,,,,,,,,0.0016322731971740723,0.4898945540189743,0.7899914123117924,10038.04661553353,,,,,,,10035.562714796513,10036.076378848404,10036.059629708529,10036.059629708529,10036.36032813415,10036.859776709229,10037.060785591602,10038.065869968385,z,0,0.07963797077536583,0.3,,,,,,,,,,,,s002,001,2024-04-10_15h44.48.023,simplestop_skeleton,2022.2.2,59.9277046758086,
