corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}]","[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}]",966.7062585614622,966.7062585614622,return,2.684544675052166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,969.4371180608869,969.4371180608869,1022.1633801758289,stop,circleblack.png,left,0.35,1022.1845235414803,1022.1845235414803,1022.6827430017292,1022.6827430017292,1022.6991480253637,1023.0329161919653,1023.5336239412427,1023.6839258037508,1024.6858369521797,1024.6858369521797,left,1,1.1121246851980686,1024.6858369521797,1024.6858369521797,1025.1944977268577,1025.1944977268577,0.003212757408618927,0.4928395077586174,0.8433367982506752,1025.1696845330298,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,1025.1702463515103,stop,squareblack.png,right,0.3,1025.1944977268577,1025.1944977268577,1025.6855534613132,1025.6855534613132,1025.7018059380352,1025.98616752401,1026.4866485632956,1026.6868889778852,1027.688030153513,1027.7047293819487,right,1,0.42491457611322403,1027.7047293819487,1027.7047293819487,1028.2098333202302,1028.2098333202302,0.007387638092041016,0.4911054037511349,0.7898796834051609,1028.1893955096602,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,1028.1898415721953,go,circleblack.png,left,0.25,1028.2098333202302,1028.2098333202302,1028.7057327367365,1028.7057327367365,1028.7226695604622,1028.956131298095,1029.45656356588,1029.705520208925,1030.707878869027,1030.7249740026891,left,1,0.6483650915324688,1030.7249740026891,1030.7249740026891,,,0.0017647892236709595,0.489767923951149,0.7402264848351479,1031.2093679904938,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,1031.2098565511405,stop,circleblack.png,left,0.25,1031.2289335094392,1031.2289335094392,1031.7259359322488,1031.7259359322488,1031.7424864433706,1031.9760385975242,1032.476628858596,1032.7269522845745,1033.7281951121986,1033.7281951121986,None,0,,1033.7281951121986,1033.7281951121986,,,0.001310046762228012,0.49045272916555405,0.7407456524670124,1034.2126448228955,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,1,0,4,3,,,,,,,,,,,,,,,,,1034.2130736969411,go,squareblack.png,right,0.3,1034.232363846153,1034.232363846153,1034.7292857766151,1034.7292857766151,1034.7457274757326,1035.029613263905,1035.5300131477416,1035.7302615903318,1036.731233868748,1036.731233868748,right,1,0.8525998257100582,1036.731233868748,1036.731233868748,1037.236166689545,1037.236166689545,0.0016526617109775543,0.49050239101052284,0.7908485531806946,1037.2163880988955,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
$currentCorrectResponse,$currentGoStim,0,0,0,0,1,1,5,0,,,,,,,,,,,,,,,,,1037.2168073356152,go,circleblack.png,left,0.3,1037.236166689545,1037.236166689545,1037.7324206642807,1037.7324206642807,1037.7494206354022,1038.0328031033278,1038.5333003625274,1038.7324559502304,1039.7349550500512,1039.7513591088355,left,1,0.6790773719549179,1039.7513591088355,1039.7513591088355,1040.2559591270983,1040.2559591270983,0.0017088614404201508,0.49009285122156143,0.7901330664753914,1040.2360872775316,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,,1040.2365094982088,stop,squareblack.png,right,0.3,1040.2559591270983,1040.2559591270983,1040.7523893862963,1040.7523893862963,1040.7691016606987,1041.0528687015176,1041.5520719215274,1041.7529666684568,1042.7546957433224,1042.7546957433224,right,1,0.38246266916394234,1042.7546957433224,1042.7546957433224,1043.2597978375852,1043.2597978375852,0.0017528347671031952,0.4900667183101177,0.7905077487230301,1043.2396519184113,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,1,3,7,1,,,,,,,,,,,,,,,,,1043.2400908507407,go,circleblack.png,left,0.25,1043.2597978375852,1043.2597978375852,1043.755923923105,1043.755923923105,1043.772471100092,1044.0062787123024,1044.5065751448274,1044.7571054659784,1045.7582301869988,1045.7745289728045,left,1,0.9786591939628124,1045.7745289728045,1045.7745289728045,,,0.0017805621027946472,0.4897998385131359,0.7401504628360271,1046.2596063688397,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,2,0,8,3,,,,,,,,,,,,,,,,,1046.2601381987333,go,circleblack.png,left,0.25,1046.2794692255557,1046.2794692255557,1046.7758372463286,1046.7758372463286,1046.7926267646253,1047.026159543544,1047.5265205390751,1047.776868417859,1048.778204727918,1048.7945664077997,left,1,1.0475584603846073,1048.7945664077997,1048.7945664077997,1049.2994633167982,1049.2994633167982,0.0014267712831497192,0.48993081972002983,0.7398366965353489,1049.2794866003096,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
