corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
$currentCorrectResponse,$currentGoStim,0,0,0,0,2,1,9,0,,,,,,,,,,,,,,,,,1049.2798989340663,go,squareblack.png,right,0.25,1049.2994633167982,1049.2994633167982,1049.7958852164447,1049.7958852164447,1049.812626875937,1050.0461654253304,1050.5465541183949,1050.7968986406922,1051.7979974746704,1051.8148863129318,right,1,0.856843326240778,1051.8148863129318,1051.8148863129318,1052.3192603066564,1052.3192603066564,0.0016849003732204437,0.49013911187648773,0.7402445115149021,1052.2994465380907,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,2,2,10,2,,,,,,,,,,,,,,,,,1052.2998625002801,go,squareblack.png,right,0.25,1052.3192603066564,1052.3192603066564,1052.8156419433653,1052.8156419433653,1052.832826450467,1053.0662904791534,1053.5666462555528,1053.8172082826495,1054.817908450961,1054.8347282484174,right,1,0.8784359358251095,1054.8347282484174,1054.8347282484174,1055.338794477284,1055.338794477284,0.0012214742600917816,0.4903189279139042,0.7404994480311871,1055.319496218115,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,2,3,11,3,,,,,,,,,,,,,,,,,1055.3199841454625,go,squareblack.png,right,0.25,1055.338794477284,1055.338794477284,1055.8358000330627,1055.8358000330627,1055.8523404747248,1056.0860827490687,1056.5865875817835,1056.8363020643592,1057.837845865637,1057.837845865637,right,1,0.5759426802396774,1057.837845865637,1057.837845865637,1058.343133635819,1058.343133635819,0.0011857524514198303,0.4901842102408409,0.7404490783810616,1058.3226411119103,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,3,0,12,1,,,,,,,,,,,,,,,,,1058.3230644464493,stop,circleblack.png,left,0.25,1058.343133635819,1058.343133635819,1058.8390574418008,1058.8390574418008,1058.855619251728,1059.089119464159,1059.5899312533438,1059.83996546641,1060.8412215672433,1060.8578520268202,None,0,,1060.8578520268202,1060.8578520268202,,,0.001968245953321457,0.4899226985871792,0.740453340113163,1061.3428399525583,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,3,1,13,2,,,,,,,,,,,,,,,,,1061.3432787582278,go,circleblack.png,left,0.3,1061.3624605312943,1061.3624605312943,1061.8595383167267,1061.8595383167267,1061.8758244998753,1062.159448131919,1062.6599066667259,1062.8590691238642,1063.8612399324775,1063.8612399324775,left,1,0.7108133807778358,1063.8612399324775,1063.8612399324775,1064.36616339162,1064.36616339162,0.0012524574995040894,0.4901876300573349,0.790648814290762,1064.3463068678975,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,3,2,14,3,,,,,,,,,,,,,,,,,1064.3467290140688,stop,squareblack.png,right,0.3,1064.36616339162,1064.36616339162,1064.8627744279802,1064.8627744279802,1064.8793345987797,1065.1627690903842,1065.6633341275156,1065.8636812195182,1066.8645782507956,1066.8812532275915,None,0,,1066.8812532275915,1066.8812532275915,,,0.0016883648931980133,0.48959724232554436,0.7900572456419468,1067.366090822965,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
$currentCorrectResponse,$currentGoStim,0,0,0,0,3,3,15,0,,,,,,,,,,,,,,,,,1067.3665385656059,go,squareblack.png,right,0.35,1067.385293457657,1067.385293457657,1067.882657110691,1067.882657110691,1067.899046368897,1068.2329072505236,1068.733259435743,1068.8821594677866,1069.8846764713526,1069.8846764713526,right,1,0.6885430179536343,1069.8846764713526,1069.8846764713526,1070.3889991156757,1070.3889991156757,0.0011773891746997833,0.49021200835704803,0.8403789810836315,1070.3696193993092,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,4,0,16,1,,,,,,,,,,,,,,,,,1070.3700330071151,stop,squareblack.png,right,0.35,1070.3889991156757,1070.3889991156757,1070.8855724036694,1070.8855724036694,1070.9026511982083,1071.2360085435212,1071.7365091629326,1071.8865553215146,1072.8878182433546,1072.904837489128,None,0,,1072.904837489128,1072.904837489128,,,0.0012608766555786133,0.49006839841604233,0.8403297625482082,1073.3893007785082,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,4,1,17,2,,,,,,,,,,,,,,,,,1073.3897227086127,go,circleblack.png,left,0.4,1073.4089612439275,1073.4089612439275,1073.905625935644,1073.905625935644,1073.9222340770066,1074.3060113824904,1074.8067211434245,1074.905709989369,1075.9080344215035,1075.924705926329,left,1,0.673760611563921,1075.924705926329,1075.924705926329,1076.4291986636817,1076.4291986636817,0.0018716901540756226,0.4906388074159622,0.8906724750995636,1076.409512925893,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,4,2,18,1,,,,,,,,,,,,,,,,,1076.4099269248545,go,circleblack.png,left,0.4,1076.4291986636817,1076.4291986636817,1076.9258494190872,1076.9258494190872,1076.942364666611,1077.3261673338711,1077.8267529420555,1077.9268531315029,1078.927954185754,1078.9448872841895,left,1,0.9137264266610146,1078.9448872841895,1078.9448872841895,1079.449539422989,1079.449539422989,0.0012510418891906738,0.489838320761919,0.8904784806072712,1079.4295485056937,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
$currentCorrectResponse,$currentGoStim,0,0,0,0,4,3,19,0,,,,,,,,,,,,,,,,,1079.4299927689135,go,squareblack.png,right,0.4,1079.449539422989,1079.449539422989,1079.9457382373512,1079.9457382373512,1079.9626113399863,1080.3462953604758,1080.8466408364475,1080.9467973448336,1081.9481189511716,1081.96491773054,right,1,0.7533031180500984,1081.96491773054,1081.96491773054,1082.4687752053142,1082.4687752053142,0.0016389451920986176,0.48994021490216255,0.8902994282543659,1082.449526194483,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,0,20,0,,,,,,,,,,,,,,,,,1082.4499389752746,go,squareblack.png,right,0.4,1082.4687752053142,1082.4687752053142,1082.9656785316765,1082.9656785316765,1082.9823088645935,1083.366049386561,1083.8660023063421,1083.9663399159908,1084.9680010974407,1084.9680010974407,right,1,0.783909022808075,1084.9680010974407,1084.9680010974407,,,0.00118342787027359,0.48990391939878464,0.8904162719845772,1085.4526497088373,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,1,21,0,,,,,,,,,,,,,,,,,1085.4530687183142,go,squareblack.png,right,0.4,1085.4720869399607,1085.4720869399607,1085.9688826911151,1085.9688826911151,1085.9859003722668,1086.3694872744381,1086.8700516298413,1086.9699423201382,1087.9712112993002,1087.9879874773324,right,1,0.7146470546722412,1087.9879874773324,1087.9879874773324,1088.492688342929,1088.492688342929,0.0011897832155227661,0.4901525527238846,0.8906088620424271,1088.4726664423943,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,5,2,22,3,,,,,,,,,,,,,,,,,1088.4730824567378,stop,circleblack.png,left,0.4,1088.492688342929,1088.492688342929,1088.989124454558,1088.989124454558,1089.0056882314384,1089.3896247036755,1089.8899119496346,1089.989924762398,1090.991126138717,1091.0081335529685,None,0,,1091.0081335529685,1091.0081335529685,,,0.0017537511885166168,0.489776898175478,0.8902238123118877,1091.4926936775446,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,0,0,0,0,5,3,23,3,,,,,,,,,,,,,,,,,1091.4931151084602,go,circleblack.png,left,0.45,1091.5120597556233,1091.5120597556233,1092.0089443959296,1092.0089443959296,1092.025771200657,1092.4600031413138,1092.9778671301901,1093.0092813074589,1094.0115730203688,1094.0115730203688,left,1,0.523829635232687,1094.0115730203688,1094.0115730203688,1094.513098333031,1094.513098333031,0.0013363659381866455,0.4899074099957943,0.9406003877520561,1094.495926938951,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.513098333031,1094.513098333031,return,8.422837268561125,,,,,,,,,,,,,,,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,1120.565423388034,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0019400343298912048,0.49862711876630783,,1123.0784320756793,test,1,,,,,1102.954664222896,1102.954664222896,1120.5841558240354,1121.0908483825624,1121.0908483825624,1121.0908483825624,1121.5252107530832,1122.0256943814456,1122.0922462008893,1123.0973065458238,right,1,0.6625864133238792,0.45,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,1123.0789676606655,stop,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.001354854553937912,0.48910874873399734,0.9395964033901691,1125.5807235017419,test,1,,,,,,,1123.0973065458238,1123.610596973449,1123.5936409309506,1123.5936409309506,1124.0444529131055,1124.5441977456212,1124.594543170184,1125.6002058126032,right,1,0.39011508598923683,0.4,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,1125.5811688490212,stop,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,,0.0019205696880817413,0.48981767147779465,0.8898794576525688,1128.0834661833942,test,1,,,,,,,1125.6002058126032,1126.11350049451,1126.096510965377,1126.096510965377,1126.497012939304,1126.9974618330598,1127.097445514053,1128.1027130745351,left,1,0.43917688354849815,0.35,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
None,None,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,1128.0839113257825,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.001759212464094162,0.48935188353061676,0.8397656157612801,1130.5860053151846,test,1,,,,,,,1128.1027130745351,1128.6162749417126,1128.59935926646,1128.59935926646,1128.9499075897038,1129.4502842277288,1129.600705768913,1130.6048143841326,None,0,,0.4,,,,,,,,,,,s12,001,2024-07-18_17h26.15.698,simplestop_skeleton,2022.2.2,59.998545830923405,
