corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 0,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,Test Block: 1,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,,,,,,,,,0,0,0,0,1,2,6,3,,,,,,,,,241.29147454351187,go,circleblack.png,z,0.35,,,,,,,,,,,,,,,,,,0.0017998330295085907,0.49002356082201004,0.8403518162667751,243.794009052217,,,,,,,241.3104466870427,241.82376953214407,241.8072233274579,241.8072233274579,242.15749486163259,242.65805042535067,242.8083184324205,243.81287753582,z,0,0.9438522532582283,0.35,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,1,3,7,0,,,,,,,,,243.79439908266068,go,circleblack.png,z,0.35,,,,,,,,,,,,,,,,,,0.0013998150825500488,0.4895986244082451,0.8404928743839264,246.29756394028664,,,,,,,243.81287753582,244.3266857266426,244.31019159406424,244.31019159406424,244.66045938432217,245.16084956377745,245.3112675845623,246.31681328639388,z,0,0.8553678207099438,0.35,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,2,0,8,2,,,,,,,,,246.29803938791156,stop,circleblack.png,z,0.35,,,,,,,,,,,,,,,,,,0.0020978935062885284,0.4885369800031185,0.8391953632235527,248.7993855662644,,,,,,,246.31681328639388,246.82956138253212,246.81287923827767,246.81287923827767,247.16343392431736,247.66368647664785,247.81419005990028,248.81827373057604,None,1,,0.4,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,2,1,9,2,,,,,,,,,248.79970140755177,go,circleblack.png,z,0.4,,,,,,,,,,,,,,,,,,0.0013207532465457916,0.48820456117391586,0.8895392380654812,251.30251184105873,,,,,,,248.81827373057604,249.33075681328773,249.31401753425598,249.31401753425598,249.71520799025893,250.21640481427312,250.31647936999798,251.3215162716806,z,0,0.8478489927947521,0.4,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,2,2,10,1,,,,,,,,,251.30283856019378,go,squareblack.png,m,0.4,,,,,,,,,,,,,,,,,,0.0016902349889278412,0.48970409482717514,0.8898061476647854,253.80410559475422,,,,,,,251.3215162716806,251.83508226647973,251.8181186132133,251.8181186132133,252.21882443502545,252.71949493139982,252.81948785111308,253.82187800481915,m,0,0.8319578617811203,0.4,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,2,3,11,3,,,,,,,,,253.80443677306175,stop,squareblack.png,m,0.4,,,,,,,,,,,,,,,,,,0.0013196393847465515,0.4909677244722843,0.8891188688576221,256.3076627291739,,,,,,,253.82187800481915,254.32125701382756,254.32125701382756,254.32125701382756,254.71992545574903,255.22071872651577,255.32104575261474,256.32609121873975,None,1,,0.45,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,3,0,12,0,,,,,,,,,256.30797649919987,go,squareblack.png,m,0.45,,,,,,,,,,,,,,,,,,0.001187894493341446,0.4898471385240555,0.9424198716878891,258.81053886190057,,,,,,,256.32609121873975,256.84031473100185,256.8238781504333,256.8238781504333,257.27433836460114,257.77466782927513,257.824849486351,258.829361602664,m,0,0.779080156236887,0.45,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,3,1,13,1,,,,,,,,,258.81086540594697,stop,squareblack.png,m,0.45,,,,,,,,,,,,,,,,,,0.001275859773159027,0.48981157317757607,0.9404014907777309,261.3135616146028,,,,,,,258.829361602664,259.3439882360399,259.3267195299268,259.3267195299268,259.7771166972816,260.2779131196439,260.3277138546109,261.33275087177753,None,1,,0.5,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,3,2,14,3,,,,,,,,,261.31388936564326,go,circleblack.png,z,0.5,,,,,,,,,,,,,,,,,,0.001905832439661026,0.4891652949154377,0.990147802978754,263.81638461723924,,,,,,,261.33275087177753,261.8456019721925,261.828738193959,261.828738193959,262.33012353256345,262.8306408673525,262.8306408673525,263.83544502034783,z,0,0.7274734042584896,0.5,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,3,3,15,1,,,,,,,,,263.8167017735541,stop,circleblack.png,z,0.5,,,,,,,,,,,,,,,,,,0.0014901123940944672,0.4898201823234558,0.9898464903235435,266.31864991784096,,,,,,,263.83544502034783,264.3489679135382,264.3319787234068,264.3319787234068,264.83296725153923,265.3333548158407,265.3333548158407,266.33801816403866,None,1,,0.55,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,4,0,16,2,,,,,,,,,266.31896214187145,go,squareblack.png,m,0.55,,,,,,,,,,,,,,,,,,0.0017964430153369904,0.49008912593126297,1.0412346199154854,268.82140170410275,,,,,,,266.33801816403866,266.8514691181481,266.83482856303453,266.83482856303453,267.3875198215246,267.9028407409787,267.83583772554994,268.83981305733323,m,0,0.4561520554125309,0.55,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,4,1,17,2,,,,,,,,,268.8217191286385,go,squareblack.png,m,0.55,,,,,,,,,,,,,,,,,,0.0012468509376049042,0.4902176968753338,1.0405132472515106,271.3244436196983,,,,,,,268.83981305733323,269.35421304032207,269.3375535532832,269.3375535532832,269.888256855309,270.38858956843615,270.3388511352241,271.34304221346974,m,0,0.7514509372413158,0.55,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,4,2,18,1,,,,,,,,,271.32476619258523,go,squareblack.png,m,0.55,,,,,,,,,,,,,,,,,,0.0011809729039669037,0.4896843507885933,1.0405915454030037,273.8271989002824,,,,,,,271.34304221346974,271.8570079393685,271.8403788022697,271.8403788022697,272.3909004256129,272.8914676941931,272.841371178627,273.84626488387585,m,0,0.7236151918768883,0.55,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,4,3,19,3,,,,,,,,,273.8275267370045,go,circleblack.png,z,0.55,,,,,,,,,,,,,,,,,,0.0018106624484062195,0.48985346034169197,1.040384080260992,276.32992067188025,,,,,,,273.84626488387585,274.359659999609,274.3431553542614,274.3431553542614,274.89371060952544,275.3943814262748,275.34419560432434,276.348592761904,z,0,0.6733864508569241,0.55,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,0,20,0,,,,,,,,,276.3302453830838,stop,circleblack.png,z,0.55,,,,,,,,,,,,,,,,,,0.0012462995946407318,0.48991284146904945,1.0404921025037766,278.8326686024666,,,,,,,276.348592761904,276.8624180108309,276.8458985760808,276.8458985760808,277.3963919468224,277.89701499044895,277.84702803194523,278.8515808843076,m,0,0.6357501037418842,0.5,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,1,21,0,,,,,,,,,278.83299734070897,go,circleblack.png,z,0.5,,,,,,,,,,,,,,,,,,0.0013315752148628235,0.48978187143802643,0.9902074262499809,281.33546344563365,,,,,,,278.8515808843076,279.3655378520489,279.34873769804835,279.34873769804835,279.8493360467255,280.34984750673175,280.34984750673175,281.35419154912233,m,0,0.772882591933012,0.5,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,5,2,22,1,,,,,,,,,281.33578446507454,go,circleblack.png,z,0.5,,,,,,,,,,,,,,,,,,0.001369025558233261,0.4897128939628601,0.9902762807905674,283.8384249806404,,,,,,,281.35419154912233,281.8679481372237,281.85154980421066,281.85154980421066,282.3519941084087,282.8523149639368,282.8523149639368,283.8573740720749,m,0,0.6768345907330513,0.5,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,3,23,0,,,,,,,,,283.8387421965599,stop,squareblack.png,m,0.5,,,,,,,,,,,,,,,,,,0.0017359927296638489,0.4894614405930042,0.9901492595672607,286.34071685001254,,,,,,,283.8573740720749,284.3710844554007,284.35422974824905,284.35422974824905,284.85458201915026,285.355349868536,285.355349868536,286.3598434329033,None,0,,0.55,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,6,0,24,3,,,,,,,,,286.3410234749317,stop,circleblack.png,z,0.55,,,,,,,,,,,,,,,,,,0.0018622241914272308,0.4901432953774929,1.0407824106514454,288.84397626668215,,,,,,,286.3598434329033,286.87367249652743,286.85706067457795,286.85706067457795,287.40739465877414,287.9082748964429,287.85805390030146,288.8628296069801,None,1,,0.6,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,6,1,25,1,,,,,,,,,288.84431278705597,go,circleblack.png,z,0.6,,,,,,,,,,,,,,,,,,0.0013887472450733185,0.48958657309412956,1.0900819227099419,291.34668469429016,,,,,,,288.8628296069801,289.3762805201113,289.35981621593237,289.35981621593237,289.9601851850748,290.46032405272126,290.36026630550623,291.3655929081142,z,0,1.1259258724749088,0.6,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,6,2,26,0,,,,,,,,,291.34702429920435,stop,circleblack.png,z,0.6,,,,,,,,,,,,,,,,,,0.0013559386134147644,0.48949405178427696,1.089847382158041,293.84966710582376,,,,,,,291.3655929081142,291.8792787976563,291.8625748679042,291.8625748679042,292.4633096270263,292.9637403860688,292.8634658753872,293.86875335499644,z,0,0.620852280408144,0.55,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,6,3,27,2,,,,,,,,,293.8499926738441,stop,squareblack.png,m,0.55,,,,,,,,,,,,,,,,,,0.0017168261110782623,0.48933399841189384,1.0400212928652763,296.35206635296345,,,,,,,293.86875335499644,294.38200357183814,294.3654630072415,294.3654630072415,294.9159413985908,295.41646295040846,295.36665831133723,296.3694830983877,None,1,,0.6,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,7,0,28,1,,,,,,,,,296.3524514846504,go,squareblack.png,m,0.6,,,,,,,,,,,,,,,,,,0.001267939805984497,0.48964155837893486,1.090382307767868,298.854560546577,,,,,,,296.3694830983877,296.88471887633204,296.8682070784271,296.8682070784271,297.4685498178005,297.9693170040846,297.86947705224156,298.8729249238968,None,1,,0.6,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,7,1,29,3,,,,,,,,,298.85486685857177,stop,squareblack.png,m,0.6,,,,,,,,,,,,,,,,,,0.0012033618986606598,0.4900510422885418,1.090858243405819,301.35775477439165,,,,,,,298.8729249238968,299.3873179666698,299.3708481490612,299.3708481490612,299.9714588969946,300.4722193516791,300.3718847632408,301.37637534737587,m,0,0.6218527890741825,0.55,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,7,2,30,1,,,,,,,,,301.35807236656547,go,squareblack.png,m,0.55,,,,,,,,,,,,,,,,,,0.001323062926530838,0.48969004303216934,1.0404825061559677,303.8604860343039,,,,,,,301.37637534737587,301.89022777602077,301.87353579327464,301.87353579327464,302.42421797290444,302.9245123490691,302.87454618886113,303.88001779839396,m,0,0.47760292142629623,0.55,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,7,3,31,1,,,,,,,,,303.8607992567122,go,circleblack.png,z,0.55,,,,,,,,,,,,,,,,,,0.002092719078063965,0.4896012656390667,1.04020282253623,306.36171370744705,,,,,,,303.88001779839396,304.3932932764292,304.37625140696764,304.37625140696764,304.92723401263356,305.42745353654027,305.3774531893432,306.3787923268974,z,0,0.8636464588344097,0.55,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,8,0,32,1,,,,,,,,,306.36203202977777,go,squareblack.png,m,0.55,,,,,,,,,,,,,,,,,,0.001600939780473709,0.4915805980563164,1.0421090759336948,308.8659919016063,,,,,,,306.3787923268974,306.87904323264956,306.87904323264956,306.87904323264956,307.4295542240143,307.9301398023963,307.8801216110587,308.88440565764904,m,0,1.0988403670489788,0.55,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,8,1,33,1,,,,,,,,,308.8663180619478,go,squareblack.png,m,0.55,,,,,,,,,,,,,,,,,,0.001248341053724289,0.48982909694314003,1.0403045192360878,311.3686792925,,,,,,,308.88440565764904,309.3985606096685,309.3818677328527,309.3818677328527,309.93247820436954,310.4328301772475,310.3831533975899,311.3878195285797,m,0,0.7298300825059414,0.55,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,8,2,34,0,,,,,,,,,311.3689851425588,go,circleblack.png,z,0.55,,,,,,,,,,,,,,,,,,0.0018320456147193909,0.4899380952119827,1.0408957190811634,313.87111251428723,,,,,,,311.3878195285797,311.9013048708439,311.8847650028765,311.8847650028765,312.4352761246264,312.93569089472294,312.8857597000897,313.88977751508355,z,0,0.8662057109177113,0.55,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,8,3,35,3,,,,,,,,,313.8714272044599,go,circleblack.png,z,0.55,,,,,,,,,,,,,,,,,,0.0012516379356384277,0.490269023925066,1.040892381221056,316.37439465522766,,,,,,,313.88977751508355,314.40435848385096,314.38738748431206,314.38738748431206,314.9379922412336,315.43853794410825,315.38859847933054,316.393227994442,z,0,1.0918965004384518,0.55,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,9,0,36,3,,,,,,,,,316.3747123107314,go,circleblack.png,z,0.55,,,,,,,,,,,,,,,,,,0.0014205127954483032,0.4896562993526459,1.0404194109141827,318.87690395116806,,,,,,,316.393227994442,316.90707674250007,316.8901012763381,316.8901012763381,317.44070764631033,317.9415549226105,317.8912580013275,318.8960551209748,z,0,0.4957684315741062,0.55,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,9,1,37,1,,,,,,,,,318.87721236795187,stop,squareblack.png,m,0.55,,,,,,,,,,,,,,,,,,0.0016925819218158722,0.4897037446498871,1.0403623431921005,321.3797585070133,,,,,,,318.8960551209748,319.40975223481655,319.39287215843797,319.39287215843797,319.94357212632895,320.4444252625108,320.3942498713732,321.39839117228985,m,0,0.48862966150045395,0.5,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,9,2,38,3,,,,,,,,,321.3800776563585,go,squareblack.png,m,0.5,,,,,,,,,,,,,,,,,,0.0013189055025577545,0.48963313549757004,0.9901136979460716,323.88238552212715,,,,,,,321.39839117228985,321.91223288699985,321.8957749530673,321.8957749530673,322.39664932340384,322.89706610515714,322.89706610515714,323.9017401225865,m,0,0.7013715617358685,0.5,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,9,3,39,0,,,,,,,,,323.8827003799379,go,circleblack.png,z,0.5,,,,,,,,,,,,,,,,,,0.0018474012613296509,0.4898591674864292,0.9905542731285095,326.38497845456004,,,,,,,323.9017401225865,324.41521855071187,324.3982857502997,324.3982857502997,324.8991911932826,325.3995477668941,325.3995477668941,326.4038808196783,z,0,0.6858990378677845,0.5,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,10,0,40,2,,,,,,,,,326.3852901645005,go,squareblack.png,m,0.5,,,,,,,,,,,,,,,,,,0.0016517303884029388,0.4899137653410435,0.9905207492411137,328.88809495046735,,,,,,,326.4038808196783,326.9179916791618,326.90124053508043,326.90124053508043,327.40165838226676,327.9022253192961,327.9022253192961,328.90669267997146,m,0,0.3014012426137924,0.5,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,10,1,41,0,,,,,,,,,328.88841624185443,stop,squareblack.png,m,0.5,,,,,,,,,,,,,,,,,,0.0013083294034004211,0.489614587277174,0.9904160238802433,331.39057717844844,,,,,,,328.90669267997146,329.4212907291949,329.4040180668235,329.4040180668235,329.9050519131124,330.40514581277966,330.40514581277966,331.4097814783454,m,0,0.4979463443160057,0.45,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,10,2,42,2,,,,,,,,,331.3908906728029,go,circleblack.png,z,0.45,,,,,,,,,,,,,,,,,,0.0017938315868377686,0.4898318834602833,0.9403328597545624,333.8935822658241,,,,,,,331.4097814783454,331.9236509092152,331.90678760409355,331.90678760409355,332.35715946927667,332.85750611126423,332.90736800059676,333.91219194605947,z,0,0.43951309472322464,0.45,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,10,3,43,2,,,,,,,,,333.89388805627823,stop,circleblack.png,z,0.45,,,,,,,,,,,,,,,,,,0.001337055116891861,0.489908792078495,0.9402789399027824,336.39660124108195,,,,,,,333.91219194605947,334.4261579141021,334.40925931185484,334.40925931185484,334.8597157597542,335.36043176427484,335.4104401431978,336.4157590903342,z,0,0.5969926938414574,0.4,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,11,0,44,3,,,,,,,,,336.3969131447375,go,squareblack.png,m,0.4,,,,,,,,,,,,,,,,,,0.0017728805541992188,0.48870648071169853,0.8896210826933384,338.89762942120433,,,,,,,336.4157590903342,336.92859491705894,336.9114714451134,336.9114714451134,337.3128026612103,337.81199740990996,337.9129112139344,338.9143472723663,m,0,0.6283395029604435,0.4,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,11,1,45,2,,,,,,,,,338.89794723689556,go,squareblack.png,m,0.4,,,,,,,,,,,,,,,,,,0.0012356974184513092,0.4896255396306515,0.889982808381319,341.4002783447504,,,,,,,338.9143472723663,339.41367506980896,339.41367506980896,339.41367506980896,339.81396333128214,340.31475864723325,340.41488832235336,341.41831590235233,m,0,0.5757630132138729,0.4,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,11,2,46,0,,,,,,,,,341.40060881897807,stop,circleblack.png,z,0.4,,,,,,,,,,,,,,,,,,0.0018491186201572418,0.4898121617734432,0.890042919665575,343.90395046025515,,,,,,,341.41831590235233,341.9330421872437,341.9162501357496,341.9162501357496,342.31663035973907,342.8172895759344,342.9172365926206,343.9204065911472,None,0,,0.45,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,11,3,47,3,,,,,,,,,343.90426832810044,go,circleblack.png,z,0.45,,,,,,,,,,,,,,,,,,0.001252785325050354,0.490107636898756,0.9411242045462132,346.40735330432653,,,,,,,343.9204065911472,344.42071291059256,344.42071291059256,344.42071291059256,344.87102356925607,345.3716756552458,345.42164438962936,346.4403165988624,z,0,1.1350647136569023,0.45,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}]",346.4403165988624,346.4403165988624,return,30.70776467770338,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,1,0,1,0,0,0,0,2,,,,,,,,,377.1646713465452,go,circleblack.png,z,0.45,,,,,,,,,,,,,,,,,,0.0012521035969257355,0.48257457092404366,0.9331002794206142,379.660987239331,,,,,,,377.1829675398767,377.6903804317117,377.6737085469067,377.6737085469067,378.1243962422013,378.62482030689716,378.67477522417903,379.6798012070358,z,0,0.9722136594355106,0.45,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,0,1,1,0,,,,,,,,,379.66131262108684,go,circleblack.png,z,0.45,,,,,,,,,,,,,,,,,,0.0014240816235542297,0.4898258112370968,0.9398392252624035,382.1635913848877,,,,,,,379.6798012070358,380.1932669468224,380.1768416278064,380.1768416278064,380.6273115836084,381.1439281888306,381.17717250809073,382.1821637786925,z,0,0.5556548796594143,0.45,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
