corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}]","[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",2818.123944479972,2818.123944479972,return,1.806134793907404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s011,001,2024-07-23_17h40.35.041,simplestop_skeleton,2022.2.2,59.7698709684602,
None,None,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,2819.9728976152837,2819.9728976152837,2874.72685052827,go,squareblack.png,right,0.35,2874.749677449465,2874.749677449465,2875.2404141910374,2875.2404141910374,2875.2569515891373,2875.590739686042,2876.0912855044007,2876.241703566164,2877.24252621457,2877.259016148746,right,1,0.38934464752674103,2877.259016148746,2877.259016148746,2877.763816960156,2877.763816960156,0.0025543607771396637,0.4856707639992237,0.8362838514149189,2877.74381923303,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s011,001,2024-07-23_17h40.35.041,simplestop_skeleton,2022.2.2,59.7698709684602,
None,None,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,2877.7443447485566,go,squareblack.png,right,0.35,2877.763816960156,2877.763816960156,2878.2601600550115,2878.2601600550115,2878.276722807437,2878.6109195053577,2879.126495786011,2879.2597806453705,2880.2609125487506,2880.2776582427323,right,1,0.3198128901422024,2880.2776582427323,2880.2776582427323,2880.7855442650616,2880.7855442650616,0.0012192577123641968,0.4896436743438244,0.8404906839132309,2880.7623089402914,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s011,001,2024-07-23_17h40.35.041,simplestop_skeleton,2022.2.2,59.7698709684602,
None,None,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,2880.7627359367907,stop,circleblack.png,left,0.35,2880.7855442650616,2880.7855442650616,2881.2804524749517,2881.2804524749517,2881.2972420416772,2881.6290895938873,2882.1300849467516,2882.279900059104,2883.2815047465265,2883.2986767180264,left,1,0.3119981400668621,2883.2986767180264,2883.2986767180264,,,0.007976401597261429,0.4921180307865143,0.8405933827161789,2883.783728584647,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s011,001,2024-07-23_17h40.35.041,simplestop_skeleton,2022.2.2,59.7698709684602,
$currentCorrectResponse,$currentGoStim,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,2883.7841565534472,go,squareblack.png,right,0.3,2883.80397034809,2883.80397034809,2884.30006050691,2884.30006050691,2884.3168376237154,2884.6004171185195,2885.0996508337557,2885.2997717671096,2886.3011487461627,2886.317843839526,right,1,0.44161200895905495,2886.317843839526,2886.317843839526,2886.8202438168228,2886.8202438168228,0.0017691440880298615,0.49026934802532196,0.7904290445148945,2886.802398249507,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s011,001,2024-07-23_17h40.35.041,simplestop_skeleton,2022.2.2,59.7698709684602,
None,None,0,0,0,0,1,0,4,1,,,,,,,,,,,,,,,,,2886.8028349094093,stop,circleblack.png,left,0.3,2886.8202438168228,2886.8202438168228,2887.3188592754304,2887.3188592754304,2887.3355566486716,2887.618974596262,2888.119607537985,2888.3199133239686,2889.3218122310936,2889.3218122310936,left,1,0.36629172414541245,2889.3218122310936,2889.3218122310936,,,0.0017330832779407501,0.4902777932584286,0.7903949953615665,2889.806954614818,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s011,001,2024-07-23_17h40.35.041,simplestop_skeleton,2022.2.2,59.7698709684602,
$currentCorrectResponse,$currentGoStim,0,0,0,0,1,1,5,0,,,,,,,,,,,,,,,,,2889.8073770217597,stop,squareblack.png,right,0.25,2889.827069789171,2889.827069789171,2890.3235506154597,2890.3235506154597,2890.3401808924973,2890.573592726141,2891.0742275603116,2891.324517123401,2892.325704012066,2892.3424500524998,None,0,,2892.3424500524998,2892.3424500524998,2892.8470531366765,2892.8470531366765,0.0016460157930850983,0.490286398679018,0.7403610311448574,2892.827203273773,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s011,001,2024-07-23_17h40.35.041,simplestop_skeleton,2022.2.2,59.7698709684602,
None,None,0,0,0,0,1,2,6,1,,,,,,,,,,,,,,,,,2892.8276514932513,go,circleblack.png,left,0.3,2892.8470531366765,2892.8470531366765,2893.343594070524,2893.343594070524,2893.360215291381,2893.644027043134,2894.1430406980217,2894.343099080026,2895.3443900458515,2895.361158117652,left,1,0.4427720159292221,2895.361158117652,2895.361158117652,2895.8635447099805,2895.8635447099805,0.001758664846420288,0.4900151528418064,0.7903086543083191,2895.8457433097064,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s011,001,2024-07-23_17h40.35.041,simplestop_skeleton,2022.2.2,59.7698709684602,
None,None,0,0,0,0,1,3,7,1,,,,,,,,,,,,,,,,,2895.8462036177516,go,squareblack.png,right,0.3,2895.8635447099805,2895.8635447099805,2896.362089984119,2896.362089984119,2896.3788533471525,2896.6623932532966,2897.1630660779774,2897.3632929585874,2898.365289129317,2898.365289129317,right,1,0.46598200872540474,2898.365289129317,2898.365289129317,,,0.0015689358115196228,0.4901190809905529,0.7903332151472569,2898.8502951413393,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s011,001,2024-07-23_17h40.35.041,simplestop_skeleton,2022.2.2,59.7698709684602,
$currentCorrectResponse,$currentGoStim,0,0,0,0,2,0,8,0,,,,,,,,,,,,,,,,,2898.850745692849,go,circleblack.png,left,0.3,2898.8704429753125,2898.8704429753125,2899.3667482696474,2899.3667482696474,2899.3833915703,2899.667309552431,2900.166304651648,2900.3667404577136,2901.3676478005946,2901.384389460087,left,1,0.46071281284093857,2901.384389460087,2901.384389460087,2901.8867884241045,2901.8867884241045,0.0018976256251335144,0.49000414088368416,0.7902472615242004,2901.8690512627363,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s011,001,2024-07-23_17h40.35.041,simplestop_skeleton,2022.2.2,59.7698709684602,
