Block,Phase,correctResponse,goStim,response,rt,ssd,trialType
1.0,practice,left,circleblack.png,,,0.35,stop
1.0,practice,right,squareblack.png,right,0.9253266155719756,0.4,stop
1.0,practice,left,circleblack.png,,,0.35,stop
1.0,practice,right,squareblack.png,right,0.6904632821679115,0.4,go
1.0,practice,left,circleblack.png,left,0.5325192324817181,0.4,go
1.0,practice,left,circleblack.png,left,0.6181647144258022,0.4,go
1.0,practice,left,circleblack.png,left,0.414747592061758,0.4,go
1.0,practice,right,squareblack.png,right,0.0130709894001483,0.4,go
1.0,practice,right,squareblack.png,left,0.4068047031760216,0.4,stop
1.0,practice,left,circleblack.png,left,0.5647781118750572,0.35,go
1.0,practice,right,squareblack.png,right,0.5739647336304188,0.35,go
1.0,practice,right,squareblack.png,right,0.5019517876207829,0.35,go
1.0,practice,right,squareblack.png,right,0.6316606029868126,0.35,go
1.0,practice,left,circleblack.png,left,0.4579177387058735,0.35,stop
1.0,practice,left,circleblack.png,left,0.6177447736263275,0.3,stop
1.0,practice,left,circleblack.png,left,0.6475689224898815,0.25,go
1.0,practice,left,circleblack.png,left,0.723492369055748,0.25,go
1.0,practice,right,squareblack.png,right,0.5797237791121006,0.25,go
1.0,practice,left,circleblack.png,left,0.5561987794935703,0.25,go
1.0,practice,left,circleblack.png,left,0.3753347285091877,0.25,go
1.0,practice,right,squareblack.png,right,0.5735747776925564,0.25,stop
1.0,practice,right,squareblack.png,right,0.5727016963064671,0.2,go
1.0,practice,right,squareblack.png,,,0.2,stop
1.0,practice,right,squareblack.png,right,0.7079654447734356,0.25,go
1.0,test,right,squareblack.png,,,0.25,stop
1.0,test,left,circleblack.png,left,0.5437673777341843,0.3,go
1.0,test,right,squareblack.png,right,0.508896715939045,0.3,go
1.0,test,left,circleblack.png,left,0.4735453985631466,0.3,stop
1.0,test,right,squareblack.png,,,0.25,stop
1.0,test,right,squareblack.png,right,0.6965349614620209,0.3,go
1.0,test,left,circleblack.png,left,0.6684817336499691,0.3,go
1.0,test,left,circleblack.png,,,0.3,stop
1.0,test,right,squareblack.png,right,0.6346230432391167,0.35,go
1.0,test,right,squareblack.png,right,0.6429310999810696,0.35,go
1.0,test,left,circleblack.png,left,0.4877013564109802,0.35,go
1.0,test,left,circleblack.png,left,0.5869059450924397,0.35,go
1.0,test,right,squareblack.png,,,0.35,stop
1.0,test,left,circleblack.png,left,0.5464518703520298,0.4,go
1.0,test,right,squareblack.png,right,0.5541985034942627,0.4,go
1.0,test,right,squareblack.png,,,0.4,stop
1.0,test,left,circleblack.png,left,0.573492344468832,0.45,go
1.0,test,right,squareblack.png,right,0.7222127690911293,0.45,go
1.0,test,left,circleblack.png,left,0.5948893465101719,0.45,go
1.0,test,left,circleblack.png,left,0.6254523545503616,0.45,go
1.0,test,left,circleblack.png,left,0.6121379695832729,0.45,stop
1.0,test,left,circleblack.png,,,0.4,stop
1.0,test,right,squareblack.png,right,0.6557991579174995,0.45,go
1.0,test,right,squareblack.png,right,0.787948738783598,0.45,go
1.0,test,right,squareblack.png,,,0.45,stop
1.0,test,left,circleblack.png,left,0.7627291716635227,0.5,go
