corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,goResp.rt,text.stopped,rules_2.stopped,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}]","[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}]",4080.5666251704097,4080.5666251704097,return,2.3900007121264935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s023,001,2024-07-26_16h07.41.452,simplestop_skeleton,2022.2.2,60.01736383330085,
$currentCorrectResponse,$currentGoStim,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,4083.0094204470515,4083.0094204470515,4134.739186152816,stop,circleblack.png,left,0.35,4134.765952348709,4134.765952348709,4135.250852294266,4135.250852294266,4135.26718538627,4135.600954838097,4136.101309880614,4136.251505896449,4137.25269273296,4137.2695885151625,None,0,4137.2695885151625,4137.2695885151625,0.0035070329904556274,0.4851987101137638,0.835032269358635,4137.754526011646,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s023,001,2024-07-26_16h07.41.452,simplestop_skeleton,2022.2.2,60.01736383330085,
None,None,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,4137.755120951682,go,squareblack.png,right,0.4,4137.775323621929,4137.775323621929,4138.270397152752,4138.270397152752,4138.28725656122,4138.670871309936,4139.170128315687,4139.2701112143695,4140.273138336837,4140.289762418717,left,0,4140.289762418717,4140.289762418717,0.0038628801703453064,0.4895292706787586,0.88970947265625,4140.789333671331,practice,1,0.208438940346241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s023,001,2024-07-26_16h07.41.452,simplestop_skeleton,2022.2.2,60.01736383330085,
$currentCorrectResponse,$currentGoStim,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,4140.789763081819,stop,circleblack.png,left,0.4,4140.806897953153,4140.806897953153,4141.305800478905,4141.305800478905,4141.322470925748,4141.706059236079,4142.206786099821,4142.306729629636,4143.307815734297,4143.307815734297,left,1,4143.307815734297,4143.307815734297,0.0016608387231826782,0.4899694360792637,0.8902900405228138,4143.793852966279,practice,1,0.2913209795951843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s023,001,2024-07-26_16h07.41.452,simplestop_skeleton,2022.2.2,60.01736383330085,
None,None,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,4143.794291500002,stop,squareblack.png,right,0.35,4143.8131443969905,4143.8131443969905,4144.310705654323,4144.310705654323,4144.327172268182,4144.660831876099,4145.159958831966,4145.310185667127,4146.311294674873,4146.32791017741,right,1,4146.32791017741,4146.32791017741,0.0015925019979476929,0.48991259559988976,0.8400819413363934,4146.812628723681,practice,1,0.5406738184392452,4146.830025963485,4146.830025963485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s023,001,2024-07-26_16h07.41.452,simplestop_skeleton,2022.2.2,60.01736383330085,
$currentCorrectResponse,$currentGoStim,0,0,0,0,1,0,4,0,,,,,,,,,,,,,,,,,4146.813047405332,go,circleblack.png,left,0.3,4146.830025963485,4146.830025963485,4147.328941453248,4147.328941453248,4147.346401080489,4147.6293991059065,4148.12972054258,4148.329945895821,4149.331090644002,4149.331090644002,left,1,4149.331090644002,4149.331090644002,0.0017846748232841492,0.4899432882666588,0.7904913164675236,4149.817228306085,practice,1,0.47915003448724747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s023,001,2024-07-26_16h07.41.452,simplestop_skeleton,2022.2.2,60.01736383330085,
None,None,0,0,0,0,1,1,5,2,,,,,,,,,,,,,,,,,4149.817641709,stop,squareblack.png,right,0.3,4149.8374367281795,4149.8374367281795,4150.333740770817,4150.333740770817,4150.350412275642,4150.633969385177,4151.133299015462,4151.333301730454,4152.334655024111,4152.3513120524585,right,1,4152.3513120524585,4152.3513120524585,0.0017419159412384033,0.4900277256965637,0.7903769910335541,4152.835991930217,practice,1,0.3497552014887333,4152.853997077793,4152.853997077793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s023,001,2024-07-26_16h07.41.452,simplestop_skeleton,2022.2.2,60.01736383330085,
None,None,0,0,0,0,1,2,6,1,,,,,,,,,,,,,,,,,4152.836409699172,go,circleblack.png,left,0.25,4152.853997077793,4152.853997077793,4153.352355323732,4153.352355323732,4153.368999287486,4153.60244397819,4154.103036671877,4154.35332153365,4155.356423031539,4155.356423031539,left,1,4155.356423031539,4155.356423031539,0.0017335452139377594,0.48991767317056656,0.7401328682899475,4155.840424012393,practice,1,0.33279671519994736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s023,001,2024-07-26_16h07.41.452,simplestop_skeleton,2022.2.2,60.01736383330085,
None,None,0,0,0,0,1,3,7,2,,,,,,,,,,,,,,,,,4155.840859156102,go,circleblack.png,left,0.25,4155.859999235719,4155.859999235719,4156.35719262436,4156.35719262436,4156.373744212091,4156.607479315251,4157.106593135744,4157.356684535742,4158.357919398695,4158.374691531062,left,1,4158.374691531062,4158.374691531062,0.0012869574129581451,0.49040449410676956,0.7406485714018345,4158.859304938465,practice,1,0.4151604250073433,4158.876896098256,4158.876896098256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s023,001,2024-07-26_16h07.41.452,simplestop_skeleton,2022.2.2,60.01736383330085,
None,None,0,0,0,0,2,0,8,1,,,,,,,,,,,,,,,,,4158.859762314707,go,squareblack.png,right,0.25,4158.876896098256,4158.876896098256,4159.37576514855,4159.37576514855,4159.3923156149685,4159.626083791256,4160.126502867788,4160.376705214381,4161.37774078548,4161.37774078548,left,0,4161.37774078548,4161.37774078548,0.0015841014683246613,0.4900495857000351,0.7404117584228516,4161.863740451634,practice,1,0.42684898525476456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s023,001,2024-07-26_16h07.41.452,simplestop_skeleton,2022.2.2,60.01736383330085,
