Block,Phase,correctResponse,goStim,response,rt,ssd,trialType
1.0,practice,left,circleblack.png,,,0.35,stop
1.0,practice,right,squareblack.png,left,0.208438940346241,0.4,go
1.0,practice,left,circleblack.png,left,0.2913209795951843,0.4,stop
1.0,practice,right,squareblack.png,right,0.5406738184392452,0.35,stop
1.0,practice,left,circleblack.png,left,0.4791500344872474,0.3,go
1.0,practice,right,squareblack.png,right,0.3497552014887333,0.3,stop
1.0,practice,left,circleblack.png,left,0.3327967151999473,0.25,go
1.0,practice,left,circleblack.png,left,0.4151604250073433,0.25,go
1.0,practice,right,squareblack.png,left,0.4268489852547645,0.25,go
1.0,practice,right,squareblack.png,right,0.4347578920423984,0.25,go
1.0,practice,left,circleblack.png,left,0.4016415029764175,0.25,go
1.0,practice,right,squareblack.png,right,0.3843855522572994,0.25,go
1.0,practice,right,squareblack.png,right,0.3830815702676773,0.25,stop
1.0,practice,right,squareblack.png,right,0.5506772138178349,0.2,go
1.0,practice,right,squareblack.png,right,0.5407199785113335,0.2,go
1.0,practice,left,circleblack.png,left,0.4017033129930496,0.2,stop
1.0,practice,left,circleblack.png,,,0.15,stop
1.0,practice,right,squareblack.png,right,0.4355152286589145,0.2,go
1.0,practice,left,circleblack.png,left,0.3662349916994571,0.2,go
1.0,practice,left,circleblack.png,left,0.4938859045505523,0.2,go
1.0,practice,left,circleblack.png,left,0.5492919608950615,0.2,go
1.0,practice,left,circleblack.png,left,0.3865660019218921,0.2,go
1.0,practice,right,squareblack.png,right,0.3566886447370052,0.2,go
1.0,practice,right,squareblack.png,,,0.2,stop
1.0,test,left,circleblack.png,left,0.6828046515583992,0.25,go
1.0,test,right,squareblack.png,right,0.4057574979960918,0.25,go
1.0,test,left,circleblack.png,left,0.3345104865729809,0.25,stop
1.0,test,right,squareblack.png,right,0.4061091132462024,0.2,go
1.0,test,left,circleblack.png,left,0.3426924422383308,0.2,go
1.0,test,left,circleblack.png,left,0.3855323381721973,0.2,go
1.0,test,left,circleblack.png,left,0.4117842465639114,0.2,go
1.0,test,right,squareblack.png,right,0.3543841317296028,0.2,go
1.0,test,left,circleblack.png,left,0.4131315052509308,0.2,stop
1.0,test,right,squareblack.png,right,0.5244998969137669,0.15,go
1.0,test,right,squareblack.png,,,0.15,stop
1.0,test,right,squareblack.png,,,0.2,stop
1.0,test,right,squareblack.png,right,0.5068536922335625,0.25,go
1.0,test,left,circleblack.png,left,0.3579155243933201,0.25,stop
1.0,test,right,squareblack.png,,,0.2,stop
1.0,test,right,squareblack.png,right,0.3736717961728573,0.25,go
1.0,test,right,squareblack.png,right,0.5850986540317535,0.25,go
1.0,test,right,squareblack.png,right,0.4443684555590153,0.25,go
1.0,test,left,circleblack.png,left,0.3639881126582622,0.25,go
1.0,test,left,circleblack.png,left,0.443544290959835,0.25,go
1.0,test,left,circleblack.png,left,0.4489219263195991,0.25,stop
1.0,test,left,circleblack.png,left,0.6063184291124344,0.2,go
1.0,test,left,circleblack.png,left,0.3800448104739189,0.2,go
1.0,test,right,squareblack.png,,,0.2,stop
1.0,test,left,circleblack.png,,,0.25,stop
1.0,test,left,circleblack.png,left,0.3508492857217788,0.3,go
1.0,test,left,circleblack.png,left,0.4762826785445213,0.3,go
1.0,test,left,circleblack.png,left,0.4048070535063743,0.3,go
1.0,test,left,circleblack.png,left,0.4159667491912842,0.3,stop
1.0,test,right,squareblack.png,right,0.7852239795029163,0.25,go
1.0,test,right,squareblack.png,right,0.6234466433525085,0.25,go
1.0,test,right,squareblack.png,,,0.25,stop
1.0,test,left,circleblack.png,left,0.3885710798203945,0.3,go
1.0,test,right,squareblack.png,,,0.3,stop
1.0,test,right,squareblack.png,right,0.6540526077151299,0.35,go
1.0,test,right,squareblack.png,right,0.7380093298852444,0.35,go
1.0,test,right,squareblack.png,right,0.7115469500422478,0.35,go
1.0,test,left,circleblack.png,left,0.7539372406899929,0.35,go
1.0,test,left,circleblack.png,left,0.3710610009729862,0.35,go
1.0,test,right,squareblack.png,right,0.5417170077562332,0.35,stop
1.0,test,left,circleblack.png,left,0.4408005513250828,0.3,stop
1.0,test,right,squareblack.png,right,0.5901208855211735,0.25,go
1.0,test,left,circleblack.png,left,0.4191459827125072,0.25,go
1.0,test,right,squareblack.png,,,0.25,go
1.0,test,left,circleblack.png,left,0.4957310743629932,0.25,go
1.0,test,left,circleblack.png,left,0.5182362608611584,0.25,stop
1.0,test,right,squareblack.png,right,0.4289780557155609,0.2,go
1.0,test,right,squareblack.png,,,0.2,stop
2.0,test,left,circleblack.png,left,0.4792741797864437,0.25,go
2.0,test,left,circleblack.png,left,0.4065539948642254,0.25,stop
2.0,test,left,circleblack.png,left,0.4127869382500648,0.2,go
2.0,test,right,squareblack.png,right,0.5398899987339973,0.2,go
2.0,test,right,squareblack.png,right,0.3931341283023357,0.2,go
2.0,test,left,circleblack.png,left,0.4889091961085796,0.2,stop
2.0,test,right,squareblack.png,,,0.15,stop
2.0,test,right,squareblack.png,,,0.2,stop
2.0,test,right,squareblack.png,right,0.486983198672533,0.25,go
2.0,test,right,squareblack.png,right,0.415517196059227,0.25,go
2.0,test,left,circleblack.png,left,0.3433373458683491,0.25,go
2.0,test,left,circleblack.png,left,0.5021902434527874,0.25,go
2.0,test,right,squareblack.png,right,0.4930574744939804,0.25,go
2.0,test,right,squareblack.png,,,0.25,stop
2.0,test,left,circleblack.png,left,0.3534326255321502,0.3,stop
2.0,test,left,circleblack.png,left,0.5342075489461422,0.25,go
2.0,test,left,circleblack.png,left,0.5413198880851269,0.25,go
2.0,test,right,squareblack.png,,,0.25,stop
