corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text.stopped,rules_2.stopped,goResp.rt,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]","[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}]",3358.4490693584085,3358.4490693584085,return,1.9928999282419682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,3360.487305495888,3360.487305495888,3422.9694366902113,stop,squareblack.png,right,0.35,3422.992300916463,3422.992300916463,3423.484705414623,3423.484705414623,3423.501317087561,3423.8350049853325,3424.3355097025633,3424.4856840856373,3425.4869370386004,3425.5034734867513,None,0,3425.5034734867513,3425.5034734867513,0.002790842205286026,0.4888249486684799,0.8393907770514488,3425.988484747708,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,3425.9890194125473,go,circleblack.png,left,0.4,3426.0142974443734,3426.0142974443734,3426.5049952864647,3426.5049952864647,3426.521707624197,3426.9037607721984,3427.4054321423173,3427.506003949791,3428.507139146328,3428.5244537331164,None,0,3428.5244537331164,3428.5244537331164,0.007928099483251572,0.4900563135743141,0.8887380063533783,3429.008650407195,practice,1,3429.0284414477646,3429.0284414477646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,3429.009072303772,go,circleblack.png,left,0.4,3429.0284414477646,3429.0284414477646,3429.5248414725065,3429.5248414725065,3429.541783530265,3429.925212562084,3430.4268567711115,3430.525421258062,3431.527184523642,3431.543683324009,right,0,3431.543683324009,3431.543683324009,0.001423317939043045,0.48980291932821274,0.8903807550668716,3432.028379537165,practice,1,3432.0483444333076,3432.0483444333076,0.23927516862750053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
$currentCorrectResponse,$currentGoStim,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,3432.0288302265108,stop,circleblack.png,left,0.4,3432.0483444333076,3432.0483444333076,3432.545166492462,3432.545166492462,3432.5614936873317,3432.9454660899937,3433.4610646031797,3433.544620681554,3434.5476785860956,3434.5636000335217,left,1,3434.5636000335217,3434.5636000335217,0.0013993680477142334,0.49000123888254166,0.8907412886619568,3435.0484466142952,practice,1,3435.0685649886727,3435.0685649886727,0.37437915056943893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,1,0,4,1,,,,,,,,,,,,,,,,,3435.0488687455654,stop,squareblack.png,right,0.35,3435.0685649886727,3435.0685649886727,3435.564981840551,3435.564981840551,3435.5815827474,3435.915375120938,3436.4308946095407,3436.5646040141582,3437.566893771291,3437.583418391645,right,1,3437.583418391645,3437.583418391645,0.0017505474388599396,0.4898729920387268,0.8405095711350441,3438.0684258677065,practice,1,,,0.31784114986658096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,1,1,5,3,,,,,,,,,,,,,,,,,3438.0688687115908,go,squareblack.png,right,0.3,3438.0881202444434,3438.0881202444434,3438.5847276747227,3438.5847276747227,3438.6013451702893,3438.8849639184773,3439.384616084397,3439.5844627693295,3440.586865365505,3440.6036094017327,right,1,3440.6036094017327,3440.6036094017327,0.0011824332177639008,0.48987651243805885,0.7902280651032925,3441.088569622487,practice,1,,,0.4389057010412216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,,3441.0890206210315,go,squareblack.png,right,0.3,3441.108116749674,3441.108116749674,3441.605000961572,3441.605000961572,3441.6215431392193,3441.9051476605237,3442.404385726899,3442.6044008657336,3443.607103906572,3443.623767875135,right,1,3443.623767875135,3443.623767875135,0.001221098005771637,0.4899929128587246,0.7906351312994957,3444.1084843836725,practice,1,3444.128630813211,3444.128630813211,0.3677390217781067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,1,3,7,3,,,,,,,,,,,,,,,,,3444.1089081838727,go,circleblack.png,left,0.3,3444.128630813211,3444.128630813211,3444.6247743815184,3444.6247743815184,3444.641781758517,3444.9255692735314,3445.440900657326,3445.6248711794615,3446.6269726753235,3446.6438201367855,left,1,3446.6438201367855,3446.6438201367855,0.0017844662070274353,0.4902047887444496,0.7906130254268646,3447.128481812775,practice,1,,,0.3678651638329029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,2,0,8,3,,,,,,,,,,,,,,,,,3447.1290884651244,go,circleblack.png,left,0.3,3447.149210587144,3447.149210587144,3447.6450310647488,3447.6450310647488,3447.661611687392,3447.945171352476,3448.4610517285764,3448.6452626511455,3449.6475925669074,3449.6635946407914,left,1,3449.6635946407914,3449.6635946407914,0.0013718493282794952,0.48964187875390053,0.7900910675525665,3450.1485851742327,practice,1,3450.168184336275,3450.168184336275,0.3566758893430233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,2,1,9,3,,,,,,,,,,,,,,,,,3450.1490186676383,stop,circleblack.png,left,0.3,3450.168184336275,3450.168184336275,3450.6648587435484,3450.6648587435484,3450.6815431267023,3450.965431533754,3451.4807165637612,3451.6659634411335,3452.6668348051608,3452.683891300112,left,1,3452.683891300112,3452.683891300112,0.0012430138885974884,0.48983364179730415,0.79018983989954,3453.1685740202665,practice,1,3453.1885905191302,3453.1885905191302,0.29588255286216736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,2,2,10,2,,,,,,,,,,,,,,,,,3453.169020716101,go,squareblack.png,right,0.25,3453.1885905191302,3453.1885905191302,3453.6846198886633,3453.6846198886633,3453.701368521899,3453.9350093081594,3454.4341169036925,3454.6844345368445,3455.686840828508,3455.7035742625594,right,1,3455.7035742625594,3455.7035742625594,0.0017653033137321472,0.4898529648780823,0.7401307187974453,3456.1883936077356,practice,1,3456.2078549675643,3456.2078549675643,0.33937323838472366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,2,3,11,1,,,,,,,,,,,,,,,,,3456.1888099573553,go,squareblack.png,right,0.25,3456.2078549675643,3456.2078549675643,3456.70493106544,3456.70493106544,3456.721385154873,3456.955073174089,3457.454116296023,3457.7056821882725,3458.707155227661,3458.707155227661,left,0,3458.707155227661,3458.707155227661,0.001184958964586258,0.4901050925254822,0.7402534671127796,3459.192037973553,practice,1,,,0.27740728855133057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,3,0,12,1,,,,,,,,,,,,,,,,,3459.192460332066,stop,squareblack.png,right,0.25,3459.2114562503994,3459.2114562503994,3459.7082201875746,3459.7082201875746,3459.7249636389315,3459.958431996405,3460.4742159359157,3460.707696918398,3461.710464067757,3461.7273237109184,left,0,3461.7273237109184,3461.7273237109184,0.0012796968221664429,0.48982885479927063,0.7401327006518841,3462.211964059621,practice,1,3462.2322081923485,3462.2322081923485,0.4231405220925808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,3,1,13,1,,,,,,,,,,,,,,,,,3462.21237745136,go,circleblack.png,left,0.2,3462.2322081923485,3462.2322081923485,3462.728167694062,3462.728167694062,3462.7450552731752,3462.928274605423,3463.427541807294,3463.730397321284,3464.730530589819,3464.7471733652055,left,1,3464.7471733652055,3464.7471733652055,0.0019257180392742157,0.4900999367237091,0.6902073845267296,3465.2319260947406,practice,1,3465.251686718315,3465.251686718315,0.3148296847939491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,3,2,14,3,,,,,,,,,,,,,,,,,3465.2323615327477,go,squareblack.png,right,0.2,3465.251686718315,3465.251686718315,3465.7482045590878,3465.7482045590878,3465.7649994529784,3465.94848010689,3466.448881685734,3466.747869145125,3467.7502796910703,3467.766985375434,right,1,3467.766985375434,3467.766985375434,0.0016324482858181,0.48981717973947525,0.6900678984820843,3468.2516076266766,practice,1,3468.271633375436,3468.271633375436,0.5178305730223656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,3,3,15,2,,,,,,,,,,,,,,,,,3468.252024911344,go,circleblack.png,left,0.2,3468.271633375436,3468.271633375436,3468.7679554745555,3468.7679554745555,3468.784827552736,3468.968226443976,3469.4677266329527,3469.770139787346,3470.7701793313026,3470.7868275903165,left,1,3470.7868275903165,3470.7868275903165,0.0018382184207439423,0.4900975078344345,0.6904316842556,3471.271664388478,practice,1,3471.2911980226636,3471.2911980226636,0.3267724737524986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,4,0,16,2,,,,,,,,,,,,,,,,,3471.2721335440874,stop,circleblack.png,left,0.2,3471.2911980226636,3471.2911980226636,3471.788034070283,3471.788034070283,3471.804778072983,3471.9882623665035,3472.4873790815473,3472.787946291268,3473.790251288563,3473.790251288563,left,1,3473.790251288563,3473.790251288563,0.0012381859123706818,0.49018173292279243,0.6907227076590061,3474.2750692032278,practice,1,3474.2948474511504,3474.2948474511504,0.3572762571275234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,4,1,17,1,,,,,,,,,,,,,,,,,3474.275487549603,go,circleblack.png,left,0.15,3474.2948474511504,3474.2948474511504,3474.791278850287,3474.791278850287,3474.8080558404326,3474.9415702186525,3475.4408073574305,3475.79110102728,3476.793404851109,3476.810243062675,left,1,3476.810243062675,3476.810243062675,0.0012527070939540863,0.4899021349847317,0.6400684528052807,3477.2948748655617,practice,1,,,0.37328220158815384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,0,0,0,0,4,2,18,3,,,,,,,,,,,,,,,,,3477.2953048720956,go,squareblack.png,right,0.15,3477.3201327621937,3477.3201327621937,3477.811337672174,3477.811337672174,3477.827908489853,3477.9617856889963,3478.4623707532883,3478.8112199902534,3479.813837464899,3479.8302297629416,left,0,3479.8302297629416,3479.8302297629416,0.007913272827863693,0.49027812480926514,0.6402806378901005,3480.315112825483,practice,1,3480.334993381053,3480.334993381053,0.38580383360385895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
$currentCorrectResponse,$currentGoStim,0,0,0,0,4,3,19,0,,,,,,,,,,,,,,,,,3480.3155330382288,go,circleblack.png,left,0.15,3480.334993381053,3480.334993381053,3480.83129799366,3480.83129799366,3480.8481738828123,3480.9814129918814,3481.4820253178477,3481.8309034258127,3482.8335319384933,3482.8501636087894,left,1,3482.8501636087894,3482.8501636087894,0.0017864182591438293,0.490190003067255,0.6400797851383686,3483.335165489465,practice,1,3483.3550667203963,3483.3550667203963,0.4981226474046707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,0,20,0,,,,,,,,,,,,,,,,,3483.335580546409,stop,squareblack.png,right,0.15,3483.3550667203963,3483.3550667203963,3483.851259060204,3483.851259060204,3483.8681338354945,3484.0014806091785,3484.5005272440612,3484.8509971387684,3485.853488393128,3485.870299976319,right,1,3485.870299976319,3485.870299976319,0.0017923414707183838,0.48987795040011406,0.640011191368103,3486.3549662083387,practice,1,,,0.3461684435606003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,1,21,0,,,,,,,,,,,,,,,,,3486.3554212749004,stop,circleblack.png,left,0.1,3486.3762037865818,3486.3762037865818,3486.8712731562555,3486.8712731562555,3486.8881701231003,3486.9717560335994,3487.472277689725,3487.8710348419845,3488.8735727481544,3488.8903891146183,left,1,3488.8903891146183,3488.8903891146183,0.001820981502532959,0.4896189458668232,0.5894978307187557,3489.3750908002257,practice,1,3489.394921414554,3489.394921414554,0.3987533859908581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,2,22,0,,,,,,,,,,,,,,,,,3489.3756965324283,go,squareblack.png,right,0.05,3489.394921414554,3489.394921414554,3489.891387272626,3489.891387272626,3489.908138412982,3489.9416345097125,3490.442072495818,3490.8911076299846,3491.893987596035,3491.893987596035,right,1,3491.893987596035,3491.893987596035,0.0015736296772956848,0.49021340534090996,0.5400249920785427,3492.3785554096103,practice,1,3492.397916097194,3492.397916097194,0.5394441038370132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,3,23,0,,,,,,,,,,,,,,,,,3492.3789762854576,go,squareblack.png,right,0.05,3492.397916097194,3492.397916097194,3492.894635654986,3492.894635654986,3492.9115011952817,3492.9447948485613,3493.4455563798547,3493.894336462021,3494.8971458636224,3494.91355291754,right,1,3494.91355291754,3494.91355291754,0.0011837184429168701,0.49011683836579323,0.5399922989308834,3495.398554265499,practice,1,,,0.4978220909833908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495.4161130189896,3495.4161130189896,return,3.8759581483900547,,,,,,,,,,,,,,,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,3507.044887110591,go,squareblack.png,right,0.05,,,,,,,,,,,,,,,0.001963157206773758,0.4895043969154358,,3509.5476246997714,test,1,,,,,,,,3499.3188257925212,3499.3188257925212,3507.0635598115623,3507.560988660902,3507.560988660902,3507.5773078091443,3507.611242249608,3508.1114488206804,3508.562121357769,3509.566885538399,right,1,0.4339718855917454,0.05,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,3509.548158850521,go,squareblack.png,right,0.05,,,,,,,,,,,,,,,0.0013596117496490479,0.48956484720110893,,3512.050288669765,test,1,,,,,,,,,,3509.566885538399,3510.0635773949325,3510.0635773949325,3510.0803021006286,3510.1136421076953,3510.614130590111,3511.0631918013096,3512.0750604346395,right,1,0.3590763658285141,0.05,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,3512.0507290773094,go,circleblack.png,left,0.05,,,,,,,,,,,,,,,0.00796573981642723,0.4899500012397766,,3514.5530657470226,test,1,,,,,,,,,,3512.0750604346395,3512.566308449954,3512.566308449954,3512.5829548723996,3512.616363849491,3513.1168993115425,3513.5658877789974,3514.572046790272,left,1,0.4060605950653553,0.05,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,3514.5535476468503,go,circleblack.png,left,0.05,,,,,,,,,,,,,,,0.0013595446944236755,0.4897415079176426,,3517.055798549205,test,1,,,,,,,,,,3514.572046790272,3515.0690597333014,3515.0690597333014,3515.0857971683145,3515.119042251259,3515.619750585407,3516.0707742609084,3517.0750579945743,left,1,0.30984148010611534,0.05,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,,,,,,,,,0,0,0,0,1,0,4,1,,,,,,,,,3517.0563252829015,go,squareblack.png,right,0.05,,,,,,,,,,,,,,,0.001643594354391098,0.48976030200719833,,3519.558633491397,test,1,,,,,,,,,,3517.0750579945743,3517.5719109997153,3517.5719109997153,3517.588621929288,3517.6219102703035,3518.1224642060697,3518.5718800760806,3519.578002795577,right,1,0.334601528942585,0.05,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,,,,,,,,,0,0,0,0,1,1,5,2,,,,,,,,,3519.559078723192,stop,circleblack.png,left,0.05,,,,,,,,,,,,,,,0.0017669573426246643,0.4897639527916908,0.5397471934556961,3522.061236422509,test,1,,,,,,,,,,3519.578002795577,3520.0746590942144,3520.0746590942144,3520.091373745352,3520.1246933564544,3520.625436913222,3521.075909409672,3522.0807797499,None,0,,0.1,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
None,None,,,,,,,,,0,0,0,0,1,2,6,1,,,,,,,,,3522.0616764500737,stop,squareblack.png,right,0.1,,,,,,,,,,,,,,,0.0017269998788833618,0.4895763099193573,0.5897842198610306,3524.5641171969473,test,1,,,,,,,,,,3522.0807797499,3522.57749158144,3522.57749158144,3522.594160851091,3522.6775443665683,3523.1780780404806,3523.578596793115,3524.583489663899,None,0,,0.15,,,,,,,,,,,s019 ,001,2024-07-25_15h46.14.218,simplestop_skeleton,2022.2.2,60.02564974941372,
