corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text.stopped,rules_2.stopped,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]","[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}]",2894.8809635713696,2894.8809635713696,return,4.046271443367004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s041,001,2024-09-27_10h10.06.182,simplestop_skeleton,2022.2.2,59.9369120053452,
$currentCorrectResponse,$currentGoStim,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,2898.9706291109324,2898.9706291109324,2959.073925331235,stop,circleblack.png,left,0.35,2959.0975898355246,2959.0975898355246,2959.5892659947276,2959.5892659947276,2959.60575376451,2959.939769908786,2960.440178580582,2960.590286038816,2961.591399244964,2961.6093040555716,left,1,0.9717697948217392,2961.6093040555716,2961.6093040555716,0.0035751163959503174,0.48841243237257004,0.8387751951813698,2962.109382286668,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s041,001,2024-09-27_10h10.06.182,simplestop_skeleton,2022.2.2,59.9369120053452,
None,None,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,2962.1099443510175,go,circleblack.png,left,0.3,2962.129056073725,2962.129056073725,2962.6258848831058,2962.6258848831058,2962.6426141634583,2962.9266194701195,2963.4422808736563,2963.6256614401937,2964.6280261427164,2964.644741140306,right,0,0.10509387403726578,2964.644741140306,2964.644741140306,0.0013036653399467468,0.4901989623904228,0.7904592752456665,2965.129394084215,practice,1,2965.1491393893957,2965.1491393893957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s041,001,2024-09-27_10h10.06.182,simplestop_skeleton,2022.2.2,59.9369120053452,
None,None,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,2965.1298293471336,go,circleblack.png,left,0.3,2965.1491393893957,2965.1491393893957,2965.6457037106156,2965.6457037106156,2965.6622853949666,2965.946410521865,2966.4617412537336,2966.6453289836645,2967.647895872593,2967.6645555645227,right,0,0.08943071216344833,2967.6645555645227,2967.6645555645227,0.0012961849570274353,0.49008332192897797,0.7906613126397133,2968.149328842759,practice,1,2968.1689267754555,2968.1689267754555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s041,001,2024-09-27_10h10.06.182,simplestop_skeleton,2022.2.2,59.9369120053452,
None,None,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,2968.1497412472963,stop,circleblack.png,left,0.3,2968.1689267754555,2968.1689267754555,2968.6658516153693,2968.6658516153693,2968.682730011642,2968.9661184102297,2969.465424001217,2969.6657539457083,2970.6673795729876,2970.6841221004725,left,1,0.32973382622003555,2970.6841221004725,2970.6841221004725,0.0012697204947471619,0.49021419882774353,0.7905729189515114,2971.1695007309318,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s041,001,2024-09-27_10h10.06.182,simplestop_skeleton,2022.2.2,59.9369120053452,
None,None,0,0,0,0,1,0,4,3,,,,,,,,,,,,,,,,,2971.169924713671,go,squareblack.png,right,0.25,2971.194713100791,2971.194713100791,2971.6858026757836,2971.6858026757836,2971.702656134963,2971.9363509342074,2972.4371102675796,2972.6856161281466,2973.686370834708,2973.703129373491,right,1,0.8337924256920815,2973.703129373491,2973.703129373491,0.007707759737968445,0.4898790791630745,0.7400900274515152,2974.1891241446137,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s041,001,2024-09-27_10h10.06.182,simplestop_skeleton,2022.2.2,59.9369120053452,
$currentCorrectResponse,$currentGoStim,0,0,0,0,1,1,5,0,,,,,,,,,,,,,,,,,2974.189562872052,go,squareblack.png,right,0.25,2974.208855457604,2974.208855457604,2974.7059385180473,2974.7059385180473,2974.722240895033,2974.9560246393085,2975.4719709828496,2975.7054955884814,2976.707895591855,2976.7246884703636,left,0,0.20285721868276596,2976.7246884703636,2976.7246884703636,0.0012566372752189636,0.49026304483413696,0.740399919450283,2977.2093009725213,practice,1,2977.228946313262,2977.228946313262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s041,001,2024-09-27_10h10.06.182,simplestop_skeleton,2022.2.2,59.9369120053452,
None,None,0,0,0,0,1,2,6,1,,,,,,,,,,,,,,,,,2977.209720350802,go,squareblack.png,right,0.25,2977.228946313262,2977.228946313262,2977.725574493408,2977.725574493408,2977.7422762438655,2977.975971713662,2978.4916942343116,2978.7257482782006,2979.727782227099,2979.744653686881,right,1,0.2623589485883713,2979.744653686881,2979.744653686881,0.0011897683143615723,0.490180067718029,0.7404197305440903,2980.2293002977967,practice,1,2980.256173506379,2980.256173506379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s041,001,2024-09-27_10h10.06.182,simplestop_skeleton,2022.2.2,59.9369120053452,
None,None,0,0,0,0,1,3,7,2,,,,,,,,,,,,,,,,,2980.2297164201736,go,circleblack.png,left,0.25,2980.256173506379,2980.256173506379,2980.745788127184,2980.745788127184,2980.762212239206,2980.995940454304,2981.495063945651,2981.7455387488008,2982.7478909119964,2982.764579720795,left,1,0.29196440428495407,2982.764579720795,2982.764579720795,0.008771069347858429,0.4895087704062462,0.7398800700902939,2983.249337658286,practice,1,2983.2690695375204,2983.2690695375204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s041,001,2024-09-27_10h10.06.182,simplestop_skeleton,2022.2.2,59.9369120053452,
None,None,0,0,0,0,2,0,8,3,,,,,,,,,,,,,,,,,2983.2497565075755,go,circleblack.png,left,0.25,2983.2690695375204,2983.2690695375204,2983.765727877617,2983.765727877617,2983.7828348353505,2984.016205124557,2984.517071299255,2984.7654499411583,2985.767461195588,2985.7844530195,left,1,0.5010377690196037,2985.7844530195,2985.7844530195,0.001334361732006073,0.4900965020060539,0.7405835390090942,2986.269299469888,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s041,001,2024-09-27_10h10.06.182,simplestop_skeleton,2022.2.2,59.9369120053452,
