corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text.stopped,rules_2.stopped,goResp.rt,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,EndingSSD,goResp_test.rt,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,0,0,0,0,4,3,19,2,,,,,,,,,,,,,,,,,190.30152458697557,go,squareblack.png,right,0.2,190.32086059078574,190.32086059078574,190.8172661140561,190.8172661140561,190.83381474763155,191.01779996231198,191.5184546932578,191.81685412302613,192.81935592368245,192.83640912175179,right,1,192.83640912175179,192.83640912175179,0.0016321353614330292,0.49007532373070717,0.6902623809874058,193.32075770944357,practice,1,,,0.49634359776973724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,0,20,0,,,,,,,,,,,,,,,,,193.32118252664804,go,circleblack.png,left,0.2,193.3406107723713,193.3406107723713,193.8357680439949,193.8357680439949,193.85257636383176,194.036071639508,194.53732769191265,194.8383167795837,195.83958584815264,195.83958584815264,left,1,195.83958584815264,195.83958584815264,0.001738235354423523,0.489116620272398,0.6892504468560219,196.32293398305774,practice,1,196.34008250385523,196.34008250385523,0.2936645336449146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,0,0,0,0,5,1,21,3,,,,,,,,,,,,,,,,,196.32338597998023,stop,circleblack.png,left,0.2,196.34008250385523,196.34008250385523,196.839479919523,196.839479919523,196.839479919523,197.0403917953372,197.5418087951839,197.84058088436723,198.84310075640678,198.84310075640678,None,0,198.84310075640678,198.84310075640678,0.0012313835322856903,0.4902634955942631,0.6911295354366302,199.32682960107923,practice,1,199.34518152847886,199.34518152847886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,2,22,0,,,,,,,,,,,,,,,,,199.32727393507957,go,circleblack.png,left,0.25,199.34518152847886,199.34518152847886,199.84304804354906,199.84304804354906,199.8603127077222,200.0945247709751,200.59491900354624,200.84368332847953,201.84644229337573,201.84644229337573,left,1,201.84644229337573,201.84644229337573,0.0012559182941913605,0.4903097301721573,0.7408844493329525,202.33121063560247,practice,1,202.3508128747344,202.3508128747344,0.47367239370942116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,0,0,0,0,5,3,23,3,,,,,,,,,,,,,,,,,202.33163574710488,go,squareblack.png,right,0.25,202.3508128747344,202.3508128747344,202.84738496690989,202.84738496690989,202.8638580031693,203.09807531535625,203.61335759982467,203.84697879850864,204.8496361337602,204.8663175739348,right,1,204.8663175739348,204.8663175739348,0.0016422010958194733,0.4899599738419056,0.7401920035481453,205.35116346552968,practice,1,205.3689519688487,205.3689519688487,0.3912275545299053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.3689519688487,205.3689519688487,return,2.9239889346063137,,,,,,,,,,,,,,,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,214.45210190489888,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.001963399350643158,0.4987492524087429,0.7491524741053581,216.9645756855607,test,1,,,,,,,,208.32015201076865,208.32015201076865,214.47127894312143,214.97767581418157,214.97767581418157,214.97767581418157,215.22761504352093,215.72829065099359,215.97833064943552,216.9836468398571,None,0,0.3,,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,216.96513306722045,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0013981834053993225,0.48903853446245193,,219.46725054457784,test,1,,,,,,,,,,216.9836468398571,217.49671619012952,217.48023758083582,217.48023758083582,217.7806398384273,218.29631980508566,218.4797067567706,219.4868131764233,right,1,0.3,0.4600839130580425,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,219.46770120039582,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.002679206430912018,0.48918502777814865,0.7896946668624878,221.9699937440455,test,1,,,,,,,,,,219.4868131764233,219.99975592270494,219.98315931484103,219.98315931484103,220.2830477282405,220.7822068594396,220.98248017206788,221.9890827909112,left,1,0.25,0.3883572816848755,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,221.97044747695327,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.0014825426042079926,0.4892677552998066,,224.4722951836884,test,1,,,,,,,,,,221.9890827909112,222.50243747234344,222.48547442257404,222.48547442257404,222.73587583750486,223.23528452590108,223.48520105332136,224.49114496260881,left,1,0.25,0.42239074036478996,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,1,0,4,2,,,,,,,,,224.47274332493544,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.001421067863702774,0.49002792686223984,,226.97530464082956,test,1,,,,,,,,,,224.49114496260881,225.00508159399033,224.9883450642228,224.9883450642228,225.2386595979333,225.737836509943,225.98802303150296,226.99491916969419,left,1,0.25,0.386201873421669,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,1,1,5,2,,,,,,,,,226.97574669495225,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.0019340552389621735,0.4892468713223934,,229.47776932641864,test,1,,,,,,,,,,226.99491916969419,227.50764733180404,227.49112383648753,227.49112383648753,227.74128586426377,228.24093951284885,228.490700956434,229.49676756560802,right,1,0.25,0.3810594193637371,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,1,2,6,2,,,,,,,,,229.47822327166796,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.001316610723733902,0.48946544900536537,,231.9806423485279,test,1,,,,,,,,,,229.49676756560802,230.0109922364354,229.99390753358603,229.99390753358603,230.2441148646176,230.74325605109334,230.9935154914856,231.99958364665508,right,1,0.25,0.3678958788514137,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,1,3,7,1,,,,,,,,,231.98109517246485,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.001345764845609665,0.489632036536932,0.7400032691657543,234.4833709038794,test,1,,,,,,,,,,231.99958364665508,232.51339769363403,232.496875166893,232.496875166893,232.74696726724505,233.24622190371156,233.4963524080813,234.50275571644306,right,1,0.2,0.3457919992506504,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,2,0,8,3,,,,,,,,,234.48381091281772,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.0018615052103996277,0.48990969359874725,,236.9864135608077,test,1,,,,,,,,,,234.50275571644306,235.0163333490491,234.9994928240776,234.9994928240776,235.19957295060158,235.6987718231976,235.99921808764338,237.0057341530919,left,1,0.2,0.4917219653725624,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,2,1,9,2,,,,,,,,,236.98686512187123,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.0016899257898330688,0.4891347475349903,,239.48900892212987,test,1,,,,,,,,,,237.0057341530919,237.51883763074875,237.5022962987423,237.5022962987423,237.7023666575551,238.20338927954435,238.50182449817657,239.50876637920737,right,1,0.2,0.4862401857972145,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,2,2,10,3,,,,,,,,,239.48947452008724,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.0025421269237995148,0.4892796091735363,,241.9916045628488,test,1,,,,,,,,,,239.50876637920737,240.02171172574162,240.00476215407252,240.00476215407252,240.2050741277635,240.70558651909232,241.0044795423746,242.0101533047855,left,1,0.2,0.41429421678185463,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,2,3,11,3,,,,,,,,,241.99204344674945,stop,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.0012474916875362396,0.48983706906437874,0.6904681995511055,244.49419233947992,test,1,,,,,,,,,,242.0101533047855,242.52422328293324,242.50770234316587,242.50770234316587,242.71929042041302,243.2243508771062,243.5088067688048,244.513183131814,None,0,0.25,,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,3,0,12,0,,,,,,,,,244.49464491009712,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.0016681291162967682,0.48993342369794846,,246.99704442545772,test,1,,,,,,,,,,244.513183131814,245.02711451798677,245.01023251190782,245.01023251190782,245.26064779609442,245.75988322123885,246.00996738299727,247.01668015122414,right,1,0.25,0.35551780089735985,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,3,1,13,2,,,,,,,,,246.9974973089993,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.001985698938369751,0.48947320133447647,,249.5001183860004,test,1,,,,,,,,,,247.01668015122414,247.52976178377867,247.51292018592358,247.51292018592358,247.7633448690176,248.26457585766912,248.5127706564963,249.51994575560093,left,1,0.25,0.48124000802636147,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,3,2,14,3,,,,,,,,,249.50055615976453,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.0015064813196659088,0.4889068603515625,0.7392082400619984,252.0025146380067,test,1,,,,,,,,,,249.51994575560093,250.03236723691225,250.01585732027888,250.01585732027888,250.26605535298586,250.7666441462934,251.01708492264152,252.01977058127522,None,0,0.3,,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,3,3,15,1,,,,,,,,,252.00295785814524,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0016857609152793884,0.49008362740278244,0.7902863174676895,254.50536258146167,test,1,,,,,,,,,,252.01977058127522,252.5191280990839,252.5191280990839,252.5191280990839,252.81912450119853,253.3182482086122,253.51841233298182,254.52408792451024,right,1,0.25,0.3638384938240051,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,4,0,16,3,,,,,,,,,254.5058028884232,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.0013528205454349518,0.49004580080509186,0.7401868775486946,257.0082291699946,test,1,,,,,,,,,,254.52408792451024,255.03811547905207,255.0215230472386,255.0215230472386,255.27188933640718,255.77284251525998,256.02115055918694,257.02760184928775,None,0,0.3,,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,4,1,17,2,,,,,,,,,257.00867311656475,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.002015288919210434,0.48967477679252625,,259.5109980031848,test,1,,,,,,,,,,257.02760184928775,257.54109793901443,257.52434504777193,257.52434504777193,257.824814978987,258.3403042964637,258.5239799208939,259.5299968011677,left,1,0.3,0.397618368268013,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,4,2,18,1,,,,,,,,,259.5114518664777,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0013911016285419464,0.48957395553588867,,262.01384035870433,test,1,,,,,,,,,,259.5299968011677,260.04374035820365,260.02718271687627,260.02718271687627,260.3272515386343,260.8264120593667,261.0266464613378,262.03292456269264,left,1,0.3,0.3388961963355541,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,4,3,19,3,,,,,,,,,262.01435977593064,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0013974644243717194,0.48957692831754684,0.7901877425611019,264.5165257155895,test,1,,,,,,,,,,262.03292456269264,262.54648945853114,262.5296701565385,262.5296701565385,262.8302120529115,263.33102475479245,263.5310467965901,264.53591023385525,None,0,0.35,,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,5,0,20,3,,,,,,,,,264.5169616267085,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.001721065491437912,0.48986389860510826,,267.0191655308008,test,1,,,,,,,,,,264.53591023385525,265.04913130030036,265.03258408233523,265.03258408233523,265.38312735781074,265.8823498375714,266.0326052233577,267.0383108779788,right,1,0.35,0.45698315277695656,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,1,21,0,,,,,,,,,267.01961425691843,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.0013179779052734375,0.4893650896847248,,269.52191587165,test,1,,,,,,,,,,267.0383108779788,267.5518608801067,267.53567162528634,267.53567162528634,267.8855335265398,268.38491932302713,268.5350724160671,269.54087521135807,right,1,0.35,0.550987109541893,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,5,2,22,3,,,,,,,,,269.52236558124423,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.0012591034173965454,0.49032749980688095,,272.0246787145734,test,1,,,,,,,,,,269.54087521135807,270.05461314693093,270.03806510940194,270.03806510940194,270.3883391469717,270.8890929184854,271.0376773811877,272.0444761104882,right,1,0.35,0.5684996210038662,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,5,3,23,1,,,,,,,,,272.02512443065643,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,0.0020513534545898438,0.4899122752249241,,274.5275430418551,test,1,,,,,,,,,,272.0444761104882,272.5575434714556,272.5408820807934,272.5408820807934,272.8914368748665,273.4069748558104,273.54054271802306,274.54701744765043,left,1,0.35,0.4642399586737156,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,6,0,24,3,,,,,,,,,274.52799139916897,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.001814860850572586,0.4894271269440651,,277.03061443567276,test,1,,,,,,,,,,274.54701744765043,275.06045819073915,275.04372630640864,275.04372630640864,275.39415241777897,275.9097644649446,276.0431655459106,277.0487410314381,right,1,0.35,0.4572507403790951,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,6,1,25,1,,,,,,,,,277.0312603376806,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.0019553713500499725,0.48744330555200577,,279.53289852291346,test,1,,,,,,,,,,277.0487410314381,277.56186624988914,277.5452274940908,277.5452274940908,277.8955292738974,278.3961703889072,278.54630974680185,279.55217082053423,right,1,0.35,0.45406772568821907,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,6,2,26,1,,,,,,,,,279.533349275589,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,0.001844055950641632,0.4899517334997654,,282.03565737977624,test,1,,,,,,,,,,279.55217082053423,280.06582083553076,280.0492078475654,280.0492078475654,280.3995241485536,280.8986073471606,281.0487239435315,282.0543627515435,left,1,0.35,0.5144714117050171,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,6,3,27,3,,,,,,,,,282.03609052300453,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,0.0013244673609733582,0.48980727419257164,,284.5383256264031,test,1,,,,,,,,,,282.0543627515435,282.5683667510748,282.5517738945782,282.5517738945782,282.9021909274161,283.4013158194721,283.55144514143467,284.5575957223773,left,1,0.35,0.3895992487668991,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,0,28,0,,,,,,,,,284.53876227140427,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.0016811750829219818,0.48962830752134323,0.840164490044117,287.0417429730296,test,1,,,,,,,,,,284.5575957223773,285.0711771696806,285.05464489385486,285.05464489385486,285.40495118126273,285.90404872596264,286.05425160750747,287.06055434420705,right,1,0.3,0.42238568514585495,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,1,29,0,,,,,,,,,287.04219687357545,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0013471730053424835,0.48953184112906456,,289.54419054463506,test,1,,,,,,,,,,287.06055434420705,287.5742445960641,287.55735706165433,287.55735706165433,287.8578259944916,288.3568174764514,288.55700732022524,289.5631546974182,right,1,0.3,0.46157706156373024,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,2,30,0,,,,,,,,,289.54463424533606,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.001324538141489029,0.48934635147452354,,292.04724864289165,test,1,,,,,,,,,,289.5631546974182,290.0768159739673,290.0603241585195,290.0603241585195,290.3603858537972,290.8596829511225,291.0597872212529,292.06675120815635,right,1,0.3,0.4482295699417591,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,7,3,31,2,,,,,,,,,292.04768466576934,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.002191822975873947,0.48952561244368553,,294.5495999008417,test,1,,,,,,,,,,292.06675120815635,292.57985777407885,292.56335167214274,292.56335167214274,292.8619097210467,293.3656031899154,293.5634351372719,294.5686389580369,left,1,0.3,0.47290949150919914,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,8,0,32,3,,,,,,,,,294.55004086345434,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0014156848192214966,0.48960575833916664,0.7902611903846264,297.0510057322681,test,1,,,,,,,,,,294.5686389580369,295.0827125348151,295.0657788813114,295.0657788813114,295.3659571260214,295.86663792282343,296.06660490110517,297.0676733106375,None,0,0.35,,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,8,1,33,2,,,,,,,,,297.05145655572414,stop,circleblack.png,left,0.35,,,,,,,,,,,,,,,0.0012459121644496918,0.4897472821176052,0.8399779051542282,299.55523462221026,test,1,,,,,,,,,,297.0676733106375,297.56694734096527,297.56694734096527,297.56694734096527,297.91729686781764,298.4192760847509,298.56942954286933,299.5745335742831,left,1,0.3,0.3746213875710964,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,8,2,34,2,,,,,,,,,299.55568512901664,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0018239058554172516,0.48969288170337677,0.790018904954195,302.0582441352308,test,1,,,,,,,,,,299.5745335742831,300.08778274804354,300.0713678561151,300.0713678561151,300.37167228758335,300.87061181664467,301.07083785906434,302.0775516666472,right,1,0.25,0.44167598709464073,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,8,3,35,1,,,,,,,,,302.05869729816914,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.00192168727517128,0.4892762750387192,,304.5607581026852,test,1,,,,,,,,,,302.0775516666472,302.5907466635108,302.57400376722217,302.57400376722217,302.8243302293122,303.32534005865455,303.57366786524653,304.5801365710795,left,1,0.25,0.5145546235144138,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,9,0,36,0,,,,,,,,,304.56121265143156,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,0.0017207153141498566,0.48992208391427994,0.739788006991148,307.0635250620544,test,1,,,,,,,,,,304.5801365710795,305.09341729432344,305.07663774490356,305.07663774490356,305.327322691679,305.8274164944887,306.07818226516247,307.0831379927695,None,0,0.3,,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,9,1,37,2,,,,,,,,,307.0639778971672,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0019237585365772247,0.4894484207034111,,309.56618976965547,test,1,,,,,,,,,,307.0831379927695,307.5960414931178,307.57936491817236,307.57936491817236,307.8796758390963,308.3807628750801,308.57917242497206,309.5853085592389,left,1,0.3,0.557350367307663,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,9,2,38,0,,,,,,,,,309.56663651019335,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0014409460127353668,0.4898150712251663,,312.06880129501224,test,1,,,,,,,,,,309.5853085592389,310.0990735515952,310.08234939724207,310.08234939724207,310.3826437816024,310.8834434747696,311.0817910283804,312.08758544176817,left,1,0.3,0.5440492071211338,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
None,None,,,,,,,,,0,0,0,0,9,3,39,2,,,,,,,,,312.0692390091717,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,0.0012920238077640533,0.48986008763313293,,314.57181518152356,test,1,,,,,,,,,,312.08758544176817,312.60200564563274,312.5849921517074,312.5849921517074,312.88515589386225,313.38439309224486,313.5845700278878,314.59085228294134,left,1,0.3,0.3648434542119503,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,10,0,40,0,,,,,,,,,314.57225915789604,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,0.0016473755240440369,0.48950401693582535,,317.0745056644082,test,1,,,,,,,,,,314.59085228294134,315.10440495610237,315.0880083069205,315.0880083069205,315.38831279054284,315.8889668956399,316.0872948206961,317.0934599377215,right,1,0.3,0.6387507878243923,,,,,,,,,,,s005,001,2024-06-20_13h00.40.131,simplestop_skeleton,2022.2.2,60.169758069948145,
