corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,goResp.rt,text.stopped,rules_2.stopped,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]","[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}]",154.95654663816094,154.95654663816094,return,83.09432795271277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s004,001,2024-06-19_14h58.56.166,simplestop_skeleton,2022.2.2,60.20695538024777,
None,None,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,238.10222470015287,238.10222470015287,328.91941395029426,go,squareblack.png,right,0.35,328.9406671114266,328.9406671114266,329.43410141021013,329.43410141021013,329.45105953142047,329.7843388430774,330.28512512892485,330.4351194873452,331.43615640327334,331.4551146887243,None,0,331.4551146887243,331.4551146887243,0.002861037850379944,0.4880936034023762,0.8388592787086964,331.93796331062913,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s004,001,2024-06-19_14h58.56.166,simplestop_skeleton,2022.2.2,60.20695538024777,
None,None,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,331.93850293383,go,circleblack.png,left,0.35,331.9642198495567,331.9642198495567,332.45430010929704,332.45430010929704,332.4707284681499,332.8049537278712,333.3223058395088,333.45475049316883,334.45610386505723,334.4729349575937,right,0,334.4729349575937,334.4729349575937,0.007901187986135483,0.4891141392290592,0.8401174135506153,334.95760839805007,practice,1,0.22669551521539688,334.97751750797033,334.97751750797033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s004,001,2024-06-19_14h58.56.166,simplestop_skeleton,2022.2.2,60.20695538024777,
None,None,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,334.95804688706994,go,squareblack.png,right,0.35,334.97751750797033,334.97751750797033,335.47404239326715,335.47404239326715,335.49071203544736,335.8242409862578,336.3236570470035,336.4737702123821,337.4760459922254,337.49312415346503,right,1,337.49312415346503,337.49312415346503,0.0017326399683952332,0.49010932072997093,0.8405323550105095,337.97754997015,practice,1,0.41867831349372864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s004,001,2024-06-19_14h58.56.166,simplestop_skeleton,2022.2.2,60.20695538024777,
None,None,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,337.97797644510865,go,circleblack.png,left,0.35,337.99786016717553,337.99786016717553,338.4940871335566,338.4940871335566,338.5106193162501,338.8443790562451,339.34375028684735,339.49478632211685,340.4961016178131,340.5129893347621,left,1,340.5129893347621,340.5129893347621,0.001785777509212494,0.4901128150522709,0.840623028576374,340.9976727589965,practice,1,0.3343227356672287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s004,001,2024-06-19_14h58.56.166,simplestop_skeleton,2022.2.2,60.20695538024777,
None,None,0,0,0,0,1,0,4,3,,,,,,,,,,,,,,,,,340.9981023147702,go,squareblack.png,right,0.35,341.01757287606597,341.01757287606597,341.51407699659467,341.51407699659467,341.5308638699353,341.8630558773875,342.36507887765765,342.51526714861393,343.51615804061294,343.51615804061294,right,1,343.51615804061294,343.51615804061294,0.0017646923661231995,0.49054237827658653,0.8389926739037037,344.0018142722547,practice,1,0.35188060998916626,344.02493205294013,344.02493205294013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s004,001,2024-06-19_14h58.56.166,simplestop_skeleton,2022.2.2,60.20695538024777,
None,None,0,0,0,0,1,1,5,2,,,,,,,,,,,,,,,,,344.0024136081338,stop,circleblack.png,left,0.35,344.02493205294013,344.02493205294013,344.51744287088513,344.51744287088513,344.53412874788046,344.8679899945855,345.38356659188867,345.51957085356116,346.519728500396,346.5364932157099,left,1,346.5364932157099,346.5364932157099,0.0025968216359615326,0.48720505461096764,0.8379611037671566,347.02114310115576,practice,1,0.37399405613541603,347.0416113361716,347.0416113361716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s004,001,2024-06-19_14h58.56.166,simplestop_skeleton,2022.2.2,60.20695538024777,
None,None,0,0,0,0,1,2,6,1,,,,,,,,,,,,,,,,,347.0215579383075,go,circleblack.png,left,0.3,347.0416113361716,347.0416113361716,347.5372973717749,347.5372973717749,347.55406073108315,347.8378307335079,348.35357101634145,348.5378141216934,349.53963182866573,349.55632074177265,left,1,349.55632074177265,349.55632074177265,0.001445431262254715,0.48972145840525627,0.7898990288376808,350.04124234616756,practice,1,0.47570691257715225,350.06121488660574,350.06121488660574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s004,001,2024-06-19_14h58.56.166,simplestop_skeleton,2022.2.2,60.20695538024777,
None,None,0,0,0,0,1,3,7,2,,,,,,,,,,,,,,,,,350.04166628047824,go,circleblack.png,left,0.3,350.06121488660574,350.06121488660574,350.5576242469251,350.5576242469251,350.57429110631347,350.8580585606396,351.35835498943925,351.5571258738637,352.55982941389084,352.5764355547726,left,1,352.5764355547726,352.5764355547726,0.001494675874710083,0.48980117216706276,0.7901192493736744,353.0612938515842,practice,1,0.5643739365041256,353.081303358078,353.081303358078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s004,001,2024-06-19_14h58.56.166,simplestop_skeleton,2022.2.2,60.20695538024777,
$currentCorrectResponse,$currentGoStim,0,0,0,0,2,0,8,0,,,,,,,,,,,,,,,,,353.06172950938344,stop,squareblack.png,right,0.3,353.081303358078,353.081303358078,353.5773434638977,353.5773434638977,353.5941338278353,353.8779670074582,354.37838565930724,354.5786225646734,355.57981468737125,355.59655510634184,None,0,355.59655510634184,355.59655510634184,0.001661255955696106,0.4897947199642658,0.789873868227005,356.0812118835747,practice,1,,356.1008678600192,356.1008678600192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s004,001,2024-06-19_14h58.56.166,simplestop_skeleton,2022.2.2,60.20695538024777,
