corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,goResp.rt,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,EndingSSD,goResp_test.rt,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.7832600995898,794.7832600995898,return,10.154587775468826,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}]",,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,804.9613411612809,stop,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,0.0019194968044757843,0.48942825570702553,0.939776036888361,807.4651873968542,test,3,,,,,,,,804.9808657467365,805.478062171489,805.478062171489,805.4950962364674,805.9286338947713,806.429191172123,806.479163531214,807.4895084425807,None,0,0.5,,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,0,1,1,2,,,,,,,,,807.4657156467438,stop,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,0.0074593015015125275,0.4894319772720337,0.9898626208305359,809.9676237627864,test,3,,,,,,,,807.4895084425807,807.981144785881,807.981144785881,807.9977472536266,808.4821626134217,808.9818793870509,808.9818793870509,809.9871390536427,left,1,0.45,0.4602466896176338,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,809.9680463075638,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,0.0013982243835926056,0.48977192491292953,,812.4703131206334,test,3,,,,,,,,809.9871390536427,810.4841313734651,810.4841313734651,810.5008056648076,810.9340389929712,811.434611979872,811.4849584549665,812.4890556186438,left,1,0.45,0.840213667601347,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,0,3,3,2,,,,,,,,,812.4707443900406,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,0.0012607350945472717,0.4901202581822872,,814.9730735905468,test,3,,,,,,,,812.4890556186438,812.9865987971425,812.9865987971425,813.0032159909606,813.4368666149676,813.9364807754755,813.9862788952887,814.9973555877805,left,1,0.45,0.5850009098649025,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,1,0,4,0,,,,,,,,,814.9735085628927,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,0.007196050137281418,0.4896024391055107,,817.4759312197566,test,3,,,,,,,,814.9973555877805,815.4890774339437,815.4890774339437,815.5062527917325,815.9395739734173,816.4397802576423,816.4902492724359,817.495061788708,right,1,0.45,0.3911295048892498,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,1,1,5,2,,,,,,,,,817.4763700515032,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,0.001347023993730545,0.48930032923817635,,819.9785759188235,test,3,,,,,,,,817.495061788708,817.9917599111795,817.9917599111795,818.0086988955736,818.4424054920673,818.9425045959651,818.9925261735916,819.9984491914511,right,1,0.45,0.5009051896631718,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,1,2,6,1,,,,,,,,,819.9790167585015,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,0.0018518827855587006,0.4897543676197529,,822.4814526252449,test,3,,,,,,,,819.9984491914511,820.4946068972349,820.4946068972349,820.5115236081183,820.9452860616148,821.4442337267101,821.4948390796781,822.5002477951348,left,1,0.45,0.5760196559131145,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,1,3,7,1,,,,,,,,,822.4819115251303,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,0.0014250949025154114,0.48985571041703224,,824.9843425750732,test,3,,,,,,,,822.5002477951348,822.9973135925829,822.9973135925829,823.0139883309603,823.4480781145394,823.9483135901392,823.9986726231873,825.0037470124662,left,1,0.45,0.8136634565889835,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,2,0,8,0,,,,,,,,,824.9847898036242,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,0.0017699450254440308,0.4895354211330414,,827.4872475229204,test,3,,,,,,,,825.0037470124662,825.5001746155322,825.5001746155322,825.5166668780148,825.9504624567926,826.4500207006931,826.5004079788923,827.5064970627427,right,1,0.45,0.6355513371527195,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,2,1,9,0,,,,,,,,,827.4877175651491,stop,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,0.0018393918871879578,0.4894201122224331,0.9403547458350658,829.9898550212383,test,3,,,,,,,,827.5064970627427,828.0029757097363,828.0029757097363,828.0195920579135,828.4539953656495,828.9532696083188,829.0034946836531,830.0091890580952,right,0,0.4,0.4263819716870785,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,2,2,10,2,,,,,,,,,829.9903338700533,go,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,0.0016729086637496948,0.48965492472052574,,832.4925748631358,test,3,,,,,,,,830.0091890580952,830.5062000192702,830.5062000192702,830.5225520804524,830.9061560481787,831.406916167587,831.5056033954024,832.5111093558371,right,1,0.4,0.6329617388546467,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,2,3,11,0,,,,,,,,,832.4930111467838,stop,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,0.0012745633721351624,0.4896720014512539,0.8904295042157173,834.9951798282564,test,3,,,,,,,,832.5111093558371,833.0083803497255,833.0083803497255,833.0254246145487,833.4088854491711,833.9100580960512,834.0087989233434,835.0148311369121,right,1,0.35,0.49969907104969025,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,3,0,12,0,,,,,,,,,834.9956044889987,stop,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,0.0019377917051315308,0.48969344049692154,0.8403030373156071,837.4983535036445,test,3,,,,,,,,835.0148311369121,835.51119203493,835.51119203493,835.5279967039824,835.8617987670004,836.3623808808625,836.5123313218355,837.5175999067724,None,0,0.4,,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,3,1,13,1,,,,,,,,,837.4987815991044,go,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,0.0018189884722232819,0.4894348382949829,,840.000844180584,test,3,,,,,,,,837.5175999067724,838.0139932893217,838.0139932893217,838.0306685715914,838.4148797281086,838.9159156195819,839.0144161768258,840.0201486423612,right,1,0.4,0.5040566958487034,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,3,2,14,3,,,,,,,,,840.0012827664614,go,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,0.0018546879291534424,0.49015384167432785,,842.5033233352005,test,3,,,,,,,,840.0201486423612,840.5168228819966,840.5168228819966,840.5333759114146,840.9174142479897,841.4173698760569,841.5173743292689,842.5224938690662,left,1,0.4,0.47581879794597626,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,3,3,15,3,,,,,,,,,842.5037551224232,go,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,0.0016146935522556305,0.49017276987433434,,845.0061595886946,test,3,,,,,,,,842.5224938690662,843.0194920711219,843.0194920711219,843.036141321063,843.4199103526771,843.9196054376662,844.0197951607406,845.025445330888,right,1,0.4,0.4561273567378521,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,4,0,16,0,,,,,,,,,845.0065795890987,stop,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,0.0017878301441669464,0.48854492977261543,0.8901017159223557,847.5092085972428,test,3,,,,,,,,845.025445330888,845.5209237597883,845.5209237597883,845.5377187505364,845.9226251132786,846.4232985712588,846.5234677568078,847.5280650481582,left,1,0.35,0.3382973149418831,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,4,1,17,1,,,,,,,,,847.5096334964037,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,0.0013729706406593323,0.48957374691963196,,850.0121853686869,test,3,,,,,,,,847.5280650481582,848.02524895221,848.02524895221,848.041620157659,848.3754277378321,848.8759004436433,849.0258786939085,850.0313754156232,left,1,0.35,0.5962462984025478,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,4,2,18,2,,,,,,,,,850.0126193761826,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,0.0017840825021266937,0.48974740132689476,0.8399824649095535,852.5147167742252,test,3,,,,,,,,850.0313754156232,850.5280793979764,850.5280793979764,850.5444448180497,850.8781271576881,851.3787159509957,851.5288919098675,852.5336192809045,None,0,0.4,,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,4,3,19,3,,,,,,,,,852.5151514448225,go,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,0.001400049775838852,0.48950453102588654,,855.0171133317053,test,3,,,,,,,,852.5336192809045,853.0307027846575,853.0307027846575,853.0473402254283,853.4310178793967,853.9303644709289,854.0305031053722,855.0357298851013,left,0,0.4,0.4261369928717613,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,5,0,20,0,,,,,,,,,855.0175395421684,stop,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,0.0011971890926361084,0.49016062542796135,0.8902544118463993,857.5198527239263,test,3,,,,,,,,855.0357298851013,855.5332004763186,855.5332004763186,855.5500080548227,855.9337473101914,856.4342354498804,856.5343212746084,857.5389431752264,None,0,0.45,,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,5,1,21,1,,,,,,,,,857.5202807560563,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,0.001807820051908493,0.4899195283651352,,860.0227797999978,test,3,,,,,,,,857.5389431752264,858.0361727848649,858.0361727848649,858.0526780225337,858.486617166549,858.9856979735196,859.0364018827677,860.0420665070415,left,1,0.45,0.558556817471981,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,5,2,22,3,,,,,,,,,860.0232061222196,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,0.0014919936656951904,0.48947659879922867,,862.5254932418466,test,3,,,,,,,,860.0420665070415,860.538705829531,860.538705829531,860.555658493191,860.9895143732429,861.490797560662,861.5385211072862,862.5446369424462,right,1,0.45,0.6297049038112164,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,5,3,23,3,,,,,,,,,862.5259333476424,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,0.0017520338296890259,0.48976634070277214,,865.0281052142382,test,3,,,,,,,,862.5446369424462,863.0414068587124,863.0414068587124,863.0582476705313,863.4917914494872,863.9914499931037,864.0422207713127,865.0464552901685,left,1,0.45,0.5563186481595039,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,6,0,24,2,,,,,,,,,865.0285374931991,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,0.0012463368475437164,0.4901424050331116,,867.5308814905584,test,3,,,,,,,,865.0464552901685,865.5443473309278,865.5443473309278,865.5608544945717,865.9946774542332,866.4948207177222,866.5448244549334,867.5499263480306,right,0,0.45,0.5292273573577404,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,6,1,25,3,,,,,,,,,867.5313126221299,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,0.001267220824956894,0.48972148075699806,,870.0339129269123,test,3,,,,,,,,867.5499263480306,868.0470013618469,868.0470013618469,868.0637646690011,868.4977316632867,868.9973856508732,869.0475706346333,870.0530918091536,left,1,0.45,0.52470688149333,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,6,2,26,3,,,,,,,,,870.0343351401389,stop,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,0.0017472170293331146,0.4897528178989887,0.9403543658554554,872.5366256609559,test,3,,,,,,,,870.0530918091536,870.549864269793,870.549864269793,870.566348362714,871.0002219565213,871.5007054544985,871.5503695346415,872.5557296648622,right,1,0.4,0.5417466908693314,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,6,3,27,2,,,,,,,,,872.5370467044413,go,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,0.0013208724558353424,0.4893662966787815,,875.0392393544316,test,3,,,,,,,,872.5557296648622,873.0525804758072,873.0525804758072,873.0693308338523,873.4530470110476,873.9536126330495,874.0522730536759,875.0586210936308,right,1,0.4,0.6570815294981003,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,7,0,28,2,,,,,,,,,875.0396675691009,go,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,0.0018798410892486572,0.4898824766278267,,877.5420993082225,test,3,,,,,,,,875.0586210936308,875.5553310960531,875.5553310960531,875.5720796696842,875.9556885957718,876.4567702077329,876.5560752935708,877.5609874725342,left,1,0.4,0.5995853096246719,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,7,1,29,0,,,,,,,,,877.5425239503384,go,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,0.0016252882778644562,0.4898591451346874,,880.0447001904249,test,3,,,,,,,,877.5609874725342,878.0580417998135,878.0580417998135,878.0748680904508,878.458537388593,878.9592780545354,879.0577799230814,880.0639459751546,right,1,0.4,0.6177606545388699,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,7,2,30,3,,,,,,,,,880.0451340675354,stop,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,0.0017790421843528748,0.4898633658885956,0.8903350159525871,882.547705244273,test,3,,,,,,,,880.0639459751546,880.5608437471092,880.5608437471092,880.5775677748024,880.9613258130848,881.4620220027864,881.562062844634,882.566631346941,None,0,0.45,,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,7,3,31,1,,,,,,,,,882.5481389425695,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,0.0015993490815162659,0.48988547548651695,,885.0504562854767,test,3,,,,,,,,882.566631346941,883.0637275576591,883.0637275576591,883.0803964324296,883.5141486413777,884.0134925767779,884.0645395368338,885.0696686841547,right,1,0.45,0.5771491043269634,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,8,0,32,1,,,,,,,,,885.0508914962411,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,0.0018637143075466156,0.4898730665445328,,887.5529629774392,test,3,,,,,,,,885.0696686841547,885.5668901652098,885.5668901652098,885.5831656083465,886.0172338746488,886.5328413620591,886.5682578571141,887.5719495750964,left,1,0.45,0.555407453328371,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,8,1,33,3,,,,,,,,,887.5533876083791,stop,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,0.001700717955827713,0.4898168183863163,0.9404803216457367,890.0557932145894,test,3,,,,,,,,887.5719495750964,888.0690248981118,888.0690248981118,888.0856528617442,888.5196873322129,889.0203335881233,889.0703076384962,890.0749132670462,None,0,0.5,,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,8,2,34,1,,,,,,,,,890.0562166571617,stop,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,0.001743752509355545,0.489844236522913,0.990271870046854,892.5586151368916,test,3,,,,,,,,890.0749132670462,890.5717559121549,890.5717559121549,890.5884891264141,891.0724254250526,891.5716539472342,891.5716539472342,892.5780970863998,left,1,0.45,0.6290173269808292,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,8,3,35,1,,,,,,,,,892.5590376891196,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,0.0018490701913833618,0.48933250084519386,,895.0615431256592,test,3,,,,,,,,892.5780970863998,893.0745650716126,893.0745650716126,893.0912923365831,893.5254297293723,894.0256485976279,894.078092366457,895.080567792058,right,1,0.45,0.646985612809658,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,9,0,36,0,,,,,,,,,895.0619657635689,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,0.0017410777509212494,0.48967554420232773,,897.5642874874175,test,3,,,,,,,,895.080567792058,895.5773308314383,895.5773308314383,895.594187065959,896.0278171636164,896.5272334367037,896.5770912840962,897.5834799595177,left,1,0.45,0.5813559219241142,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,9,1,37,3,,,,,,,,,897.564774043858,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,0.0013948678970336914,0.4896373152732849,,900.0668075866997,test,3,,,,,,,,897.5834799595177,898.0801401175559,898.0801401175559,898.0969478785992,898.5307310894132,899.0300354063511,899.0823451206088,900.0858574770391,left,1,0.45,0.6072602644562721,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,9,2,38,1,,,,,,,,,900.0672496296465,stop,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,0.0016470849514007568,0.48970337957143784,0.9402244947850704,902.5696624033153,test,3,,,,,,,,900.0858574770391,900.5829745046794,900.5829745046794,900.5996958762407,901.0336583033204,901.5493852160871,901.583639331162,902.58888040483,right,1,0.4,0.5645925924181938,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,9,3,39,3,,,,,,,,,902.5701773092151,go,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,0.0018845908343791962,0.48986754193902016,,905.072397056967,test,3,,,,,,,,902.58888040483,903.0856203734875,903.0856203734875,903.1022702790797,903.48629771173,903.9852957837284,904.086094558239,905.0915815196931,left,1,0.4,0.5515395887196064,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,10,0,40,2,,,,,,,,,905.0728290565312,go,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,0.001652158796787262,0.4894685409963131,,907.5753762610257,test,3,,,,,,,,905.0915815196931,905.5884668491781,905.5884668491781,905.60533676669,905.9889158084989,906.4898242205381,906.5907954908907,907.5943383909762,right,1,0.4,0.6686956137418747,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,10,1,41,1,,,,,,,,,907.5758252330124,stop,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,0.001273859292268753,0.48955532535910606,0.8902395851910114,910.0781858228147,test,3,,,,,,,,907.5943383909762,908.090676099062,908.090676099062,908.1076120696962,908.491601485759,908.9922547079623,909.0925503410399,910.0975432470441,right,1,0.35,0.5054707005620003,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,10,2,42,0,,,,,,,,,910.0786101967096,stop,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,0.0019687265157699585,0.48978791385889053,0.8403491824865341,912.5809689871967,test,3,,,,,,,,910.0975432470441,910.5941224135458,910.5941224135458,910.6107559651136,910.9446226321161,911.4450488574803,911.5939077362418,912.6002114526927,left,1,0.3,0.6731554977595806,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,2,0,2,0,10,3,43,2,,,,,,,,,912.5814167112112,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,0.0017741955816745758,0.4895192123949528,,915.0838799551129,test,3,,,,,,,,912.6002114526927,913.0970387943089,913.0970387943089,913.1137014850974,913.3971404209733,913.8977043405175,914.097462836653,915.1028563603759,right,1,0.3,0.5597280263900757,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
