corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,EndingSSD,goResp_test.rt,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}]","[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",2690.0000989213586,2690.0000989213586,return,4.851710796356201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s033,001,2024-09-10_14h14.05.996,simplestop_skeleton,2022.2.2,60.035295375343246,
None,None,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,2694.8742563799024,2694.8742563799024,2751.2892833948135,go,squareblack.png,right,0.35,2751.310197532177,2751.310197532177,2751.8038767129183,2751.8038767129183,2751.820343784988,2752.1543176174164,2752.6547288298607,2752.8122599348426,2753.8060789108276,2753.822706528008,left,0,0.9747724533081055,2753.822706528008,2753.822706528008,2754.327431410551,2754.327431410551,0.003078937530517578,0.48835310339927673,0.8388597816228867,2754.3076621368527,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s033,001,2024-09-10_14h14.05.996,simplestop_skeleton,2022.2.2,60.035295375343246,
None,None,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,2754.3082047328353,stop,squareblack.png,right,0.35,2754.327431410551,2754.327431410551,2754.823652744293,2754.823652744293,2754.840313181281,2755.174072124064,2755.6749902516603,2755.823579721153,2756.824862509966,2756.8413714393973,right,1,0.5563702136278152,2756.8413714393973,2756.8413714393973,2757.3435787260532,2757.3435787260532,0.001301594078540802,0.4897262379527092,0.839972198009491,2757.3259819746017,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s033,001,2024-09-10_14h14.05.996,simplestop_skeleton,2022.2.2,60.035295375343246,
None,None,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,2757.3264142125845,go,squareblack.png,right,0.3,2757.3435787260532,2757.3435787260532,2757.8424523845315,2757.8424523845315,2757.8592086583376,2758.1427888423204,2758.6435717493296,2758.8435830920935,2759.8454077243805,2759.8454077243805,right,1,0.4883003756403923,2759.8454077243805,2759.8454077243805,,,0.0012049674987792969,0.48986127227544785,0.7899720966815948,2760.330357991159,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s033,001,2024-09-10_14h14.05.996,simplestop_skeleton,2022.2.2,60.035295375343246,
None,None,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,2760.330810174346,stop,circleblack.png,left,0.3,2760.352556064725,2760.352556064725,2760.8468632102013,2760.8468632102013,2760.863615475595,2761.1473242118955,2761.6466223597527,2761.8465579524636,2762.849598169327,2762.8662472218275,left,1,0.41213416308164597,2762.8662472218275,2762.8662472218275,,,0.004534333944320679,0.4901111125946045,0.79045420140028,2763.365743391216,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s033,001,2024-09-10_14h14.05.996,simplestop_skeleton,2022.2.2,60.035295375343246,
None,None,0,0,0,0,1,0,4,1,,,,,,,,,,,,,,,,,2763.366180188954,go,squareblack.png,right,0.25,2763.383472174406,2763.383472174406,2763.8826555907726,2763.8826555907726,2763.8991046845913,2764.132410161197,2764.632961496711,2764.88362082839,2765.885113455355,2765.885113455355,right,1,0.705131471157074,2765.885113455355,2765.885113455355,,,0.0016426071524620056,0.4903321787714958,0.740500308573246,2766.3704144135118,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s033,001,2024-09-10_14h14.05.996,simplestop_skeleton,2022.2.2,60.035295375343246,
None,None,0,0,0,0,1,1,5,1,,,,,,,,,,,,,,,,,2766.370836906135,go,circleblack.png,left,0.25,2766.3906812891364,2766.3906812891364,2766.8870604410768,2766.8870604410768,2766.903690941632,2767.137434653938,2767.6378517895937,2767.888581328094,2768.8879379332066,2768.9043751507998,left,1,0.7567888647317886,2768.9043751507998,2768.9043751507998,2769.420676641166,2769.420676641166,0.001772657036781311,0.48993968963623047,0.7405734285712242,2769.3891817331314,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s033,001,2024-09-10_14h14.05.996,simplestop_skeleton,2022.2.2,60.035295375343246,
None,None,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,,2769.3896096870303,go,circleblack.png,left,0.25,2769.420676641166,2769.420676641166,2769.9082952439785,2769.9082952439785,2769.9221758022904,2770.156003370881,2770.656623765826,2770.923265606165,2771.9077178686857,2771.924443118274,left,1,0.5271913260221481,2771.924443118274,2771.924443118274,,,0.0012393370270729065,0.4911300912499428,0.7404055446386337,2772.410407744348,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s033,001,2024-09-10_14h14.05.996,simplestop_skeleton,2022.2.2,60.035295375343246,
None,None,0,0,0,0,1,3,7,1,,,,,,,,,,,,,,,,,2772.4108441844583,go,squareblack.png,right,0.25,2772.430433176458,2772.430433176458,2772.9269289448857,2772.9269289448857,2772.9436625167727,2773.1772173568606,2773.67644957453,2773.9266188517213,2774.9279139861465,2774.9446215108037,right,1,0.4076518788933754,2774.9446215108037,2774.9446215108037,2775.44746761024,2775.44746761024,0.0016726329922676086,0.49011290818452835,0.7405294850468636,2775.4292528033257,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s033,001,2024-09-10_14h14.05.996,simplestop_skeleton,2022.2.2,60.035295375343246,
None,None,0,0,0,0,2,0,8,3,,,,,,,,,,,,,,,,,2775.429685421288,go,circleblack.png,left,0.25,2775.44746761024,2775.44746761024,2775.945762179792,2775.945762179792,2775.962404116988,2776.1957972720265,2776.6963228583336,2776.9468715041876,2777.9489011391997,2777.9489011391997,left,1,0.4440176412463188,2777.9489011391997,2777.9489011391997,,,0.0017832815647125244,0.48998264223337173,0.7401656955480576,2778.43383513391,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s033,001,2024-09-10_14h14.05.996,simplestop_skeleton,2022.2.2,60.035295375343246,
