corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,goStim_test.stopped,stopSignal_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,0,0,0,0,4,3,19,1,,,,,,,,,,,,,,,,,78.77027460932732,go,circleblack.png,left,0.45,78.78983021527529,78.78983021527529,79.28640989214182,79.28640989214182,79.30317705869675,79.73697552084923,80.23759572952986,80.28737176209688,81.28876710683107,81.30563292652369,None,0,,81.30563292652369,81.30563292652369,81.81005478650331,81.81005478650331,0.001802012324333191,0.4902252331376076,0.9407332688570023,81.79018357396126,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,0,0,0,0,5,0,20,2,,,,,,,,,,,,,,,,,81.79059880971909,go,squareblack.png,right,0.45,81.81005478650331,81.81005478650331,82.30641866475344,82.30641866475344,82.32301633059978,82.75677711516619,83.25741931796074,83.3075320199132,84.30851947516203,84.32558739930391,None,0,,84.32558739930391,84.32558739930391,,,0.0017494410276412964,0.49021489173173904,0.9409235492348671,84.80996312946081,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,1,21,0,,,,,,,,,,,,,,,,,84.81037832796574,go,squareblack.png,right,0.45,84.82910943776369,84.82910943776369,85.32657325267792,85.32657325267792,85.34307392686605,85.77693574130535,86.27746142446995,86.32748005539179,87.32889442890882,87.32889442890882,None,0,,87.32889442890882,87.32889442890882,,,0.0011907070875167847,0.4903019666671753,0.9408836290240288,87.81326454132795,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,0,0,0,0,5,2,22,3,,,,,,,,,,,,,,,,,87.81368002295494,stop,squareblack.png,right,0.45,87.83235993236303,87.83235993236303,88.32960261404514,88.32960261404514,88.34628062695265,88.78022418916225,89.28064535558224,89.33067748695612,90.33177703619003,90.33177703619003,None,0,,90.33177703619003,90.33177703619003,,,0.001183249056339264,0.4905184730887413,0.9408177062869072,90.81673726439476,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,0,0,0,0,5,3,23,2,,,,,,,,,,,,,,,,,90.8171763047576,stop,squareblack.png,right,0.5,90.83568873256445,90.83568873256445,91.33309941738844,91.33309941738844,91.34962046146393,91.83383291214705,92.33442034572363,92.33442034572363,93.33529887348413,93.33529887348413,None,0,,93.33529887348413,93.33529887348413,93.83772745728493,93.83772745728493,0.0011825859546661377,0.4904266372323036,0.9909285977482796,93.81981463730335,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.83772745728493,93.83772745728493,return,2.0223956927657127,,,,,,,,,,,,,,,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,98.49924673140049,stop,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.002205789089202881,0.4990628808736801,1.0326341912150383,101.0115578174591,test,1,,,,,95.88862584531307,95.88862584531307,98.51877817511559,99.02509216219187,99.02509216219187,99.02509216219187,99.5585246309638,100.02577381581068,100.05920983850956,101.03037535399199,left,1,0.43756385147571564,0.5,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,101.01209355890751,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.001327909529209137,0.4895118176937103,,103.51411867141724,test,1,,,,,,,101.03037535399199,101.5441239848733,101.52748694270849,101.52748694270849,102.02809102833271,102.52856422960758,102.52856422960758,103.53320074081421,left,1,0.5145467966794968,0.5,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,103.51456109434366,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0016958117485046387,0.4898817464709282,,106.01734983175993,test,1,,,,,,,103.53320074081421,104.04699268937111,104.03016356378794,104.03016356378794,104.53112153708935,105.03152869641781,105.03152869641781,106.03658704459667,right,1,0.4179424121975899,0.5,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,106.01781115680933,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0019263029098510742,0.48946207016706467,,108.51959148794413,test,1,,,,,,,106.03658704459667,106.54977431893349,106.53306642174721,106.53306642174721,107.03364013135433,107.53403566032648,107.53403566032648,108.53860221803188,left,1,0.6146153956651688,0.5,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,1,0,4,2,,,,,,,,,108.52003744989634,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0017150864005088806,0.4900416135787964,,111.02259136736393,test,1,,,,,,,108.53860221803188,109.0524288341403,109.0357585400343,109.0357585400343,109.53648438304663,110.03565326333046,110.03565326333046,111.04121036082506,right,1,0.6620574370026588,0.5,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,1,1,5,1,,,,,,,,,111.02302195131779,stop,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.001188524067401886,0.4900311753153801,0.990294061601162,113.52550008893013,test,1,,,,,,,111.04121036082506,111.55514124780893,111.53854062408209,111.53854062408209,112.03900740295649,112.53955960273743,112.53955960273743,113.54308117181063,right,1,0.5654494985938072,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,1,2,6,0,,,,,,,,,113.52595143020153,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0012844130396842957,0.4896010011434555,,116.02833086252213,test,1,,,,,,,113.54308117181063,114.05797205120325,114.0412769317627,114.0412769317627,114.4919777289033,115.0426414012909,114.99257811903954,116.04780332744122,right,1,0.5433358326554298,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,1,3,7,3,,,,,,,,,116.02877739816904,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.002006128430366516,0.4899038001894951,,118.53088838607073,test,1,,,,,,,116.04780332744122,116.56078610569239,116.54415106773376,116.54415106773376,116.9946683049202,117.54518203437328,117.49519812315702,118.54957514256239,left,1,0.6888607069849968,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,2,0,8,1,,,,,,,,,118.531319655478,stop,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0013820305466651917,0.4901520237326622,0.9404217004776001,121.0336105749011,test,1,,,,,,,118.54957514256239,119.06354127824306,119.04690289497375,119.04690289497375,119.4973079264164,120.04805239289999,119.99787133932114,121.05264686048031,left,1,0.6902133151888847,0.4,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,2,1,9,0,,,,,,,,,121.03404173254967,go,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,,0.0018172487616539001,0.48970644176006317,,123.53614696860313,test,1,,,,,,,121.05264686048031,121.56627960503101,121.54964765161276,121.54964765161276,121.95000998675823,122.55073232203722,122.45055855065584,123.55536031723022,right,1,0.6684610322117805,0.4,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,2,2,10,1,,,,,,,,,123.53659968823195,go,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,,0.001771382987499237,0.4901641011238098,,126.03902181237936,test,1,,,,,,,123.55536031723022,124.06893617659807,124.05227225273848,124.05227225273848,124.45277017354965,125.05348264425993,124.95355378091335,126.05827397108078,left,1,0.6726602837443352,0.4,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,2,3,11,3,,,,,,,,,126.03945387154818,stop,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,,0.0017665103077888489,0.48974135518074036,0.8902600333094597,128.54165006428957,test,1,,,,,,,126.05827397108078,126.57167471945286,126.55515670031309,126.55515670031309,126.9555676355958,127.55653803795576,127.456004999578,128.56033273786306,None,0,,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,3,0,12,3,,,,,,,,,128.54209174215794,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0011856481432914734,0.4902309253811836,,131.04450523853302,test,1,,,,,,,128.56033273786306,129.0745748281479,129.05787420272827,129.05787420272827,129.50846373289824,130.05825003236532,130.00769467651844,131.0639004856348,right,1,0.6520792990922928,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,3,1,13,1,,,,,,,,,131.04494728147984,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0019672662019729614,0.48968300968408585,,133.54709470272064,test,1,,,,,,,131.0639004856348,131.5773532986641,131.56046269834042,131.56046269834042,132.01095634698868,132.56182074546814,132.5116587355733,133.5663656666875,left,1,0.7683133184909821,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,3,2,14,3,,,,,,,,,133.54753067344427,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0017854496836662292,0.48988956958055496,,136.0504319295287,test,1,,,,,,,133.5663656666875,134.0799702629447,134.06323040276766,134.06323040276766,134.51368858665228,135.06446213275194,135.01463282853365,136.06915368139744,right,1,0.6848398000001907,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,3,3,15,2,,,,,,,,,136.05087473988533,stop,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0013008564710617065,0.48981981724500656,0.9402639865875244,138.5531142205,test,1,,,,,,,136.06915368139744,136.5828495323658,136.56633980572224,136.56633980572224,137.01693980395794,137.56744126230478,137.51763336360455,138.5727057531476,right,1,0.6108499392867088,0.4,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,4,0,16,0,,,,,,,,,138.55354245007038,go,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,,0.002004392445087433,0.48957962542772293,,141.05560392141342,test,1,,,,,,,138.5727057531476,139.0855365023017,139.06888604909182,139.06888604909182,139.46930787712336,140.06957377493382,139.96936412155628,141.07457799464464,left,1,0.424068883061409,0.4,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,4,1,17,3,,,,,,,,,141.05604688823223,go,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,,0.001647666096687317,0.4896881803870201,,143.55840132385492,test,1,,,,,,,141.07457799464464,141.58834451436996,141.5715640708804,141.5715640708804,141.9720791950822,142.57275700569153,142.4725147485733,143.576491124928,right,1,0.5533107221126556,0.4,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,4,2,18,1,,,,,,,,,143.55885196477175,go,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,,0.0012337490916252136,0.49005040526390076,,146.0614123865962,test,1,,,,,,,143.576491124928,144.09121233969927,144.07434893399477,144.07434893399477,144.4747959896922,145.07503750175238,144.9747950285673,146.08062056452036,right,1,0.6767857521772385,0.4,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,4,3,19,1,,,,,,,,,146.0618637725711,stop,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,,0.0019011050462722778,0.4898882284760475,0.890047624707222,148.56406019628048,test,1,,,,,,,146.08062056452036,146.59384013712406,146.57719706743956,146.57719706743956,146.97764047980309,147.57829905301332,147.47809851914644,148.58272525668144,None,0,,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,0,20,0,,,,,,,,,148.56450451165438,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0012943372130393982,0.48985209316015244,,151.06695583462715,test,1,,,,,,,148.58272525668144,149.09664883464575,149.07996045798063,149.07996045798063,149.53038393706083,150.0811399370432,150.0311257019639,151.0864813104272,left,1,0.48903701454401016,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,1,21,0,,,,,,,,,151.06740460544825,stop,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0026586875319480896,0.48937901109457016,0.9399785622954369,153.56935047358274,test,1,,,,,,,151.0864813104272,151.59927670657635,151.5829485207796,151.5829485207796,152.03317829966545,152.5837889239192,152.5324187502265,153.58883971720934,right,1,0.6269803270697594,0.4,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,5,2,22,2,,,,,,,,,153.56979358941317,go,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,,0.001986667513847351,0.4897174909710884,,156.0720733180642,test,1,,,,,,,153.58883971720934,154.10209251195192,154.0856050401926,154.0856050401926,154.48606510460377,155.08595325797796,154.9856522232294,156.08995132893324,left,1,0.711738646030426,0.4,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,3,23,0,,,,,,,,,156.07250014692545,stop,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,,0.00128868967294693,0.4896693602204323,0.890165388584137,158.57494439929724,test,1,,,,,,,156.08995132893324,156.6047200039029,156.58819323033094,156.58819323033094,156.98852667212486,157.58912851661444,157.4891538694501,158.59379877895117,None,0,,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,6,0,24,3,,,,,,,,,158.5753888860345,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0016795918345451355,0.48975008726119995,,161.07783979177475,test,1,,,,,,,158.59379877895117,159.10765286535025,159.09100709855556,159.09100709855556,159.54131086915731,160.09310467541218,160.04150711745024,161.09692460298538,right,1,0.6915611103177071,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,6,1,25,1,,,,,,,,,161.07827008515596,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0018356144428253174,0.489690862596035,,163.58045962452888,test,1,,,,,,,161.09692460298538,161.61032255738974,161.59367439895868,161.59367439895868,162.04406818002462,162.59482330083847,162.54471158981323,163.599311478436,left,1,0.6264541372656822,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,6,2,26,3,,,,,,,,,163.5808927565813,stop,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0016779601573944092,0.4899206608533859,0.9403195902705193,166.08331560343504,test,1,,,,,,,163.599311478436,164.1130877584219,164.0963834002614,164.0963834002614,164.5469660013914,165.0975286141038,165.04764709621668,166.10198606550694,None,0,,0.5,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,6,3,27,3,,,,,,,,,166.08374809473753,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.001194596290588379,0.48981618881225586,,168.5859505906701,test,1,,,,,,,166.10198606550694,166.61589302122593,166.5993655845523,166.5993655845523,167.09979890286922,167.59949949383736,167.59949949383736,168.60556205362082,right,1,0.6264972910284996,0.5,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,7,0,28,3,,,,,,,,,168.58649519085884,stop,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0021214187145233154,0.48940713703632355,0.9902732968330383,171.0887919589877,test,1,,,,,,,168.60556205362082,169.11865600943565,169.10212484002113,169.10212484002113,169.60260466486216,170.10332943499088,170.10332943499088,171.10726614296436,None,0,,0.55,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,1,29,0,,,,,,,,,171.08923713862896,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.001279592514038086,0.4899284690618515,,173.59172527492046,test,1,,,,,,,171.10726614296436,171.6214385703206,171.60501032322645,171.60501032322645,172.15547446906567,172.60562704503536,172.65556193888187,173.6105096116662,left,1,0.6055962145328522,0.55,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,7,2,30,1,,,,,,,,,173.59216463565826,stop,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.0014499351382255554,0.4896622598171234,1.0400740504264832,176.0944606140256,test,1,,,,,,,173.6105096116662,174.12463741004467,174.10764895379543,174.10764895379543,174.65878362208605,175.10821744799614,175.15829705446959,176.11283423751593,left,1,0.56075669080019,0.5,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,3,31,0,,,,,,,,,176.0949013531208,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.00128994882106781,0.48957817256450653,,178.59689673781395,test,1,,,,,,,176.11283423751593,176.62707873433828,176.6101892516017,176.6101892516017,177.11085034906864,177.61125057190657,177.61125057190657,178.61607641726732,left,1,0.5853400751948357,0.5,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,8,0,32,2,,,,,,,,,178.59733529388905,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0016648098826408386,0.48989324271678925,,181.09987320750952,test,1,,,,,,,178.61607641726732,179.12970339506865,179.113221809268,179.113221809268,179.6157107576728,180.11420556902885,180.13084153831005,181.11749394983053,right,1,0.34627391397953033,0.5,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,8,1,33,1,,,,,,,,,181.1003250181675,stop,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0012199431657791138,0.48986076563596725,0.990195631980896,183.6026087999344,test,1,,,,,,,181.11749394983053,181.63243018090725,181.6156994625926,181.6156994625926,182.1163895353675,182.61673645675182,182.61673645675182,183.62189792841673,right,1,0.6877615004777908,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,8,2,34,0,,,,,,,,,183.6030478477478,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0019525662064552307,0.48971763253211975,,186.10526970773935,test,1,,,,,,,183.62189792841673,184.13520123809576,184.11867890506983,184.11867890506983,184.56905975937843,185.11963499337435,185.06963758915663,186.12421081215143,left,1,0.7032268941402435,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,8,3,35,2,,,,,,,,,186.1057002544403,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0016251355409622192,0.4899117276072502,,188.6080888658762,test,1,,,,,,,186.12421081215143,186.63793145865202,186.621371217072,186.621371217072,187.07170978933573,187.62246602028608,187.57223328202963,188.6273938342929,right,1,0.7350680455565453,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,9,0,36,3,,,,,,,,,188.60851930081844,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.001954205334186554,0.48974931240081787,,191.110939219594,test,1,,,,,,,188.6273938342929,189.14070409536362,189.12403297424316,189.12403297424316,189.57456279546022,190.12453496456146,190.07488602399826,191.12997858971357,left,1,0.3589683622121811,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,9,1,37,2,,,,,,,,,191.11136619746685,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.001693427562713623,0.4899153709411621,,193.6138349249959,test,1,,,,,,,191.12997858971357,191.64369513839483,191.62700057774782,191.62700057774782,192.07737577706575,192.62740343809128,192.57755609601736,193.63300923258066,right,1,0.546524666249752,0.45,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,9,2,38,2,,,,,,,,,193.61427681148052,stop,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0019246116280555725,0.48972994834184647,0.9400871098041534,196.11662923544645,test,1,,,,,,,193.63300923258066,194.14632881432772,194.12965657562017,194.12965657562017,194.58021011203527,195.13094375282526,195.0809373408556,196.1355008110404,None,0,,0.5,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,9,3,39,1,,,,,,,,,196.11706656962633,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0014128610491752625,0.4896332770586014,,198.61927850544453,test,1,,,,,,,196.1355008110404,196.64914269000292,196.63262278586626,196.63262278586626,197.13305244594812,197.6329480111599,197.6329480111599,198.6383712515235,left,1,0.5555252507328987,0.5,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
None,None,,,,,,,,,0,0,0,0,10,0,40,1,,,,,,,,,198.61972838640213,stop,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.001706339418888092,0.4898248091340065,0.9902331009507179,201.12218563258648,test,1,,,,,,,198.6383712515235,199.1518695950508,199.13536020368338,199.13536020368338,199.6356831341982,200.13634514808655,200.13634514808655,201.1413363814354,None,0,,0.55,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,10,1,41,0,,,,,,,,,201.12261395901442,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.0019468367099761963,0.4898016154766083,,203.6247830837965,test,1,,,,,,,201.1413363814354,201.65459052473307,201.63801323622465,201.63801323622465,202.18896362185478,202.63903418928385,202.70689266175032,203.64372853934765,left,1,0.6949914991855621,0.55,,,,,,,,,,,s026,001,2024-08-12_13h16.05.800,simplestop_skeleton,2022.2.2,60.300860651885706,
