corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}]","[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}]",2612.186424650252,2612.186424650252,return,2.6310329400002956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s015,001,2024-07-17_14h42.19.614,simplestop_skeleton,2022.2.2,59.86828041667459,
None,None,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,2614.8664886057377,2614.8664886057377,2724.2317921221256,go,squareblack.png,right,0.35,2724.252030018717,2724.252030018717,2724.747622102499,2724.747622102499,2724.7644265815616,2725.09802499786,2725.597523868084,2725.748018734157,2726.7497823275626,2726.7664564698935,right,1,0.6483742743730545,2726.7664564698935,2726.7664564698935,2727.271051220596,2727.271051220596,0.0027337223291397095,0.4899255149066448,0.8398113399744034,2727.2515228763223,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s015,001,2024-07-17_14h42.19.614,simplestop_skeleton,2022.2.2,59.86828041667459,
None,None,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,2727.2520526237786,go,squareblack.png,right,0.35,2727.271051220596,2727.271051220596,2727.7676017172635,2727.7676017172635,2727.7842504680157,2728.117748171091,2728.6172506697476,2728.76810374856,2729.7697789669037,2729.7863299921155,right,1,0.4646196998655796,2729.7863299921155,2729.7863299921155,2730.2974566072226,2730.2974566072226,0.0012298300862312317,0.4897185154259205,0.8400536254048347,2730.271205447614,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s015,001,2024-07-17_14h42.19.614,simplestop_skeleton,2022.2.2,59.86828041667459,
$currentCorrectResponse,$currentGoStim,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,2730.2716310955584,stop,circleblack.png,left,0.35,2730.2974566072226,2730.2974566072226,2730.787369340658,2730.787369340658,2730.8040601983666,2731.137871120125,2731.6370978988707,2731.787834830582,2732.7895857840776,2732.806378670037,left,1,0.44063594937324524,2732.806378670037,2732.806378670037,,,0.00806528702378273,0.48947567120194435,0.8401009552180767,2733.29137435928,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s015,001,2024-07-17_14h42.19.614,simplestop_skeleton,2022.2.2,59.86828041667459,
None,None,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,2733.291796606034,go,circleblack.png,left,0.3,2733.310979899019,2733.310979899019,2733.807784549892,2733.807784549892,2733.8242702931166,2734.1082653924823,2734.6086392365396,2734.8075172118843,2735.8097966238856,2735.8266776166856,left,1,0.6512121669948101,2735.8266776166856,2735.8266776166856,2736.330904956907,2736.330904956907,0.0013028793036937714,0.49013984203338623,0.7902496345341206,2736.3113101422787,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s015,001,2024-07-17_14h42.19.614,simplestop_skeleton,2022.2.2,59.86828041667459,
None,None,0,0,0,0,1,0,4,2,,,,,,,,,,,,,,,,,2736.311731658876,go,circleblack.png,left,0.3,2736.330904956907,2736.330904956907,2736.8278588168323,2736.8278588168323,2736.8443202637136,2737.1283542849123,2737.643660787493,2737.8281534425914,2738.8299282342196,2738.8466429524124,left,1,0.4728059358894825,2738.8466429524124,2738.8466429524124,2739.351399026811,2739.351399026811,0.0012940280139446259,0.49027833715081215,0.7905554659664631,2739.3313831984997,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s015,001,2024-07-17_14h42.19.614,simplestop_skeleton,2022.2.2,59.86828041667459,
None,None,0,0,0,0,1,1,5,3,,,,,,,,,,,,,,,,,2739.331835459918,go,squareblack.png,right,0.3,2739.351399026811,2739.351399026811,2739.847588773817,2739.847588773817,2739.864396646619,2740.148037124425,2740.6472645513713,2740.8480569310486,2741.8487442955375,2741.86515192315,right,1,0.3901502899825573,2741.86515192315,2741.86515192315,,,0.0016955174505710602,0.48992854356765747,0.7902309074997902,2742.3512205071747,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s015,001,2024-07-17_14h42.19.614,simplestop_skeleton,2022.2.2,59.86828041667459,
None,None,0,0,0,0,1,2,6,3,,,,,,,,,,,,,,,,,2742.3516655750573,stop,squareblack.png,right,0.3,2742.370618443936,2742.370618443936,2742.867878124118,2742.867878124118,2742.884596094489,2743.167769614607,2743.66995594278,2743.8678685314953,2744.86981613189,2744.86981613189,right,1,0.40255339443683624,2744.86981613189,2744.86981613189,2745.374713882804,2745.374713882804,0.0012670494616031647,0.4903477542102337,0.7905202656984329,2745.354733336717,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s015,001,2024-07-17_14h42.19.614,simplestop_skeleton,2022.2.2,59.86828041667459,
None,None,0,0,0,0,1,3,7,1,,,,,,,,,,,,,,,,,2745.355155196041,go,circleblack.png,left,0.25,2745.374713882804,2745.374713882804,2745.8708902336657,2745.8708902336657,2745.8877625465393,2746.1213010065258,2746.6218053735793,2746.870869360864,2747.8734305538237,2747.8897771015763,left,1,0.6160244345664978,2747.8897771015763,2747.8897771015763,2748.394555684179,2748.394555684179,0.0018504410982131958,0.49007172882556915,0.7403063327074051,2748.3746706955135,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s015,001,2024-07-17_14h42.19.614,simplestop_skeleton,2022.2.2,59.86828041667459,
None,None,0,0,0,0,2,0,8,2,,,,,,,,,,,,,,,,,2748.3751809559762,stop,squareblack.png,right,0.25,2748.394555684179,2748.394555684179,2748.8911279961467,2748.8911279961467,2748.9078959189355,2749.1398970484734,2749.641933951527,2749.8920628875494,2750.8931996896863,2750.909956227988,None,0,,2750.909956227988,2750.909956227988,2751.4141930937767,2751.4141930937767,0.0016134195029735565,0.48997578769922256,0.7404095344245434,2751.3947877958417,practice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s015,001,2024-07-17_14h42.19.614,simplestop_skeleton,2022.2.2,59.86828041667459,
